name010#0,"""ナズーン"""
quize61_answer#0,"""正解は……、<br><red>絶望のケルクンド<c>でした！"""
quiz62#0,"""問題<br><yellow>PA“スプレッドフェザー”を、<br>“使用できる武器種”は？"""
quiz62_01#0,"""PA“スプレッドフェザー”を、"""
quiz62_02#0,"""“使用できる武器種”は？"""
quize62_select1#0,"""タリス"""
quize62_select2#0,"""ウォンド"""
quize62_select3#0,"""ツインダガー"""
quize62_select4#0,"""バレットボウ"""
quize62_answer#0,"""正解は……、<br><red>タリス<c>でした！"""
quiz63#0,"""問題<br><yellow>ハルファに降り立った主人公の<br>降下ポッドの“番号”は？"""
quiz63_01#0,"""ハルファに降り立った主人公の"""
quiz63_02#0,"""降下ポッドの“番号”は？"""
quize63_select1#0,"""909"""
quize63_select2#0,"""101"""
quize63_select3#0,"""777"""
quize63_select4#0,"""999"""
quize63_answer#0,"""正解は……、<br><red>909<c>でした！"""
quiz64#0,"""問題<br><yellow>コクーン“ローンウェイⅡ”の<br>“サイドミッションでない”のは？"""
quiz64_01#0,"""コクーン“ローンウェイⅡ”の"""
quiz64_02#0,"""“サイドミッションでない”のは？"""
quize64_select1#0,"""ポイントキューブを５個取得してクリア"""
quize64_select2#0,"""4:35未満でクリア"""
quize64_select3#0,"""5:15未満でクリア"""
quize64_select4#0,"""ポイントキューブを４個取得してクリア"""
quize64_answer#0,"""正解は……、<br><red>ポイントキューブを５個取得してクリア<c>でした！"""
quiz65#0,"""問題<br><yellow>法撃武器威力が、<br>最も上昇する“特殊能力”は？"""
quiz65_01#0,"""法撃武器威力が、"""
quiz65_02#0,"""最も上昇する“特殊能力”は？"""
quize65_select1#0,"""テクニックⅣ"""
quize65_select2#0,"""エラーディ・ソールⅣ"""
quize65_select3#0,"""ドレド・キーパⅣ"""
quize65_select4#0,"""ギガス・エウティ"""
quize65_answer#0,"""正解は……、<br><red>テクニックⅣ<c>でした！"""
quiz66#0,"""問題<br><yellow>“デストラグラス”の“目”は、<br>全部でいくつある？"""
quiz66_01#0,"""“デストラグラス”の“目”は、"""
quiz66_02#0,"""全部でいくつある？"""
quize66_select1#0,"""13個"""
quize66_select2#0,"""11個"""
quize66_select3#0,"""16個"""
quize66_select4#0,"""10個"""
quize66_answer#0,"""正解は……、<br><red>13個<c>でした！"""
quiz67#0,"""問題<br><yellow>ハルファに降り立った主人公に、<br>アイナが最初にかけた言葉は？"""
quiz67_01#0,"""ハルファに降り立った主人公に、"""
quiz67_02#0,"""アイナが最初にかけた言葉は？"""
quize67_select1#0,"""よかった。開いた。"""
quize67_select2#0,"""大丈夫！？"""
quize67_select3#0,"""…覚まして……目を覚まして。"""
quize67_select4#0,"""今のテクニック？"""
quize67_answer#0,"""正解は……、<br><red>よかった。開いた。<c>でした！"""
quiz68#0,"""問題<br><yellow>クヴァリスの五つ子のうち、<br>“四男の名前”は？"""
quiz68_01#0,"""クヴァリスの五つ子のうち、"""
quiz68_02#0,"""“四男の名前”は？"""
quize68_select1#0,"""クッカ"""
quize68_select2#0,"""タイヴァス"""
quize68_select3#0,"""イルマ"""
quize68_select4#0,"""トゥーリ"""
quize68_answer#0,"""正解は……、<br><red>クッカ<c>でした！"""
quiz69#0,"""問題<br><yellow>このなかで、セントラルシティの<br>“オペレーターでない”のは？"""
quiz69_01#0,"""このなかで、セントラルシティの"""
quiz69_02#0,"""“オペレーターでない”のは？"""
quize69_select1#0,"""ホーニャン"""
quize69_select2#0,"""ロッサ"""
quize69_select3#0,"""オランジェ"""
quize69_select4#0,"""ラン"""
quize69_answer#0,"""正解は……、<br><red>ホーニャン<c>でした！"""
quiz70#0,"""問題<br><yellow>“N-ラッピースーツ・ミニ”で、<br>“非表示にできる装飾箇所”は？"""
quiz70_01#0,"""“N-ラッピースーツ・ミニ”で、"""
quiz70_02#0,"""“非表示にできる装飾箇所”は？"""
quize70_select1#0,"""ファスナー"""
quize70_select2#0,"""くちばし"""
quize70_select3#0,"""しっぽ"""
quize70_select4#0,"""まぶた"""
quize70_answer#0,"""正解は……、<br><red>ファスナー<c>でした！"""
quiz71#0,"""問題<br><yellow>タスク“ロボット修理のお手伝い・Ⅰ”で、<br>シラセに渡す“フォトンチャンク”の数は？"""
quiz71_01#0,"""タスク“ロボット修理のお手伝い・Ⅰ”で、"""
quiz71_02#0,"""シラセに渡す“フォトンチャンク”の数は？"""
quize71_select1#0,"""10個"""
quize71_select2#0,"""５個"""
quize71_select3#0,"""15個"""
quize71_select4#0,"""20個"""
quize71_answer#0,"""正解は……、<br><red>10個<c>でした！"""
quiz72#0,"""問題<br><yellow>ステージライブのバックバンドは、<br>モフセンとジャリル、あとひとりは？"""
quiz72_01#0,"""ステージライブのバックバンドは、"""
quiz72_02#0,"""モフセンとジャリル、あとひとりは？"""
quize72_select1#0,"""ハーディ"""
quize72_select2#0,"""ブルーダー"""
quize72_select3#0,"""グイーデン"""
quize72_select4#0,"""グライフ"""
quize72_answer#0,"""正解は……、<br><red>ハーディ<c>でした！"""
quiz73#0,"""問題<br><yellow>テイムズが出現しない“セクション”は？"""
quiz73_01#0,"""テイムズが出現しない“セクション”は？"""
quize73_select1#0,"""北クヴァリス"""
quize73_select2#0,"""中央クヴァリス"""
quize73_select3#0,"""南クヴァリス"""
quize73_select4#0,"""西クヴァリス"""
quize73_answer#0,"""正解は……、<br><red>北クヴァリス<c>でした！"""
quiz74#0,"""問題<br><yellow>セントラルキャノンの“正式名称”は？"""
quiz74_01#0,"""セントラルキャノンの“正式名称”は？"""
quize74_select1#0,"""単装フォトン粒子砲"""
quize74_select2#0,"""フォトン圧縮粒子砲"""
quize74_select3#0,"""改造フォトン粒子砲"""
quize74_select4#0,"""連装フォトン粒子砲"""
quize74_answer#0,"""正解は……、<br><red>単装フォトン粒子砲<c>でした！"""
quiz75#0,"""問題<br><yellow>クリア報酬で、“ストラーガソード”を<br>入手できる可能性がある“クエスト”は？"""
quiz75_01#0,"""クリア報酬で、“ストラーガソード”を"""
quiz75_02#0,"""入手できる可能性がある“クエスト”は？"""
quize75_select1#0,"""エアリオデバステーターズ【Rank.1】"""
quize75_select2#0,"""想定演習：ダークファルス迎撃戦"""
quize75_select3#0,"""ジオメトリックラビリンス【Rank.2】"""
quize75_select4#0,"""キャノンボールストライク"""
quize75_answer#0,"""正解は……、<br><red>エアリオデバステーターズ【Rank.1】<c>でした！"""
quiz76#0,"""問題<br><yellow>このなかで、実際に存在する<br>“アークスレコード”はどれ？"""
quiz76_01#0,"""このなかで、実際に存在する"""
quiz76_02#0,"""“アークスレコード”はどれ？"""
quize76_select1#0,"""アトランダムイベントレコード"""
quize76_select2#0,"""チームレコード"""
quize76_select3#0,"""デイリータスクレコード"""
quize76_select4#0,"""フィールドレースレコード"""
quize76_answer#0,"""正解は……、<br><red>アトランダムイベントレコード<c>でした！"""
quiz77#0,"""問題<br><yellow>ジオメトリックラビリンス【Rank.1】で<br>“ランクＳ”をとるために必要なスコアは？"""
quiz77_01#0,"""ジオメトリックラビリンス【Rank.1】で"""
quiz77_02#0,"""“ランクＳ”をとるために必要なスコアは？"""
quize77_select1#0,"""2,500,000ポイント以上"""
quize77_select2#0,"""3,000,000ポイント以上"""
quize77_select3#0,"""2,000,000ポイント以上"""
quize77_select4#0,"""9,999,999ポイント以上"""
quize77_answer#0,"""正解は……、<br><red>2,000,000ポイント以上<c>でした！"""
quiz78#0,"""問題<br><yellow>リテムシティとスティアキャンプに、<br>置かれている料理は？"""
quiz78_01#0,"""リテムシティとスティアキャンプに、"""
quiz78_02#0,"""置かれている料理は？"""
quize78_select1#0,"""クリームスープ"""
quize78_select2#0,"""ラッピー風から揚げ"""
quize78_select3#0,"""サンドウィッチ"""
quize78_select4#0,"""ラーメン"""
quize78_answer#0,"""正解は……、<br><red>クリームスープ<c>でした！"""
quiz79#0,"""問題<br><yellow>共闘トライアルに登場する人物で、<br>“存在しない組み合わせ”はどれ？"""
quiz79_01#0,"""共闘トライアルに登場する人物で、"""
quiz79_02#0,"""“存在しない組み合わせ”はどれ？"""
quize79_select1#0,"""ジャリルとハーディ"""
quize79_select2#0,"""イルマとマノン"""
quize79_select3#0,"""ダイアーとデュープリスとウェスター"""
quize79_select4#0,"""ライサンダーとロアーラとゲパルト"""
quize79_answer#0,"""正解は……、<br><red>ジャリルとハーディ<c>でした！"""
quiz80#0,"""問題<br><yellow>“CHAOS TRIAL”をクリアすると、<br>なにが起こる？"""
quiz80_01#0,"""“CHAOS TRIAL”をクリアすると、"""
quiz80_02#0,"""なにが起こる？"""
quize80_select1#0,"""PSEレベルが１上がる"""
quize80_select2#0,"""プレイヤーの攻撃力が一定時間上昇する"""
quize80_select3#0,"""レアドロップ率が一定時間上昇する"""
quize80_select4#0,"""なにもおきない"""
quize80_answer#0,"""正解は……、<br><red>PSEレベルが１上がる<c>でした！"""
