Param_Value#0,"""$(0)"""
ResultMessage#0,"""以下のブースト効果が発生しました。"""
RecipeMenuTitle#0,"""レシピ選択"""
RecipeSetNull#0,"""新規登録"""
RecipeSet#0,"""レシピ登録"""
RecipeMenu1#0,"""このレシピで作る"""
RecipeMenu2#0,"""レシピ名を変更する"""
RecipeMenu3#0,"""レシピを削除する"""
RecipeNameSet#0,"""レシピ名入力"""
RecipeNameResultTitle#0,"""登録完了"""
RecipeNameResultMessege#0,"""レシピを登録しました。"""
RecipeNameEditTitle#0,"""変更完了"""
RecipeNameEditMessege#0,"""レシピ名を変更しました。"""
RecipeDelete#0,"""削除確認"""
RecipeDeleteMessege#0,"""指定のレシピを削除しますか？"""
RecipeDeleteResultTitle#0,"""削除完了"""
RecipeDeleteResultMessege#0,"""レシピを削除しました。"""
ErrorMessage#1,"""通信に問題が発生しました。"""
Title#2,"""フォトンカラー変更アイテム選択"""
ColorPickerTitle#0,"""フォトンカラー変更"""
ChangeColorResultTitle#0,"""アイテムラボ"""
Explanation1#4,"""フォトンカラー変更では、一部のアイテムのフォトンカラーを変更できます。アイテムを選択してください。"""
Explanation2#3,"""フォトンカラーを設定してください。「決定」を選択すると色を確定します。"""
ChangeColorResultMessage1#0,"""フォトンカラー変更に<green>成功<c>しました。"""
NoMatchItemErrorMessage1#0,"""フォトンカラー変更できるアイテムがありません。"""
IdentifyTitle#0,"""アイテム鑑定"""
identifyGuide01#0,"""未鑑定のアイテムを鑑定できます。"""
identifyGuide02#0,"""鑑定したい武器を選択してください。[Shift]キーで 複数選択 できます。"""
identifyGuide03#0,"""鑑定の最終確認画面です。鑑定後のアイテムに、好きな属性を付与できます。"""
IdentifySelectMenuTitle#0,"""アイテム鑑定メニュー"""
IdentifySelectMenu01#0,"""アイテムを鑑定する"""
IdentifySelectMenu02#0,"""アイテムを上級鑑定する"""
IdentifySelectMenu03#0,"""ショップを出る"""
IdentifySelectItemTitle#0,"""未鑑定対象アイテム選択"""
identifyConfrimMessage#0,"""サービスで、選択した1個のアイテムに<br>好きな属性を付与できます。<br>属性を１つ選択後、<br>「鑑定ボタン」を押してください。<br>※すべての対象アイテムに選択した属性が<br>付与されますのでご注意ください。<br>※対象アイテム10個ずつ鑑定されます。"""
identifyConfrimSelectAttribute#0,"""付与したい属性"""
identifyConfrimSelectResultTtile#0,"""鑑定結果"""
identifyConfrimSelectResultMessage#0,"""以下のアイテム$(1)個の鑑定が終了しました。<br>（$(1)個/$(0)個）<br>「鑑定終了」ボタンを押してください。"""
identifyConfrimSelectResultContinue#0,"""鑑定を続ける"""
identifyConfrimSelectResultEnd#0,"""鑑定終了"""
Guide_1#0,"""移植先となる対象のベースアイテムを選択してください。"""
Guide_2#0,"""素材アイテムを選択してください。素材に付与されている特殊能力は<c><c ff4f3f>消滅<c><c f0df60>します。"""
Guide_3#0,"""ベースアイテムに移植する特殊能力を選択してください。"""
Guide_4#0,"""特殊能力移植の最終確認画面です。内容をよく確認して、問題なければ「はい」を選んでください。"""
ItemError#0,"""特殊能力を移植できるアイテムがありません。"""
TitleText1#0,"""ベースアイテム選択"""
TitleText2#0,"""素材アイテム選択"""
TitleText3#0,"""特殊能力カプセル選択"""
TitleText4#0,"""特殊能力移植確認"""
TitleText5#0,"""特殊能力移植内容"""
TitleText6#0,"""移植後の特殊能力"""
TitleText7#0,"""特殊能力選択"""
TitleText8#0,"""選択アイテムの特殊能力リスト"""
TitleText9#0,"""特殊能力移植予定リスト"""
Choice_Item#0,"""選択済みのアイテム"""
Constitution1#0,"""ベースに選択したアイテム"""
Constitution2#0,"""素材に選択したアイテム"""
Constitution3#0,"""移植後の特殊能力"""
Constitution4#0,"""消費される特殊能力カプセル"""
Constitution5#0,"""消費される特殊能力移植パス"""
Constitution6#0,"""個数"""
Message_Confirm#0,"""特殊能力移植を開始します。<br>よろしいですか？<br><br>※付与していない特殊能力は<scarlet>>消滅<c>します。<br>※素材として選択したアイテムに付与している<br>\u3000特殊能力は<scarlet>>すべて消滅<c>します。"""
Grant1#0,"""ベースアイテム"""
Grant2#0,"""素材アイテム"""
ServerErrorMsg1#0,"""$(0)が不足しています。"""
ServerErrorMsg2#0,"""所持金が不足しています。"""
ErrorMsg#0,"""特殊能力移植に失敗しました。<br>しばらく時間を置いてから、再度お試しください。"""
ButtonText1#0,"""戻る"""
ButtonText2#0,"""決定"""
ButtonText3#0,"""特殊能力移植開始"""
Message_Explanation2#0,"""素材として選択したアイテムに付与している<br>特殊能力は<c ff4f3f>すべて消滅<c>します。<br>本当によろしいですか？<br>※<yellow>S級特殊能力は消滅せずに残ります。<c>"""
ResultMessage1#1,"""特殊能力移植に<green>成功<c>しました。"""
ResultMessage2#1,"""<yellow>オーナー登録が完了<c>しました。"""
Decrease_Title#0,"""特殊能力確認"""
Decrease_Msg#0,"""アイテムに付与されていない<br>下記の特殊能力が<c ff4f3f>消滅<c>します。<br>よろしいですか？"""
SlotDecrease_Title#0,"""スロット減少確認"""
SlotDecrease_Msg#0,"""$(0)<br>のスロットが<c ff4f3f>減少<c>します。<br>よろしいですか？"""
MaxMessage#0,"""最大追加数を超えたため、入れ替えました。"""
CategoryMessege#0,"""すでに同じタイプの特殊能力が指定されていたため、入れ替えました。"""
AddSupportMessage1#0,"""特定の特殊能力を追加可能な<br>補助アイテムを所持しています。<br>使用するものを選んでください。"""
LockConfirm#0,"""ロック状態のアイテムが選択されています。<br>よろしいですか？"""
SetValueInputNumberMessage#0,"""設定する価格を入力してください。<br>※出品最低価格未満には変更できません。<br>※出品手数料として一定額が差引かれます。"""
SetValueInputNumberMessage_2#0,"""（出品手数料差引き額： """
SetValueInputNumberMessage_3#0,"""$(1)<pict 4space>$(0)）"""
SetValueInputNumberMessage_4#0,"""（税込価格： """
ManageExhibitItem#0,"""アイテムの出品<pict 4space><pict Arcscash>"""
ManageWithdrawItem#0,"""出品取り下げ"""
ShopListTitle_Blockade_message#0,"""称号「$(0)」の取得で開放されます。"""
Explanation1_v#0,"""<c f0df61>自分でアイテムを販売するショップを開いたり、他のプレイヤーショップで買い物ができます。<c>"""
Explanation2_v#0,"""<c f0df60>他のプレイヤーが出品中のアイテムを検索します。<c>"""
Explanation3_v#0,"""<c f0df60>商品を選択すると、そのアイテムが出品されているショップに移動します。<c>"""
Explanation4_v#0,"""<c f0df60>購入したいアイテムを<%Decide><c f0df60>で選びます。「購入」ボタンで精算が行われます。<c>"""
Explanation5#0,"""<c f0df60>プレイヤーIDネーム、キャラクター名、広告文からキーワード検索ができます。検索先を選択後、キーワードを入力してください。<c>"""
Label_Item_Num#0,"""選択中アイテムの所持数"""
Label_Item_Capacity#0,"""取り下げ後のアイテムパック容量"""
SubCategoryLayeringCostumeBaseWear#0,"""ベースウェア・セットウェア"""
SubCategoryConsumeMouthTeeth#0,"""口・歯"""
SubCategoryConsumeEar#0,"""耳"""
SubCategoryConsumeStamp#0,"""スタンプ"""
SubCategoryConsumeSpecialabilitycapsule#0,"""特殊能力カプセル"""
Potential#0,"""潜在能力レベル"""
MultiWeapon#0,"""マルチウェポン"""
DropSkill#0,"""プリセット能力"""
DifferentColorsWeapons#0,"""レアカラー武器"""
Blockade_message#0,"""称号「$(0)」の取得で開放されます。"""
Drop_DamageUp_1#0,"""威力＋2.0%"""
Drop_DamageUp_2#0,"""威力＋3.0%"""
Drop_DamageUp_3#0,"""威力＋4.0%"""
Drop_DamageUp_4#0,"""威力＋4.5%"""
Drop_DamageUp_5#0,"""威力＋5.0%"""
Drop_DamageReduction_1#0,"""ダメージ耐性＋1.0%"""
Drop_DamageReduction_2#0,"""ダメージ耐性＋2.0%"""
Drop_DamageReduction_3#0,"""ダメージ耐性＋3.0%"""
Drop_DamageReduction_4#0,"""ダメージ耐性＋3.5%"""
Drop_DamageReduction_5#0,"""ダメージ耐性＋4.0%"""
Drop_Critical_1#0,"""クリティカル発生率＋5.0%"""
Drop_Critical_2#0,"""クリティカル発生率＋8.0%"""
Drop_Critical_3#0,"""クリティカル発生率＋10%"""
Drop_Critical_4#0,"""クリティカル発生率＋12%"""
Drop_Critical_5#0,"""クリティカル発生率＋13%"""
Drop_CriticalDamage_1#0,"""クリティカル時の威力＋6.0%"""
Drop_CriticalDamage_2#0,"""クリティカル時の威力＋9.0%"""
Drop_CriticalDamage_3#0,"""クリティカル時の威力＋12%"""
Drop_CriticalDamage_4#0,"""クリティカル時の威力＋14%"""
Drop_CriticalDamage_5#0,"""クリティカル時の威力＋15%"""
Drop_PpActionRate_1#0,"""PP消費量軽減＋1.0％"""
Drop_PpActionRate_2#0,"""PP消費量軽減＋2.0％"""
Drop_PpActionRate_3#0,"""PP消費量軽減＋3.0％"""
Drop_PpActionRate_4#0,"""PP消費量軽減＋3.5％"""
Drop_PpActionRate_5#0,"""PP消費量軽減＋4.0％"""
Drop_PPRestraint_1#0,"""PP自然回復速度＋2.0%"""
Drop_PPRestraint_2#0,"""PP自然回復速度＋3.0%"""
Drop_PPRestraint_3#0,"""PP自然回復速度＋4.0%"""
Drop_PPRestraint_4#0,"""PP自然回復速度＋4.5%"""
Drop_PPRestraint_5#0,"""PP自然回復速度＋5.0%"""
Drop_AttackPPRestraint_1#0,"""攻撃時PP回復量＋2.0%"""
Drop_AttackPPRestraint_2#0,"""攻撃時PP回復量＋3.0%"""
Drop_AttackPPRestraint_3#0,"""攻撃時PP回復量＋4.0%"""
Drop_AttackPPRestraint_4#0,"""攻撃時PP回復量＋4.5%"""
Drop_AttackPPRestraint_5#0,"""攻撃時PP回復量＋5.0%"""
Drop_DamageUp_1#1,"""フィクサ・アタック Lv.1"""
Drop_DamageUp_2#1,"""フィクサ・アタック Lv.2"""
Drop_DamageUp_3#1,"""フィクサ・アタック Lv.3"""
Drop_DamageUp_4#1,"""フィクサ・アタック Lv.4"""
Drop_DamageUp_5#1,"""フィクサ・アタック Lv.5"""
Drop_DamageReduction_1#1,"""フィクサ・ガード Lv.1"""
Drop_DamageReduction_2#1,"""フィクサ・ガード Lv.2"""
Drop_DamageReduction_3#1,"""フィクサ・ガード Lv.3"""
Drop_DamageReduction_4#1,"""フィクサ・ガード Lv.4"""
Drop_DamageReduction_5#1,"""フィクサ・ガード Lv.5"""
Drop_Critical_1#1,"""フィクサ・フェタル Lv.1"""
Drop_Critical_2#1,"""フィクサ・フェタル Lv.2"""
Drop_Critical_3#1,"""フィクサ・フェタル Lv.3"""
Drop_Critical_4#1,"""フィクサ・フェタル Lv.4"""
Drop_Critical_5#1,"""フィクサ・フェタル Lv.5"""
Drop_CriticalDamage_1#1,"""フィクサ・テルミナ Lv.1"""
Drop_CriticalDamage_2#1,"""フィクサ・テルミナ Lv.2"""
Drop_CriticalDamage_3#1,"""フィクサ・テルミナ Lv.3"""
Drop_CriticalDamage_4#1,"""フィクサ・テルミナ Lv.4"""
Drop_CriticalDamage_5#1,"""フィクサ・テルミナ Lv.5"""
Drop_PpActionRate_1#1,"""フィクサ・パフォーマ Lv.1"""
Drop_PpActionRate_2#1,"""フィクサ・パフォーマ Lv.2"""
Drop_PpActionRate_3#1,"""フィクサ・パフォーマ Lv.3"""
Drop_PpActionRate_4#1,"""フィクサ・パフォーマ Lv.4"""
Drop_PpActionRate_5#1,"""フィクサ・パフォーマ Lv.5"""
Drop_PPRestraint_1#1,"""フィクサ・ナトゥーラ Lv.1"""
Drop_PPRestraint_2#1,"""フィクサ・ナトゥーラ Lv.2"""
Drop_PPRestraint_3#1,"""フィクサ・ナトゥーラ Lv.3"""
Drop_PPRestraint_4#1,"""フィクサ・ナトゥーラ Lv.4"""
Drop_PPRestraint_5#1,"""フィクサ・ナトゥーラ Lv.5"""
Drop_AttackPPRestraint_1#1,"""フィクサ・エンソジア Lv.1"""
Drop_AttackPPRestraint_2#1,"""フィクサ・エンソジア Lv.2"""
Drop_AttackPPRestraint_3#1,"""フィクサ・エンソジア Lv.3"""
Drop_AttackPPRestraint_4#1,"""フィクサ・エンソジア Lv.4"""
Drop_AttackPPRestraint_5#1,"""フィクサ・エンソジア Lv.5"""
