Gat_TitleStatus#0,"""ギャザリングステータス"""
Explain_C0097#0,"""<yellow>「浮上施設カブ」を3回、採取しよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0098#0,"""<yellow>「浮上施設カブ」を15回、採取しよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0099#0,"""<yellow>「ウォパルシェル」を3回、採取しよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：その他<br><c d468a0>\u3000※採取、レア採取で入手可能<c>"""
Explain_C0100#0,"""<yellow>「浮上施設トルマリン」を3回、採取しよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：宝石<br><c 73d882>\u3000※宝石は料理「採掘場跡ウナギのうな重」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0101#0,"""<yellow>ラスベガスで10回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_C0102#0,"""<yellow>ラスベガスで20回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_C0103#0,"""<yellow>ラスベガスで30回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_C0104#0,"""<yellow>「ラスベガスレタス」を3回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0105#0,"""<yellow>「ラスベガスレタス」を15回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0106#0,"""<yellow>「ラスベガスコーン」を3回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：穀物<br><c 73d882>\u3000※穀物は料理「森林マグロのカルパッチョ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0107#0,"""<yellow>「ラスベガスコーン」を15回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：穀物<br><c 73d882>\u3000※穀物は料理「森林マグロのカルパッチョ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0108#0,"""<yellow>「アキビン」を3回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：その他<br><c d468a0>\u3000※採取、レア採取で入手可能<c>"""
Explain_C0109#0,"""<yellow>「ラスベガスダイヤ」を3回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：宝石<br><c 73d882>\u3000※宝石は料理「採掘場跡ウナギのうな重」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0110#0,"""<yellow>火山洞窟で10回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_C0111#0,"""<yellow>火山洞窟で20回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_C0112#0,"""<yellow>火山洞窟で30回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_C0113#0,"""<yellow>「火山洞窟カボチャ」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0114#0,"""<yellow>「火山洞窟カボチャ」を15回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0115#0,"""<yellow>「火山洞窟パイン」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0116#0,"""<yellow>「火山洞窟パイン」を15回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0117#0,"""<yellow>「アムドゥスキア龍鱗」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：その他<br><c d468a0>\u3000※採取、レア採取で入手可能<c>"""
Explain_C0118#0,"""<yellow>「火山洞窟ガーネット」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：宝石<br><c 73d882>\u3000※宝石は料理「採掘場跡ウナギのうな重」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0119#0,"""<yellow>凍土で10回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_C0120#0,"""<yellow>凍土で20回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_C0121#0,"""<yellow>凍土で30回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_C0122#0,"""<yellow>「凍土ネギ」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0123#0,"""<yellow>「凍土ネギ」を15回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0124#0,"""<yellow>「凍土青リンゴ」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0125#0,"""<yellow>「凍土青リンゴ」を15回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0126#0,"""<yellow>「ナベルダケ」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0127#0,"""<yellow>「凍土琥珀」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：宝石<br><c 73d882>\u3000※宝石は料理「採掘場跡ウナギのうな重」で<br>\u3000\u3000取得率上昇<c>"""
SheetName_C0000#0,"""共通採取1"""
SheetName_C0001#0,"""共通採取2"""
SheetName_C0002#0,"""森林採取1"""
SheetName_C0003#0,"""遺跡採取1"""
SheetName_C0004#0,"""海岸採取1"""
SheetName_C0005#0,"""東京採取1"""
SheetName_C0006#0,"""砂漠採取1"""
SheetName_C0007#0,"""採掘場跡採取1"""
SheetName_C0008#0,"""浮上施設採取1"""
SheetName_C0009#0,"""ラスベガス採取1"""
SheetName_C0010#0,"""火山洞窟採取1"""
SheetName_C0011#0,"""凍土採取1"""
Name_F0000#0,"""釣り経験1"""
Name_F0001#0,"""釣り経験2"""
Name_F0002#0,"""釣り経験3"""
Name_F0003#0,"""釣り経験4"""
Name_F0004#0,"""釣り経験5"""
Name_F0005#0,"""釣り経験6"""
Name_F0006#0,"""追加釣り経験1"""
Name_F0007#0,"""追加釣り経験2"""
Name_F0008#0,"""追加釣り経験3"""
Name_F0009#0,"""追加釣り経験4"""
Name_F0010#0,"""レア釣り経験1"""
Name_F0011#0,"""レア釣り経験2"""
Name_F0012#0,"""レア釣り経験3"""
Name_F0013#0,"""レア釣り経験4"""
Name_F0014#0,"""魚類釣り経験1"""
Name_F0015#0,"""小型釣り経験1"""
Name_F0016#0,"""中型釣り経験1"""
Name_F0017#0,"""大型釣り経験1"""
Name_F0018#0,"""釣り経験7"""
Name_F0019#0,"""釣り経験8"""
Name_F0020#0,"""釣り経験9"""
Name_F0021#0,"""釣り経験10"""
Name_F0022#0,"""釣り経験11"""
Name_F0023#0,"""追加釣り経験5"""
Name_F0024#0,"""追加釣り経験6"""
Name_F0025#0,"""追加釣り経験7"""
Name_F0026#0,"""追加釣り経験8"""
Name_F0027#0,"""追加釣り経験9"""
Name_F0028#0,"""レア釣り経験5"""
Name_F0029#0,"""レア釣り経験6"""
Name_F0030#0,"""レア釣り経験7"""
Name_F0031#0,"""レア釣り経験8"""
Name_F0032#0,"""レア釣り経験9"""
Name_F0033#0,"""魚類釣り経験2"""
Name_F0034#0,"""貝類釣り経験1"""
Name_F0035#0,"""甲殻類釣り経験1"""
Name_F0036#0,"""その他釣り経験1"""
Name_F0037#0,"""特殊釣り経験1"""
Name_F0038#0,"""森林釣り経験1"""
Name_F0039#0,"""森林釣り経験2"""
Name_F0040#0,"""森林釣り経験3"""
Name_F0041#0,"""森林アユ釣り経験1"""
Name_F0042#0,"""森林アユ釣り経験2"""
Name_F0043#0,"""森林マグロ釣り経験1"""
Name_F0044#0,"""森林マグロ釣り経験2"""
Name_F0045#0,"""ナベルタートル釣り経験1"""
Name_F0046#0,"""中型森林ブリ釣り経験1"""
Name_F0047#0,"""遺跡釣り経験1"""
Name_F0048#0,"""遺跡釣り経験2"""
Name_F0049#0,"""遺跡釣り経験3"""
Name_F0050#0,"""遺跡エビ釣り経験1"""
Name_F0051#0,"""遺跡エビ釣り経験2"""
Name_F0052#0,"""遺跡キンメダイ釣り経験1"""
Name_F0053#0,"""遺跡キンメダイ釣り経験2"""
Name_F0054#0,"""ナベルタートル釣り経験1"""
Name_F0055#0,"""大型遺跡サケ釣り経験1"""
Name_F0056#0,"""海岸釣り経験1"""
Name_F0057#0,"""海岸釣り経験2"""
Name_F0058#0,"""海岸釣り経験3"""
Name_F0059#0,"""海岸アサリ釣り経験1"""
Name_F0060#0,"""海岸アサリ釣り経験2"""
Name_F0061#0,"""海岸ムール貝釣り経験1"""
Name_F0062#0,"""海岸ムール貝釣り経験2"""
Name_F0063#0,"""ウォパルシャーク釣り経験1"""
Name_F0064#0,"""大型海岸ハギ釣り経験1"""
Name_F0065#0,"""東京釣り経験1"""
Name_F0066#0,"""東京釣り経験2"""
Name_F0067#0,"""東京釣り経験3"""
Name_F0068#0,"""東京マグロ釣り経験1"""
Name_F0069#0,"""東京マグロ釣り経験2"""
Name_F0070#0,"""東京エビ釣り経験1"""
Name_F0071#0,"""東京エビ釣り経験2"""
Name_F0072#0,"""アースシェル釣り経験1"""
Name_F0073#0,"""中型東京マダイ釣り経験1"""
Name_F0074#0,"""砂漠釣り経験1"""
Name_F0075#0,"""砂漠釣り経験2"""
Name_F0076#0,"""砂漠釣り経験3"""
Name_F0077#0,"""砂漠ヒラメ釣り経験1"""
Name_F0078#0,"""砂漠ヒラメ釣り経験2"""
Name_F0079#0,"""砂漠カニ釣り経験1"""
Name_F0080#0,"""砂漠カニ釣り経験2"""
Name_F0081#0,"""リリーパシェル釣り経験1"""
Name_F0082#0,"""中型砂漠トビウオ釣り経験1"""
Name_F0083#0,"""採掘場跡釣り経験1"""
Name_F0084#0,"""採掘場跡釣り経験2"""
Name_F0085#0,"""採掘場跡釣り経験3"""
Name_F0086#0,"""採掘場跡タチウオ釣り経験1"""
Name_F0087#0,"""採掘場跡タチウオ釣り経験2"""
Name_F0088#0,"""採掘場跡ウナギ釣り経験1"""
Name_F0089#0,"""採掘場跡ウナギ釣り経験2"""
Name_F0090#0,"""リリーパシェル釣り経験1"""
Name_F0091#0,"""大型採掘場跡サメ釣り経験1"""
Name_F0092#0,"""浮上施設釣り経験1"""
Name_F0093#0,"""浮上施設釣り経験2"""
Name_F0094#0,"""浮上施設釣り経験3"""
Name_F0095#0,"""浮上施設イカ釣り経験1"""
Name_F0096#0,"""浮上施設イカ釣り経験2"""
Name_F0097#0,"""浮上施設イワシ釣り経験1"""
Name_F0098#0,"""浮上施設イワシ釣り経験2"""
Name_F0099#0,"""ウォパルシャーク釣り経験1"""
Name_F0100#0,"""小型浮上施設ニジエビ釣り経験1"""
Name_F0101#0,"""ラスベガス釣り経験1"""
Name_F0102#0,"""ラスベガス釣り経験2"""
Name_F0103#0,"""ラスベガス釣り経験3"""
Name_F0104#0,"""ラスベガスオマールエビ釣り経験1"""
Name_F0105#0,"""ラスベガスオマールエビ釣り経験2"""
Name_F0106#0,"""ラスベガスシマスズキ釣り経験1"""
Name_F0107#0,"""ラスベガスシマスズキ釣り経験2"""
Name_F0108#0,"""アースシェル釣り経験1"""
Name_F0109#0,"""中型ラスベガスバス釣り経験1"""
Name_F0110#0,"""火山洞窟釣り経験1"""
Name_F0111#0,"""火山洞窟釣り経験2"""
Name_F0112#0,"""火山洞窟釣り経験3"""
Name_F0113#0,"""火山洞窟ムール貝釣り経験1"""
Name_F0114#0,"""火山洞窟ムール貝釣り経験2"""
Name_F0115#0,"""火山洞窟ヨロイエビ釣り経験1"""
Name_F0116#0,"""火山洞窟ヨロイエビ釣り経験2"""
Name_F0117#0,"""アムドゥスキア珊瑚釣り経験1"""
Name_F0118#0,"""中型火山洞窟イワナ釣り経験1"""
Name_F0119#0,"""凍土釣り経験1"""
Name_F0120#0,"""凍土釣り経験2"""
Name_F0121#0,"""凍土釣り経験3"""
Name_F0122#0,"""凍土ニシン釣り経験1"""
Name_F0123#0,"""凍土ニシン釣り経験2"""
Name_F0124#0,"""凍土ワカサギ釣り経験1"""
Name_F0125#0,"""凍土ワカサギ釣り経験2"""
Name_F0126#0,"""ナベルタートル釣り経験1"""
Name_F0127#0,"""大型凍土カツオ釣り経験1"""
Explain_F0000#0,"""<yellow>1回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0001#0,"""<yellow>8回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0002#0,"""<yellow>20回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0003#0,"""<yellow>30回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0004#0,"""<yellow>40回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0005#0,"""<yellow>50回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0006#0,"""<yellow>5回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0007#0,"""<yellow>10回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0008#0,"""<yellow>20回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0009#0,"""<yellow>30回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0010#0,"""<yellow>5回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0011#0,"""<yellow>10回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0012#0,"""<yellow>20回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0013#0,"""<yellow>30回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0014#0,"""<yellow>魚類を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0015#0,"""<yellow>小型を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：小型釣り<br><c 73d882>\u3000※小型釣りは「海岸ムール貝のオイルづけ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0016#0,"""<yellow>中型を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0017#0,"""<yellow>大型を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0018#0,"""<yellow>100回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0019#0,"""<yellow>200回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0020#0,"""<yellow>300回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0021#0,"""<yellow>400回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0022#0,"""<yellow>500回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0023#0,"""<yellow>50回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0024#0,"""<yellow>75回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0025#0,"""<yellow>100回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0026#0,"""<yellow>125回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0027#0,"""<yellow>150回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0028#0,"""<yellow>50回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0029#0,"""<yellow>75回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0030#0,"""<yellow>100回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0031#0,"""<yellow>125回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0032#0,"""<yellow>150回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0033#0,"""<yellow>魚類を50回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0034#0,"""<yellow>貝類を50回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0035#0,"""<yellow>甲殻類を50回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0036#0,"""<yellow>その他を50回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：その他<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0037#0,"""<yellow>特殊を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：特殊<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0038#0,"""<yellow>森林で10回、釣りをしよう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：すべて"""
Explain_F0039#0,"""<yellow>森林で20回、釣りをしよう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：すべて"""
Explain_F0040#0,"""<yellow>森林で30回、釣りをしよう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：すべて"""
Explain_F0041#0,"""<yellow>「森林アユ」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0042#0,"""<yellow>「森林アユ」を10回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0043#0,"""<yellow>「森林マグロ」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0044#0,"""<yellow>「森林マグロ」を15回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0045#0,"""<yellow>「ナベルタートル」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：特殊<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0046#0,"""<yellow>中型「森林ブリ」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0047#0,"""<yellow>遺跡で10回、釣りをしよう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0048#0,"""<yellow>遺跡で20回、釣りをしよう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0049#0,"""<yellow>遺跡で30回、釣りをしよう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0050#0,"""<yellow>「遺跡エビ」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0051#0,"""<yellow>「遺跡エビ」を15回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0052#0,"""<yellow>「遺跡キンメダイ」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0053#0,"""<yellow>「遺跡キンメダイ」を15回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0054#0,"""<yellow>「ナベルタートル」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：特殊<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0055#0,"""<yellow>大型「遺跡サケ」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0056#0,"""<yellow>海岸で10回、釣りをしよう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：すべて"""
Explain_F0057#0,"""<yellow>海岸で20回、釣りをしよう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：すべて"""
Explain_F0058#0,"""<yellow>海岸で30回、釣りをしよう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：すべて"""
Explain_F0059#0,"""<yellow>「海岸アサリ」を3回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※釣りで入手可能<c>"""
Explain_F0060#0,"""<yellow>「海岸アサリ」を15回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※釣りで入手可能<c>"""
Explain_F0061#0,"""<yellow>「海岸ムール貝」を3回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※釣りで入手可能<c>"""
Explain_F0062#0,"""<yellow>「海岸ムール貝」を15回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※釣りで入手可能<c>"""
Explain_F0063#0,"""<yellow>「ウォパルシャーク」を3回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：巨大釣り<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0064#0,"""<yellow>大型「海岸ハギ」を3回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0065#0,"""<yellow>東京で10回、釣りをしよう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：すべて"""
