YesText#0,"""ใช่"""
ra_010020_date#0,"""A.P.238/2/21"""
un_011050_title#0,"""Ending Up ARKS"""
un_011050_date#0,"""A.P.238/2/21"""
un_011120_title#0,"""Disappointment"""
un_011120_date#0,"""A.P.238/2/21"""
ra_010030_title#0,"""Your First Client order"""
ra_010030_date#0,"""A.P.238/2/22"""
ra_010680_title#0,"""Always Helpful"""
ra_010680_date#0,"""A.P.238/2/22"""
ra_010040_title#0,"""Two ARKS in a Pod"""
ra_010040_date#0,"""A.P.238/2/22"""
st_010130_title#0,"""Xion's Request"""
st_010130_date#0,"""A.P.238/2/27/14:00"""
st_010140_title#0,"""Notice of Changing Phenomena"""
st_010140_date#0,"""A.P.238/2/20/10:00"""
st_010150_title#0,"""A Mysterious Voice Reaches"""
st_010150_date#0,"""A.P.238/2/20/10:30"""
st_010160_title#0,"""D-arkers Emerge Just as Remembered"""
st_010160_date#0,"""A.P.238/2/20/11:00"""
st_010170_title#0,"""Caring For the Fallen Matoi"""
st_010170_date#0,"""A.P.238/2/20/12:00"""
st_010180_title#0,"""A Communique From the Medical Center"""
st_010180_date#0,"""A.P.238/2/20/15:00"""
st_010210_title#0,"""Where the Unsettling Voice Leads"""
st_010210_date#0,"""A.P.238/2/20/11:30"""
st_010220_title#0,"""Encounter with The Persona"""
st_010220_date#0,"""A.P.238/2/20/12:00"""
st_010120_title#1,"""最初のマターボード"""
st_010120_date#1,"""A.P.238/2/20/14:00"""
ra_010010_title#1,"""人影を見たような……"""
ra_010010_date#1,"""A.P.238/2/21"""
ra_010020_title#1,"""突然すぎるダーカー発生"""
ra_010020_date#1,"""A.P.238/2/21"""
un_011050_title#1,"""なんとなくアークス"""
un_011050_date#1,"""A.P.238/2/21"""
un_011120_title#1,"""残念無念！"""
un_011120_date#1,"""A.P.238/2/21"""
ra_010030_title#1,"""はじめてのクライアントオーダー"""
ra_010030_date#1,"""A.P.238/2/22"""
ra_010680_title#1,"""おせっかいな先輩"""
ra_010680_date#1,"""A.P.238/2/22"""
ra_010040_title#1,"""仲良し姉妹アークス"""
ra_010040_date#1,"""A.P.238/2/22"""
st_010130_title#1,"""シオンからの依頼"""
st_010130_date#1,"""A.P.238/2/27/14:00"""
st_010140_title#1,"""事象改変の告知"""
st_010140_date#1,"""A.P.238/2/20/10:00"""
st_010150_title#1,"""謎の声が届く"""
st_010150_date#1,"""A.P.238/2/20/10:30"""
st_010160_title#1,"""記憶通りのダーカー出現"""
st_010160_date#1,"""A.P.238/2/20/11:00"""
st_010170_title#1,"""倒れているマトイの保護"""
st_010170_date#1,"""A.P.238/2/20/12:00"""
st_010180_title#1,"""メディカルセンターからの連絡"""
st_010180_date#1,"""A.P.238/2/20/15:00"""
st_010210_title#1,"""不穏な声の誘う先"""
st_010210_date#1,"""A.P.238/2/20/11:30"""
st_010220_title#1,"""仮面との遭遇"""
st_010220_date#1,"""A.P.238/2/20/12:00"""
st_010190_title#0,"""Second Delivery"""
st_010190_date#0,"""A.P.238/2/28/14:00"""
ra_010070_title#0,"""An Unsettling Presence"""
ra_010070_date#0,"""A.P.238/2/20"""
ra_010230_title#0,"""Good ARKS? Bad ARKS?"""
ra_010230_date#0,"""A.P.238/2/21"""
ra_010570_title#0,"""Survey on Naberius"""
ra_010570_date#0,"""A.P.238/2/21"""
ra_010580_title#0,"""Something Seems Off"""
ra_010580_date#0,"""A.P.238/2/22"""
ra_010060_title#0,"""Empowered D-arkers"""
ra_010060_date#0,"""A.P.238/2/23"""
un_011060_title#0,"""No Other Choice"""
un_011060_date#0,"""A.P.238/2/24"""
un_011130_title#0,"""Using Photons"""
un_011130_date#0,"""A.P.238/2/24"""
ra_010690_title#0,"""Zeno and Echo"""
ra_010690_date#0,"""A.P.238/2/28"""
ra_010710_title#0,"""Resembles the Master"""
ra_010710_date#0,"""A.P.238/3/3"""
st_010190_title#1,"""二枚目の受け渡し"""
st_010190_date#1,"""A.P.238/2/28/14:00"""
ra_010070_title#1,"""不穏な人影"""
ra_010070_date#1,"""A.P.238/2/20"""
ra_010230_title#1,"""いいアークス？\u3000悪いアークス？"""
ra_010230_date#1,"""A.P.238/2/21"""
ra_010570_title#1,"""惑星ナベリウスの地質について"""
ra_010570_date#1,"""A.P.238/2/21"""
ra_010580_title#1,"""何かちょっとおかしいような"""
ra_010580_date#1,"""A.P.238/2/22"""
ra_010060_title#1,"""強化されたダーカー？"""
ra_010060_date#1,"""A.P.238/2/23"""
un_011060_title#1,"""それしかなかったから"""
un_011060_date#1,"""A.P.238/2/24"""
un_011130_title#1,"""フォトンの使い方"""
un_011130_date#1,"""A.P.238/2/24"""
ra_010690_title#1,"""ゼノとエコー"""
ra_010690_date#1,"""A.P.238/2/28"""
ra_010710_title#1,"""師匠に似ている"""
ra_010710_date#1,"""A.P.238/3/3"""
st_010230_title#0,"""Third Delivery"""
st_010230_date#0,"""A.P.238/3/1/14:00"""
ra_010720_title#0,"""Originally Ranger"""
ra_010720_date#0,"""A.P.238/2/26"""
ra_010080_title#0,"""A Swordsmith without Motive"""
ra_010080_date#0,"""A.P.238/2/28"""
ra_010170_title#0,"""What the D-arkers Seek"""
ra_010170_date#0,"""A.P.238/2/28"""
ra_010090_title#0,"""Request a Sword!"""
ra_010090_date#0,"""A.P.238/2/28"""
ra_010180_title#0,"""A Figure on the White Summit"""
ra_010180_date#0,"""A.P.238/2/28"""
ra_010110_title#0,"""Rekindling the Fire"""
ra_010110_date#0,"""A.P.238/3/1"""
ra_010590_title#0,"""From Green to White"""
ra_010590_date#0,"""A.P.238/3/1"""
ra_010100_title#0,"""The Armageneses of Legend"""
ra_010100_date#0,"""A.P.238/3/1"""
un_011070_title#0,"""What is Aptitude Anyway?"""
un_011070_date#0,"""A.P.238/3/1"""
un_011140_title#0,"""Life Outside ARKS"""
un_011140_date#0,"""A.P.238/3/1"""
st_010240_title#0,"""An Explorer at Heart"""
st_010240_date#0,"""A.P.238/3/2/9:00"""
st_010250_title#0,"""D-arkers which Ignore ARKS"""
st_010250_date#0,"""A.P.238/3/2/10:00"""
st_010255_title#0,"""Arriving at The Goal"""
st_010255_date#0,"""A.P.238/3/2/10:30"""
st_010280_title#0,"""A Lingering Shadow"""
st_010280_date#0,"""A.P.238/3/2/10:30"""
st_010260_title#0,"""Nothing Happens, Nothing Can be Seen"""
st_010260_date#0,"""A.P.238/3/2/11:00"""
st_010290_title#0,"""A Broken Armageneses"""
st_010290_date#0,"""A.P.238/3/2/11:00"""
st_010300_title#0,"""Under the Persona"""
st_010300_date#0,"""A.P.238/3/2/11:30"""
ra_010600_title#0,"""The Naberian Enigma"""
ra_010600_date#0,"""A.P.238/3/3"""
ra_010310_title#0,"""Rumors of Strange Shadows"""
ra_010310_date#0,"""A.P.238/3/5"""
ra_010460_title#0,"""The Dragorii of the Cauldron"""
ra_010460_date#0,"""A.P.238/3/6"""
st_010230_title#1,"""三枚目の受け渡し"""
st_010230_date#1,"""A.P.238/3/1/14:00"""
ra_010720_title#1,"""本来はレンジャー"""
ra_010720_date#1,"""A.P.238/2/26"""
ra_010080_title#1,"""やる気をなくした刀匠"""
ra_010080_date#1,"""A.P.238/2/28"""
ra_010170_title#1,"""ダーカーは何を探す"""
ra_010170_date#1,"""A.P.238/2/28"""
ra_010090_title#1,"""刀匠を頼る！"""
ra_010090_date#1,"""A.P.238/2/28"""
ra_010180_title#1,"""凍土にたたずむ人影"""
ra_010180_date#1,"""A.P.238/2/28"""
ra_010110_title#1,"""やる気を取り戻させたいが……"""
ra_010110_date#1,"""A.P.238/3/1"""
ra_010590_title#1,"""森林の先の凍土"""
ra_010590_date#1,"""A.P.238/3/1"""
ra_010100_title#1,"""栄光の創世器"""
ra_010100_date#1,"""A.P.238/3/1"""
un_011070_title#1,"""適性ってなんなんだろう"""
un_011070_date#1,"""A.P.238/3/1"""
un_011140_title#1,"""アークス以外の生活"""
un_011140_date#1,"""A.P.238/3/1"""
st_010240_title#1,"""純粋な探求者"""
st_010240_date#1,"""A.P.238/3/2/9:00"""
st_010250_title#1,"""アークスを無視するダーカー"""
st_010250_date#1,"""A.P.238/3/2/10:00"""
st_010255_title#1,"""目的地に到達"""
st_010255_date#1,"""A.P.238/3/2/10:30"""
st_010280_title#1,"""佇む人影"""
st_010280_date#1,"""A.P.238/3/2/10:30"""
st_010260_title#1,"""何も起こらず、何も見えず"""
st_010260_date#1,"""A.P.238/3/2/11:00"""
st_010290_title#1,"""壊れた創世器"""
st_010290_date#1,"""A.P.238/3/2/11:00"""
st_010300_title#1,"""仮面の下には"""
st_010300_date#1,"""A.P.238/3/2/11:30"""
ra_010600_title#1,"""ナベリウスの疑問"""
ra_010600_date#1,"""A.P.238/3/3"""
ra_010310_title#1,"""不思議でちいさな影の噂！"""
ra_010310_date#1,"""A.P.238/3/5"""
ra_010460_title#1,"""火山洞窟の龍族はすっごいよ！"""
ra_010460_date#1,"""A.P.238/3/6"""
st_010310_title#0,"""Fourth Delivery"""
st_010310_date#0,"""A.P.238/3/3/14:00"""
ra_010120_title#0,"""Revival of Passion"""
ra_010120_date#0,"""A.P.238/3/2"""
ra_010320_title#0,"""Saved by Tiny People"""
ra_010320_date#0,"""A.P.238/3/4"""
ra_010240_title#0,"""Where's that Persona?"""
ra_010240_date#0,"""A.P.238/3/4"""
ra_010330_title#0,"""Remnants of Life"""
ra_010330_date#0,"""A.P.238/3/6"""
ra_010380_title#0,"""Something Forgotten by The One Owed"""
ra_010380_date#0,"""A.P.238/3/6"""
un_011080_title#0,"""Getting in Trouble"""
un_011080_date#0,"""A.P.238/3/6"""
un_011150_title#0,"""Will and Talent"""
un_011150_date#0,"""A.P.238/3/7"""
ra_010390_title#0,"""Wishing to Meet The One I Owe"""
ra_010390_date#0,"""A.P.238/3/8"""
ra_010400_title#0,"""A Long Way to Go"""
ra_010400_date#0,"""A.P.238/3/9"""
ra_010410_title#0,"""A Coward's Dilemma"""
ra_010410_date#0,"""A.P.238/3/10"""
ra_010420_title#0,"""Reason for Fear"""
ra_010420_date#0,"""A.P.238/3/10"""
ra_010340_title#0,"""Who Could the Culprit Be?"""
ra_010340_date#0,"""A.P.238/3/11"""
st_010320_title#0,"""Investigate Together"""
st_010320_date#0,"""A.P.238/3/12"""
st_010330_title#0,"""The Search Begins......"""
st_010330_date#0,"""A.P.238/3/12"""
st_010360_title#0,"""Their Thinking"""
st_010360_date#0,"""A.P.238/3/12/9:00"""
st_010370_title#0,"""The Favor Shown Will Not be Forgotten"""
st_010370_date#0,"""A.P.238/3/12/10:00"""
st_010335_title#0,"""There are Ruins, But"""
st_010335_date#0,"""A.P.238/3/12/11:30"""
st_010340_title#0,"""Until You Reveal Your Heart"""
st_010340_date#0,"""A.P.238/3/12/12:00"""
st_010310_title#1,"""四枚目の受け渡し"""
st_010310_date#1,"""A.P.238/3/3/14:00"""
ra_010120_title#1,"""情熱の再燃"""
ra_010120_date#1,"""A.P.238/3/2"""
ra_010320_title#1,"""小さな人影に救われたんです"""
ra_010320_date#1,"""A.P.238/3/4"""
ra_010240_title#1,"""仮面野郎は何処に居る"""
ra_010240_date#1,"""A.P.238/3/4"""
ra_010330_title#1,"""存在の痕跡"""
ra_010330_date#1,"""A.P.238/3/6"""
ra_010380_title#1,"""恩人の忘れ物"""
ra_010380_date#1,"""A.P.238/3/6"""
un_011080_title#1,"""怒られちゃいました"""
un_011080_date#1,"""A.P.238/3/6"""
un_011150_title#1,"""やる気と才能"""
un_011150_date#1,"""A.P.238/3/7"""
ra_010390_title#1,"""恩人にあいたくて"""
ra_010390_date#1,"""A.P.238/3/8"""
ra_010400_title#1,"""逢えたけどまだ遠い"""
ra_010400_date#1,"""A.P.238/3/9"""
ra_010410_title#1,"""臆病者のジレンマ"""
ra_010410_date#1,"""A.P.238/3/10"""
ra_010420_title#1,"""怯える理由"""
ra_010420_date#1,"""A.P.238/3/10"""
ra_010340_title#1,"""犯人は誰だろうねえ"""
ra_010340_date#1,"""A.P.238/3/11"""
st_010320_title#1,"""一緒に調査"""
st_010320_date#1,"""A.P.238/3/12"""
st_010330_title#1,"""探索開始は……"""
st_010330_date#1,"""A.P.238/3/12"""
st_010360_title#1,"""彼らの考え方"""
st_010360_date#1,"""A.P.238/3/12/9:00"""
st_010370_title#1,"""受けた恩は忘れない"""
st_010370_date#1,"""A.P.238/3/12/10:00"""
st_010335_title#1,"""痕跡はあるけれど"""
st_010335_date#1,"""A.P.238/3/12/11:30"""
st_010340_title#1,"""きみが心を見せるまで"""
st_010340_date#1,"""A.P.238/3/12/12:00"""
st_010375_title#0,"""Fifth Delivery"""
st_010375_date#0,"""A.P.238/3/21/14:00"""
ra_010250_title#0,"""A Little Bit of History"""
ra_010250_date#0,"""A.P.238/3/3"""
ra_010280_title#0,"""The Indiscriminate Threat"""
ra_010280_date#0,"""A.P.238/3/5"""
ra_010470_title#0,"""The Missing Professor"""
ra_010470_date#0,"""A.P.238/3/8"""
ra_010480_title#0,"""The True Pursuer"""
ra_010480_date#0,"""A.P.238/3/8"""
ra_010490_title#0,"""Substitute Data Collector"""
ra_010490_date#0,"""A.P.238/3/9"""
ra_010500_title#0,"""The Fierce Dragorii"""
ra_010500_date#0,"""A.P.238/3/11"""
ra_010510_title#0,"""Strange Parameters"""
ra_010510_date#0,"""A.P.238/3/11"""
ra_010130_title#0,"""Two More Pieces"""
ra_010130_date#0,"""A.P.238/3/13"""
un_011090_title#0,"""The Bare Minimum"""
un_011090_date#0,"""A.P.238/3/13"""
un_011160_title#0,"""Failures are Failures?"""
un_011160_date#0,"""A.P.238/3/13"""
ra_010200_title#0,"""Finding the Other Parts"""
ra_010200_date#0,"""A.P.238/3/14"""
ra_010520_title#0,"""Seeing for Herself"""
ra_010520_date#0,"""A.P.238/3/18"""
ra_010610_title#0,"""Something is Not Right"""
ra_010610_date#0,"""A.P.238/3/18"""
st_010380_title#0,"""Begin Research on The Dragorii!"""
st_010380_date#0,"""A.P.238/3/19/12:00"""
st_010395_title#0,"""Exclusionary Dragorii"""
st_010395_date#0,"""A.P.238/3/19/12:20"""
st_010430_title#0,"""Infuriated Dragorii"""
st_010430_date#0,"""A.P.238/3/19/12:20"""
st_010400_title#0,"""Many D-arkers"""
st_010400_date#0,"""A.P.238/3/19/12:40"""
st_010440_title#0,"""Dragorii Corpse"""
st_010440_date#0,"""A.P.238/3/19/12:40"""
st_010410_title#0,"""Maddened Dragorii"""
st_010410_date#0,"""A.P.238/3/19/13:00"""
st_010450_title#0,"""Law of the Dragorii"""
st_010450_date#0,"""A.P.238/3/19/13:00"""
st_010420_title#0,"""A Misunderstanding Occurs"""
st_010420_date#0,"""A.P.238/3/19/13:30"""
st_010460_title#0,"""Discussion Begins"""
st_010460_date#0,"""A.P.238/3/19/13:30"""
st_010375_title#1,"""五枚目の受け渡し"""
st_010375_date#1,"""A.P.238/3/21/14:00"""
ra_010250_title#1,"""深き因縁"""
ra_010250_date#1,"""A.P.238/3/3"""
ra_010280_title#1,"""気に入らなければ外敵"""
ra_010280_date#1,"""A.P.238/3/5"""
ra_010470_title#1,"""先生が行方不明なんです！"""
ra_010470_date#1,"""A.P.238/3/8"""
ra_010480_title#1,"""真実の探求者"""
ra_010480_date#1,"""A.P.238/3/8"""
ra_010490_title#1,"""代理の情報収集"""
ra_010490_date#1,"""A.P.238/3/9"""
ra_010500_title#1,"""圧倒的な龍族"""
ra_010500_date#1,"""A.P.238/3/11"""
ra_010510_title#1,"""おかしなパラメーター"""
ra_010510_date#1,"""A.P.238/3/11"""
ra_010130_title#1,"""ひとつでは足りない"""
ra_010130_date#1,"""A.P.238/3/13"""
un_011090_title#1,"""戦っているふり"""
un_011090_date#1,"""A.P.238/3/13"""
un_011160_title#1,"""落ちこぼれは落ちこぼれ？"""
un_011160_date#1,"""A.P.238/3/13"""
ra_010200_title#1,"""他のパーツは一体何所に？"""
ra_010200_date#1,"""A.P.238/3/14"""
ra_010520_title#1,"""やはり自分で見なければ"""
ra_010520_date#1,"""A.P.238/3/18"""
ra_010610_title#1,"""こんなことはありえない"""
ra_010610_date#1,"""A.P.238/3/18"""
st_010380_title#1,"""龍族の調査を始めよう"""
st_010380_date#1,"""A.P.238/3/19/12:00"""
st_010395_title#1,"""排他的な龍族"""
st_010395_date#1,"""A.P.238/3/19/12:20"""
st_010430_title#1,"""狂化する龍族"""
st_010430_date#1,"""A.P.238/3/19/12:20"""
st_010400_title#1,"""ダーカーが多い"""
st_010400_date#1,"""A.P.238/3/19/12:40"""
st_010440_title#1,"""龍族の遺体"""
st_010440_date#1,"""A.P.238/3/19/12:40"""
st_010410_title#1,"""狂った龍族"""
st_010410_date#1,"""A.P.238/3/19/13:00"""
st_010450_title#1,"""龍族の掟"""
st_010450_date#1,"""A.P.238/3/19/13:00"""
st_010420_title#1,"""生まれる誤解"""
st_010420_date#1,"""A.P.238/3/19/13:30"""
st_010460_title#1,"""対話のはじまり"""
st_010460_date#1,"""A.P.238/3/19/13:30"""
st_010470_title#0,"""Sixth Delivery"""
st_010470_date#0,"""A.P.238/3/21/14:00"""
un_011100_title#0,"""Don't Work Too Hard"""
un_011100_date#0,"""A.P.238/3/16"""
ra_010430_title#0,"""One Step Forward"""
ra_010430_date#0,"""A.P.238/3/20"""
ra_010740_title#0,"""A Single Regret"""
ra_010740_date#0,"""A.P.238/3/21"""
st_010555_title#0,"""Seventh Delivery"""
st_010555_date#0,"""A.P.238/3/21/14:00"""
ra_010440_title#0,"""What Comes Through"""
ra_010440_date#0,"""A.P.238/3/21"""
ra_010210_title#0,"""Persona in the Underworks"""
ra_010210_date#0,"""A.P.238/3/22"""
ra_010450_title#0,"""Somehow it is Enough"""
ra_010450_date#0,"""A.P.238/3/22"""
ra_010290_title#0,"""Guntram's Past"""
ra_010290_date#0,"""A.P.238/3/22"""
st_010480_title#0,"""Search for Damaged Weaponry"""
st_010480_date#0,"""A.P.238/3/24/10:00"""
st_010490_title#0,"""A Strange Mark"""
st_010490_date#0,"""A.P.238/3/24/10:30"""
st_010500_title#0,"""Proof of Life"""
st_010500_date#0,"""A.P.238/3/24/11:00"""
st_010580_title#0,"""Their Words Are"""
st_010580_date#0,"""A.P.238/3/24/11:00"""
st_010510_title#0,"""Search in Vain"""
st_010510_date#0,"""A.P.238/3/24/11:30"""
st_010590_title#0,"""Guidance to The Inmost"""
st_010590_date#0,"""A.P.238/3/24/11:30"""
st_010600_title#0,"""The Second Destroyed Clarissa"""
st_010600_date#0,"""A.P.238/3/24/12:00"""
ra_010140_title#0,"""This is The Head!"""
ra_010140_date#0,"""A.P.238/3/24"""
st_010470_title#1,"""六枚目の受け渡し"""
st_010470_date#1,"""A.P.238/3/21/14:00"""
un_011100_title#1,"""無理しないでって……"""
un_011100_date#1,"""A.P.238/3/16"""
ra_010430_title#1,"""踏み出す一歩"""
ra_010430_date#1,"""A.P.238/3/20"""
ra_010740_title#1,"""一度きりの後悔"""
ra_010740_date#1,"""A.P.238/3/21"""
st_010555_title#1,"""七枚目の受け渡し"""
st_010555_date#1,"""A.P.238/3/21/14:00"""
ra_010440_title#1,"""素直に受け止めれば"""
ra_010440_date#1,"""A.P.238/3/21"""
ra_010210_title#1,"""坑道を探る、仮面の姿"""
ra_010210_date#1,"""A.P.238/3/22"""
ra_010450_title#1,"""なんとなく、で大丈夫"""
ra_010450_date#1,"""A.P.238/3/22"""
ra_010290_title#1,"""ゲッテムハルトの過去は……"""
ra_010290_date#1,"""A.P.238/3/22"""
st_010480_title#1,"""破損武器の探索"""
st_010480_date#1,"""A.P.238/3/24/10:00"""
st_010490_title#1,"""謎の印"""
st_010490_date#1,"""A.P.238/3/24/10:30"""
st_010500_title#1,"""存在証明"""
st_010500_date#1,"""A.P.238/3/24/11:00"""
st_010580_title#1,"""彼らの言葉とは"""
st_010580_date#1,"""A.P.238/3/24/11:00"""
st_010510_title#1,"""空振り調査"""
st_010510_date#1,"""A.P.238/3/24/11:30"""
st_010590_title#1,"""最奥への導き"""
st_010590_date#1,"""A.P.238/3/24/11:30"""
st_010600_title#1,"""二つ目の破損クラリッサ"""
st_010600_date#1,"""A.P.238/3/24/12:00"""
ra_010140_title#1,"""これは……先端部分！"""
ra_010140_date#1,"""A.P.238/3/24"""
st_010470_title#2,"""Sixth Delivery"""
st_010470_date#2,"""A.P.238/3/21/14:00"""
ra_010530_title#0,"""A Race Against Time"""
ra_010530_date#0,"""A.P.238/3/21"""
ra_010540_title#0,"""Hi'En's Hope"""
ra_010540_date#0,"""A.P.238/3/22"""
ra_010800_title#0,"""Persistence"""
ra_010800_date#0,"""A.P.238/3/22"""
st_010555_title#2,"""Seventh Delivery"""
st_010555_date#2,"""A.P.238/3/21/14:00"""
ra_010220_title#0,"""Persona in The Skyscape"""
ra_010220_date#0,"""A.P.238/3/23"""
ra_010550_title#0,"""Balancing Pride"""
ra_010550_date#0,"""A.P.238/3/23"""
ra_010560_title#0,"""Savior of Legend"""
ra_010560_date#0,"""A.P.238/3/24"""
st_010520_title#0,"""Reckless Search"""
st_010520_date#0,"""A.P.238/3/25/10:00"""
st_010530_title#0,"""A Reunion with Hi'En"""
st_010530_date#0,"""A.P.238/3/25/10:30"""
st_010620_title#0,"""Legitimate Things"""
st_010620_date#0,"""A.P.238/3/25/10:30"""
st_010540_title#0,"""ARKS Beckons the D-arkers"""
st_010540_date#0,"""A.P.238/3/25/11:00"""
st_010630_title#0,"""A New Era"""
st_010630_date#0,"""A.P.238/3/25/11:00"""
st_010545_title#0,"""Rejected by The Dragorii"""
st_010545_date#0,"""A.P.238/3/25/11:30"""
st_010635_title#0,"""The Consent of The Ancient Dragorii"""
st_010635_date#0,"""A.P.238/3/25/11:30"""
st_010550_title#0,"""The Answer is \""In The Sky\"""""
st_010550_date#0,"""A.P.238/3/25/12:00"""
st_010640_title#0,"""Entrusted Objects"""
st_010640_date#0,"""A.P.238/3/25/12:00"""
ra_010150_title#0,"""This is The Core!"""
ra_010150_date#0,"""A.P.238/3/25"""
un_011110_title#0,"""At Last, to Proceed"""
un_011110_date#0,"""A.P.238/3/29"""
un_011170_title#0,"""Effort is Tied To Reward"""
un_011170_date#0,"""A.P.238/3/28"""
st_010642_title#0,"""Emergency Situation"""
st_010642_date#0,"""A.P.238/3/31/12:00"""
st_010643_title#0,"""The Duty of ARKS"""
st_010643_date#0,"""A.P.238/3/31/12:30"""
st_010644_title#0,"""An Unthinkable Common Cause"""
st_010644_date#0,"""A.P.238/3/31/12:40"""
st_010646_title#0,"""Hunter and Hunted"""
st_010646_date#0,"""A.P.238/3/31/13:00"""
st_010648_title#0,"""The Last Time"""
st_010648_date#0,"""A.P.238/3/31/13:30"""
st_010649_title#0,"""A Temporary Silence"""
st_010649_date#0,"""A.P.238/3/31/14:00"""
st_010470_title#3,"""六枚目の受け渡し"""
st_010470_date#3,"""A.P.238/3/21/14:00"""
ra_010530_title#1,"""一刻を争う問題"""
ra_010530_date#1,"""A.P.238/3/21"""
ra_010540_title#1,"""ヒ・エンの期待"""
ra_010540_date#1,"""A.P.238/3/22"""
ra_010800_title#1,"""あきらめの悪い奴"""
ra_010800_date#1,"""A.P.238/3/22"""
st_010555_title#3,"""七枚目の受け渡し"""
st_010555_date#3,"""A.P.238/3/21/14:00"""
ra_010220_title#1,"""浮遊大陸を探る、仮面の姿"""
ra_010220_date#1,"""A.P.238/3/23"""
ra_010550_title#1,"""誇りと生命のてんびん"""
ra_010550_date#1,"""A.P.238/3/23"""
ra_010560_title#1,"""伝わりし救世の存在"""
ra_010560_date#1,"""A.P.238/3/24"""
st_010520_title#1,"""闇雲な調査へ"""
st_010520_date#1,"""A.P.238/3/25/10:00"""
st_010530_title#1,"""ヒ・エンとの再会"""
st_010530_date#1,"""A.P.238/3/25/10:30"""
st_010620_title#1,"""認められたもの"""
st_010620_date#1,"""A.P.238/3/25/10:30"""
st_010540_title#1,"""アークスがダーカーを招く"""
st_010540_date#1,"""A.P.238/3/25/11:00"""
st_010630_title#1,"""新たな時代"""
st_010630_date#1,"""A.P.238/3/25/11:00"""
st_010545_title#1,"""龍族の拒絶"""
st_010545_date#1,"""A.P.238/3/25/11:30"""
st_010635_title#1,"""老龍の許諾"""
st_010635_date#1,"""A.P.238/3/25/11:30"""
st_010550_title#1,"""答えは空の中"""
st_010550_date#1,"""A.P.238/3/25/12:00"""
st_010640_title#1,"""託されたもの"""
st_010640_date#1,"""A.P.238/3/25/12:00"""
ra_010150_title#1,"""これは……コア部分！"""
ra_010150_date#1,"""A.P.238/3/25"""
un_011110_title#1,"""ようやく前を向ける"""
un_011110_date#1,"""A.P.238/3/29"""
un_011170_title#1,"""努力は必ず実を結ぶ！"""
un_011170_date#1,"""A.P.238/3/28"""
st_010642_title#1,"""緊急事態"""
st_010642_date#1,"""A.P.238/3/31/12:00"""
st_010643_title#1,"""アークスの責務"""
st_010643_date#1,"""A.P.238/3/31/12:30"""
st_010644_title#1,"""思わぬ共闘"""
st_010644_date#1,"""A.P.238/3/31/12:40"""
st_010646_title#1,"""狩るものと狩られるもの"""
st_010646_date#1,"""A.P.238/3/31/13:00"""
st_010648_title#1,"""最後の時間"""
st_010648_date#1,"""A.P.238/3/31/13:30"""
st_010649_title#1,"""一旦の静寂"""
st_010649_date#1,"""A.P.238/3/31/14:00"""
ra_010620_title#0,"""Permission Granted"""
ra_010620_date#0,"""A.P.238/3/25/12:00"""
ra_010630_title#0,"""The Missing Scholar"""
ra_010630_date#0,"""A.P.238/3/27"""
st_010560_title#0,"""Eighth Delivery"""
st_010560_date#0,"""A.P.238/3/28/14:00"""
ra_010820_title#0,"""Remnants and Ruins"""
ra_010820_date#0,"""A.P.238/3/28"""
ra_010830_title#0,"""The Hidden Truth is..."""
ra_010830_date#0,"""A.P.238/3/28"""
ra_010640_title#0,"""Female Intuition"""
ra_010640_date#0,"""A.P.238/3/29"""
ra_010650_title#0,"""Attempted Assassination and Its Motive"""
ra_010650_date#0,"""A.P.238/3/29"""
ra_010660_title#0,"""The Elder Won't be Vanquished"""
ra_010660_date#0,"""A.P.238/3/30"""
ra_010670_title#0,"""Rojio's Guess"""
ra_010670_date#0,"""A.P.238/3/31"""
ra_010730_title#0,"""Charged Air"""
ra_010730_date#0,"""A.P.238/3/30"""
ra_010300_title#0,"""Approach the Writhing Darkness"""
ra_010300_date#0,"""A.P.238/3/30"""
ra_010160_title#0,"""Clarissa's Theft"""
ra_010160_date#0,"""A.P.238/3/31"""
st_010660_title#0,"""ARKS Patrol"""
st_010660_date#0,"""A.P.238/3/31/10:30"""
st_010690_title#0,"""What is Hidden"""
st_010690_date#0,"""A.P.238/3/31/10:30"""
st_010670_title#0,"""Noisy and Childish"""
st_010670_date#0,"""A.P.238/3/31/11:00"""
st_010700_title#0,"""A Gentle Lie"""
st_010700_date#0,"""A.P.238/3/31/11:00"""
st_010680_title#0,"""The Tactless Guntram"""
st_010680_date#0,"""A.P.238/3/31/11:30"""
st_010710_title#0,"""Zeno's Hunch"""
st_010710_date#0,"""A.P.238/4/1/10:00"""
st_010720_title#0,"""An Echoing Rumble"""
st_010720_date#0,"""A.P.238/4/1/10:30"""
st_010730_title#0,"""Original Sins of The Past"""
st_010730_date#0,"""A.P.238/4/1/11:00"""
st_010740_title#0,"""Where Power Leads"""
st_010740_date#0,"""A.P.238/4/1/11:30"""
st_010750_title#0,"""The Elder Awakes"""
st_010750_date#0,"""A.P.238/4/1/11:40"""
st_010760_title#0,"""A Certain Return"""
st_010760_date#0,"""A.P.238/4/1/12:00"""
mv_010080_title#0,"""Dark Falz [Elder] Revival"""
mv_010080_date#0,"""A.P.238/4/1"""
st_010770_title#0,"""The Birth of Despair"""
st_010770_date#0,"""A.P.238/4/1/13:00"""
mv_010090_title#0,"""Dark Falz [Elder] Defeated"""
mv_010090_date#0,"""A.P.238/4/1"""
