EnemyWeak#0,"""試し斬りにもならないの……"""
IncidentJsApcSuccess#7,"""/ci2 1 手伝ってくれて、ありがとう！<br>クリスマス、楽しんでね！"""
IncidentJsApcBeginEvo#7,"""/ci5 1 ……どうやら聖夜のサプライズは<br>まだまだ続くみたい！"""
EnemyWeak#8,"""ちゃちゃっとやりましょー！"""
EnemyLarge#8,"""うう……<br>おっきいよー！"""
EnemyBoss#8,"""わわ、強そう……！"""
EnemyRare#8,"""わ、あれ見てください！<br>珍しいやつ！"""
EnemyBoost#8,"""あれれ？<br>やばそうな空気が……"""
DestroyEnemy1#8,"""うまくいった？"""
DestroyEnemy2#8,"""やった！\u3000やった！"""
DestroyEnemy3#8,"""ふう、なんとか！"""
CondFreeze#8,"""コオリが凍ってる……<br>ってそうじゃなくて、じゃなくて！"""
CondBurn#8,"""コオリが燃焼って……<br>いやいやいやいや、助けてくださーい！"""
CondShock#8,"""かかかかからだだだだががががが<br>しびびびびれるうううう……！"""
CondPoison#8,"""うう……毒って痛いとかどうこうより<br>まず、気持ち悪い……！"""
CondPanic#8,"""なんだかとっても<br>ぐるぐるでふわふわー"""
CondStan#8,"""か、身体が動かない……？<br>はっ！\u3000これとってもマズい状況！"""
CondMirage#8,"""わぁ、アルくんがたくさん見える……！<br>まるで夢のよう……だけどこれって<br>正常じゃないってことだよね！"""
Die#8,"""あうう……やられちゃったよ……"""
ThankHeal#8,"""えへへ、ありがとうございます！"""
ThankBuff#8,"""すっごい、力がわいてきました！"""
ThankCure#8,"""ふふん！<br>気分すっきり！\u3000元気たっぷり！"""
DefeatEnemy#8,"""ザコは片付けたっと！"""
LevelUp#8,"""えっ、まだ強くなるんですか！"""
InvokeSkill1#8,"""ずばっと！"""
InvokeSkill2#8,"""わわわっ！"""
InvokeSkill3#8,"""ばっさりいっちゃうよー！"""
TechIce#1,"""凍っちゃえ！"""
PBFull#8,"""よーっし、奥の手的なもの<br>使っちゃうよ－！"""
PBRelease#8,"""えーい、もう、なるようになーれ！"""
Avoid#8,"""Yes!"""
HealSelf#8,"""この隙にすかさず回復っ！"""
BuffSelf#8,"""万全の状態で迎えうーつ！"""
HealOther#8,"""手すきを見つけて回復です！"""
BuffOther#8,"""こんなのもありますよー！"""
QuestStart1#8,"""足引っ張らない足引っ張らない<br>足引っ張らない……よし！"""
QuestEnd1#8,"""おーわりっと！<br>ガンバりましたね！"""
IncidentStart#8,"""この雰囲気……<br>何か起きちゃう感じです？"""
IncidentSuccess#8,"""よかったぁー。成功ですね！"""
IncidentFailure#8,"""あれ、ダメでしたかぁ……<br>気持ちを切り替えて行きましょう！"""
PSE#8,"""おおっ、このざわついた感じは……？"""
PSELevelUp#8,"""ざわざわしてます……"""
PSEBurst#8,"""キラキラしてて……綺麗！\u3000<br>クリスマスって感じで素敵かもー！"""
HP30#8,"""うう、俗に言うピンチかも……"""
HP10#8,"""こっ、これはやりすぎですよ！"""
ItemRare#8,"""ヒツギちゃんからのプレゼントかな？<br>うふふふ……"""
DamageSmall#8,"""いたい！"""
DamageMiddle#8,"""いやっ！"""
DamageLarge#8,"""やりすぎっ！"""
Trap#8,"""あれ……もしかしてわたし<br>罠にかかっちゃったり……？"""
ThankTrapRescue#8,"""た、助かったぁー……"""
TrapRescueOther#8,"""大丈夫ですか、今助けますね！"""
MemberDamaged#8,"""わわ、気をつけてくださいね！"""
MemberDead#8,"""やれやれ……<br>グラムの怒り、じっくり味わってね……"""
AbilityExe#8,"""うふふ、わたし絶好調？"""
AbilitySpecial#8,"""今ならバッサバッサーって<br>なんでも片付けられそう！"""
Resurrect#8,"""……もうちょっと、<br>がんばってみようかな－、<br>なんて。"""
PartyJoin#8,"""/ci2 1 よろしくお願いします"""
Marvelous#8,"""うわぁ……すごいなぁ……"""
IncidentJsApcBegin#8,"""/ci2 1 クリスマスモードのヒツギちゃんを<br>探してたら、囲まれちゃって……！<br>手伝ってくださいー！"""
IncidentJsApcFailure#8,"""力不足でごめんなさい……<br>この後も無理しないでくださいね！"""
IncidentJsApcSuccess#8,"""/ci2 1 仮装で恥ずかしがってる<br>ヒツギちゃん、絶対見つけなきゃ……<br>ありがとうございました！"""
IncidentJsApcBeginEvo#8,"""/ci1 1 これで終わり！<br>ってわけじゃ、なさそうですね……<br>やっちゃいますか！"""
EnemyWeak#9,"""このぐらいのエネミーなら！"""
EnemyLarge#9,"""大型ね……！"""
EnemyBoss#9,"""手強そうな相手ね！"""
EnemyRare#9,"""あれ、何かしら？<br>珍しいエネミーみたいだけど"""
EnemyBoost#9,"""すごく……危険な感じね"""
DestroyEnemy1#9,"""First blood!"""
DestroyEnemy2#9,"""さよなら"""
DestroyEnemy3#9,"""邪魔をするから！"""
CondFreeze#9,"""くっ……凍結状態……！"""
CondBurn#9,"""うっ、これ……燃焼状態……！"""
CondShock#9,"""か、身体がしびれて……！"""
CondPoison#9,"""気持ち悪い……これ、毒……？"""
CondPanic#9,"""な、何がどうなってるの？"""
CondStan#9,"""身体の自由がきかない……！"""
CondMirage#9,"""幻覚？\u3000視界がおかしい……！"""
Die#9,"""倒れてなんて……いられないのに……"""
ThankHeal#9,"""Thanks!"""
ThankBuff#9,"""助かるわ！"""
ThankCure#9,"""ごめんなさい！"""
DefeatEnemy#9,"""さ、行きましょう！"""
LevelUp#9,"""頼りにしてるから"""
InvokeSkill1#9,"""喰らいなさいっ！"""
InvokeSkill2#9,"""甘いわっ！"""
InvokeSkill3#9,"""任せてっ！"""
TechFire#1,"""燃えなさい！"""
TechIce#2,"""凍りなさい！"""
TechThunder#1,"""雷よ！"""
TechWind#1,"""風よ！"""
TechLight#1,"""光よ！"""
TechDark#1,"""闇よ！"""
PBFull#9,"""今度はこっちの番よ！"""
PBRelease#9,"""ここは私に任せなさい！"""
Avoid#9,"""Hah!"""
HealSelf#9,"""残念ね"""
BuffSelf#9,"""これで万全"""
HealOther#9,"""油断しないで"""
BuffOther#9,"""丁寧にいきましょう"""
QuestStart1#9,"""それじゃ、行きましょうか"""
QuestEnd1#9,"""これでおしまい、ってね"""
IncidentStart#9,"""何か、妙な気配が……"""
IncidentSuccess#9,"""なんとかなって、よかったわ"""
IncidentFailure#9,"""ごめんなさい……私のミス"""
PSE#9,"""フォトンがざわついている<br>……これって！"""
PSELevelUp#9,"""Let's keep on going!"""
PSEBurst#9,"""すごい……こんなにフォトンが<br>活性化するなんて……！"""
HP30#9,"""このままじゃ……"""
HP10#9,"""なんとか……なんとかしないと……！"""
ItemRare#9,"""あっ！<br>そ、それ、レアなやつ……よね？"""
DamageSmall#9,"""Uhn!"""
DamageMiddle#9,"""きゃあ！"""
DamageLarge#9,"""きゃああっ！"""
Trap#9,"""トラップ！？"""
ThankTrapRescue#9,"""……手間かけてごめんなさい"""
TrapRescueOther#9,"""Are you okay?"""
MemberDamaged#9,"""前に出すぎないで！"""
MemberDead#9,"""絶対に……絶対に許さないんだから！"""
AbilityExe#9,"""身体が軽い……！"""
AbilitySpecial#9,"""これなら……いける！"""
Resurrect#9,"""私がもっと、しっかりしないと……！"""
PartyJoin#9,"""/ci2 1 一緒に頑張りましょう！"""
Marvelous#9,"""その調子！"""
IncidentJsApcBegin#9,"""/ci1 1 あ、ごめんなさい！<br>敵の数が多すぎて……<br>手伝ってもらえますか！"""
IncidentJsApcFailure#9,"""……すみません。<br>先に退かせてもらいます。"""
IncidentJsApcSuccess#9,"""/ci2 1 ありがとうございました。<br>おかげでなんとかなりました。"""
IncidentJsApcBeginEvo#9,"""/ci1 2 なんとかなりましたね……<br>ん？\u3000この気配、まだ来る……！"""
EnemyWeak#10,"""私たちの敵ではないな"""
EnemyLarge#10,"""大型か"""
EnemyBoss#10,"""強敵のようだな"""
EnemyRare#10,"""あのタイプは……珍しいヤツか"""
EnemyBoost#10,"""……気をつけろ。<br>禍々しいフォトンだ"""
DestroyEnemy1#10,"""次だ"""
DestroyEnemy2#10,"""他愛もない"""
CondFreeze#10,"""凍結状態だと……"""
CondBurn#10,"""流石に熱い、な……"""
CondShock#10,"""ふむ……<br>こう痺れていては、面倒だな"""
CondPoison#10,"""ち、毒か……！"""
CondPanic#10,"""意識が混濁する……"""
CondStan#10,"""動きを封じられた……！？"""
CondMirage#10,"""狙いが定まらないな……"""
Die#10,"""こんなところで倒れるわけには……"""
ThankHeal#10,"""助かる"""
ThankBuff#10,"""感謝する"""
ThankCure#10,"""You didn't have to..."""
DefeatEnemy#10,"""この一帯は片付いたか"""
LevelUp#10,"""いい感じだ"""
InvokeSkill1#10,"""逃がしはしない"""
InvokeSkill2#10,"""一気に決める！"""
InvokeSkill3#10,"""ラッピー、頼む！"""
TechFire#2,"""Burn!"""
TechIce#3,"""Ice!"""
TechThunder#2,"""Lightning!"""
TechWind#2,"""Wind!"""
TechLight#2,"""Light!"""
TechDark#2,"""Dark!"""
PBFull#10,"""力を使うときが来たか"""
PBRelease#10,"""皆を守る。それが私の使命だ"""
Avoid#10,"""はっ"""
HealSelf#10,"""惜しかったな"""
BuffSelf#10,"""手加減はしない"""
HealOther#10,"""油断はするな"""
BuffOther#10,"""体勢を整えろ"""
QuestStart1#10,"""任務を開始する"""
QuestEnd1#10,"""流石だな"""
IncidentStart#10,"""この気配……何が来る"""
IncidentSuccess#10,"""適切な対応だったな"""
IncidentFailure#10,"""……反省点は多いな"""
PSE#10,"""これは……ＰＳＥか"""
PSELevelUp#10,"""フォトンが励起されている"""
PSEBurst#10,"""これが、ＰＳＥの最終段階か"""
HP30#10,"""ダメージを受けすぎたか"""
HP10#10,"""これ以上は、流石にまずい……"""
ItemRare#10,"""ふむ、珍しいもののようだな"""
DamageSmall#10,"""Urg..."""
DamageMiddle#10,"""まずい"""
DamageLarge#10,"""きゃあっ！"""
Trap#10,"""罠だと！"""
ThankTrapRescue#10,"""手間をかけた"""
TrapRescueOther#10,"""大丈夫か？"""
MemberDamaged#10,"""無理はするな"""
MemberDead#10,"""……私が不甲斐ないばかりに"""
AbilityExe#10,"""ふむ、身体が軽いな"""
AbilitySpecial#10,"""フォトンが馴染んできたな"""
Resurrect#10,"""……立ち止まるわけにはいかない"""
PartyJoin#10,"""/ci2 1 よろしく頼む"""
Marvelous#10,"""これが貴方の力か"""
IncidentJsApcBegin#10,"""/ci2 1 <%me>。<br>すまないが、手伝ってもらえるか？"""
IncidentJsApcFailure#10,"""……我ながら、無様だな。<br>すまない、先に退かせてもらう。"""
IncidentJsApcSuccess#10,"""/ci2 1 流石だな。噂以上だ。<br>貴方を頼ってよかった。"""
IncidentJsApcBeginEvo#10,"""/ci1 1 終わったか……？<br>……いや、まだ来るようだな。<br>もうしばらく付き合ってもらえるか？"""
EnemyWeak#11,"""ふっふふ！<br>これくらいなら楽勝だー！"""
EnemyLarge#11,"""イヤなのが来ちゃったよー！"""
EnemyBoss#11,"""うおお……！<br>おっきいプレゼント……じゃない！"""
EnemyRare#11,"""あれあれ、珍しいやつだよー！<br>ついてるね！"""
EnemyBoost#11,"""えええー……！<br>なんか強そうなのが……！"""
DestroyEnemy1#11,"""よいしょー！"""
DestroyEnemy2#11,"""Shut you down!"""
DestroyEnemy3#10,"""It's true, I really am that good!"""
CondFreeze#11,"""CHIIING. Frozen stiff!"""
CondBurn#11,"""メラメラと燃えてきた！<br>あちっ、あちちっ！"""
CondShock#11,"""BZZZZZZZZZZZZZZT! I'm freakin' out!"""
CondPoison#11,"""Wooooah... I don't feel so good..."""
CondPanic#11,"""Wooohooo! Hahahaha... I feel dizzy...!"""
CondStan#11,"""Uh oh... What's wrong with my feet?"""
CondMirage#11,"""Huh? Why's everything all hazy?"""
Die#11,"""Don't...cry for me..."""
ThankHeal#11,"""わーい、ありがとっ！"""
ThankBuff#11,"""気がきく人、愛してる！"""
ThankCure#11,"""スッキリしたー！<br>ありがとっ！"""
DefeatEnemy#11,"""終わったー？"""
LevelUp#11,"""WOOO WOOO! YAAAY YAAAY!"""
InvokeSkill1#11,"""Ok, here I go!"""
InvokeSkill2#11,"""Well... um... CHAAAAAARGE!"""
InvokeSkill3#11,"""Hey, I got this!"""
TechLight#3,"""Look at all the pretty colors!!"""
PBFull#11,"""My mag's ready to pop!"""
PBRelease#11,"""Pattyyy's breath of life!"""
TacticsFree#0,"""Heyheyhey! It's a free for all!"""
TacticsGuard#0,"""Hey! My defense is the best! Ok, well someone had to say it...!"""
TacticsMassedAttack#0,"""Forgive us... we just wanna win...!"""
TacticsAttack#0,"""HEY! HEY! COME AT ME!"""
Avoid#11,"""Hahaha! I'm over here!"""
HealSelf#11,"""Oh man, I gotta heal!"""
BuffSelf#11,"""Just a second. Gotta get my head in the game!"""
HealOther#11,"""Get it together!"""
BuffOther#11,"""I've got your back!"""
QuestStart1#11,"""Geronimooo!"""
QuestEnd1#11,"""はい、おわりーっ！<br>おつかれさまー！"""
IncidentStart#11,"""おーっと、トラブル発生だーっ！"""
IncidentSuccess#11,"""お見事ー！<br>ま、あたしがいるから当然だねー"""
IncidentFailure#11,"""ま、落ち込まずに、次だよ次！"""
PSE#11,"""Hey...! Do you feel that?"""
PSELevelUp#11,"""We can't be stopped!"""
PSEBurst#11,"""おおーっ！<br>サンタさん、ついでに出てこーい！"""
HP30#11,"""I'm not done yet!"""
HP10#11,"""No no! Don't worry about me... owww..."""
ItemRare#11,"""それはまさか<br>サンタさんからのプレゼント！？"""
DamageSmall#11,"""いたっ！"""
DamageMiddle#11,"""ひゃっ！"""
DamageLarge#11,"""Yeah, bring it!"""
Trap#11,"""Our fair damsel is in distress! Where's my hero!?"""
ThankTrapRescue#11,"""Whew, thanks!"""
TrapRescueOther#11,"""Another daring rescue!"""
MemberDamaged#11,"""ムリしちゃだめ！"""
MemberDead#11,"""許さないからー！"""
AbilityExe#11,"""/toge 調子出てきたー！"""
AbilitySpecial#11,"""/toge おまかせっ！"""
Resurrect#11,"""Hey, so someone was calling to me from across a river...!"""
PartyJoin#11,"""/ci1 1 Yes... yes! Let's do our best!"""
Marvelous#11,"""Hah hah! Wooo! Too easy!"""
IncidentJsApcBegin#11,"""/ci2 2 愛と美少女の戦士<br>サンタパティちゃん、ここに見参！<br>良い子はいねーがー！"""
IncidentJsApcFailure#11,"""/ci4 2 サンタパティちゃん、退散！<br>やられたー！"""
IncidentJsApcSuccess#11,"""/ci2 2 さっすが頼りになるー！<br>んじゃこの調子で今度こそサンタさんを<br>捕まえるぞ！\u3000待ってろサンター！"""
IncidentJsApcBeginEvo#11,"""/ci3 2 よし、これで終わり……じゃない！？<br>まさか……これがプレゼント！？"""
EnemyWeak#12,"""んん？<br>あまり強そうな感じは、しないかも"""
EnemyLarge#12,"""うう、大変そう……"""
EnemyBoss#12,"""ボスエネミーだね<br>気をつけて！"""
EnemyRare#12,"""すっごいレアな種……<br>運がいいね"""
EnemyBoost#12,"""ブーストエネミーかな？<br>注意しましょう"""
DestroyEnemy1#12,"""You're finished!"""
DestroyEnemy2#12,"""A decisive blow!"""
DestroyEnemy3#11,"""Marvel at my grace!"""
CondFreeze#12,"""Brrr... Cold...!"""
CondBurn#12,"""Too hot...!"""
CondShock#12,"""I feel all tingly...!"""
CondPoison#12,"""I feel sick..."""
CondPanic#12,"""My head is spinning. When will it end?"""
CondStan#12,"""I can't stop shaking..."""
CondMirage#12,"""There's something wrong with my eyes..."""
Die#12,"""Sister..."""
ThankHeal#12,"""Thank you very much!"""
ThankBuff#12,"""あなたのために、がんばる"""
ThankCure#12,"""助かりました"""
DefeatEnemy#12,"""終わり、かな？"""
LevelUp#12,"""You've gotten stronger. Feels nice, doesn't it?"""
InvokeSkill1#12,"""I don't shout at times like this. That's Patty's thing..."""
TechFire#3,"""Turn to ash!"""
TechIce#4,"""You won't escape me!"""
TechThunder#3,"""You won't know what hit you."""
TechWind#3,"""Didn't know I was multitalented?"""
TechLight#4,"""Here's a new one...!"""
TechDark#3,"""Give up now!"""
PBFull#12,"""I'm a little worked up!"""
PBRelease#12,"""Shadow Tea...go!"""
TacticsFree#1,"""Ok, I'll take it from here."""
TacticsGuard#1,"""So we defend and wait for an opening? How shrewd."""
TacticsMassedAttack#1,"""Attack together? Sounds reasonable...!"""
TacticsAttack#1,"""I'll draw their attention."""
Avoid#12,"""Pathetic..."""
HealSelf#12,"""I won't go down so easily..."""
BuffSelf#12,"""This will help..."""
HealOther#12,"""Don't forget to keep your health up."""
BuffOther#12,"""元気だしてね"""
QuestStart1#12,"""Let's do our best."""
QuestEnd1#12,"""終わったみたい。<br>お疲れさまでした！"""
IncidentStart#12,"""落ち着いて対処しましょう"""
IncidentSuccess#12,"""さすがですね。成功です"""
IncidentFailure#12,"""失敗しちゃいましたね。<br>次は頑張りましょう"""
PSE#12,"""A photon field has appeared!"""
PSELevelUp#12,"""The field is growing!"""
PSEBurst#12,"""わあ、すごい……！<br>なんだかキレイですね"""
HP30#12,"""Tch... I'm ok..."""
HP10#12,"""Ngg... It hurts..."""
ItemRare#12,"""レアなものが出たみたい。<br>サンタさんからのプレゼントかも"""
DamageSmall#12,"""Urg..."""
DamageMiddle#12,"""Kya!"""
DamageLarge#12,"""いたっ！"""
Trap#12,"""Damn...a trap?"""
ThankTrapRescue#12,"""助かります"""
TrapRescueOther#12,"""Are you ok?"""
MemberDamaged#12,"""Are you ok?"""
MemberDead#12,"""かたきは取ります"""
AbilityExe#12,"""/toge いい調子かも"""
AbilitySpecial#12,"""/toge 任せてください"""
Resurrect#12,"""I'm sorry, I was careless."""
PartyJoin#12,"""/ci1 1 適度に頑張る"""
Marvelous#12,"""...Too easy!"""
IncidentJsApcBegin#12,"""/ci2 2 サンタさんとパティちゃんを探してたら<br>いつの間にかエネミーたちが……<br>すみません、ご協力お願いします！"""
IncidentJsApcFailure#12,"""/ci4 2 ごめんなさい、失敗しちゃいました……"""
IncidentJsApcSuccess#12,"""/ci2 2 ご協力、ありがとうございます！<br>助かりました！"""
IncidentJsApcBeginEvo#12,"""/ci3 2 ふう、これで終わりかな……？<br>ちがう、まだ来るみたい！"""
EnemyWeak#13,"""僕たちの敵じゃあないね！"""
EnemyLarge#13,"""おやおや、ずいぶん大きいやつだ<br>だが、僕たちにかかれば！"""
EnemyBoss#13,"""強さが全てじゃない……<br>僕たちがそれを教えてあげよう！"""
EnemyRare#13,"""見たまえ！<br>あれは珍しいやつだよ！"""
EnemyBoost#13,"""ずいぶんやる気のようだけど<br>僕たちの絆に勝てるかな？"""
DestroyEnemy1#13,"""美しい！"""
DestroyEnemy2#13,"""よくやったね！"""
DestroyEnemy3#12,"""信じていたよ！"""
CondFreeze#13,"""身体は凍ってしまったが<br>僕の愛情は燃えたぎっている！"""
CondBurn#13,"""ははは、なんて熱さなんだ……<br>まるで、僕の愛情のようだね！"""
CondShock#13,"""この程度の痺れでは<br>僕たちの絆は止められない！"""
CondPoison#13,"""この身に毒を受けたとしても<br>愛する子達は守り抜くよ！"""
CondPanic#13,"""世界がぐるぐる回っているが<br>この子達がいてくれるから、問題ない！"""
CondStan#13,"""動けないとしても……<br>僕の側には、この子がいる！"""
CondMirage#13,"""ふふ、幻覚とは無駄なこと……<br>元より、この子達しか見ていない！"""
Die#13,"""僕の愛する子達……だけは……！"""
ThankHeal#13,"""感謝するよ！"""
ThankBuff#13,"""助かるよ！"""
ThankCure#13,"""ふう、落ち着いてきたよ"""
DefeatEnemy#13,"""さあ、進もうじゃないか！"""
LevelUp#13,"""/toge 頼もしいね、マイフレンド！"""
InvokeSkill1#13,"""任せたよ、僕の愛する子！"""
InvokeSkill2#12,"""絆の力を示すんだ！"""
InvokeSkill3#12,"""さあ、決めてしまおう！"""
PBFull#13,"""さあ、準備は整ったよ！"""
PBRelease#13,"""/toge 全身全霊のアンサンブルを届けよう！"""
TacticsFree#2,"""自由にやらせてもらうよ、マイフレンド！"""
TacticsGuard#2,"""今は耐え時だね、マイフレンド！"""
TacticsMassedAttack#2,"""集中攻撃か、わかったよマイフレンド！"""
TacticsAttack#2,"""囮は僕に任せてくれ！"""
Avoid#13,"""Hah!"""
HealSelf#13,"""やられるわけにはいかないんだ"""
BuffSelf#13,"""状況を万全にして挑もうかな"""
HealOther#13,"""Are you ok?"""
BuffOther#13,"""油断は禁物、だよ"""
QuestStart1#13,"""さあ始まるよ、僕の愛する子たち"""
QuestEnd1#13,"""やったねマイフレンド！<br>僕たちの絆の勝利だ！"""
QuestEnd2#0,"""流石だね、マイフレンド！"""
IncidentStart#13,"""マイフレンド、何かが起こるようだよ！"""
IncidentSuccess#13,"""やれやれ、びっくりしたけど<br>なんとかなったね！"""
IncidentFailure#13,"""……僕の対応が悪かったね"""
PSE#13,"""僕の子たちが騒いでる……<br>これは、ＰＳＥかな？"""
PSELevelUp#13,"""さらに続けていこうじゃないか"""
PSEBurst#13,"""見えるかい、みんな……<br>なんて美しい、ＰＳＥバースト……！"""
HP30#13,"""こんな無様な様子じゃ<br>僕の子達に見放されてしまうな……"""
HP10#13,"""僕の愛する子達のために<br>まだ倒れるわけにはいかない！"""
ItemRare#13,"""おや、それはいいものじゃないか！<br>おめでとう、マイフレンド！"""
DamageSmall#13,"""うっ"""
DamageMiddle#13,"""やるね"""
DamageLarge#13,"""そんなっ！"""
Trap#13,"""しまった！\u3000僕の子達を見ることに<br>集中するあまり、罠が見えず……！"""
ThankTrapRescue#13,"""助かったよ、マイフレンド！"""
TrapRescueOther#13,"""マイフレンド！\u3000大丈夫かい？"""
MemberDamaged#13,"""下がっていたまえマイフレンド！"""
MemberDead#13,"""……よくも、僕のフレンドを！"""
AbilityExe#13,"""はははっ！\u3000僕も僕の子達も<br>テンションマックス！\u3000絶好調さ！"""
AbilitySpecial#13,"""今なら何でも出来そうだ！"""
Resurrect#13,"""……ふう、心配をかけたねマイフレンド！"""
PartyJoin#13,"""/toge /ci2 1 よろしくマイフレンド！"""
Marvelous#13,"""/toge 僕たちも負けていられないな！"""
IncidentJsApcBegin#13,"""/ci2 2 マイフレンド！\u3000待っていたよ！<br>愛する子供たちとのクリスマスのために<br>ちょっと手伝ってもらえるかい？"""
IncidentJsApcFailure#13,"""/ci4 2 愛する子供たちを優先するために\u3000<br>悪いけど、撤退させてもらうよ。"""
IncidentJsApcSuccess#13,"""/ci2 2 ありがとう、さすがはマイフレンド！<br>おかげで僕は、聖夜を待ちきれない<br>子供たちと一緒に過ごせるよ！"""
IncidentJsApcBeginEvo#13,"""/ci3 2 ……おや、まだ戦闘が続くみたいだね。<br>いいだろう！\u3000僕と愛する子供たちの<br>絆の強さを証明しようじゃないか！"""
EnemyWeak#14,"""さっさと片付けるわよ"""
EnemyLarge#14,"""図体だけは大きいのね"""
EnemyBoss#14,"""気を引き締めたほうがいいわ"""
EnemyRare#14,"""あら、こんなところに"""
EnemyBoost#14,"""……厄介なのが来たわ"""
DestroyEnemy1#14,"""Buzz off!"""
DestroyEnemy2#14,"""Out of my way!"""
DestroyEnemy3#13,"""Next!"""
CondFreeze#14,"""Ugh... Frozen...!"""
CondBurn#14,"""It burns...!"""
CondShock#14,"""My body's numb!"""
CondPoison#14,"""Poison...? Well, damn."""
CondPanic#14,"""Ugh, I can't... focus my eyes!"""
CondStan#14,"""Can't... move!"""
CondMirage#14,"""My vision's all messed up!"""
Die#14,"""I'm... sorry..."""
ThankHeal#14,"""恩は返すわ"""
ThankBuff#14,"""Thank you very much!"""
ThankCure#14,"""手間をかけたわ"""
DefeatEnemy#14,"""先に進むわよ"""
LevelUp#14,"""How can you still get stronger?!"""
InvokeSkill1#14,"""Not happening!"""
InvokeSkill2#13,"""How's this?"""
InvokeSkill3#13,"""Got you!"""
PBFull#14,"""Now we're talking. Time to rain down on them!"""
PBRelease#14,"""Do you regret crossing us yet?!"""
Avoid#14,"""Too slow!"""
HealSelf#14,"""簡単にはやられないわよ"""
BuffSelf#14,"""I'm pulling out all the stops."""
HealOther#14,"""Hey, you're getting careless."""
BuffOther#14,"""Here you go."""
QuestStart1#14,"""Well, I'm here. Let's do this."""
QuestEnd1#14,"""悪くないわね"""
QuestEnd2#1,"""That wasn't so bad. We did good."""
IncidentStart#14,"""何かが起きそうね。<br>慎重にいきましょう"""
IncidentSuccess#14,"""問題解決ね"""
IncidentFailure#14,"""不甲斐ない……"""
PSE#14,"""フォトンの活性化、ね"""
PSELevelUp#14,"""さらに活性化させるわよ"""
PSEBurst#14,"""We're going in, Aurora!"""
HP30#14,"""Seems I'm slipping up."""
HP10#14,"""Not looking good."""
ItemRare#14,"""それ、レアな物じゃない？"""
DamageSmall#14,"""Geh!"""
DamageMiddle#14,"""この程度……！"""
DamageLarge#14,"""Damn, that hurts!"""
Trap#14,"""There's even traps?!"""
ThankTrapRescue#14,"""Well, that was embarrassing."""
TrapRescueOther#14,"""Couldn't just leave you like that."""
MemberDamaged#14,"""無理のしすぎよ。<br>下がってなさい！"""
MemberDead#14,"""……許さないわ"""
AbilityExe#14,"""調子がいいわ"""
AbilitySpecial#14,"""あたしに任せて！"""
Resurrect#14,"""Now's not the time to be resting."""
PartyJoin#14,"""/ci1 2 Let's go, Aurora!"""
Marvelous#14,"""You're... really something else, aren't you?"""
IncidentJsApcBegin#14,"""/mn36 /ci3 4 バレンタイン会場の下見に来たら<br>面倒なのに捕まっちゃったわ……<br>ちょっと力を貸してくれないかしら？"""
IncidentJsApcFailure#14,"""/mn13 力不足だったわ……"""
IncidentJsApcSuccess#14,"""/mn24 /ci2 2 無事成功ね。礼を言うわ。<br>……アウロラがうるさいから<br>もう行くわね。"""
IncidentJsApcBeginEvo#14,"""/mn5 /ci4 2 まだ終わりじゃないみたいね。<br>気を抜かずに行くわよ。"""
EnemyWeak#15,"""このぐらいなら大丈夫"""
EnemyLarge#15,"""わっ、大きいね！"""
EnemyBoss#15,"""強そう……だけど、負けない！"""
EnemyRare#15,"""わわっ、希少種だ！"""
EnemyBoost#15,"""……すごく、イヤな感じの敵"""
WeatherChange#0,"""大気のフォトンが騒いでる？"""
DestroyEnemy1#15,"""うん、うまくいった！"""
DestroyEnemy2#15,"""よし、いい感じ！"""
DestroyEnemy3#14,"""やったね！"""
CondFreeze#15,"""こ、凍っちゃった！？"""
CondBurn#15,"""あちっ、あちちっ！"""
CondShock#15,"""か、かか身体がしびれててて……！"""
CondPoison#15,"""うう……毒かな、気持ち悪い……"""
CondPanic#15,"""えっと、えっと、ええっとお！<br>何をどうすればいいんだっけ！<br>手当たり次第吹っ飛ばす？"""
CondStan#15,"""か、身体の自由がきかない……！"""
CondMirage#15,"""なんだか視界がぽわぽわー……"""
Die#15,"""失敗しちゃった、ごめんなさい……"""
ThankHeal#15,"""あ……ありがとう"""
ThankBuff#15,"""ふふっ、ありがとう"""
ThankCure#15,"""うう、ごめん、ありがとう"""
DefeatEnemy#15,"""終わったって感じだね"""
LevelUp#15,"""あっ、おめでとう！"""
InvokeSkill1#15,"""思い切り、いくよっ！"""
InvokeSkill2#14,"""はああああっ！"""
InvokeSkill3#14,"""これで終わらせるから！"""
TechFire#4,"""できることを、精一杯！"""
TechIce#5,"""負けないからっ！"""
TechThunder#4,"""手加減、しないからねっ！"""
TechWind#4,"""切り裂いてっ！"""
TechLight#5,"""Light!"""
TechDark#4,"""撃ち抜けっ！"""
PBFull#15,"""<%me>！<br>わたしたちも準備できてるよ！"""
PBRelease#15,"""わたしはもう……ひとりじゃないからっ！"""
TacticsFree#3,"""うん、わかった！<br>自由に動いてみるね！"""
TacticsGuard#3,"""ここは辛抱のしどころってことだね<br>まかせて、待つのは得意だよ！"""
TacticsMassedAttack#3,"""狙いを集中させる……<br>うん、わかったよ！"""
TacticsAttack#3,"""わたしが囮になるから<br>その隙にお願い！"""
Avoid#15,"""それっ！"""
HealSelf#15,"""回復回復っと"""
BuffSelf#15,"""補助を忘れちゃダメだよね"""
HealOther#15,"""大丈夫？<br>無理はしないでね"""
BuffOther#15,"""あ、待ってて<br>補助もかけちゃうから"""
