TitleLogo_Enter#0,"""Druk enter toets"""
FormName#0,"""Voor authenticatie sleutel in."""
Message#0,"""Je moet een geldige authenticatie sleutel invoeren [Mail Authenticatie sleutel]<br>om te spelen. Gelieve de sleutel [Mail Authenticatie sleutel]<br>in te voeren<br>die geregistreerd is met je SEGA ID."""
Send#0,"""Bevestig"""
Reload#0,"""Verstuur Authenticatie Sleutel Opnieuw"""
Cancel#0,"""Keer Terug"""
Error#0,"""Authenticatie sleutel verstuurd naar<br>de email gebruikt tijdens<br>de registratie van dit SEGA ID."""
MessageVitaLink#0,"""ご利用中の SEGA ID との連携を<br>開始するには<br><br>メール認証キーの登録が必要です。"""
FormName#1,"""Eén keer paswoord authenticatie"""
Notice#0,"""Gelieve je één keer paswoord in te geven.<br><br>Het één keer paswoord kan alleen gebruikt worden nadat<br>het gegeven is voor <yellow>ongeveer 1 minut<c>.<br>Als teveel tijd is voorbijgegaan, gelieve te selecteren<br>\""Her verstuur\"".<br><br>Ook, als het passwoord incorrect word ingegeven <red>6<br>keren<c>, dan zal je account gesloten worden.<br>Voor meer informatie over hoe de account te<br>heropenen, Gelieve de speler site te bezoeken."""
Send#1,"""Bevestig"""
Cancel#1,"""Terug"""
FormName#2,"""Speler ID Naam Registratie"""
Notice#1,"""Een speler naam is gebruikt<br>in Phantasy Star Online 2 om <br>iedere speler te indentificieren.<br><br>Je naam zal <br><yellow>getoond worden aan andere spelers. <c><br><br>Je speler ID naam moet uniek zijn.<br><br><yellow>Je kan zowel 1-byte als 2-byte karakters gebruiken.<c>"""
Change_FormName#0,"""Speler ID naam verandering"""
Change_Notice#0,"""プレイヤーIDネームを変更します。<br><br>設定したプレイヤーIDネームは、<br><yellow>他のユーザーに公開されます。<c><br><br>他のプレイヤーと重複するプレイヤーIDネームは<br>設定できませんのでご注意ください。<br><br><yellow>プレイヤーIDネームの変更は<br>一度しかおこなえません。<c><br><br>半角文字だけでなく、<yellow>全角文字も使用できます。<c>"""
Send#2,"""Bevestig"""
Cancel#2,"""Keer Terug"""
Error1#0,"""Bevat of een iligaal symbool,<br>of een spatie of symbool voor of na <br>de naam."""
Error2#0,"""Speler ID bevat woorden of uitdrukkingen die<br>niet beschikbaar zijn voor spelers."""
Error3#0,"""Fout gebeurt tijdens <br>Speler ID naam registratie:<br>Je speler ID kan niet hetzelfde zijn als je gebruikers naam.<br>Gelieve een andere naam te kiezen.<br>Error code [2300]"""
Error4#0,"""Deze speler ID is al in gebruik<br>door andere spelers."""
NameError_Unchanged#0,"""プレイヤーIDネームに変更がなかったため<br>キャンセルしました。"""
MobileError1#0,"""<yellow>『ファンタシースターオンライン2 es』<c>で<br>作成されたキャラクターが連動されていないため、<br>プレイすることができません。<br><br><yellow>『ファンタシースターオンライン2 es』に戻って<br>キャラクター連動を行ってから<br>再度ログインしてください。<c><br><br>詳しくは『PSO2es』の<br>オンラインマニュアルをご確認ください。<br>以下のURLをクリック（決定）すると、<br>ブラウザーで開きます。<br><&URL pso2es_players_linkage>"""
MobileError1_v#0,"""<yellow>『ファンタシースターオンライン2 es』<c>で<br>作成されたキャラクターが連動されていないため、<br>プレイすることができません。<br><br><yellow>『ファンタシースターオンライン2 es』に戻って<br>キャラクター連動を行ってから<br>再度ログインしてください。<c><br><br>詳しくは『PSO2es』の<br>オンラインマニュアルをご確認ください。"""
MobileMessage1#0,"""<yellow>『ファンタシースターオンライン2 es』<c>からの<br>キャラクター連動に成功しました。"""
FormName#3,"""Speler ID naam bevestigen"""
Notice#2,"""以下のプレイヤーIDネームで登録します。<br>よろしいですか？<br><br><br><yellow>※登録後、ACを消費することにより<br>一度だけ変更することができます。<c>"""
Back#0,"""Keer Terug"""
Back_Help#0,"""Keer terug naar het speler invoer."""
Send#3,"""Registreer"""
Send_Help#0,"""Start verbinding met server."""
Notice_Change#0,"""以下のプレイヤーIDネームで再登録します。<br>よろしいですか？<br><br><br><yellow>※一度だけ再登録することができます。<c>"""
Success_Change#0,"""プレイヤーIDネームの変更に成功しました。"""
Failure_Change#0,"""プレイヤーIDネームの変更に失敗しました。"""
ErrorNoTicket#0,"""プレイヤーIDネームの変更権を所持していないため<br>名前を変更できませんでした。"""
ErrorName#0,"""このプレイヤーIDネームは使用できません。<br>別の名前を入力してください。"""
ErrorDone#0,"""プレイヤーIDネームの変更が停止されているため<br>名前を変更できませんでした。"""
ErrorUnchanged#0,"""プレイヤーIDネームに変更がなかったため<br>キャンセルしました。"""
ErrorOther#0,"""システムエラーが発生したため<br>名前を変更できませんでした。"""
Title#1,"""Login"""
TitleAndShip#0,"""Login\u3000（接続先：$(0)）"""
TitleFacebook#0,"""Facebook Login"""
Button_Ok#0,"""Login"""
Button_Cancel#0,"""Keer Terug"""
Button_Facebook#0,"""Facebook ID Login"""
Caption_IdName#0,"""SEGA ID"""
Caption_PassWord#0,"""Paswoord"""
Check_SaveAccount#0,"""Account Naam Opslaan"""
Check_SavePassWord#0,"""Paswoord Opslaan"""
ID_Help_Vita#0,"""“PlayStation Network”のアカウントと<br>SEGA IDの連携を行います。<br>登録したSEGA IDとパスワードを入力して下さい。"""
ID_Help_PS4#0,"""“PlayStation Network”のアカウントと<br>SEGA IDの連携を行います。<br>登録したSEGA IDとパスワードを入力して下さい。"""
ID_Success_Title#0,"""連携完了"""
ID_Success_Text#0,"""“PlayStation Network”のアカウントと<br>SEGA IDの連携が完了しました。"""
Button_SegaID#0,"""Haal Een SEGA ID"""
Title#2,"""Vriend Invitatie Systeem"""
Message#1,"""Als je Phantasy Star Online 2 start door het vriend uitnodiging's systeem, zullen jij en je vriend veel cadeaus krijgen als je door het spel gaat.<br><br>Als je was uitgenodigd door een vriend, Gelieve de speler ID van je vriend in te voeren.<br><br>ALs je selecteert '利用しない' dan zal je het spel starten zonder het vriend uitnodiging systeem te gebruiken."""
Regist#0,"""Bevestig"""
NotRegist#0,"""Niet Registreren"""
CanInvitedSystemErrorMessage#0,"""Een systeem fout is gebeurt. Gelieve opnieuw te proberen.<br><br>[No.2301]"""
InvitedNotExistErrorMessage#0,"""De karakter(s) van speler ID <yellow>$(0)<c> bestaan niet, Gelieve te controleren dat de speler ID en/of het Schip (server) correct is."""
InvitedSystemErrorMessage#0,"""Een systeem fout is gebeurt. Gelieve opnieuw te proberen.<br><br>[No.2301]"""
StartMenu_CharaSelect#0,"""Karakter Selectie"""
StartMenu_Regist#0,"""-"""
StartMenu_SupportMenu#0,"""サポートメニュー"""
StartMenu_InviteMenu#0,"""お友達招待システム"""
StartMenu_LoginHistory#0,"""ログイン履歴"""
StartMenu_Credit#0,"""クレジット"""
StartMenu_GameEnd#0,"""ゲーム終了"""
StartMenu_ReturnTitle#0,"""タイトルに戻る"""
StartMenu_Back#0,"""ログアウト"""
StartMenu_OnlineManualURL#0,"""http://pso2.jp/players/manual/"""
StartMenu_OnlineManualURLVita#0,"""http://pso2.jp/vita/players/manual/"""
StartMenu_InviteText#0,"""『ファンタシースターオンライン２』に<br>お友達を招待していただくと、<br>お友達がゲームを一定まで進めた時点で<br>おふたりにすてきなアイテムをプレゼントします！<br><br>招待者のプレイヤーID：\u3000<yellow>$(0)<c><br>招待者の接続シップ：\u3000<yellow>$(1)<c><br><br>こちらをメールなどに貼りつけて<br>招待したいお友達にお送りください。<br><br>クリップボードにコピーしますか？"""
StartMenu_InviteText_v#0,"""『ファンタシースターオンライン２』に<br>お友達を招待していただくと、<br>お友達がゲームを一定まで進めた時点で<br>おふたりにすてきなアイテムをプレゼントします！<br><br>招待者のプレイヤーID：\u3000<yellow>$(0)<c><br>招待者の接続シップ：\u3000<yellow>$(1)<c><br><br>自分の「プレイヤーID」と「接続シップ」を確認して<br>招待したいお友達に教えましょう。"""
StartMenu_ClipboardText#0,"""お友達招待システムを使って『ファンタシースターオンライン２』を始めると、あなたとお友達にすてきなアイテムをプレゼント！<br>登録時に下の内容をご入力ください。<br>お友達がいるシップ：$(1)<br>お友達のプレイヤーＩＤ：$(0)"""
StartMenu_CharaSelect#1,"""プレイするキャラクターを選択するか、<br>キャラクターを新規作成できます"""
StartMenu_Regist#1,"""-"""
StartMenu_SupportMenu#1,"""オプション設定など<br>各種設定ができます"""
StartMenu_InviteMenu#1,"""お友達をゲームに<br>招待することができます"""
StartMenu_LoginHistory#1,"""ログイン履歴を<br>見ることができます"""
StartMenu_Credit#1,"""クレジットを表示します"""
StartMenu_GameEnd#1,"""ゲームを終了します"""
StartMenu_ReturnTitle#1,"""タイトルに戻ります"""
SupportMenu_PcAccept#0,"""PC認証"""
SupportMenu_Configuration#0,"""オプション"""
SupportMenu_UserInfo#0,"""ユーザー情報変更"""
SupportMenu_UserInfo_v#0,"""ユーザー情報変更(Webページへ)"""
SupportMenu_SegaId#0,"""SEGA ID確認"""
SupportMenu_OnlineManual#0,"""オンラインマニュアル"""
SupportMenu_ChangeIDName#0,"""プレイヤーIDネーム変更<pict Arcscash>"""
SupportMenu_CordInput#0,"""-"""
Title#3,"""サポートメニュー"""
SegaIdForm_Title#0,"""SEGA ID確認"""
SegaIdForm_Message#0,"""あなたのSEGA IDは<br>$(0)<br>です。"""
Confirm_Title#0,"""ブラウザー起動確認"""
Confirm_Message#0,"""ブラウザーを起動し、Webページへ移動します。<br>ゲームは終了されますがよろしいですか？"""
ChargeTitle#0,"""ACチャージの確認"""
ChargeMessage#0,"""ACが不足しています。<br>ACをチャージしますか？"""
ChargeMessage_v#0,"""ACが不足しています。<br>ACをチャージしますか？<br><br><yellow>※ブラウザーを起動し、Webページへ移動します。<br>ゲームは終了してログアウトされます。<c>"""
TimeOutMessage#0,"""サーバーから応答がありませんでした。<br><br>[No.2302]"""
ErrorDone#1,"""すでに変更されています。<br>プレイヤーIDネームの変更は一度のみです。"""
ErrorOther#1,"""システムエラーが起こりました。<br>時間をおいて、再度お試しください。<br><br>[No.2301]"""
ErrorHas#0,"""既に「プレイヤーIDネーム変更権」を所持しているため、<br>購入する必要はありません。"""
BuyFailure#0,"""購入に失敗しました。"""
ShortageAC#0,"""ACが不足しているため、購入に失敗しました。"""
BuySuccess#0,"""購入に成功しました。"""
ConsumeCheck#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>プレイヤーIDネームを変更するには、<br>「プレイヤーIDネーム変更権」が必要です。<br><br>・プレイヤーIDネームの変更は、<br>\u30001つのアカウントにつき<yellow>一度のみ可能です。<c><br><br>・他のプレイヤーが<red>使用中<c>、または<red>使用済<c>の<br>\u3000名前には変更できません。（この時、購入した<br>\u3000プレイヤーIDネーム変更権は消費されません）<br><yellow>\u3000「使用ネーム確認」を行ってからの購入を<br>\u3000おすすめします。<c><br><br>$(0)ACで「プレイヤーIDネーム変更権」を<br>購入しますか？<br><br><yellow>所持AC：$(1)<c>"""
PlayerIDNameConfirm#0,"""使用ネーム確認"""
PlayerIDNameConfirmMessage1#0,"""・使用したいプレイヤーIDネームを入力して<br>\u3000使用確認ボタンを押してください。<br>\u3000※プレイヤーIDネーム使用確認ではAC、ならびに<br>\u3000「プレイヤーIDネーム変更権」は消費しません。<br><br>半角文字だけでなく、<yellow>全角文字も使用できます。<c>"""
PlayerIDNameConfirmButton#0,"""使用可能か確認"""
PlayerIDNameConfirmMessage2#0,"""・このプレイヤーIDネームは使用可能です。<br>\u3000「プレイヤーIDネーム変更権」を使用して<br>\u3000本登録をしてください。<br><br>・プレイヤーIDネームはまだ登録していません。<br>\u3000本登録の手続き中に他プレイヤーに登録された場合は<br>\u3000同じプレイヤーIDネームは使用できなくなります。"""
PlayerIDNameConfirmMessage3#0,"""・このプレイヤーIDネームは使用できません。<br>\u3000別の名前を入力してください。<br>"""
PlayerIDNameConfirmMessage4#0,"""・プレイヤーIDネームの変更が停止されているため<br>\u3000名前を変更できません。<br>"""
PlayerIDNameConfirmMessage5#0,"""・システムエラーが起こりました。<br>\u3000時間をおいて、再度お試しください。<br>"""
SupportMenu_PcAccept#1,"""PC認証のON/OFFや登録情報を変更します"""
SupportMenu_Configuration#1,"""グラフィックやサウンド設定などを変更します"""
SupportMenu_UserInfo#1,"""お客様の登録情報を変更します"""
SupportMenu_SegaId#1,"""お客様のSEGA IDを確認します"""
SupportMenu_OnlineManual#1,"""オンラインマニュアルを表示します"""
SupportMenu_ChangeIDName#1,"""プレイヤーIDネームを変更します"""
SupportMenu_CordInput#1,"""-"""
CharaSelectMenu_Decide#0,"""ゲーム開始"""
CharaSelectMenu_EpisodeItem1#0,"""EP１～３"""
CharaSelectMenu_EpisodeItem2#0,"""EP4"""
CharaSelectMenu_DecideItem#0,"""ゲーム開始（$(0)）"""
CharaSelectMenu_Create#0,"""新規作成"""
CharaSelectMenu_Delete#0,"""キャラクターの削除"""
CharaSelectMenu_Setting#0,"""各種手続き"""
CharaSelectMenu_Send#0,"""決定"""
CharaSelectMenu_Cancel#0,"""キャンセル"""
CharaSelectMenu_Back#0,"""戻る"""
CharaSelectMenu_Transport#0,"""キャラクターの即時シップ移動<pict Arcscash>"""
CharaSelectMenu_Transport_Delay#0,"""キャラクターの定期メンテナンス時シップ移動申請<pict Arcscash>"""
CharaSelectMenu_Transport_Delay_Please_Wait_Or_Cancel#0,"""定期メンテナンス時移動申請の取り下げ<yellow>($(0)に移動申請中)<c>"""
CharaSelectMenu_ChangeName#0,"""キャラクター名変更<pict Arcscash>"""
CharaSelectMenu_DeleteRequest#0,"""<yellow>キャラクター削除申請中<c>"""
CharaSelectMenu_DeleteConfirm#0,"""<yellow>【キャラクターの削除に関するご注意】<c><br><br>・本操作を行うことでキャラクター削除申請を行います。<br>\u3000削除申請から24時間が経過した後、<br>\u3000申請したキャラクターがいたシップにログインすることで、<br>\u3000キャラクター削除が行なわれます。<br>\u300024時間が経過するまでであれば<yellow>削除申請キャンセル<c>が可能で<br>\u3000待機時間がリセットされ、削除申請を取り下げることができます。 <br><br>\u3000<yellow>※定期、臨時メンテナンス中は削除申請の<br>\u3000\u3000\u3000キャンセルが行えませんので、ご注意ください。<c><br><br>・キャラクターを削除しても、「キャラクター作成権」は戻りません。<br>\u3000削除後に新規作成するには、再度「キャラクター作成権」を<br>\u3000ACでご購入頂く必要がありますので、ご注意ください。<br>\u30003体までのキャラクター作成においては<br>\u3000「キャラクター作成権」は必要ありません。<br><br>・そのキャラクターとサポートパートナーの<br>\u3000<yellow>所持品<c>（ACでご購入頂いた未使用のアイテムを含む）や、<br>\u3000ACでご購入頂いた<yellow>キャラクター依存の拡張機能<c>は、失われます。<br>\u3000<br>・「キャラクターの定期メンテナンス時シップ移動申請」は、<br>\u3000キャラクター削除申請を行うと取り下げられます。<br><br><yellow>キャラクター削除申請を行う場合は、キーボードの<br>[Ctrl]キーを押しながら、「はい」ボタンを押してください。<c>"""
CharaSelectMenu_DeleteConfirm_v#0,"""<yellow>【キャラクターの削除に関するご注意】<c><br>・本操作を行うことでキャラクター削除申請を行います。<br>\u3000削除申請から24時間が経過した後、<br>\u3000申請したキャラクターがいたシップにログインすることで、<br>\u3000キャラクター削除が行なわれます。<br>\u300024時間が経過するまでであれば<yellow>削除申請キャンセル<c>が可能で<br>\u3000待機時間がリセットされ、削除申請を取り下げることができます。 <br><br>\u3000<yellow>※定期、臨時メンテナンス中は削除申請の<br>\u3000\u3000\u3000キャンセルが行えませんので、ご注意ください。<c><br><br>・キャラクターを削除しても、「キャラクター作成権」は戻りません。<br>\u3000削除後に新規作成するには、再度「キャラクター作成権」を<br>\u3000ACでご購入頂く必要がありますので、ご注意ください。<br>\u30003体までのキャラクター作成においては<br>\u3000「キャラクター作成権」は必要ありません。<br><br>・そのキャラクターとサポートパートナーの<br>\u3000<yellow>所持品<c>（ACでご購入頂いた未使用のアイテムを含む）や、<br>\u3000ACでご購入頂いた<yellow>キャラクター依存の拡張機能<c>は、失われます。<br><br>・「キャラクターの定期メンテナンス時シップ移動申請」は、<br>\u3000キャラクター削除申請を行うと取り下げられます。<br><br><yellow>キャラクター削除申請を行う場合は、<c><br><%TabBack><%TabForward><yellow>ボタンを同時に押しながら、「はい」を選択してください。<c>"""
CharaSelectMenu_Empty#0,"""キャラクターの新規作成"""
CharaSelectItem_Name#0,"""キャラクター名"""
CharaSelectItem_Class#0,"""クラス"""
CharaSelectItem_PlayTime#0,"""プレイ時間"""
CharaSelectItem_PlayLimit#0,"""-"""
CharaSelectItem_Transport_Delay_Please_Wait#0,"""<yellow>シップ移動申請中<c>"""
CharaDeleteTitle#0,"""キャラクターの削除確認"""
CharaSelectItem_MobileText_Vita#0,"""『PSO2es』連動キャラクター"""
CharaSelectItem_MobileText#0,"""『ファンタシースターオンライン2 es』<br>連動キャラクター"""
CharaDeleteTime#0,"""削除完了時間"""
CharaDeleteCancelTitle#0,"""キャラクター削除申請キャンセル"""
CharaSelectMenu_DeleteCancel#0,"""<yellow>【キャラクター削除申請をキャンセル】<c><br><br>・キャラクター削除申請をキャンセルすると<br>\u3000削除完了までの待機時間がリセットされ、<br>\u3000削除申請を取り下げることができます。<br><br><red>削除完了時間：$(0)<c><br><br><yellow>キャラクター削除申請をキャンセルする場合は、<br>キーボードの[Ctrl]キーを押しながら、<br>「はい」ボタンを押してください。<c>"""
CharaSelectMenu_DeleteCancel_v#0,"""<yellow>【キャラクター削除申請をキャンセル】<c><br>・キャラクター削除申請をキャンセルすると<br>\u3000削除完了までの待機時間がリセットされ、<br>\u3000削除申請を取り下げることが出来ます。<br><br><red>削除完了時間：$(0)<c><br><br><yellow>キャラクター削除申請をキャンセルする場合は、<c><br><%TabBack><%TabForward><yellow>ボタンを同時に押しながら、「はい」を選択してください。<c>"""
CharaSelectMenu_DeleteCancel_f#0,"""キャラクター削除申請のキャンセルに失敗しました。<br><br>キャラクター削除が完了しています。"""
CharaSelec_ShipName#0,"""シップ名"""
CharaSelec_Num#0,"""キャラ数"""
CharaSelec_NotCharacter#0,"""【\u3000作成したキャラクターがいない場合は？\u3000】"""
CharaSelec_LoginIn#0,"""現在ログイン中"""
CharaCheck_Num#0,"""$(0)人"""
CharaCheck_Message#0,"""以下のリストで、<br>「キャラ数」が1人以上のシップに<br>あなたが作成したキャラクターがいます。<br><br>別のシップを選びたい場合は、<br>次の画面で<yellow>「ログアウト」<c>ボタンを選択し<br>シップを選びなおしてください。"""
CharaCheck_Message_VITA#0,"""以下のリストで、<br>「キャラ数」が1人以上のシップに<br>あなたが作成したキャラクターがいます。<br><br>別のシップを選びたい場合は、<br>次の画面で<yellow>「タイトルに戻る」<c>を選択し<br>シップを選びなおしてください。"""
CharaCheck_NoShipInfo#0,"""シップ情報がありません"""
CharaSelectMenu_Decide#1,"""このキャラクターでゲームをプレイします"""
CharaSelectMenu_Create#1,"""新しくキャラクターを作成します"""
CharaSelectMenu_Delete#1,"""このキャラクターを削除します"""
CharaSelectMenu_Cancel#1,"""前のメニューに戻ります"""
CharaSelectMenu_ChangeName#1,"""キャラクター名を変更します"""
CharaNumMax#0,"""キャラクター作成数が上限に達しています。<br>新しくキャラクターを作成したい場合は<br>既存のキャラクターを削除してください。"""
SystemError#0,"""システムエラーです。<br>時間をおいて、再度お試しください。<br><br>[No.2301]"""
ShipMaxError#0,"""現在このシップは、混雑のため<br>新規登録を停止しています。<br><br>他のシップのご利用をお願いします。"""
ConsumeCheck#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクターを追加で作成するには、<br>「キャラクター作成権」が必要です。<br><br><yellow>・キャラクターは「シップ」単位で保存されます。<c><br><br>・作成したキャラクターでプレイするには、<br>\u3000次回も同じシップにログインしてください。<br><br>$(0)ACで「キャラクター作成権」を購入しますか？<br><br><yellow>所持AC：$(1)<c><br><yellow>作成可能数：あと $(2)体<c> （全シップ合計20体まで）"""
ChangeNameConfirm#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクター名を変更するには、<br>「キャラクター名変更権」が必要です。<br><br><yellow>・キャラクター名の変更は<br>一度おこなうと $(0)日間 おこなうことができません。<c><br><br><yellow>・購入した変更権は、変更を確定する前であれば<br>変更権を購入したキャラクター以外でも<br>使用可能です。<c><br><br>$(1)ACで 「キャラクター名変更権」を<br>購入しますか？<br><br><yellow>所持AC：$(2)<c>"""
ChargeTitle#1,"""ACチャージの確認"""
ChargeMessage#1,"""ACが不足しています。<br>ACをチャージしますか？"""
ChargeMessage_v#1,"""ACが不足しています。<br>ACをチャージしますか？<br><br><yellow>※ブラウザーを起動し、Webページへ移動します。<br>ゲームは終了してログアウトされます。<c>"""
TimeOutMessage#1,"""サーバーから応答がありませんでした。<br><br>[No.2302]"""
ShortageAC#1,"""ACが不足しているため、購入に失敗しました。"""
ErrorTime1#0,"""前回キャラクター名を変更してから<br>$(0)日間経過していないため、<br>キャラクター名変更権を購入できませんでした。"""
ErrorTime2#0,"""前回キャラクター名を変更してから<br>$(0)日間経過していないため、<br>キャラクター名変更権を購入できませんでした。<br><br>再変更までの残り時間：$(1)"""
BuySuccess#1,"""購入に成功しました。"""
ErrorDone#2,"""キャラクター名の変更が停止されているため、<br>購入に失敗しました。"""
ErrorOther#2,"""システムエラーが起こりました。<br>時間をおいて、再度お試しください。<br><br>[No.2301]"""
ErrorHas#1,"""既に「キャラクター名変更権」を所持しているため、<br>購入する必要はありません。"""
BuyFailure#1,"""購入に失敗しました。"""
InfoCaptionPossible#0,"""作成可能数"""
InfoCaptionAc#0,"""所持ＡＣ"""
InfoCaptionMax#0,"""総キャラクター数"""
PlayTime_Day#0,"""$(0)日$(1)時間$(2)分$(3)秒"""
PlayTime#0,"""$(0)時間$(1)分$(2)秒"""
MobileWrongShip#0,"""<yellow>『ファンタシースターオンライン2 es』<c>から<br>連動したキャラクターは<br>以下のシップに登録されています。<br><br>\u3000<yellow>・$(0)<c><br><br><yellow>連動したキャラクターを選択したい場合は<br>「閉じる」ボタンからシップ選択まで戻って<br>再度ログインしてください。<c>"""
NameError_Include#0,"""キャラクター名に使用できない<br>記号が含まれているか、<br>キャラクター名の前後に<br>半角または全角スペース記号が含まれています。"""
NameError_NGword#0,"""キャラクター名に<br>使用できない語句が含まれています。"""
NameError_Unchanged#1,"""キャラクター名に変更がなかったため<br>キャンセルしました。"""
FormName#4,"""キャラクター名確認"""
Notice_Change#1,"""キャラクター名を<br>$(0)<br>に変更します。よろしいですか？<br><br><yellow>・キャラクター名の変更は<br>一度おこなうと$(1)日間おこなうことができません。<c><br><br><yellow>・購入した変更権は、変更を確定する前であれば<br>変更権を購入したキャラクター以外でも<br>使用可能です。<c><br><br><yellow>・購入した変更権は、キャラクター名の変更を<br>確定した際に、一回につき一つ使用されます。<br>複数のキャラクター名を変更する場合、<br>キャラクター人数分の変更権の購入が必要となります。<c>"""
Success_Change#1,"""キャラクター名の変更に成功しました。"""
Failure_Change#1,"""キャラクター名の変更に失敗しました。"""
ErrorNoTicket#1,"""キャラクター名の変更権を所持していないため<br>名前を変更できませんでした。"""
ErrorName#1,"""このキャラクター名は使用できません。<br>別の名前を入力してください。"""
ErrorDone#3,"""キャラクター名の変更が停止されているため<br>名前を変更できませんでした。"""
ErrorTime#0,"""前回キャラクター名を変更してから<br>一定の期間が経過していないため、<br>名前を変更できませんでした。"""
ErrorUnchanged#1,"""キャラクター名に変更がなかったため<br>キャンセルしました。"""
ErrorOther#3,"""システムエラーが発生したため<br>名前を変更できませんでした。"""
ParamError#0,"""キャラクター情報の問題のため、<br>新規作成に失敗しました。<br><br>[No.2303]"""
CharaNumMax#1,"""キャラクター作成数が上限に達しています。<br>新しくキャラクターを作成したい場合は<br>既存のキャラクターを削除してください。"""
SystemError#1,"""システムエラーです。<br>時間をおいて、再度お試しください。<br><br>[No.2304]"""
ConsumeCheck#2,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクターの新規作成には、<br>$(0)AC必要です。購入しますか？"""
ShortageAC#2,"""ACが不足しているため、作成に失敗しました。"""
Menu_1#0,"""動作検証"""
Menu_2#0,"""キャラクタークリエイト"""
Menu_3#0,"""オプション"""
Menu_4#0,"""ゲーム終了"""
Spec#0,"""ＯＳ：$(0)<br>ＣＰＵ：$(1)<br>Ｍｅｍｏｒｙ：$(2)<br>ＧＰＵ：$(3)<br>グラフィックドライバーバージョン：$(4)"""
Level1#0,"""ＰＣの買い換えをおすすめします。<br>レベル１でも厳しいです。"""
Level2#0,"""低解像度ならなんとか。<br>レベル１なら動作します。"""
Level3#0,"""一人ならなんとか。パーティーは厳しい。<br>レベル２なら動作します。"""
Level4#0,"""パーティープレイも問題なし。<br>１２人は厳しいかも。<br>レベル２なら動作します。"""
Level5#0,"""問題無く遊べる。設定次第で快適に。<br>レベル３で動作します。"""
Level6#0,"""問題無く遊べる。<br>レベル３で動作します。"""
Level7#0,"""問題無く遊べる。解像度を上げても良いかも。<br>レベル４で動作します。"""
Level8#0,"""高解像度でも問題ありません。<br>レベル５で問題ありません。"""
YesText#0,"""はい"""
NoText#0,"""いいえ"""
CloseText#0,"""閉じる"""
OpenText#0,"""開く"""
MaxText#0,"""最大化"""
MinText#0,"""最小化"""
Sort#0,"""ソート"""
Fun#0,"""$(0)FUNを獲得しました。"""
Error_Time#0,"""前回のシップ移動から$(0)時間未満のため<br>シップ移動することはできません。"""
Error_Leader#0,"""チームマスターは<br>シップ移動することはできません。"""
Error_Param#0,"""パラメーターが不正です。<br>シップ移動を終了します。"""
Error_System#0,"""シップ移動することができませんでした。<br>しばらく時間をおいて、再度お試しください。"""
Error_Ban#0,"""アクセス制限状態にあるため<br>シップ移動することはできません。"""
Error_NoMoney#0,"""ACが不足しています。<br>「即時シップ移動権」を購入することはできません。"""
Error_NoTicket#0,"""「即時シップ移動権」がないため<br>シップ移動することはできません。"""
SelectTitle#0,"""移動先シップ選択"""
SelectMessage#0,"""移動先のシップを選んでください。<br>※右列に現在の混雑状況を表示しています。<br>※稼働していないシップは表示されません。"""
SelectDisable#0,"""現在このキャラクターが存在するシップです。<br>移動先に選択することはできません。"""
Error_CraftOrder#0,"""シップ移動を行う場合、<br>クラフトの看板設定の登録解除および<br>発注・依頼リストのクラフトを完了する必要があります。<br><br>以下の設定を確認してください。<br><br>・看板設定<br>マイルーム端末のクラフトメニューから<br>設定中のクラフトレシピを解除してください。<br><br>・発注されたクラフトレシピ<br>マイルーム端末のクラフトメニューから<br>未完了の依頼を完了またはキャンセルしてください。<br><br>・依頼中のクラフトレシピ<br>ビジフォンのクラフト情報から<br>依頼中の発注書をキャンセルしてください。"""
ConfirmTitle#0,"""即時シップ移動確認"""
ConfirmMessage#0,"""購入済みの「即時シップ移動権」を消費して<br>別のシップに移動します。<br>よろしいですか？<br><br>※シップの再移動には、$(0)時間必要です。"""
ComfirmBuyMessage#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクターを別のシップに移動するには、<br>「即時シップ移動権」が必要です。<br><br>・移動先には、このキャラクターの所持品などを<br>\u3000持って行けます。シップ自体に保存されている<br>\u3000倉庫内アイテム、フレンドリスト、メールなどは<br>\u3000移動前のシップに残されたままになります。<br>・「定期メンテナンス時シップ移動申請」を行っ<br>  ている場合、即時シップ移動の実行とともにキ<br>  ャンセルされます。<br>\u3000<yellow>詳しくは、プレイヤーズサイトをご確認ください。<c><br><br>即時シップ移動の再利用には、$(2)時間必要です。<br><br>$(0)ACで「即時シップ移動権」を購入しますか？<br><br><yellow>所持AC：$(1)<c>"""
Wait#0,"""シップ移動中・・・<br><br>しばらくお待ちください。"""
FinishTitle#0,"""シップ移動完了"""
FinishMessage#0,"""シップ移動が完了しました。<br>タイトル画面へ戻ります。"""
RegularConfirmTitle#0,"""定期メンテナンス時シップ移動"""
