TitleLogo_Enter#0,"""Нажмите ENTER"""
Send#1,"""Подтвердить"""
Cancel#1,"""Вернуться"""
FormName#2,"""Регистрация имени Player ID"""
Notice#1,"""Имя Player ID в Phantasy Star Online 2 присваивается непосредственно игроку.<br><br>Его <yellow>будут видеть<c> другие игроки.<br><br>Ваш Player ID name должен быть уникальным.<br><br><yellow>Допускается использование 1-байтных и 2-байтных символов.<c>"""
Change_FormName#0,"""Изменение имени Player ID"""
Change_Notice#0,"""プレイヤーIDネームを変更します。<br><br>設定したプレイヤーIDネームは、<br><yellow>他のユーザーに公開されます。<c><br><br>他のプレイヤーと重複するプレイヤーIDネームは<br>設定できませんのでご注意ください。<br><br><yellow>プレイヤーIDネームの変更は<br>一度しかおこなえません。<c><br><br>半角文字だけでなく、<yellow>全角文字も使用できます。<c>"""
Send#2,"""Подтвердить"""
Cancel#2,"""Вернуться"""
Error1#0,"""Содержит недопустимый символ или<br>пробел, либо символ до или после имени."""
Error2#0,"""Player ID содержит недопустимые слова или фразы."""
Error3#0,"""Ошибка регистрации имени Player ID:<br>Player ID не может совпадать с логином.<br>Выберите другое имя.<br>Код ошибки: [2300]"""
Error4#0,"""Данный Player ID уже существует."""
NameError_Unchanged#0,"""プレイヤーIDネームに変更がなかったため<br>キャンセルしました。"""
MobileError1#0,"""<yellow>『ファンタシースターオンライン2 es』<c>で<br>作成されたキャラクターが連動されていないため、<br>プレイすることができません。<br><br><yellow>『ファンタシースターオンライン2 es』に戻って<br>キャラクター連動を行ってから<br>再度ログインしてください。<c><br><br>詳しくは『PSO2es』の<br>オンラインマニュアルをご確認ください。<br>以下のURLをクリック（決定）すると、<br>ブラウザーで開きます。<br><&URL pso2es_players_linkage>"""
MobileError1_v#0,"""<yellow>『ファンタシースターオンライン2 es』<c>で<br>作成されたキャラクターが連動されていないため、<br>プレイすることができません。<br><br><yellow>『ファンタシースターオンライン2 es』に戻って<br>キャラクター連動を行ってから<br>再度ログインしてください。<c><br><br>詳しくは『PSO2es』の<br>オンラインマニュアルをご確認ください。"""
MobileMessage1#0,"""<yellow>『ファンタシースターオンライン2 es』<c>からの<br>キャラクター連動に成功しました。"""
FormName#3,"""Подтверждение имени Player ID"""
Notice#2,"""Зарегистрировать это имя Player ID?<br><br><yellow>※В дальнейшем его можно будет изменить только за AC (ARKS Cash).<c>"""
Back#0,"""Вернуться"""
Back_Help#0,"""Вернуться на экран ввода данных."""
Send#3,"""Зарегистрировать"""
Send_Help#0,"""Начать соединение с сервером."""
Notice_Change#0,"""以下のプレイヤーIDネームで再登録します。<br>よろしいですか？<br><br><br><yellow>※一度だけ再登録することができます。<c>"""
Success_Change#0,"""プレイヤーIDネームの変更に成功しました。"""
Failure_Change#0,"""プレイヤーIDネームの変更に失敗しました。"""
ErrorNoTicket#0,"""プレイヤーIDネームの変更権を所持していないため<br>名前を変更できませんでした。"""
ErrorName#0,"""このプレイヤーIDネームは使用できません。<br>別の名前を入力してください。"""
ErrorDone#0,"""プレイヤーIDネームの変更が停止されているため<br>名前を変更できませんでした。"""
ErrorUnchanged#0,"""プレイヤーIDネームに変更がなかったため<br>キャンセルしました。"""
ErrorOther#0,"""システムエラーが発生したため<br>名前を変更できませんでした。"""
Title#1,"""Логин"""
TitleAndShip#0,"""Логин\u3000（$(0)）"""
TitleFacebook#0,"""Логин в Facebook"""
Button_Ok#0,"""Логин"""
Button_Cancel#0,"""Вернуться"""
Button_Facebook#0,"""Логин Facebook ID"""
Caption_IdName#0,"""SEGA ID"""
Caption_PassWord#0,"""Пароль"""
Check_SaveAccount#0,"""Сохранить имя аккаунта"""
Check_SavePassWord#0,"""Сохранить пароль"""
ID_Help_Vita#0,"""“PlayStation Network”のアカウントと<br>SEGA IDの連携を行います。<br>登録したSEGA IDとパスワードを入力して下さい。"""
ID_Help_PS4#0,"""“PlayStation Network”のアカウントと<br>SEGA IDの連携を行います。<br>登録したSEGA IDとパスワードを入力して下さい。"""
ID_Success_Title#0,"""連携完了"""
ID_Success_Text#0,"""“PlayStation Network”のアカウントと<br>SEGA IDの連携が完了しました。"""
Button_SegaID#0,"""Получить SEGA ID"""
Title#2,"""Система приглашения друга"""
Message#1,"""Если вы начнёте игру через приглашение друга, то по мере развития персонажа вы оба получите много бонусов!<br><br>Если вас пригласили в игру, введите Player ID вашего друга.<br><br>Чтобы начать игру без приглашения,<br>выберите '利用しない'."""
Regist#0,"""Подтвердить"""
NotRegist#0,"""Не регистрировать"""
CanInvitedSystemErrorMessage#0,"""Ошибка системы. Пожалуйста, повторите попытку.<br><br>[No.2301]"""
InvitedNotExistErrorMessage#0,"""У игрока с Player ID <yellow>$(0)нет персонажей.<c>.<br>Проверьте, вверно ли введён Player ID и на том ли вы корабле, что ваш друг."""
InvitedSystemErrorMessage#0,"""Ошибка системы. Пожалуйста, повторите попытку.<br><br>[No.2301]"""
StartMenu_CharaSelect#0,"""Выбор персонажа"""
StartMenu_Regist#0,"""-"""
StartMenu_SupportMenu#0,"""Поддержка"""
StartMenu_InviteMenu#0,"""Система приглашения друга"""
StartMenu_LoginHistory#0,"""История входов в игру"""
StartMenu_Credit#0,"""Титры"""
StartMenu_GameEnd#0,"""Выйти из игры"""
StartMenu_ReturnTitle#0,"""Вернуться на стартовый экран"""
StartMenu_Back#0,"""Отключиться"""
StartMenu_OnlineManualURL#0,"""http://pso2.jp/players/manual/"""
StartMenu_OnlineManualURLVita#0,"""http://pso2.jp/vita/players/manual/"""
StartMenu_InviteText#0,"""Если вы пригласите друга<br>в Phantasy Star Online 2, то вы<br>вместе будете получать много подарков,<br>по мерероста прогресса в игре!<br><br>Инвайт Player ID: <yellow>$(0)<c><br>Инвайт на корабль: <yellow>$(1)<c><br><br> Передайте эти данные своему другу.<br><br>Скопировать в буфер обмена?"""
StartMenu_InviteText_v#0,"""『ファンタシースターオンライン２』に<br>お友達を招待していただくと、<br>お友達がゲームを一定まで進めた時点で<br>おふたりにすてきなアイテムをプレゼントします！<br><br>招待者のプレイヤーID：\u3000<yellow>$(0)<c><br>招待者の接続シップ：\u3000<yellow>$(1)<c><br><br>自分の「プレイヤーID」と「接続シップ」を確認して<br>招待したいお友達に教えましょう。"""
StartMenu_ClipboardText#0,"""Если начать игру через приглашение друга, то по мере развития персонажа вы оба получите много бонусов!<br>После входа в игру необходимо ввести следующее.<br>Корабль друга: $(1)<br>, Player ID друга: $(0)"""
StartMenu_CharaSelect#1,"""Выберите персонаж для игры"""
StartMenu_Regist#1,"""-"""
StartMenu_SupportMenu#1,"""Изменить опции и настройки"""
StartMenu_InviteMenu#1,"""Вы можете пригласить своего друга в PSO2!"""
StartMenu_LoginHistory#1,"""Здесь отображается история входов в игру"""
StartMenu_Credit#1,"""Просмотреть титры"""
StartMenu_GameEnd#1,"""Выйти из игры"""
StartMenu_ReturnTitle#1,"""Вернуться на стартовый экран"""
SupportMenu_PcAccept#0,"""Аутентификация ПК"""
SupportMenu_Configuration#0,"""Опции"""
SupportMenu_UserInfo#0,"""Изменить информацию пользователя"""
SupportMenu_UserInfo_v#0,"""ユーザー情報変更(Webページへ)"""
SupportMenu_SegaId#0,"""Проверка SEGA ID"""
SupportMenu_OnlineManual#0,"""Онлайн-руководство"""
SupportMenu_ChangeIDName#0,"""Изменить имя Player ID<pict Arcscash>"""
SupportMenu_CordInput#0,"""-"""
Title#3,"""Поддержка"""
SegaIdForm_Title#0,"""Проверка SEGA ID"""
SegaIdForm_Message#0,"""Ваш SEGA ID: <br>$(0)<br>"""
Confirm_Title#0,"""ブラウザー起動確認"""
Confirm_Message#0,"""Веб-страница откроется в браузере.<br>Игра будет закрыта. Продолжить?"""
ChargeTitle#0,"""Подтверждение пополнения AC"""
ChargeMessage#0,"""Недостаточно AC.<br>Пополнить счёт AC?"""
ChargeMessage_v#0,"""ACが不足しています。<br>ACをチャージしますか？<br><br><yellow>※ブラウザーを起動し、Webページへ移動します。<br>ゲームは終了してログアウトされます。<c>"""
TimeOutMessage#0,"""Превышен лимит ожидания ответа от сервера.<br><br>[No.2302]"""
ErrorDone#1,"""すでに変更されています。<br>プレイヤーIDネームの変更は一度のみです。"""
ErrorOther#1,"""Ошибка системы. Пожалуйста, повторите попытку.<br><br>[No.2301]"""
ErrorHas#0,"""既に「プレイヤーIDネーム変更権」を所持しているため、<br>購入する必要はありません。"""
BuyFailure#0,"""購入に失敗しました。"""
ShortageAC#0,"""Недостаточно AC, не удалость оплатить."""
BuySuccess#0,"""Оплата произведена."""
ConsumeCheck#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>プレイヤーIDネームを変更するには、<br>「プレイヤーIDネーム変更権」が必要です。<br><br>・プレイヤーIDネームの変更は、<br>\u30001つのアカウントにつき<yellow>一度のみ可能です。<c><br><br>・他のプレイヤーが<red>使用中<c>、または<red>使用済<c>の<br>\u3000名前には変更できません。（この時、購入した<br>\u3000プレイヤーIDネーム変更権は消費されません）<br><yellow>\u3000「使用ネーム確認」を行ってからの購入を<br>\u3000おすすめします。<c><br><br>$(0)ACで「プレイヤーIDネーム変更権」を<br>購入しますか？<br><br><yellow>所持AC：$(1)<c>"""
PlayerIDNameConfirm#0,"""Подтверждение имени"""
PlayerIDNameConfirmMessage1#0,"""・使用したいプレイヤーIDネームを入力して<br>\u3000使用確認ボタンを押してください。<br>\u3000※プレイヤーIDネーム使用確認ではAC、ならびに<br>\u3000「プレイヤーIDネーム変更権」は消費しません。<br><br>半角文字だけでなく、<yellow>全角文字も使用できます。<c>"""
PlayerIDNameConfirmButton#0,"""Проверить доступность"""
PlayerIDNameConfirmMessage2#0,"""・Данное имя ID Name доступно.<br>\u3000Вы можете использовать своё \""Право на регистрацию имени Player ID\"" (Player ID Name Change Rights).<br><br>・Регистрация имени Player ID не завершена.<br>\u3000Если другой игрок зарегистрирует данное имя раньше вас, <br>\u3000вам оно будет недоступно."""
PlayerIDNameConfirmMessage3#0,"""・Данное имя ID Name недоступно.<br>\u3000Пожалуйста, введите другое.<br>"""
PlayerIDNameConfirmMessage4#0,"""・Изменение имени Player ID приостановлено.<br>\u3000Не удалось изменить имя.<br>"""
PlayerIDNameConfirmMessage5#0,"""・Ошибка системы. Пожалуйста, повторите попытку позже."""
SupportMenu_PcAccept#1,"""Включите или выключите аутентификацию ПК либо измените зарегистрированный ПК."""
SupportMenu_Configuration#1,"""Изменить натройки графики, звука и другие."""
SupportMenu_UserInfo#1,"""Изменить информацию пользователя"""
SupportMenu_SegaId#1,"""お客様のSEGA IDを確認します"""
SupportMenu_OnlineManual#1,"""Отобразить онлайн-руководство"""
SupportMenu_ChangeIDName#1,"""プレイヤーIDネームを変更します"""
SupportMenu_CordInput#1,"""-"""
CharaSelectMenu_Decide#0,"""Начать игру"""
CharaSelectMenu_EpisodeItem1#0,"""Эпизод 1-3"""
CharaSelectMenu_EpisodeItem2#0,"""Эпизод 4"""
CharaSelectMenu_DecideItem#0,"""Начать игру ($(0))"""
CharaSelectMenu_Create#0,"""Новый"""
CharaSelectMenu_Delete#0,"""Удалить персонажа"""
CharaSelectMenu_Setting#0,"""Дополнительные опции"""
CharaSelectMenu_Send#0,"""Подтвердить"""
CharaSelectMenu_Cancel#0,"""Отмена"""
CharaSelectMenu_Back#0,"""Вернуться"""
CharaSelectMenu_Transport#0,"""Немедленный перенос на другой корабль<pict Arcscash>"""
CharaSelectMenu_Transport_Delay#0,"""Перенести на другой корабль со следующими техработ<pict Arcscash>"""
CharaSelectMenu_Transport_Delay_Please_Wait_Or_Cancel#0,"""定期メンテナンス時移動申請の取り下げ<yellow>($(0)に移動申請中)<c>"""
CharaSelectMenu_ChangeName#0,"""Сменить имя персонажа<pict Arcscash>"""
CharaSelectMenu_DeleteRequest#0,"""<yellow>キャラクター削除申請中<c>"""
CharaSelectMenu_DeleteConfirm#0,"""<yellow>【 Внимание, удаление персонажа 】<c><br>Этим действием вы удалите свой персонаж.<br>Он будет стёрт с сервера через 24 часа.<br>В течение <br><yellow>24 часов<c> после подтверждения действия удаление можно отменить.<br><br><yellow>※Удаление не будет произведено во время техработ.<c><br><br>・Вы не сможете создать более трёх персонажей, даже если удалите одного из них. <br>Создать более трёх персонажей можно за AC.<br><br>・Ваш персонаж, его партнёр поддержки, аксессуары и AC-предметы и AC скретч-предметы этого персонажа будут <yellow>утрачены<c>.<br><br>・Если до удаления вы запросили перенос персонажа,<br> перенос будет отменён.<br><br><yellow>Если вас всё устраивает, нажмите на \""Принять\"", удерживая [ctrl].<c>"""
CharaSelectMenu_DeleteConfirm_v#0,"""<yellow>【キャラクターの削除に関するご注意】<c><br>・本操作を行うことでキャラクター削除申請を行います。<br>\u3000削除申請から24時間が経過した後、<br>\u3000申請したキャラクターがいたシップにログインすることで、<br>\u3000キャラクター削除が行なわれます。<br>\u300024時間が経過するまでであれば<yellow>削除申請キャンセル<c>が可能で<br>\u3000待機時間がリセットされ、削除申請を取り下げることができます。 <br><br>\u3000<yellow>※定期、臨時メンテナンス中は削除申請の<br>\u3000\u3000\u3000キャンセルが行えませんので、ご注意ください。<c><br><br>・キャラクターを削除しても、「キャラクター作成権」は戻りません。<br>\u3000削除後に新規作成するには、再度「キャラクター作成権」を<br>\u3000ACでご購入頂く必要がありますので、ご注意ください。<br>\u30003体までのキャラクター作成においては<br>\u3000「キャラクター作成権」は必要ありません。<br><br>・そのキャラクターとサポートパートナーの<br>\u3000<yellow>所持品<c>（ACでご購入頂いた未使用のアイテムを含む）や、<br>\u3000ACでご購入頂いた<yellow>キャラクター依存の拡張機能<c>は、失われます。<br><br>・「キャラクターの定期メンテナンス時シップ移動申請」は、<br>\u3000キャラクター削除申請を行うと取り下げられます。<br><br><yellow>キャラクター削除申請を行う場合は、<c><br><%TabBack><%TabForward><yellow>ボタンを同時に押しながら、「はい」を選択してください。<c>"""
CharaSelectMenu_Empty#0,"""Создать нового персонажа"""
CharaSelectItem_Name#0,"""Имя персонажа"""
CharaSelectItem_Class#0,"""Класс"""
CharaSelectItem_PlayTime#0,"""Времени в игре"""
CharaSelectItem_PlayLimit#0,"""-"""
CharaSelectItem_Transport_Delay_Please_Wait#0,"""<yellow>Запрос переноса между кораблями<c>"""
CharaDeleteTitle#0,"""Удалить персонаж"""
CharaSelectItem_MobileText_Vita#0,"""『PSO2es』連動キャラクター"""
CharaSelectItem_MobileText#0,"""『ファンタシースターオンライン2 es』<br>連動キャラクター"""
CharaDeleteTime#0,"""削除完了時間"""
CharaDeleteCancelTitle#0,"""キャラクター削除申請キャンセル"""
CharaSelectMenu_DeleteCancel#0,"""<yellow>【キャラクター削除申請をキャンセル】<c><br><br>・キャラクター削除申請をキャンセルすると<br>\u3000削除完了までの待機時間がリセットされ、<br>\u3000削除申請を取り下げることができます。<br><br><red>削除完了時間：$(0)<c><br><br><yellow>キャラクター削除申請をキャンセルする場合は、<br>キーボードの[Ctrl]キーを押しながら、<br>「はい」ボタンを押してください。<c>"""
CharaSelectMenu_DeleteCancel_v#0,"""<yellow>【キャラクター削除申請をキャンセル】<c><br>・キャラクター削除申請をキャンセルすると<br>\u3000削除完了までの待機時間がリセットされ、<br>\u3000削除申請を取り下げることが出来ます。<br><br><red>削除完了時間：$(0)<c><br><br><yellow>キャラクター削除申請をキャンセルする場合は、<c><br><%TabBack><%TabForward><yellow>ボタンを同時に押しながら、「はい」を選択してください。<c>"""
CharaSelectMenu_DeleteCancel_f#0,"""キャラクター削除申請のキャンセルに失敗しました。<br><br>キャラクター削除が完了しています。"""
CharaSelec_ShipName#0,"""Название корабля"""
CharaSelec_Num#0,"""Количество персонажей"""
CharaSelec_NotCharacter#0,"""【\u3000作成したキャラクターがいない場合は？\u3000】"""
CharaSelec_LoginIn#0,"""Вход"""
CharaCheck_Num#0,"""$(0) человек(а)"""
CharaCheck_Message#0,"""以下のリストで、<br>「キャラ数」が1人以上のシップに<br>あなたが作成したキャラクターがいます。<br><br>別のシップを選びたい場合は、<br>次の画面で<yellow>「ログアウト」<c>ボタンを選択し<br>シップを選びなおしてください。"""
CharaCheck_Message_VITA#0,"""以下のリストで、<br>「キャラ数」が1人以上のシップに<br>あなたが作成したキャラクターがいます。<br><br>別のシップを選びたい場合は、<br>次の画面で<yellow>「タイトルに戻る」<c>を選択し<br>シップを選びなおしてください。"""
CharaCheck_NoShipInfo#0,"""シップ情報がありません"""
CharaSelectMenu_Decide#1,"""Играть этим персонажем"""
CharaSelectMenu_Create#1,"""Создать новый персонаж"""
CharaSelectMenu_Delete#1,"""Удалить этот персонаж"""
CharaSelectMenu_Cancel#1,"""Вернуться в предыдущее меню"""
CharaSelectMenu_ChangeName#1,"""キャラクター名を変更します"""
CharaNumMax#0,"""Вы достигли лимита персонажей. <br>Чтобы создать новый персонаж, освободите для него место."""
SystemError#0,"""Ошибка системы. Пожалуйста, повторите попытку.<br><br>[No.2301]"""
ShipMaxError#0,"""На данный момент на этом корабле нельзя создать персонаж. <br>  Пожалуйста, выберите другой корабль."""
ConsumeCheck#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクターを追加で作成するには、<br>「キャラクター作成権」が必要です。<br><br><yellow>・キャラクターは「シップ」単位で保存されます。<c><br><br>・作成したキャラクターでプレイするには、<br>\u3000次回も同じシップにログインしてください。<br><br>$(0)ACで「キャラクター作成権」を購入しますか？<br><br><yellow>所持AC：$(1)<c><br><yellow>作成可能数：あと $(2)体<c> （全シップ合計20体まで）"""
ChangeNameConfirm#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクター名を変更するには、<br>「キャラクター名変更権」が必要です。<br><br><yellow>・キャラクター名の変更は<br>一度おこなうと $(0)日間 おこなうことができません。<c><br><br><yellow>・購入した変更権は、変更を確定する前であれば<br>変更権を購入したキャラクター以外でも<br>使用可能です。<c><br><br>$(1)ACで 「キャラクター名変更権」を<br>購入しますか？<br><br><yellow>所持AC：$(2)<c>"""
ChargeTitle#1,"""Подтверждение пополнения AC"""
ChargeMessage#1,"""Нужно больше AC.<br>Пополнить счёт AC?"""
ChargeMessage_v#1,"""ACが不足しています。<br>ACをチャージしますか？<br><br><yellow>※ブラウザーを起動し、Webページへ移動します。<br>ゲームは終了してログアウトされます。<c>"""
TimeOutMessage#1,"""Превышено время ожидания ответа от сервера.<br><br>[No.2302]"""
ShortageAC#1,"""Недостаточно AC, не удалость оплатить."""
ErrorTime1#0,"""前回キャラクター名を変更してから<br>$(0)日間経過していないため、<br>キャラクター名変更権を購入できませんでした。"""
ErrorTime2#0,"""前回キャラクター名を変更してから<br>$(0)日間経過していないため、<br>キャラクター名変更権を購入できませんでした。<br><br>再変更までの残り時間：$(1)"""
BuySuccess#1,"""Оплата произведена."""
ErrorDone#2,"""キャラクター名の変更が停止されているため、<br>購入に失敗しました。"""
ErrorOther#2,"""Ошибка системы. Пожалуйста, повторите попытку.<br><br>[No.2301]"""
ErrorHas#1,"""既に「キャラクター名変更権」を所持しているため、<br>購入する必要はありません。"""
BuyFailure#1,"""購入に失敗しました。"""
InfoCaptionPossible#0,"""Всего слотов"""
InfoCaptionAc#0,"""AC на счету"""
InfoCaptionMax#0,"""Всего персонажей"""
PlayTime_Day#0,"""$(0),$(1):$(2):$(3)"""
PlayTime#0,"""$(0) ч., $(1)мин. $(2)сек."""
MobileWrongShip#0,"""<yellow>『ファンタシースターオンライン2 es』<c>から<br>連動したキャラクターは<br>以下のシップに登録されています。<br><br>\u3000<yellow>・$(0)<c><br><br><yellow>連動したキャラクターを選択したい場合は<br>「閉じる」ボタンからシップ選択まで戻って<br>再度ログインしてください。<c>"""
NameError_Include#0,"""キャラクター名に使用できない<br>記号が含まれているか、<br>キャラクター名の前後に<br>半角または全角スペース記号が含まれています。"""
NameError_NGword#0,"""キャラクター名に<br>使用できない語句が含まれています。"""
NameError_Unchanged#1,"""キャラクター名に変更がなかったため<br>キャンセルしました。"""
FormName#4,"""キャラクター名確認"""
Notice_Change#1,"""キャラクター名を<br>$(0)<br>に変更します。よろしいですか？<br><br><yellow>・キャラクター名の変更は<br>一度おこなうと$(1)日間おこなうことができません。<c><br><br><yellow>・購入した変更権は、変更を確定する前であれば<br>変更権を購入したキャラクター以外でも<br>使用可能です。<c><br><br><yellow>・購入した変更権は、キャラクター名の変更を<br>確定した際に、一回につき一つ使用されます。<br>複数のキャラクター名を変更する場合、<br>キャラクター人数分の変更権の購入が必要となります。<c>"""
Success_Change#1,"""キャラクター名の変更に成功しました。"""
Failure_Change#1,"""キャラクター名の変更に失敗しました。"""
ErrorNoTicket#1,"""キャラクター名の変更権を所持していないため<br>名前を変更できませんでした。"""
ErrorName#1,"""このキャラクター名は使用できません。<br>別の名前を入力してください。"""
ErrorDone#3,"""キャラクター名の変更が停止されているため<br>名前を変更できませんでした。"""
ErrorTime#0,"""前回キャラクター名を変更してから<br>一定の期間が経過していないため、<br>名前を変更できませんでした。"""
ErrorUnchanged#1,"""キャラクター名に変更がなかったため<br>キャンセルしました。"""
ErrorOther#3,"""システムエラーが発生したため<br>名前を変更できませんでした。"""
ParamError#0,"""キャラクター情報の問題のため、<br>新規作成に失敗しました。<br><br>[No.2303]"""
CharaNumMax#1,"""Вы достигли лимита персонажей. <br>Чтобы создать новый персонаж, освободите для него место."""
SystemError#1,"""システムエラーです。<br>時間をおいて、再度お試しください。<br><br>[No.2304]"""
ConsumeCheck#2,"""Новый персонаж можно создать<br>за $(0)AC. <br>Желаете оплатить услугу?"""
ShortageAC#2,"""Недостаточно AC, не удалось создать персонаж"""
Menu_1#0,"""動作検証"""
Menu_2#0,"""Создание персонажа"""
Menu_3#0,"""Опции"""
Menu_4#0,"""Выйти из игры"""
Spec#0,"""ＯＳ：$(0)<br>ＣＰＵ：$(1)<br>Ｍｅｍｏｒｙ：$(2)<br>ＧＰＵ：$(3)<br>グラフィックドライバーバージョン：$(4)"""
Level1#0,"""ＰＣの買い換えをおすすめします。<br>レベル１でも厳しいです。"""
Level2#0,"""低解像度ならなんとか。<br>レベル１なら動作します。"""
Level3#0,"""一人ならなんとか。パーティーは厳しい。<br>レベル２なら動作します。"""
Level4#0,"""パーティープレイも問題なし。<br>１２人は厳しいかも。<br>レベル２なら動作します。"""
Level5#0,"""問題無く遊べる。設定次第で快適に。<br>レベル３で動作します。"""
Level6#0,"""問題無く遊べる。<br>レベル３で動作します。"""
Level7#0,"""問題無く遊べる。解像度を上げても良いかも。<br>レベル４で動作します。"""
Level8#0,"""高解像度でも問題ありません。<br>レベル５で問題ありません。"""
YesText#0,"""Да"""
NoText#0,"""Нет"""
CloseText#0,"""Закрыть"""
OpenText#0,"""Открыть"""
MaxText#0,"""Максимум"""
MinText#0,"""Минимум"""
Sort#0,"""Сортировка"""
Fun#0,"""Получено $(0) FUN."""
Error_Time#0,"""前回のシップ移動から$(0)時間未満のため<br>シップ移動することはできません。"""
Error_Leader#0,"""Главу команды нельзя переместить<br>на другой корабль."""
Error_Param#0,"""Параметр некорректен.<br>Перенос между кораблями отменён."""
Error_System#0,"""Системе не удалось переместить вас на корабль.<br>Пожалуйста, подождите и попробуйте снова."""
Error_Ban#0,"""К сожалению, доступ к этому ораблю ограничен. Вы не можете перенести персонаж на него."""
Error_NoMoney#0,"""Недостаточно AC.<br>Невозможно оплатить \""Немедленный перенос между кораблями\""."""
Error_NoTicket#0,"""\""Немедленный перенос между кораблями\"" не оплачен.<br>Невозможно перенести персонаж."""
SelectTitle#0,"""На какой корабль перенести персонаж?"""
SelectMessage#0,"""移動先のシップを選んでください。<br>※右列に現在の混雑状況を表示しています。<br>※稼働していないシップは表示されません。"""
SelectDisable#0,"""現在このキャラクターが存在するシップです。<br>移動先に選択することはできません。"""
Error_CraftOrder#0,"""Удалите объявление о крафте, завершите все текущие заказы и снимите свои запросы на крафт перед переносом на другой корабль.<br><br>Please check the following:<br>・Advertisement Settings (in the crafting<br>menu of your room's terminal):<br>Cancel all currently set crafting recipes.<br><br>・Ordered Craft Recipes (in the crafting<br>menu of your room's terminal):<br>Complete and/or cancel any incomplete requests.<br><br>・Requested Craft Recipes (in the vision phone's crafting information):<br>Cancel any requests you have placed."""
ConfirmTitle#0,"""Подтверждение немедленной смены корабля"""
ConfirmMessage#0,"""購入済みの「即時シップ移動権」を消費して<br>別のシップに移動します。<br>よろしいですか？<br><br>※シップの再移動には、$(0)時間必要です。"""
ComfirmBuyMessage#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>キャラクターを別のシップに移動するには、<br>「即時シップ移動権」が必要です。<br><br>・移動先には、このキャラクターの所持品などを<br>\u3000持って行けます。シップ自体に保存されている<br>\u3000倉庫内アイテム、フレンドリスト、メールなどは<br>\u3000移動前のシップに残されたままになります。<br>・「定期メンテナンス時シップ移動申請」を行っ<br>  ている場合、即時シップ移動の実行とともにキ<br>  ャンセルされます。<br>\u3000<yellow>詳しくは、プレイヤーズサイトをご確認ください。<c><br><br>即時シップ移動の再利用には、$(2)時間必要です。<br><br>$(0)ACで「即時シップ移動権」を購入しますか？<br><br><yellow>所持AC：$(1)<c>"""
Wait#0,"""Пожалуйста, дождитесь окончания<br>переноса."""
FinishTitle#0,"""Перенос завершён."""
FinishMessage#0,"""Смена корабля завершена.<br>Возврат на стартовый экран."""
RegularConfirmTitle#0,"""Подтверждение смены корабля во время техработ"""
RegularConfirmMessage#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>「定期メンテナンス時シップ移動申請」を行います。<br>シップ移動は、定期メンテナンス時に行なわれます。<br>シップ移動が実行された際$(1)AC消費されます。<br><br>・移動先には、このキャラクターの所持品などを<br>\u3000持って行けます。シップ自体に保存されている<br>\u3000倉庫内アイテム、フレンドリスト、メールなどは<br>\u3000移動前のシップに残されたままになります。<br>\u3000<yellow>詳しくは、プレイヤーズサイトをご確認ください。<c><br><br>移動先のシップ：<yellow>$(2)<c>へ<br>「定期メンテナンス時シップ移動申請」を行いますか？<br><br><yellow>所持AC：$(0)<c>"""
RegularWait#0,"""Запрос принят, ожидаем следующих техработ.<br><br>Проявите терпение."""
RegularFinishTitle#0,"""Подтверждение смены корабля во время техработ"""
RegularFinishMessage#0,"""定期メンテナンス時シップ移動申請を行いました。<br><br><yellow>※申請多数の場合や運営上の都合により、<br>\u3000シップ移動が次週以降に順延される場合があります。<c><br><br>移動が行なわれる際、所持ACが$(0)未満の<br>場合には申請がキャンセルされますので、<br>ご注意ください。<br>タイトル画面へ戻ります。"""
RequestNum1#0,"""<green>Низкий уровень<c>"""
RequestNum2#0,"""<green>Средний уровень<c>"""
RequestNum3#0,"""<red>Высокий уровень<c>"""
RequestNum4#0,"""<red>Очень высокий уровень<c>"""
CancelRegularConfirmTitle#0,"""Подтверждение смены корабля во время техработ"""
CancelRegularConfirmMessage#0,"""Вы подавали запрос на перенос персонажа на корабль <br><yellow>$(0).<br><br>Не переносить персонаж во время технических работ?"""
CancelRegularWait#0,"""Отмена переноса во время техработ...<br><br>Пожалуйста, подождите."""
CancelRegularFinishTitle#0,"""Подтверждение смены корабля во время техработ"""
CancelRegularFinishMessage#0,"""Смены корабля во время техработ отменена.<br>Возврат на стартовый экран."""
Enquete_Title#0,"""Быстрый опрос"""
Enquete_mes01#0,"""Вас уже давно не было видно в PSO2, мы скучали.<br>\u3000Скажите, что вдохновило вас вернуться?"""
Enquete_Answer00#0,"""■下の選択肢から最も近い回答を選んでください。"""
Enquete_Answer01#0,"""1. 雑誌・マンガの記事や広告"""
Enquete_Answer02#0,"""2. 『PSO2』公式Twitterの情報"""
Enquete_Answer03#0,"""3. 「PSO2 STATION!」などの公式Web番組"""
Enquete_Answer04#0,"""4. プレイする時間ができたため"""
Enquete_Answer05#0,"""5. 一般ユーザーの動画やライブ放送"""
Enquete_Answer06#0,"""6. ゲーム系情報サイトの記事"""
