Gat_TitleStatus#0,"""Состояние сбора"""
Explain_C0085#0,"""<yellow>採掘場跡で30回、採取しよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_C0086#0,"""<yellow>Сбор 3 Quarry Potatoes!<c><br>\u3000※Область: Карьер<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0087#0,"""<yellow>Сбор 15 Quarry Potatoes!<c><br>\u3000※Область: Карьер<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0088#0,"""<yellow>Сбор 3 Quarry コショウ!<c><br>\u3000※Область: Карьер<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0089#0,"""<yellow>Сбор 15 Quarry コショウ!<c><br>\u3000※Область: Карьер<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0090#0,"""<yellow>Сбор 3 Lillipa Chokki!<c><br>\u3000※Область: Карьер<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других материалов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0091#0,"""<yellow>Сбор 3 Quarry Lapis Lazuli!<c><br>\u3000※Область: Карьер<br>\u3000※Категория: драгоценные камни<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления Quarry ウナギのうな重.<c>"""
Explain_C0092#0,"""<yellow>10 попытка сбора в Сооружении !<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: не определена"""
Explain_C0093#0,"""<yellow>20 попытка сбора в Сооружении !<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: не определена"""
Explain_C0094#0,"""<yellow>30 попытка сбора в Сооружении !<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: не определена"""
Explain_C0095#0,"""<yellow>Сбор 3 Facility Mint!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0096#0,"""<yellow>Сбор 15 Facility Mint!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0097#0,"""<yellow>Сбор 3 Facility Turnip!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0098#0,"""<yellow>Сбор 15 Facility Turnip!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0099#0,"""<yellow>Сбор 3 Vopar Shell!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других материалов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0100#0,"""<yellow>Сбор 3 Facility Tourmaline!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: драгоценные камни<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления Quarry ウナギのうな重.<c>"""
Explain_C0101#0,"""<yellow>10 попытка сбора в Лас-Вегасе!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: не определена"""
Explain_C0102#0,"""<yellow>20 попытка сбора в Лас-Вегасе!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: не определена"""
Explain_C0103#0,"""<yellow>30 попытка сбора в Лас-Вегасе!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: не определена"""
Explain_C0104#0,"""<yellow>Сбор 3 Las Vegas Lettuce!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0105#0,"""<yellow>Сбор 15 Las Vegas Lettuce!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Forest Tomato Salad.<c>"""
Explain_C0106#0,"""<yellow>「ラスベガスコーン」を3回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：穀物<br><c 73d882>\u3000※穀物は料理「森林マグロのカルパッチョ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0107#0,"""<yellow>「ラスベガスコーン」を15回、採取しよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：穀物<br><c 73d882>\u3000※穀物は料理「森林マグロのカルパッチョ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0108#0,"""<yellow>Собрать 3 Empty Bottle!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других материалов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0109#0,"""<yellow>Сбор 3 Las Vegas Diamonds!<c><br>\u3000※Область: Лас-Вегас<br>\u3000※Категория: драгоценные камни<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления Quarry ウナギのうな重.<c>"""
Explain_C0110#0,"""<yellow>火山洞窟で10回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_C0111#0,"""<yellow>火山洞窟で20回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_C0112#0,"""<yellow>火山洞窟で30回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_C0113#0,"""<yellow>「火山洞窟カボチャ」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0114#0,"""<yellow>「火山洞窟カボチャ」を15回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0115#0,"""<yellow>「火山洞窟パイン」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0116#0,"""<yellow>「火山洞窟パイン」を15回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0117#0,"""<yellow>Собрать 3 Amduscia Dragon Scale!<c><br>\u3000※Область: Вулканические пещеры<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других материалов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0118#0,"""<yellow>「火山洞窟ガーネット」を3回、採取しよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：宝石<br><c 73d882>\u3000※宝石は料理「採掘場跡ウナギのうな重」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0119#0,"""<yellow>凍土で10回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_C0120#0,"""<yellow>凍土で20回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_C0121#0,"""<yellow>凍土で30回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_C0122#0,"""<yellow>「凍土ネギ」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0123#0,"""<yellow>「凍土ネギ」を15回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0124#0,"""<yellow>「凍土青リンゴ」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0125#0,"""<yellow>「凍土青リンゴ」を15回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：果実<br><c 73d882>\u3000※果実は料理「砂漠カニのコロッケ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0126#0,"""<yellow>「ナベルダケ」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：野菜<br><c 73d882>\u3000※野菜は料理「森林トマトのサラダ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0127#0,"""<yellow>「凍土琥珀」を3回、採取しよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：宝石<br><c 73d882>\u3000※宝石は料理「採掘場跡ウナギのうな重」で<br>\u3000\u3000取得率上昇<c>"""
Explain_C0128#0,"""<yellow>10 попытка сбора в Туннелях!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: общая"""
Explain_C0129#0,"""<yellow>20 попытка сбора в Туннелях!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: общая"""
Explain_C0130#0,"""<yellow>30 попытка сбора в Туннелях!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: общая"""
Explain_C0131#0,"""<yellow>Сбор 3 Tunnels Mushrooms!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0132#0,"""<yellow>Сбор 15 Tunnels Mushrooms!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0133#0,"""<yellow>Сбор 3 Tunnels Ginger!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0134#0,"""<yellow>Сбор 15 Tunnels Ginger!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0135#0,"""<yellow>Сбор 3 Lillipa Chokki!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других объектов<br> во время приготовления Tunnels Snail Salad.<c>"""
Explain_C0136#0,"""<yellow>Сбор 3 Tunnels Peridots!<c><br>\u3000※Область: Туннели<br>\u3000※Категория: драгоценные камни<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления 採掘場跡ウナギのうな重.<c>"""
Explain_C0137#0,"""<yellow>10 попытка сбора в Широнии!<c><br>\u3000※Область: Широния<br>\u3000※Категория: общая"""
Explain_C0138#0,"""<yellow>20 попытка сбора в Широнии!<c><br>\u3000※Область: Широния<br>\u3000※Категория: общая"""
Explain_C0139#0,"""<yellow>30 попытка сбора в Широнии!<c><br>\u3000※Область: Широния<br>\u3000※Категория: общая"""
Explain_C0140#0,"""<yellow>Сбор 3 Shironia Bean Sprouts!<c><br>\u3000※Область: Широния<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора  овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0141#0,"""<yellow>Сбор 15 Shironia Bean Sprouts!<c><br>\u3000※Область: Широния<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0142#0,"""<yellow>Сбор 3 Shironia Eggplants!<c><br>\u3000※Область: Широния<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0143#0,"""<yellow>Сбор 15 Shironia Eggplants!<c><br>\u3000※Область: Широния<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0144#0,"""<yellow>Сбор 3 Harkotan Debris!<c><br>\u3000※Область: Широния<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других объектов<br> во время приготовления Tunnels Snail Salad.<c>"""
Explain_C0145#0,"""<yellow>Сбор 3 Shironia Moonstones!<c><br>\u3000※Область: Широния<br>\u3000※Категория: драгоценные камни<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления 採掘場跡ウナギのうな重.<c>"""
Explain_C0146#0,"""<yellow>Выполнить 10 сборов на Парящем континенте!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: общая"""
Explain_C0147#0,"""<yellow>Выполнить 20 сборов на Парящем континенте!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: общая"""
Explain_C0148#0,"""<yellow>Выполнить 30 сборов на Парящем континенте!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: общая"""
Explain_C0149#0,"""<yellow>Сбор 3 Skyscape Beans!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0150#0,"""<yellow>Сбор 15 Skyscape Beans!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0151#0,"""<yellow>Сбор 3 Skyscape Chestnuts!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: фрукты<br><c 73d882>\u3000※Повышение шансов сбора  фруктов во время<br>приготовления Seabed Octopus Fritter.<c>"""
Explain_C0152#0,"""<yellow>Сбор 15 Skyscape Chestnuts!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: фрукты<br><c 73d882>\u3000※Повышение шансов сбора  фруктов во время<br>приготовления Seabed Octopus Fritter.<c>"""
Explain_C0153#0,"""<yellow>Сбор 3 Amduscia Dragon Scales!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других объектов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0154#0,"""<yellow>Сбор 3 Skyscape Fluorite!<c><br>\u3000※Область: Парящий континент<br>\u3000※Категория: самоцветы<br><c 73d882>\u3000※Повышение шансов сбора самоцветов во время<br>приготовления Broiled Quarry Eel.<c>"""
Explain_C0155#0,"""<yellow>Выполнить 10 harvests в Seabed!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: общая"""
Explain_C0156#0,"""<yellow>Выполнить 20 harvests в Seabed!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: общая"""
Explain_C0157#0,"""<yellow>Выполнить 30 harvests в Seabed!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: общая"""
Explain_C0158#0,"""<yellow>Сбор 3 Seabed Shобщаяot!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0159#0,"""<yellow>Сбор 15 Seabed Shобщаяot!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0160#0,"""<yellow>Сбор 3 Seabed Lemon!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: фрукты<br><c 73d882>\u3000※Повышение шансов сбора  фруктов во время<br>приготовления Seabed Octopus Fritter.<c>"""
Explain_C0161#0,"""<yellow>Сбор 15 Seabed Lemon!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: фрукты<br><c 73d882>\u3000※Повышение шансов сбора  фруктов во время<br>приготовления Seabed Octopus Fritter.<c>"""
Explain_C0162#0,"""<yellow>Сбор 3 Vopar Shell!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других объектов во время<br>приготовления Tunnels Snail Salad.<c><c>"""
Explain_C0163#0,"""<yellow>Сбор 3 Seabed Tanzanite!<c><br>\u3000※Область: Морское дно<br>\u3000※Категория: самоцветы<br><c 73d882>\u3000※Повышение шансов сбора самоцветов во время<br>приготовления Broiled Quarry Eel.<c>"""
Explain_C0164#0,"""<yellow>Попытка сбрать урожай 10 раз в Святилище!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: не определена"""
Explain_C0165#0,"""<yellow>Попытка 20 harvests в Святилище!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: не определена"""
Explain_C0166#0,"""<yellow>Попытка 30 harvests в Святилище!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: не определена"""
Explain_C0167#0,"""<yellow>Сбор 3 Sanctum Daikon!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0168#0,"""<yellow>Сбор 15 Sanctum Daikon!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0169#0,"""<yellow>Сбор 3 Sanctum Spinach!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0170#0,"""<yellow>Сбор 15 Sanctum Spinach!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0171#0,"""<yellow>Собрать 3 Amduscia Dragon Scale!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других материалов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0172#0,"""<yellow>Сбор 3 Sanctum Zircon!<c><br>\u3000※Область: Святилище<br>\u3000※Категория: самоцветы<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления Broiled Quarry Eel.<c>"""
Explain_C0173#0,"""<yellow>Попытка собрать урожай 10 раз в Куронии!<c><br>\u3000※Область: Курония<br>\u3000※Категория: не определена"""
Explain_C0174#0,"""<yellow>Попытка собрать урожай 20 раз в Куронии!<c><br>\u3000※Область: Курония<br>\u3000※Категория: не определена"""
Explain_C0175#0,"""<yellow>Попытка собрать урожай 30 раз в Куронии!<c><br>\u3000※Область: Курония<br>\u3000※Категория: не определена"""
Explain_C0176#0,"""<yellow>Сбор 3 Kuron Lotus Root!<c><br>\u3000※Область: Курония<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0177#0,"""<yellow>Сбор 15 Kuron Lotus Root!<c><br>\u3000※Область: Курония<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0178#0,"""<yellow>Сбор 3 Kuron Burdock!<c><br>\u3000※Область: Курония<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0179#0,"""<yellow>Сбор 15 Kuron Burdock!<c><br>\u3000※Область: Курония<br>\u3000※Категория: овощи<br><c 73d882>\u3000※Повышение шансов сбора овощей во время<br>приготовления Grilled Tunnels Mantis Shrimp.<c>"""
Explain_C0180#0,"""<yellow>Собрать 3 Harkotan Debris!<c><br>\u3000※Область: Kuron<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов сбора других материалов во время<br>приготовления Tunnels Snail Salad.<c>"""
Explain_C0181#0,"""<yellow>Сбор 3 Курония Hematite!<c><br>\u3000※Область: Курония<br>\u3000※Категория: самоцветы<br><c 73d882>\u3000※Повышение шансов сбора драгоценных камней во время<br>приготовления Broiled Quarry Eel.<c>"""
SheetName_C0000#0,"""Сбор 1"""
SheetName_C0001#0,"""Сбор 2"""
SheetName_C0002#0,"""Сбор в Лесу 1"""
SheetName_C0003#0,"""Сбор в Руинах 1"""
SheetName_C0004#0,"""Сбор на Побережье 1"""
SheetName_C0005#0,"""Сбор в Токио 1"""
SheetName_C0006#0,"""Сбор в Пустыне 1"""
SheetName_C0007#0,"""Сбор в Карьере 1"""
SheetName_C0008#0,"""Сбор в Плав. сооруж. 1"""
SheetName_C0009#0,"""Сбор Лас-Вегасе 1"""
SheetName_C0010#0,"""Сбор в Вул. пещерах 1"""
SheetName_C0011#0,"""Сбор в Тундре 1"""
SheetName_C0012#0,"""Сбор в Тоннелях 1"""
SheetName_C0013#0,"""Сбор в Шиорнии 1"""
SheetName_C0014#0,"""Сбор на Парящем Континенте 1"""
SheetName_C0015#0,"""Сбор на Морском Дне 1"""
SheetName_C0016#0,"""Сбор в Святилище 1"""
SheetName_C0017#0,"""Сбор в Куронии 1"""
Name_F0000#0,"""Ловля 1"""
Name_F0001#0,"""Ловля 2"""
Name_F0002#0,"""Ловля 3"""
Name_F0003#0,"""Ловля 4"""
Name_F0004#0,"""Ловля 5"""
Name_F0005#0,"""Ловля 6"""
Name_F0006#0,"""Дополнительная ловля 1"""
Name_F0007#0,"""Добыча редкостей 2"""
Name_F0008#0,"""Добыча редкостей 3"""
Name_F0009#0,"""Добыча редкостей 4"""
Name_F0010#0,"""Добыча редкостей 1"""
Name_F0011#0,"""Добыча редкостей 2"""
Name_F0012#0,"""Добыча редкостей 3"""
Name_F0013#0,"""Добыча редкостей 4"""
Name_F0014#0,"""Ловля 1"""
Name_F0015#0,"""Малая ловля 1"""
Name_F0016#0,"""Средняя ловля 1"""
Name_F0017#0,"""Большая ловля 1"""
Name_F0018#0,"""Ловля 7"""
Name_F0019#0,"""Ловля 8"""
Name_F0020#0,"""Ловля 9"""
Name_F0021#0,"""Ловля 10"""
Name_F0022#0,"""Ловля 11"""
Name_F0023#0,"""Добыча редкостей 5"""
Name_F0024#0,"""Добыча редкостей 6"""
Name_F0025#0,"""Добыча редкостей 7"""
Name_F0026#0,"""Добыча редкостей 8"""
Name_F0027#0,"""Добыча редкостей 9"""
Name_F0028#0,"""Добыча редкостей 5"""
Name_F0029#0,"""Добыча редкостей 6"""
Name_F0030#0,"""Добыча редкостей 7"""
Name_F0031#0,"""Добыча редкостей 8"""
Name_F0032#0,"""Добыча редкостей 9"""
Name_F0033#0,"""Ловля рыбы 2"""
Name_F0034#0,"""Ловля моллюска 1"""
Name_F0035#0,"""Ловля ракообразных 1"""
Name_F0036#0,"""Добыча других предметов 1"""
Name_F0037#0,"""Добыча особых предметов 1"""
Name_F0038#0,"""Ловля в Лесу 1"""
Name_F0039#0,"""Ловля в Лесу 2"""
Name_F0040#0,"""Ловля в Лесу 3"""
Name_F0041#0,"""Ловля Forest Sweetfish 1"""
Name_F0042#0,"""Ловля Forest Sweetfish 2"""
Name_F0043#0,"""Ловля Forest Tuna 1"""
Name_F0044#0,"""Ловля Forest Tuna 2"""
Name_F0045#0,"""Ловля Naber Turtle 1"""
Name_F0046#0,"""Ловля Medium Forest Buri 1"""
Name_F0047#0,"""Ловля в Руинах 1"""
Name_F0048#0,"""Ловля в Руинах 2"""
Name_F0049#0,"""Ловля в Руинах 3"""
Name_F0050#0,"""Ловля Ruins Lobster 1"""
Name_F0051#0,"""Ловля Ruins Lobster 2"""
Name_F0052#0,"""Ловля Ruins Kinmedai 1"""
Name_F0053#0,"""Ловля Ruins Kinmedai 2"""
Name_F0054#0,"""Ловля Naber Turtle 1"""
Name_F0055#0,"""Ловля Large Ruins Salmon 1"""
Name_F0056#0,"""Ловля на побережье 1"""
Name_F0057#0,"""Ловля на побережье 2"""
Name_F0058#0,"""Ловля на побережье 3"""
Name_F0059#0,"""Ловля Coast Clam 1"""
Name_F0060#0,"""Ловля Coast Clam 2"""
Name_F0061#0,"""Ловля Coast Mussel 1"""
Name_F0062#0,"""Ловля Coast Mussel 2"""
Name_F0063#0,"""Ловля Vopar Shark 1"""
Name_F0064#0,"""Ловля Large Coast Alder 1"""
Name_F0065#0,"""Ловля в Токио 1"""
Name_F0066#0,"""Ловля в Токио 2"""
Name_F0067#0,"""Ловля в Токио 3"""
Name_F0068#0,"""Ловля Tokyo Tuna 1"""
Name_F0069#0,"""Ловля Tokyo Tuna 2"""
Name_F0070#0,"""Ловля Tokyo Lobster 1"""
Name_F0071#0,"""Ловля Tokyo Lobster 2"""
Name_F0072#0,"""Ловля Earth Shell 1"""
Name_F0073#0,"""Ловля Medium Tokyo Madai 1"""
Name_F0074#0,"""Ловля в Пустыне 1"""
Name_F0075#0,"""Ловля в Пустыне 2"""
Name_F0076#0,"""Ловля в Пустыне 3"""
Name_F0077#0,"""Ловля Desert Flounder 1"""
Name_F0078#0,"""Ловля Desert Flounder 2"""
Name_F0079#0,"""Ловля Desert Crab 1"""
Name_F0080#0,"""Ловля Desert Crab 2"""
Name_F0081#0,"""Ловля Lillipa Shell 1"""
Name_F0082#0,"""Ловля Medium Desert Flying Fish 1"""
Name_F0083#0,"""Ловля в Карьере 1"""
Name_F0084#0,"""Ловля в Карьере 2"""
Name_F0085#0,"""Ловля в Карьере 3"""
Name_F0086#0,"""Ловля Quarry Beltfish 1"""
Name_F0087#0,"""Ловля Quarry Beltfish 2"""
Name_F0088#0,"""Ловля Quarry Eel 1"""
Name_F0089#0,"""Ловля Quarry Eel 2"""
Name_F0090#0,"""Ловля Lillipa Shell 1"""
Name_F0091#0,"""Ловля Large Quarry Shark 1"""
Name_F0092#0,"""Ловля в Сооружении 1"""
Name_F0093#0,"""Ловля в Сооружении 2"""
Name_F0094#0,"""Ловля в Сооружении 3"""
Name_F0095#0,"""Ловля Facility Squid 1"""
Name_F0096#0,"""Ловля Facility Squid 2"""
Name_F0097#0,"""Ловля Facility Anchovy 1"""
Name_F0098#0,"""Ловля Facility Anchovy 2"""
Name_F0099#0,"""Ловля Vopar Shark 1"""
Name_F0100#0,"""Ловля Small Facility Rainbow Shrimp 1"""
Name_F0101#0,"""Ловля в Лас-Вегасе 1"""
Name_F0102#0,"""Ловля в Лас-Вегасе 2"""
Name_F0103#0,"""Ловля в Лас-Вегасе 3"""
Name_F0104#0,"""Ловля Las Vegas Lobster 1"""
Name_F0105#0,"""Ловля Las Vegas Lobster 2"""
Name_F0106#0,"""Ловля Las Vegas Striped Perch 1"""
Name_F0107#0,"""Ловля Las Vegas Striped Perch 2"""
Name_F0108#0,"""Ловля Earth Shell 1"""
Name_F0109#0,"""Ловля Medium Las Vegas Bass 1"""
Name_F0110#0,"""Ловля в Вулканических пещерах 1"""
Name_F0111#0,"""Ловля в Вулканических пещерах 2"""
