Param_Value#0,"""$(0)"""
ChoiceMenu#0,"""Выбор и создание предмета"""
ChoiceMenu2#0,"""Создание по личному рецепту"""
MaterialListTitle#1,"""Список предметов"""
BoostListTitle#0,"""Бонусный эффект"""
NotingBoost#0,"""Нет бонусного эффекта."""
UseItemListTitle#0,"""Используемые предметы"""
NotingItem#0,"""Нету предметов."""
UseItemNum#0,"""Кол-во использ-х предметов"""
ConfirmationTitle#1,"""Подтверждение еды"""
ConfirmationAttentionMessage#1,"""Создание еды с использованием предметов.<br>Вы уверены?<br><br><yellow>※Любой уже имеющийся бонусный эффект от еды будет перезаписан.<c>"""
ResultMessage#0,"""Активированы следующие бонсуные эффекты."""
RecipeMenuTitle#0,"""Выбор рецепта"""
RecipeSetNull#0,"""Зарег-ть новый"""
RecipeSet#0,"""Зарег-ть рецепт"""
RecipeMenu1#0,"""Использ-ть этот рецепт"""
RecipeMenu2#0,"""Изменить название рецепта"""
RecipeMenu3#0,"""Удалить рецепт"""
RecipeNameSet#0,"""Ввод названия рецепта"""
RecipeNameResultTitle#0,"""Завершение регистрации"""
RecipeNameResultMessege#0,"""Рецепт зарегистрирован."""
RecipeNameEditTitle#0,"""Завершение изменения"""
RecipeNameEditMessege#0,"""Изменено название рецепта."""
RecipeDelete#0,"""Подтверждение удаления"""
RecipeDeleteMessege#0,"""Желаете удалить выбранный рецепт?"""
RecipeDeleteResultTitle#0,"""Завершение удаления"""
RecipeDeleteResultMessege#0,"""Рецепт удалён."""
ErrorMessage#1,"""Возникла проблема с подключением."""
Title#2,"""Выбор предмета для изменения цвета фотонов"""
ColorPickerTitle#0,"""Изменение цвета фотонов"""
ChangeColorResultTitle#0,"""Лаборатория предметов"""
Explanation1#4,"""Изменение цвета фотонов позволяет изменить цвет фотонов некоторых предметов. Пожалуйста выберите предмет."""
Explanation2#3,"""Установите цвет фотонов. Если всё верно, подтвердите."""
ChangeColorResultMessage1#0,"""Вы <green>успещно<c> изменили цвет фотонов."""
NoMatchItemErrorMessage1#0,"""Нет предметов, которые могли бы изменить цвет фотонов."""
IdentifyTitle#0,"""Оценка предметов"""
identifyGuide01#0,"""Здесь можно оценить нераспознанные предметы."""
identifyGuide02#0,"""Выберите оружие для оценки. Можно оценить несколько предметов зажатием клавиши [Shift]."""
identifyGuide03#0,"""Это последний экран подтверждения. Можно выбрать желаемый атрибут."""
IdentifySelectMenuTitle#0,"""Меню оценки предметов"""
IdentifySelectMenu01#0,"""Оценка предмета"""
IdentifySelectMenu02#0,"""Расширен. оценка предметов"""
IdentifySelectMenu03#0,"""Уйти"""
IdentifySelectItemTitle#0,"""Выбор предмета(ов) для оценки"""
identifyConfrimMessage#0,"""К выбранному предмету(ам) можно<br>добавить желаемый атрибут.<br>Выбрав атрибут, нажмите [Оценить].<br>※Обратите внимание, что выбранный<br>атрибут присвоится всем предметам.<br>※Оцениваться будет по 10 предметов<br>за раз."""
identifyConfrimSelectAttribute#0,"""Присваемый атрибут"""
identifyConfrimSelectResultTtile#0,"""Результат оценки"""
identifyConfrimSelectResultMessage#0,"""Проведена оценка следующих $(1)<br>предметов.<br>($(1) шт / $(0) шт)<br>Нажмите [Закончить оценку]."""
identifyConfrimSelectResultContinue#0,"""Продолжить оценку"""
identifyConfrimSelectResultEnd#0,"""Закончить оценку"""
Guide_1#0,"""Выберите базовый и целевой предметы для переноса."""
Guide_2#0,"""Выберите предмет-материал. Особые способности данного материала <c ff4f3f>исчезнут<c>."""
Guide_3#0,"""Выберите особую способность для переноса на базовый предмет."""
Guide_4#0,"""Подтверждение переноса особой способности. Внимательно проверьте перед согласием."""
ItemError#0,"""Нет предметов на которые можно было бы перенести особые способности."""
TitleText1#0,"""Выбор базового предмета"""
TitleText2#0,"""Выбор предмета-материала"""
TitleText3#0,"""Выбор капсулы с способностью"""
TitleText4#0,"""Подтверждение переноса способностей"""
TitleText5#0,"""Инфо переноса способностей"""
TitleText6#0,"""После переноса"""
TitleText7#0,"""Выбор особых способностей"""
TitleText8#0,"""Список способностей выбранных предметов"""
TitleText9#0,"""Список переносимых способностей"""
Choice_Item#0,"""Выбранные предметы"""
Constitution1#0,"""Выбранный как базовый"""
Constitution2#0,"""Выбранные как материалы"""
Constitution3#0,"""После переноса"""
Constitution4#0,"""Использ-я капсула с способностью"""
Constitution5#0,"""Расход-е Transfer Pass для переноса"""
Constitution6#0,"""Кол-во"""
Message_Confirm#0,"""Приступаем к переносу особых<br>способностей. Вы уверены?<br><br>※Не перенесённые способности<br><c ff4f3f>исчезнут<c>.<br>※Все способности выбранног<br>предмета-материала <c ff4f3f>исчезнут<c>."""
Grant1#0,"""Базовый предмет"""
Grant2#0,"""Предмет-материал"""
ServerErrorMsg1#0,"""Недостаточно $(0)."""
ServerErrorMsg2#0,"""Недостаточно средств."""
ErrorMsg#0,"""Провалился перенос особых способностей. Подождите немного и попробуйте ещё раз."""
ButtonText1#0,"""Вернуться"""
ButtonText2#0,"""Принять"""
ButtonText3#0,"""Начать перенос"""
Message_Explanation2#0,"""Все особые способности выбранного предмета <c ff4f3f>пропадут<c>.<br>Вы уверены?<br>※<yellow>S-классовые умения останутся.<c>"""
ResultMessage1#1,"""Перенос способностей прошёл <green>успешно<c>."""
ResultMessage2#1,"""<yellow>Регистрация владельца<c> завершена."""
Decrease_Title#0,"""Подтверждение особых способностей"""
Decrease_Msg#0,"""Следующие не добавленные особые способности <c ff4f3f>пропадут<c>.<br>Вы уверены?"""
SlotDecrease_Title#0,"""Подтверждение уменьшения кол-ва слотов"""
SlotDecrease_Msg#0,"""Количество слотов $(0) <c ff4f3f>уменьшится<c>.<br>Вы уверены?"""
MaxMessage#0,"""Превышено максимальное количество добавлений. Способность заменена."""
CategoryMessege#0,"""Произошла замена, поскольку указан аналогичный тип способности."""
AddSupportMessage1#0,"""У вас имеются капсулы для<br>добавления способностей.<br>Пожалуйста, выберите желаемую."""
LockConfirm#0,"""Выбран заблокированный предмет.<br>Вы уверены?"""
SetValueInputNumberMessage#0,"""Введите желаемую цену.<br>※Цена не может быть ниже минимальной.<br>※Определённая сума будет вычтена в качестве налога."""
SetValueInputNumberMessage_2#0,"""(Листинговые сборы: """
SetValueInputNumberMessage_3#0,"""$(1)<pict 4space>$(0))"""
SetValueInputNumberMessage_4#0,"""(С учётом налога: """
ManageExhibitItem#0,"""Предметы на продажу<pict 4space><pict Arcscash>"""
ManageWithdrawItem#0,"""Забрать предметы"""
ShopListTitle_Blockade_message#0,"""Разблокируется после получения титула 「$(0)」."""
Explanation1_v#0,"""<c f0df61>Можно открыть свой магазин, чтобы продавать предметы. Также можно покупать предметы в магазинах других игроков.<c>"""
Explanation2_v#0,"""<c f0df60>Можно искать предметы, продаваемые пдругими игроками.<c>"""
Explanation3_v#0,"""<c f0df60>При выборе предмета, вы переместитесь в магазин с продаваемым предметом.<c>"""
Explanation4_v#0,"""<c f0df60>С помощью <%Decide><c f0df60> можно выбрать приобретаемый предмет. При нажатии [Купить] произведётся оплата.<c>"""
Explanation5#0,"""<c f0df60>Можно совершить поиск по ключевому слову из: имени PlayerID, имени персонажа и текста рекламы. После выбора места поиска введите ключевое слово.<c>"""
Label_Item_Num#0,"""Кол-во выбранных предметов"""
Label_Item_Capacity#0,"""Вместимость инвентаря"""
SubCategoryLayeringCostumeBaseWear#0,"""Ba/Se"""
SubCategoryConsumeMouthTeeth#0,"""Рот/Зубы"""
SubCategoryConsumeEar#0,"""Уши"""
SubCategoryConsumeStamp#0,"""Штампы"""
SubCategoryConsumeSpecialabilitycapsule#0,"""Капсулы с способностями"""
Potential#0,"""Уровень потенциала"""
MultiWeapon#0,"""Мульти-оружие"""
DropSkill#0,"""Заготовка умения"""
DifferentColorsWeapons#0,"""Редкое цветное оружие"""
Blockade_message#0,"""Разблокируется после получения титула 「$(0)」."""
Drop_DamageUp_1#0,"""Сила +2.0%"""
Drop_DamageUp_2#0,"""Сила +3.0%"""
Drop_DamageUp_3#0,"""Сила +4.0%"""
Drop_DamageUp_4#0,"""Сила +4.5%"""
Drop_DamageUp_5#0,"""Сила +5.0%"""
Drop_DamageReduction_1#0,"""Сопротивление урону +1.0%"""
Drop_DamageReduction_2#0,"""Сопротивление урону +2.0%"""
Drop_DamageReduction_3#0,"""Сопротивление урону +3.0%"""
Drop_DamageReduction_4#0,"""Сопротивление урону +3.5%"""
Drop_DamageReduction_5#0,"""Сопротивление урону +4.0%"""
Drop_Critical_1#0,"""Шанс крит. урона +5%"""
Drop_Critical_2#0,"""Шанс крит. урона +8%"""
Drop_Critical_3#0,"""Шанс крит. урона +10%"""
Drop_Critical_4#0,"""Шанс крит. урона +12%"""
Drop_Critical_5#0,"""Шанс крит. урона +13%"""
Drop_CriticalDamage_1#0,"""Сила крит. урона +6.0%"""
Drop_CriticalDamage_2#0,"""Сила крит. урона +9.0%"""
Drop_CriticalDamage_3#0,"""Сила крит. урона +12%"""
Drop_CriticalDamage_4#0,"""Сила крит. урона +14%"""
Drop_CriticalDamage_5#0,"""Сила крит. урона +15%"""
Drop_PpActionRate_1#0,"""Сниж-е расхода РР -1.0％"""
Drop_PpActionRate_2#0,"""Сниж-е расхода РР -2.0％"""
Drop_PpActionRate_3#0,"""Сниж-е расхода РР -3.0％"""
Drop_PpActionRate_4#0,"""Сниж-е расхода РР -3.5％"""
Drop_PpActionRate_5#0,"""Сниж-е расхода РР -4.0％"""
Drop_PPRestraint_1#0,"""Скор-ть восст. РР +2.0%"""
Drop_PPRestraint_2#0,"""Скор-ть восст. РР +3.0%"""
Drop_PPRestraint_3#0,"""Скор-ть восст. РР +4.0%"""
Drop_PPRestraint_4#0,"""Скор-ть восст. РР +4.5%"""
Drop_PPRestraint_5#0,"""Скор-ть восст. РР +5.0%"""
Drop_AttackPPRestraint_1#0,"""Восст. РР при атаке +2.0%"""
Drop_AttackPPRestraint_2#0,"""Восст. РР при атаке +3.0%"""
Drop_AttackPPRestraint_3#0,"""Восст. РР при атаке +4.0%"""
Drop_AttackPPRestraint_4#0,"""Восст. РР при атаке +4.5%"""
Drop_AttackPPRestraint_5#0,"""Восст. РР при атаке +5.0%"""
Drop_DamageUp_1#1,"""フィクサ・アタック Lv.1"""
Drop_DamageUp_2#1,"""フィクサ・アタック Lv.2"""
Drop_DamageUp_3#1,"""フィクサ・アタック Lv.3"""
Drop_DamageUp_4#1,"""フィクサ・アタック Lv.4"""
Drop_DamageUp_5#1,"""フィクサ・アタック Lv.5"""
Drop_DamageReduction_1#1,"""フィクサ・ガード Lv.1"""
Drop_DamageReduction_2#1,"""フィクサ・ガード Lv.2"""
Drop_DamageReduction_3#1,"""フィクサ・ガード Lv.3"""
Drop_DamageReduction_4#1,"""フィクサ・ガード Lv.4"""
Drop_DamageReduction_5#1,"""フィクサ・ガード Lv.5"""
Drop_Critical_1#1,"""フィクサ・フェタル Lv.1"""
Drop_Critical_2#1,"""フィクサ・フェタル Lv.2"""
Drop_Critical_3#1,"""フィクサ・フェタル Lv.3"""
Drop_Critical_4#1,"""フィクサ・フェタル Lv.4"""
Drop_Critical_5#1,"""フィクサ・フェタル Lv.5"""
Drop_CriticalDamage_1#1,"""フィクサ・テルミナ Lv.1"""
Drop_CriticalDamage_2#1,"""フィクサ・テルミナ Lv.2"""
Drop_CriticalDamage_3#1,"""フィクサ・テルミナ Lv.3"""
Drop_CriticalDamage_4#1,"""フィクサ・テルミナ Lv.4"""
Drop_CriticalDamage_5#1,"""フィクサ・テルミナ Lv.5"""
Drop_PpActionRate_1#1,"""フィクサ・パフォーマ Lv.1"""
Drop_PpActionRate_2#1,"""フィクサ・パフォーマ Lv.2"""
Drop_PpActionRate_3#1,"""フィクサ・パフォーマ Lv.3"""
Drop_PpActionRate_4#1,"""フィクサ・パフォーマ Lv.4"""
Drop_PpActionRate_5#1,"""フィクサ・パフォーマ Lv.5"""
Drop_PPRestraint_1#1,"""フィクサ・ナトゥーラ Lv.1"""
Drop_PPRestraint_2#1,"""フィクサ・ナトゥーラ Lv.2"""
Drop_PPRestraint_3#1,"""フィクサ・ナトゥーラ Lv.3"""
Drop_PPRestraint_4#1,"""フィクサ・ナトゥーラ Lv.4"""
Drop_PPRestraint_5#1,"""フィクサ・ナトゥーラ Lv.5"""
Drop_AttackPPRestraint_1#1,"""フィクサ・エンソジア Lv.1"""
Drop_AttackPPRestraint_2#1,"""フィクサ・エンソジア Lv.2"""
Drop_AttackPPRestraint_3#1,"""フィクサ・エンソジア Lv.3"""
Drop_AttackPPRestraint_4#1,"""フィクサ・エンソジア Lv.4"""
Drop_AttackPPRestraint_5#1,"""フィクサ・エンソジア Lv.5"""
