Param_Value#0,"""$(0)"""
PotentialResult#0,"""El potencial de $(0)<br>es ahora \""$(1)\""."""
CompareNum1#1,"""Nombre potencial"""
CompareNum2#1,"""Detalles potenciales"""
CompareNum3#1,"""Lv.$(0)"""
ConfirmationMessage#1,"""Estás a punto de liberar el potencial de este objeto.<br>¿Continuar?"""
ConfirmationMessage_Select#0,"""Estás a punto de liberar/cambiar el Potencial de este objeto.<br>¿Continuar?<br><br>※Puedes usar objetos de apoyo para realizar este proceso<br>\3000<yellow>sin consumir ningún objeto material.<c><br>\3000Sin embargo, siempre se requiere Meseta."""
title#0,"""Puesto de comida"""
Explanation1#3,"""Selecciona los materiales a utilizar. <c f0df60>Los materiales seleccionados<c> <red>desaparecerán tras su uso<c><c f0df60>.<c>"""
Explanation2#2,"""Esta es la confirmación final para hacer Quick Food. Compruebe los detalles cuidadosamente y seleccione 'Sí' si no hay problemas."""
Explanation3#1,"""Seleccione una receta para usar."""
ChoiceMenu#0,"""Seleccionar y crear"""
ChoiceMenu2#0,"""Crear a partir de una receta"""
MaterialListTitle#1,"""Lista de objetos"""
BoostListTitle#0,"""Boost Effect"""
NotingBoost#0,"""No Boost Effect."""
UseItemListTitle#0,"""Usable Items"""
NotingItem#0,"""No usable items available."""
UseItemNum#0,"""Number of items usable"""
ConfirmationTitle#1,"""Food Effects Confirmation"""
ConfirmationAttentionMessage#1,"""¿Crear Comida con los siguientes ingredientes?<br><br><yellow>Si ya has creado un boost con Comida<br>antes de esto, tu boost se sobrescribirá.<c>"""
ResultTitle#0,"""Boost Effect"""
ResultMessage#0,"""Se ha aplicado el siguiente refuerzo:"""
RecipeMenuTitle#0,"""Selección de recetas"""
RecipeSetNull#0,"""Nueva receta"""
RecipeSet#0,"""Guardar la receta"""
RecipeMenu1#0,"""Utilizar la receta"""
RecipeMenu2#0,"""Editar el nombre de la receta"""
RecipeMenu3#0,"""Eliminar la receta"""
RecipeNameSet#0,"""Nombre de la receta"""
RecipeNameResultTitle#0,"""Guardar completo"""
RecipeNameResultMessege#0,"""Receta guardada."""
RecipeNameEditTitle#0,"""Edición completa"""
RecipeNameEditMessege#0,"""Receta nombrada editada."""
RecipeDelete#0,"""Eliminar la receta"""
RecipeDeleteMessege#0,"""¿Proceder a borrar la Receta especificada?"""
RecipeDeleteResultTitle#0,"""Confirmación de eliminación"""
RecipeDeleteResultMessege#0,"""Receta eliminada."""
ErrorMessage#1,"""Error de comunicación con el servidor."""
Title#2,"""Cambiar el color de los fotones"""
ColorPickerTitle#0,"""Cambiar el color de los fotones"""
ChangeColorResultTitle#0,"""Item Lab"""
Explanation1#4,"""El cambio de color del fotón le permite cambiar el color del fotón de ciertos artículos. Por favor, seleccione un elemento."""
Explanation2#3,"""Ajuste el color de los fotones. Al pulsar 'Aceptar', el color de los fotones se ajustará.."""
ChangeColorResultMessage1#0,"""Se ha cambiado con <green>éxito<c> el color de los fotones."""
NoMatchItemErrorMessage1#0,"""No hay objetos que admitan esta función."""
IdentifyTitle#0,"""Item Tekker"""
identifyGuide01#0,"""Puede identificar los artículos desde aquí."""
identifyGuide02#0,"""Seleccione el Arma que desea identificar. Puede utilizar la tecla [Shift] para seleccionar varios objetos."""
identifyGuide03#0,"""Esta es la confirmación final para la identificación. Puedes añadir tus Atributos preferidos después de la identificación."""
IdentifySelectMenuTitle#0,"""Item Tekker Menu"""
IdentifySelectMenu01#0,"""Identificar el artículo"""
IdentifySelectMenu02#0,"""Identificación avanzada"""
IdentifySelectMenu03#0,"""Deja"""
IdentifySelectItemTitle#0,"""Seleccione el o los objetos a identificar"""
identifyConfrimMessage#0,"""Puedes añadir un objeto de tu elección a un objeto seleccionado de forma gratuita. Pulse el [Appraisal Button] después de seleccionar un objeto. Nota: el objeto que seleccione se añadirá a todos los objetos evaluados. Se pueden valorar hasta 10 objetos a la vez."""
identifyConfrimSelectAttribute#0,"""Atributos a añadir"""
identifyConfrimSelectResultTtile#0,"""Resultados"""
identifyConfrimSelectResultMessage#0,"""Se han evaluado los siguientes $(1). <br>($(1)/$(0)) <br>Por favor, pulse el botón [Calificación completa]."""
identifyConfrimSelectResultContinue#0,"""Continuar con la identificación"""
identifyConfrimSelectResultEnd#0,"""Identificación completa"""
Guide_1#0,"""Seleccione el objeto base al que se va a realizar la transferencia."""
Guide_2#0,"""Selecciona los objetos materiales. Los aumentos añadidos a los materiales <c><c ff4f3f>se perderán.<c><c f0df60>"""
Guide_3#0,"""Selecciona el Aumento para transferirlo al artículo base."""
Guide_4#0,"""Confirme cuidadosamente sus selecciones de Transferencia de Aumento y pulse [Sí] cuando esté listo."""
ItemError#0,"""No hay artículos disponibles"""
TitleText1#0,"""Seleccione el objeto base"""
TitleText2#0,"""Seleccionar objetos de material"""
TitleText3#0,"""Seleccione las cápsulas de habilidades especiales"""
TitleText4#0,"""Transplante de capacidades especiales"""
TitleText5#0,"""Lista de habilidades especiales"""
TitleText6#0,"""Seleccione la habilidad especial"""
TitleText7#0,"""Habilidades elegidas"""
TitleText8#0,"""Habilidades de los objetos seleccionados"""
TitleText9#0,"""Habilidades seleccionadas para implantar"""
Choice_Item#0,"""Objetos seleccionados"""
Constitution1#0,"""Elemento base"""
Constitution2#0,"""Material Artículo"""
Constitution3#0,"""Habilidades especiales después del trasplante"""
Constitution4#0,"""Cápsulas consumidas"""
Constitution5#0,"""Implante de habilidades especiales usado"""
Constitution6#0,"""Cantidad"""
Message_Confirm#0,"""Comenzando la transferencia de aumentos. ¿Estás seguro?<br><br>Nota: Los Aumentos no transferidos <scarlet>se perderán.<c><br>Todos los Aumentos añadidos a objetos seleccionados como materiales <scarlet>se perderán.<c>"""
Grant1#0,"""Objeto base"""
Grant2#0,"""Material Artículo"""
ServerErrorMsg1#0,"""Insuficiente $(0)."""
ServerErrorMsg2#0,"""Tienes poco dinero."""
ErrorMsg#0,"""Fallo en la implantación de habilidades.<br>Por favor, inténtelo más tarde."""
ButtonText1#0,"""Volver"""
ButtonText2#0,"""Decidir"""
ButtonText3#0,"""Importar habilidades especiales"""
Message_Explanation2#0,"""Todos los aumentos añadidos a los artículos seleccionados como materiales <c ff4f3f>se perderán.<c>¿Está seguro de que desea proceder?<br>Nota: <b>Los aumentos de grado S no se perderán.<br>"""
ResultMessage1#1,"""Aumentar la transferencia <green>con éxito<c>."""
ResultMessage2#1,"""<yellow>Registro del propietario<c> Completado."""
Decrease_Title#0,"""Confirmación de habilidad especial"""
Decrease_Msg#0,"""Las siguientes Habilidades Especiales que<br>no fueron transmitidas desaparecerán<c ff4f3f>.<br>¿Proceder?"""
SlotDecrease_Title#0,"""Downslot Confirmation"""
SlotDecrease_Msg#0,"""This will <c ff4f3f>downslot<c> $(0) Slots.<br>Proceed?"""
MaxMessage#0,"""Se ha superado el número máximo de adiciones. Aumento sustituido."""
CategoryMessege#0,"""Se ha sustituido un aumento existente del mismo tipo."""
AddSupportMessage1#0,"""Tienes objetos de apoyo que<br>pueden añadir habilidades específicas.<br>Selecciona el que quieras usar."""
LockConfirm#0,"""Se ha seleccionado un elemento bloqueado. ¿Desea continuar?"""
SetValueInputNumberMessage#0,"""Establezca el valor del artículo que desea vender.<br><br>※No puede establecer un valor menor<br>que el mínimo.<br>※Se deducirá una tarifa de lista de<br>su valor de venta final."""
SetValueInputNumberMessage_2#0,"""(Tasas de inscripción: """
SetValueInputNumberMessage_3#0,"""$(1)<pict 4space>$(0))"""
SetValueInputNumberMessage_4#0,"""(Precio con impuestos: """
ManageExhibitItem#0,"""Vender artículos<pict 4space><pict Arcscash>"""
ManageWithdrawItem#0,"""Retirar de la venta"""
ShopListTitle_Blockade_message#0,"""Desbloqueado tras adquirir el título [$(0)]."""
Explanation1_v#0,"""<c f0df61>Abre tu propia tienda para vender tus artículos, o compra artículos de las tiendas de otros jugadores.<c>"""
Explanation2_v#0,"""<c f0df60>Busca artículos que otros jugadores están vendiendo.<c>"""
Explanation3_v#0,"""<c f0df60>Cuando seleccione un artículo, accederá a la tienda en la que se encuentra dicho artículo.<c>"""
Explanation4_v#0,"""<c f0df60>Elige el artículo que quieres comprar con <%Decide><c f0df60>. A continuación, pulse el botón [Comprar] para realizar la compra.<c>"""
Explanation5#0,"""<c f0df60>Puede buscar por nombre de ID de jugador, nombre de personaje o texto publicitario mediante palabras clave. Seleccione el tipo de búsqueda que desee y, a continuación, introduzca las palabras clave correspondientes.<c>"""
Label_Item_Num#0,"""Posesión actual"""
Label_Item_Capacity#0,"""Capacidad de inventario"""
SubCategoryLayeringCostumeBaseWear#0,"""Ropa de base y ropa de vestir"""
SubCategoryConsumeMouthTeeth#0,"""Boca y dientes"""
SubCategoryConsumeEar#0,"""Orejas"""
SubCategoryConsumeStamp#0,"""Sellos"""
SubCategoryConsumeSpecialabilitycapsule#0,"""Cápsulas de habilidad"""
Potential#0,"""Nivel potencial"""
MultiWeapon#0,"""Multi-Weapon"""
DropSkill#0,"""Habilidades preestablecidas"""
DifferentColorsWeapons#0,"""Rare Color Weapons"""
Blockade_message#0,"""称号「$(0)」の取得で開放されます。"""
Drop_DamageUp_1#0,"""Daño +2.0%"""
Drop_DamageUp_2#0,"""Daño +3.0%"""
Drop_DamageUp_3#0,"""Daño +4.0%"""
Drop_DamageUp_4#0,"""Daño +4.5%"""
Drop_DamageUp_5#0,"""Daño +5.0%"""
Drop_DamageReduction_1#0,"""Resistencia al daño +1.0%"""
Drop_DamageReduction_2#0,"""Resistencia al daño +2.0%"""
Drop_DamageReduction_3#0,"""Resistencia al daño +3.0%"""
Drop_DamageReduction_4#0,"""Resistencia al daño +3.5%"""
Drop_DamageReduction_5#0,"""Resistencia al daño +4.0%"""
Drop_Critical_1#0,"""Critical Rate +5.0%"""
Drop_Critical_2#0,"""Critical Rate +8.0%"""
Drop_Critical_3#0,"""Critical Rate +10%"""
Drop_Critical_4#0,"""Critical Rate +12%"""
Drop_Critical_5#0,"""Critical Rate +13%"""
Drop_CriticalDamage_1#0,"""Critical Daño +6.0%"""
Drop_CriticalDamage_2#0,"""Critical Daño +9.0%"""
Drop_CriticalDamage_3#0,"""Critical Daño +12%"""
Drop_CriticalDamage_4#0,"""Critical Daño +14%"""
Drop_CriticalDamage_5#0,"""Critical Daño +15%"""
Drop_PpActionRate_1#0,"""Reducción de costo de PP +1.0%"""
Drop_PpActionRate_2#0,"""Reducción de costo de PP +2.0%"""
Drop_PpActionRate_3#0,"""Reducción de costo de PP +3.0%"""
Drop_PpActionRate_4#0,"""Reducción de costo de PP +3.5%"""
Drop_PpActionRate_5#0,"""Reducción de costo de PP +4.0%"""
Drop_PPRestraint_1#0,"""Velocidad recuperación PP+2.0%"""
Drop_PPRestraint_2#0,"""Velocidad recuperación PP+3.0%"""
Drop_PPRestraint_3#0,"""Velocidad recuperación PP+4.0%"""
Drop_PPRestraint_4#0,"""Velocidad recuperación PP+4.5%"""
Drop_PPRestraint_5#0,"""Velocidad recuperación PP+5.0%"""
Drop_AttackPPRestraint_1#0,"""Ataque PP Recuperación +2.0%"""
Drop_AttackPPRestraint_2#0,"""Ataque PP Recuperación +3.0%"""
Drop_AttackPPRestraint_3#0,"""Ataque PP Recuperación +4.0%"""
Drop_AttackPPRestraint_4#0,"""Ataque PP Recuperación +4.5%"""
Drop_AttackPPRestraint_5#0,"""Ataque PP Recuperación +5.0%"""
Drop_DamageUp_1#1,"""Fixa Attack Lv.1"""
Drop_DamageUp_2#1,"""Fixa Attack Lv.2"""
Drop_DamageUp_3#1,"""Fixa Attack Lv.3"""
Drop_DamageUp_4#1,"""Fixa Attack Lv.4"""
Drop_DamageUp_5#1,"""Fixa Attack Lv.5"""
Drop_DamageReduction_1#1,"""Fixa Guard Lv.1"""
Drop_DamageReduction_2#1,"""Fixa Guard Lv.2"""
Drop_DamageReduction_3#1,"""Fixa Guard Lv.3"""
Drop_DamageReduction_4#1,"""Fixa Guard Lv.4"""
Drop_DamageReduction_5#1,"""Fixa Guard Lv.5"""
Drop_Critical_1#1,"""Fixa Fatal Lv.1"""
Drop_Critical_2#1,"""Fixa Fatal Lv.2"""
Drop_Critical_3#1,"""Fixa Fatal Lv.3"""
Drop_Critical_4#1,"""Fixa Fatal Lv.4"""
Drop_Critical_5#1,"""Fixa Fatal Lv.5"""
Drop_CriticalDamage_1#1,"""Fixa Termina Lv.1"""
Drop_CriticalDamage_2#1,"""Fixa Termina Lv.2"""
Drop_CriticalDamage_3#1,"""Fixa Termina Lv.3"""
Drop_CriticalDamage_4#1,"""Fixa Termina Lv.4"""
Drop_CriticalDamage_5#1,"""Fixa Termina Lv.5"""
Drop_PpActionRate_1#1,"""Fixa Performa Lv.1"""
Drop_PpActionRate_2#1,"""Fixa Performa Lv.2"""
Drop_PpActionRate_3#1,"""Fixa Performa Lv.3"""
Drop_PpActionRate_4#1,"""Fixa Performa Lv.4"""
Drop_PpActionRate_5#1,"""Fixa Performa Lv.5"""
Drop_PPRestraint_1#1,"""Fixa Natura Lv.1"""
Drop_PPRestraint_2#1,"""Fixa Natura Lv.2"""
Drop_PPRestraint_3#1,"""Fixa Natura Lv.3"""
Drop_PPRestraint_4#1,"""Fixa Natura Lv.4"""
Drop_PPRestraint_5#1,"""Fixa Natura Lv.5"""
Drop_AttackPPRestraint_1#1,"""Fixa Enthugia Lv.1"""
Drop_AttackPPRestraint_2#1,"""Fixa Enthugia Lv.2"""
Drop_AttackPPRestraint_3#1,"""Fixa Enthugia Lv.3"""
Drop_AttackPPRestraint_4#1,"""Fixa Enthugia Lv.4"""
Drop_AttackPPRestraint_5#1,"""Fixa Enthugia Lv.5"""
