PartyJoin#0,"""/toge /ci2 1 Haré lo que pueda."""
DamageSmall#10,"""Oh...。"""
DamageMiddle#10,"""k-tsu...。"""
DamageLarge#10,"""tsu...!?"""
MemberDamaged#10,"""Vigila el ataque de cerca."""
MemberDead#10,"""¡Dios mío!...。"""
Resurrect#10,"""Te lo devolveré. Mis puños rugen."""
PartyJoin#19,"""Encantado de conocerte."""
DestroyEnemy1#11,"""No lo hagas."""
DestroyEnemy2#11,"""Cómo."""
DestroyEnemy3#11,"""No puedo perder"""
CondFreeze#11,"""¡Tsk!"""
CondBurn#11,"""¡Maldita sea! """
CondShock#11,"""¡Vaya!"""
CondPoison#11,"""¡Guau!"""
CondPanic#11,"""¡Ah!"""
CondStan#11,"""¿En serio?"""
CondMirage#11,"""¿Qué...? ¡Joder!"""
CondInjury#11,"""Maldición, eso no es bueno."""
Die#11,"""De ninguna manera... No lo vi venir....。"""
ThankHeal#11,"""Gracias a Dios."""
ThankBuff#11,"""Te pagaré con resultados."""
ThankCure#11,"""Lo siento."""
DefeatEnemy#11,"""Algo como esto."""
LevelUp#11,"""Sigan así y pongámonos elegantes."""
InvokeSkill1#11,"""¡Vamos!"""
InvokeSkill2#11,"""¡Es demasiado tarde!"""
InvokeSkill3#11,"""¡Salgan de aquí!"""
PBFull#11,"""Podemos hacerlo cuando queramos."""
PBRelease#11,"""¡Come esto!"""
Avoid#11,"""¡Genial!"""
HealSelf#5,"""Lo superaré."""
BuffSelf#5,"""Cuidado con esto..."""
HealOther#11,"""Todavía podemos hacer esto, ¿verdad?"""
BuffOther#11,"""Seguirás trabajando para mí."""
HP30#11,"""Todavía no."""
HP10#11,"""Este individuo..."""
ItemRare#11,"""¡Tienes una buena!"""
DamageSmall#11,"""Es sólo un rasguño."""
DamageMiddle#11,"""Uff...！"""
DamageLarge#11,"""Cielos... Esto podría ser malo."""
MemberDamaged#11,"""¡Quédate conmigo!"""
MemberDead#11,"""¡No, no, no, no, no!"""
Resurrect#11,"""Yo creo en ti"""
PartyJoin#20,"""¿Me necesitas?"""
DestroyEnemy1#12,"""¡Genial!"""
DestroyEnemy2#12,"""Excelente."""
DestroyEnemy3#12,"""¡A eso me refiero!"""
CondFreeze#12,"""Ugh... Ugh."""
CondBurn#12,"""Ugh..."""
CondShock#12,"""Cielos..."""
CondPoison#12,"""Vaya..."""
CondPanic#12,"""Oh... Oh....。"""
CondStan#12,"""Uf...。"""
CondMirage#12,"""¿Qué?"""
CondInjury#12,"""¡Joder...!"""
Die#12,"""Voy a dar un paso atrás... Lo siento."""
ThankHeal#12,"""ありがとうございます！"""
ThankBuff#12,"""¡Lo siento!"""
ThankCure#12,"""¡Esto es muy útil!"""
DefeatEnemy#12,"""Es un paso en la dirección correcta."""
LevelUp#12,"""¡Yo también no puedo perder!"""
InvokeSkill1#12,"""¡Sí!"""
InvokeSkill2#12,"""¡Oye!"""
InvokeSkill3#12,"""¡Ya lo tengo!"""
PBFull#12,"""He estado esperando este momento."""
PBRelease#12,"""¡Iré tan fuerte como pueda!"""
Avoid#12,"""...¡Ja!"""
HealSelf#6,"""Eso es un alivio."""
BuffSelf#6,"""Por si acaso."""
HealOther#12,"""¿Estás de acuerdo con esto?"""
BuffOther#12,"""Aquí tienes."""
HP30#12,"""Tenemos que aguantar....！"""
HP10#12,"""Todavía no he terminado....！"""
ItemRare#12,"""¿Eh? Es bueno."""
DamageSmall#12,"""Ah."""
DamageMiddle#12,"""Ugh."""
DamageLarge#12,"""¡Maldita sea!"""
MemberDamaged#12,"""Oh, ¿estás bien?"""
MemberDead#12,"""No puede ser...。"""
Resurrect#12,"""¡Comencemos de nuevo!"""
PartyJoin#21,"""¡Estamos juntos en esto!"""
DestroyEnemy1#13,"""¡Me he adelantado!"""
DestroyEnemy2#13,"""Sí, he terminado."""
DestroyEnemy3#13,"""Sí, señor."""
CondFreeze#13,"""¡Que helado!"""
CondBurn#13,"""¡Caliente!"""
CondShock#13,"""Huh. Impactante....。"""
CondPoison#13,"""¡Eso es asqueroso!"""
CondPanic#13,"""¡Ja, ja, ja!"""
CondStan#13,"""Me estoy mareando."""
CondMirage#13,"""Ah"""
CondInjury#13,"""Esto puede ser malo."""
Die#13,"""Nya, aquí duermo yo....。"""
ThankHeal#13,"""Gracias."""
ThankBuff#13,"""Siento que me estoy fortaleciendo."""
ThankCure#13,"""Gracias."""
DefeatEnemy#13,"""¿No hay más enemigos?"""
LevelUp#13,"""Enhorabuena."""
InvokeSkill1#13,"""Huh."""
InvokeSkill2#13,"""Ya-a"""
InvokeSkill3#13,"""Toma"""
TechFire#9,"""¡Voy a ir a por todas!"""
TechIce#9,"""¡Me estoy enfriando!"""
TechThunder#9,"""No estoy seguro del ataque."""
TechWind#9,"""El viento... Está hablando."""
TechLight#9,"""¡Es tan brillante!"""
TechDark#9,"""¡La oscuridad da miedo!"""
PBFull#13,"""¡Puedo sacarlo en cualquier momento!"""
PBRelease#13,"""Boom."""
Avoid#13,"""¡No vas a ganar!"""
HealSelf#7,"""¡Eso estuvo cerca!"""
BuffSelf#7,"""Sé fuerte!"""
HealOther#13,"""¡Esto no va a doler!"""
BuffOther#13,"""Sé fuerte."""
HP30#13,"""Ouch."""
HP10#13,"""Duele"""
ItemRare#13,"""Ah eso es bueno."""
DamageSmall#13,"""Estar ahí."""
DamageMiddle#13,"""Lo hice."""
DamageLarge#13,"""¡Que demonios!"""
MemberDamaged#13,"""Vaya, ¿está bien?"""
MemberDead#13,"""No llegué a tiempo."""
Resurrect#13,"""Gracias por tu ayuda."""
PartyJoin#22,"""¿Me parece bien?"""
DestroyEnemy1#14,"""Está en buena forma."""
DestroyEnemy2#14,"""Imprecionante"""
DestroyEnemy3#14,"""Me enamoraré de ti."""
CondFreeze#14,"""Ah...。"""
CondBurn#14,"""U~tsu...。"""
CondShock#14,"""Adada...。"""
CondPoison#14,"""uhー...。"""
CondPanic#14,"""Mmm...。"""
CondStan#14,"""Guh ..."""
CondMirage#14,"""Que...。"""
CondInjury#14,"""Oh...。"""
Die#14,"""Lo siento. No creo que pueda ir más allá....。"""
ThankHeal#14,"""Oh, no, lo siento."""
ThankBuff#14,"""Oh, gracias por la ayuda."""
ThankCure#14,"""Gracias por salvarme la vida."""
DefeatEnemy#14,"""Bueno, eso es más o menos."""
LevelUp#14,"""Excelente, excelente."""
InvokeSkill1#14,"""Yo~tsu."""
InvokeSkill2#14,"""Caliente. """
InvokeSkill3#14,"""Eh."""
TechFire#10,"""Ta."""
TechIce#10,"""Ya~tsu"""
TechThunder#10,"""Caliente. """
TechWind#10,"""Eh."""
TechLight#10,"""Wa a~tsu."""
TechDark#10,"""Se i~tsu."""
PBFull#14,"""Me ocuparé de ello aquí."""
PBRelease#14,"""Vamos... Pongámonos serios."""
Avoid#14,"""Uy."""
HealSelf#8,"""Creo que me recuperaré."""
BuffSelf#8,"""Ya está."""
HealOther#14,"""Me recuperaré."""
BuffOther#14,"""No sea tímido."""
HP30#14,"""Tómate tu tiempo... Tómate tu tiempo....。"""
HP10#14,"""Esto podría ser una mala idea....。"""
ItemRare#14,"""Oh, bien por ti."""
DamageSmall#14,"""Ah."""
DamageMiddle#14,"""Huh."""
DamageLarge#14,"""Ouch."""
MemberDamaged#14,"""¿Estás bien?"""
MemberDead#14,"""...La culpa es mía..."""
Resurrect#14,"""Gracias."""
PartyJoin#23,"""Muy bien, vamos a por ello."""
DestroyEnemy1#15,"""問題ないな。"""
DestroyEnemy2#15,"""上出来だ。"""
DestroyEnemy3#15,"""うむ、見事だ。"""
CondFreeze#15,"""くっ……！"""
CondBurn#15,"""うぐっ……！"""
CondShock#15,"""うっ……うぅ。"""
CondPoison#15,"""む……くっ……。"""
CondPanic#15,"""ぐぬ……。"""
CondStan#15,"""むう……！"""
CondMirage#15,"""し、視界が……。"""
CondInjury#15,"""うぅ。"""
Die#15,"""すまない、離脱する。"""
ThankHeal#15,"""感謝する。"""
ThankBuff#15,"""助かる。"""
ThankCure#15,"""すまない。"""
DefeatEnemy#15,"""よし、片付いたな。"""
LevelUp#15,"""どんどん強くなるな。"""
InvokeSkill1#15,"""はあっ！"""
InvokeSkill2#15,"""いくぞ！"""
InvokeSkill3#15,"""覚悟するんだな！"""
TechFire#11,"""たあっ！"""
TechIce#11,"""はっ！"""
TechThunder#11,"""ふんっ！"""
TechWind#11,"""とうっ！"""
TechLight#11,"""せいっ！"""
TechDark#11,"""はあっ……！"""
PBFull#15,"""ここは任せてくれ。"""
PBRelease#15,"""私の前に立ったこと、後悔するがいい。"""
Avoid#15,"""ふっ！"""
HealOther#15,"""回復しておくぞ。"""
BuffOther#15,"""役立ててくれ。"""
HP30#15,"""戦況を変えなければ……。"""
HP10#15,"""まずいな……。"""
ItemRare#15,"""うむ、いいものだな。"""
DamageSmall#15,"""くっ！"""
DamageMiddle#15,"""うっ！"""
DamageLarge#15,"""ちっ！"""
MemberDamaged#15,"""大丈夫か!?"""
MemberDead#15,"""私としたことが……。"""
Resurrect#15,"""借りは返すぞ！"""
PartyJoin#24,"""私も同行させてもらう。"""
DestroyEnemy1#16,"""さすがだな。"""
DestroyEnemy2#16,"""上出来だ。"""
DestroyEnemy3#16,"""文句なしだな。"""
CondFreeze#16,"""くぅ……！"""
CondBurn#16,"""うっ……！"""
CondShock#16,"""んぐ……。"""
CondPoison#16,"""はあ……。"""
CondPanic#16,"""はっ……。"""
CondStan#16,"""くっ……！"""
CondMirage#16,"""なに……!?"""
CondInjury#16,"""うぐ！！"""
Die#16,"""すまない。これまでのようだ……。"""
ThankHeal#16,"""助かった。"""
ThankBuff#16,"""感謝する。"""
ThankCure#16,"""すまない。"""
DefeatEnemy#16,"""この程度か。"""
LevelUp#16,"""さらに強くなったか。"""
InvokeSkill1#16,"""やあっ！"""
InvokeSkill2#16,"""そこだ。"""
InvokeSkill3#16,"""これでもくらえ！"""
TechFire#12,"""たあっ！"""
TechIce#12,"""はっ！"""
TechThunder#12,"""ふんっ！"""
TechWind#12,"""はあっ！"""
TechLight#12,"""せいっ！"""
TechDark#12,"""はああっ！"""
PBFull#16,"""準備万端だ。"""
PBRelease#16,"""最高の一撃、受けてみよ！"""
Avoid#16,"""ふっ！"""
HealSelf#9,"""やれやれだ。"""
BuffSelf#9,"""さて、やるか。"""
HealOther#16,"""無茶はするな。"""
BuffOther#16,"""まだいけるな？"""
ItemRare#16,"""良いものを手に入れたな。"""
DamageSmall#16,"""くっ！"""
DamageMiddle#16,"""ううっ……！"""
DamageLarge#16,"""くうっ！"""
MemberDamaged#16,"""無事か!?"""
MemberDead#16,"""そんな、私としたことが……。"""
Resurrect#16,"""行くぞっ！"""
PartyJoin#25,"""ともに行こう。"""
DestroyEnemy1#17,"""さすがだな。"""
DestroyEnemy2#17,"""上出来だ。"""
DestroyEnemy3#17,"""文句なしだな。"""
CondFreeze#17,"""くぅ……！"""
CondBurn#17,"""うっ……！"""
CondShock#17,"""んぐ……。"""
CondPoison#17,"""はあ……。"""
CondPanic#17,"""はっ……。"""
CondStan#17,"""くっ……！"""
CondMirage#17,"""なに……!?"""
CondInjury#17,"""うぐ！！"""
Die#17,"""すまない。これまでのようだ……。"""
ThankHeal#17,"""助かった。"""
ThankBuff#17,"""感謝する。"""
ThankCure#17,"""すまない。"""
DefeatEnemy#17,"""この程度か。"""
LevelUp#17,"""さらに強くなったか。"""
InvokeSkill1#17,"""やあっ！"""
InvokeSkill2#17,"""そこだ。"""
InvokeSkill3#17,"""これでもくらえ！"""
TechFire#13,"""たあっ！"""
TechIce#13,"""はっ！"""
TechThunder#13,"""ふんっ！"""
TechWind#13,"""はあっ！"""
TechLight#13,"""せいっ！"""
TechDark#13,"""はああっ！"""
PBFull#17,"""準備万端だ。"""
PBRelease#17,"""最高の一撃、受けてみよ！"""
Avoid#17,"""ふっ！"""
HealSelf#10,"""やれやれだ。"""
BuffSelf#10,"""さて、やるか。"""
HealOther#17,"""無茶はするな。"""
BuffOther#17,"""まだいけるな？"""
ItemRare#17,"""良いものを手に入れたな。"""
DamageSmall#17,"""くっ！"""
DamageMiddle#17,"""ううっ……！"""
DamageLarge#17,"""くうっ！"""
MemberDamaged#17,"""無事か!?"""
MemberDead#17,"""そんな、私としたことが……。"""
Resurrect#17,"""行くぞっ！"""
PartyJoin#26,"""ともに行こう。"""
DestroyEnemy1#18,"""いい腕前だ。"""
DestroyEnemy2#18,"""素晴らしい。"""
DestroyEnemy3#18,"""負けてられんのう。"""
CondFreeze#18,"""ぐっ……！"""
CondBurn#18,"""ああっ……！"""
CondShock#18,"""があっ……。"""
CondPoison#18,"""ふむ……!?"""
CondPanic#18,"""うおっ……!?"""
CondStan#18,"""なんだと……！"""
CondMirage#18,"""なんだ……これは!?"""
CondInjury#18,"""ぐぅ。"""
Die#18,"""くっ、ここまでか……。"""
ThankHeal#18,"""おお、助かった。"""
ThankBuff#18,"""恩に着るぞ。"""
ThankCure#18,"""申し訳ない。"""
DefeatEnemy#18,"""片付いたな。"""
LevelUp#18,"""今後の成長が楽しみだな。"""
InvokeSkill1#18,"""はあ！"""
InvokeSkill2#18,"""見切ったぞ。"""
InvokeSkill3#18,"""こちらからいくぞ。"""
PBFull#18,"""準備は整ったぞ。"""
PBRelease#18,"""全力でいかせてもらおう。"""
Avoid#18,"""せいっ！"""
HealOther#18,"""気をつけるのだぞ。"""
BuffOther#18,"""さあ、これからだ。"""
ItemRare#18,"""珍しいものだな。"""
DamageSmall#18,"""うっ！"""
DamageMiddle#18,"""ううっ！"""
DamageLarge#18,"""くうっ！"""
MemberDamaged#18,"""避けきれなかったか……。"""
MemberDead#18,"""すまぬ、守れなかった……。"""
Resurrect#18,"""反撃といこうかの……。"""
PartyJoin#27,"""わしも参加させてもらおう。"""
DestroyEnemy1#19,"""いい腕前だ。"""
DestroyEnemy2#19,"""素晴らしい。"""
DestroyEnemy3#19,"""負けてられんのう。"""
CondFreeze#19,"""ぐっ……！"""
CondBurn#19,"""ああっ……！"""
CondShock#19,"""があっ……。"""
CondPoison#19,"""ふむ……!?"""
CondPanic#19,"""うおっ……!?"""
CondStan#19,"""なんだと……！"""
CondMirage#19,"""なんだ……これは!?"""
CondInjury#19,"""ぐぅ。"""
Die#19,"""くっ、ここまでか……。"""
ThankHeal#19,"""おお、助かった。"""
ThankBuff#19,"""恩に着るぞ。"""
ThankCure#19,"""申し訳ない。"""
DefeatEnemy#19,"""片付いたな。"""
LevelUp#19,"""今後の成長が楽しみだな。"""
InvokeSkill1#19,"""はあ！"""
InvokeSkill2#19,"""見切ったぞ。"""
InvokeSkill3#19,"""こちらからいくぞ。"""
PBFull#19,"""準備は整ったぞ。"""
PBRelease#19,"""全力でいかせてもらおう。"""
Avoid#19,"""せいっ！"""
HealOther#19,"""気をつけるのだぞ。"""
BuffOther#19,"""さあ、これからだ。"""
ItemRare#19,"""珍しいものだな。"""
DamageSmall#19,"""うっ！"""
DamageMiddle#19,"""ううっ！"""
DamageLarge#19,"""くうっ！"""
MemberDamaged#19,"""避けきれなかったか……。"""
MemberDead#19,"""すまぬ、守れなかった……。"""
Resurrect#19,"""反撃といこうかの……。"""
PartyJoin#28,"""わしも参加させてもらおう。"""
DestroyEnemy1#20,"""悪くないな。"""
DestroyEnemy2#20,"""なかなかやりおる。"""
DestroyEnemy3#20,"""いいぞ。"""
CondFreeze#20,"""う……！"""
CondBurn#20,"""ぐあっ……！"""
CondShock#20,"""うっ……。"""
CondPoison#20,"""なんと……。"""
CondPanic#20,"""あがっ……。"""
CondStan#20,"""ぐぬぬ……！"""
CondMirage#20,"""うぐ……！"""
CondInjury#20,"""うぐっ。"""
Die#20,"""撤退する。"""
ThankHeal#20,"""ふう、助かった。"""
ThankBuff#20,"""礼を言うぞ。"""
ThankCure#20,"""気遣い感謝する。"""
DefeatEnemy#20,"""一丁上がりかの。"""
LevelUp#20,"""何？\u3000まだ強くなるというのか。"""
InvokeSkill1#20,"""くらえっ！"""
InvokeSkill2#20,"""やあっ！"""
InvokeSkill3#20,"""覚悟はできたかの？"""
PBFull#20,"""そろそろいけそうだな。"""
PBRelease#20,"""食らえっ！"""
Avoid#20,"""……むんっ！"""
HealSelf#11,"""これでよし。"""
BuffSelf#11,"""慎重にいくか。"""
HealOther#20,"""シャキッとせい。"""
BuffOther#20,"""これを役立ててくれ。"""
ItemRare#20,"""ついておるな。"""
DamageSmall#20,"""くっ！"""
DamageMiddle#20,"""うぐっ！"""
DamageLarge#20,"""ううっ！"""
MemberDamaged#20,"""おい、大丈夫か？"""
MemberDead#20,"""なんということだ……。"""
Resurrect#20,"""年寄りをなんだと思っとる。"""
PartyJoin#29,"""その実力、この目で見せてもらおう。"""
DestroyEnemy1#21,"""上々だな。"""
DestroyEnemy2#21,"""やるではないか。"""
DestroyEnemy3#21,"""順調だぞ。"""
CondFreeze#21,"""冷えるのう……！"""
CondBurn#21,"""くっ、熱いっ……！"""
CondShock#21,"""くぅ、しびれるのう……。"""
CondPoison#21,"""き、気分が……。"""
CondPanic#21,"""な、なんじゃなんじゃ？"""
CondStan#21,"""くらくらするのう……！"""
CondMirage#21,"""ちかちかするのう……。"""
CondInjury#21,"""ぐっ……まずいな……。"""
Die#21,"""これ以上は無理だな。"""
ThankHeal#21,"""染みわたるのう。"""
ThankBuff#21,"""くうぅ、効くのう。"""
ThankCure#21,"""癒されるのう。"""
DefeatEnemy#21,"""次を目指すとしよう。"""
LevelUp#21,"""ほほう、まだまだ伸びしろがあるのか。"""
InvokeSkill1#21,"""はあああっ！"""
InvokeSkill2#21,"""とらえたぞ！"""
InvokeSkill3#21,"""これは如何かな？"""
PBFull#21,"""目に物みせてくれようぞ。"""
PBRelease#21,"""この技、ただでは済まぬぞ。"""
Avoid#21,"""おっと……！"""
HealSelf#12,"""回復しておくか。"""
BuffSelf#12,"""さて、頑張るぞ。"""
HealOther#21,"""まだ戦えるじゃろう？"""
BuffOther#21,"""こちらを使おう。"""
ItemRare#21,"""ほう、うらやましいのう。"""
DamageSmall#21,"""うっ！"""
DamageMiddle#21,"""うぬっ！"""
DamageLarge#21,"""ぐっ！"""
MemberDamaged#21,"""次は気を付けるのだぞ。"""
MemberDead#21,"""くっ、無念だ……。"""
Resurrect#21,"""すまなかった。"""
PartyJoin#30,"""その実力、この目で見せてもらおう。"""
