Name_00000#0,"""Beginner/Striking Weapon/Nv.1"""
Name_00121#1,"""★12 Tech Extension 6"""
Name_00122#1,"""Armor Extension 1"""
Name_00123#1,"""Armor Extension 2"""
Name_00124#1,"""Armor Extension 3"""
Name_00125#1,"""Strike Defense Extension 1"""
Name_00126#1,"""Rear Strike Defense Extension 1"""
Name_00127#1,"""Rear Strike Defense Extension 2"""
Name_00128#1,"""Rear Strike Defense Extension 3"""
Name_00129#1,"""Rear Strike Defense Extension 4"""
Name_00130#1,"""Rear Strike Defense Extension 5"""
Name_00131#1,"""Rear Strike Defense Extension 6"""
Name_00132#1,"""Arm Strike Defense Extension 1"""
Name_00133#1,"""Arm Strike Defense Extension 2"""
Name_00134#1,"""Arm Strike Defense Extension 3"""
Name_00135#1,"""Arm Strike Defense Extension 4"""
Name_00136#1,"""Arm Strike Defense Extension 5"""
Name_00137#1,"""Arm Strike Defense Extension 6"""
Name_00138#1,"""Leg Strike Defense Extension 1"""
Name_00139#1,"""Leg Strike Defense Extension 2"""
Name_00140#1,"""Leg Strike Defense Extension 3"""
Name_00141#1,"""Leg Strike Defense Extension 4"""
Name_00142#1,"""Leg Strike Defense Extension 5"""
Name_00143#1,"""Leg Strike Defense Extension 6"""
Name_00144#1,"""Ranged Defense Extension 1"""
Name_00145#1,"""Rear Ranged Defense Extension 1"""
Name_00146#1,"""Rear Ranged Defense Extension 2"""
Name_00147#1,"""Rear Ranged Defense Extension 3"""
Name_00148#1,"""Rear Ranged Defense Extension 4"""
Name_00149#1,"""Rear Ranged Defense Extension 5"""
Name_00150#1,"""Rear Ranged Defense Extension 6"""
Name_00151#1,"""Arm Ranged Defense Extension 1"""
Name_00152#1,"""Arm Ranged Defense Extension 2"""
Name_00153#1,"""Arm Ranged Defense Extension 3"""
Name_00154#1,"""Arm Ranged Defense Extension 4"""
Name_00155#1,"""Arm Ranged Defense Extension 5"""
Name_00156#1,"""Arm Ranged Defense Extension 6"""
Name_00157#1,"""Leg Ranged Defense Extension 1"""
Name_00158#1,"""Leg Ranged Defense Extension 2"""
Name_00159#1,"""Leg Ranged Defense Extension 3"""
Name_00160#1,"""Leg Ranged Defense Extension 4"""
Name_00161#1,"""Leg Ranged Defense Extension 5"""
Name_00162#1,"""Leg Ranged Defense Extension 6"""
Name_00163#1,"""Tech Defense Extension 1"""
Name_00164#1,"""Rear Tech Defense Extension 1"""
Name_00165#1,"""Rear Tech Defense Extension 2"""
Name_00166#1,"""Rear Tech Defense Extension 3"""
Name_00167#1,"""Rear Tech Defense Extension 4"""
Name_00168#1,"""Rear Tech Defense Extension 5"""
Name_00169#1,"""Rear Tech Defense Extension 6"""
Name_00170#1,"""Arm Tech Defense Extension 1"""
Name_00171#1,"""Arm Tech Defense Extension 2"""
Name_00172#1,"""Arm Tech Defense Extension 3"""
Name_00173#1,"""Arm Tech Defense Extension 4"""
Name_00174#1,"""Arm Tech Defense Extension 5"""
Name_00175#1,"""Arm Tech Defense Extension 6"""
Name_00176#1,"""Leg Tech Defense Extension 1"""
Name_00177#1,"""Leg Tech Defense Extension 2"""
Name_00178#1,"""Leg Tech Defense Extension 3"""
Name_00179#1,"""Leg Tech Defense Extension 4"""
Name_00180#1,"""Leg Tech Defense Extension 5"""
Name_00181#1,"""Leg Tech Defense Extension 6"""
Name_00182#1,"""Greatly Successful Equipment Extension 1"""
Name_00183#1,"""Greatly Successful Equipment Extension 2"""
Name_00184#1,"""Greatly Successful Equipment Extension 3"""
Name_00185#1,"""Greatly Successful Equipment Extension 4"""
Name_00186#1,"""Greatly Successful Equipment Extension 5"""
Name_00187#1,"""Greatly Successful Equipment Extension 6"""
Name_00188#1,"""Weapon Extension Attempt 1"""
Name_00189#1,"""Weapon Extension Attempt 2"""
Name_00190#1,"""Weapon Extension Attempt 3"""
Name_00191#1,"""Weapon Extension Attempt 4"""
Name_00192#1,"""Weapon Extension Attempt 5"""
Name_00193#1,"""Weapon Extension Attempt 6"""
Name_00194#1,"""Armor Extension Attempt 1"""
Name_00195#1,"""Armor Extension Attempt 2"""
Name_00196#0,"""Armor Extension Attempt 3"""
Name_00197#0,"""Armor Extension Attempt 4"""
Name_00198#0,"""Armor Extension Attempt 5"""
Name_00199#0,"""Armor Extension Attempt 6"""
Name_00200#0,"""Equipamiento Extension 9"""
Name_00201#0,"""Weapon Extension 4"""
Name_00202#0,"""Beginner Strike Extension 7"""
Name_00203#0,"""Intermediate Strike Extension 7"""
Name_00204#0,"""Advanced Strike Extension 7"""
Name_00205#0,"""10<yellow>★<c> Strike Extension 7"""
Name_00206#0,"""11 <yellow>★<c> Strike Extension 7"""
Name_00207#0,"""Beginner Ranged Extension 7"""
Name_00208#0,"""Intermediate Ranged Extension 7"""
Name_00209#0,"""Advanced Ranged Extension 7"""
Name_00210#0,"""10<yellow>★<c> Ranged Extension 7"""
Name_00211#0,"""11 <yellow>★<c> Ranged Extension 7"""
Name_00212#0,"""Beginner Tech Extension 7"""
Name_00213#0,"""Intermediate Tech Extension 7"""
Name_00214#0,"""Advanced Tech Extension 7"""
Name_00215#0,"""10<yellow>★<c> Tech Extension 7"""
Name_00216#0,"""11 <yellow>★<c> Tech Extension 7"""
Name_00217#0,"""Armor Extension 4"""
Name_00218#0,"""Equipamiento Extension (T-ATK) 1"""
Name_00219#0,"""Equipamiento Extension (T-ATK) 2"""
Name_00220#0,"""Equipamiento Extension (T-ATK) 3"""
Name_00221#0,"""Equipamiento Extension (T-ATK) 4"""
Name_00222#0,"""Weapon Extension (T-ATK) 5"""
Name_00223#0,"""Striking Weapon Extension (T-ATK) 1"""
Name_00224#0,"""Striking Weapon Extension (T-ATK) 2"""
Name_00225#0,"""Striking Weapon Extension (T-ATK) 3"""
Name_00226#0,"""Strike Weapon Extension (T-ATK) 4"""
Name_00227#0,"""Strike Weapon Extension (T-ATK) 5"""
Name_00228#0,"""Basic Strike Extension (T-ATK) 1"""
Name_00229#0,"""Basic Strike Extension (T-ATK) 2"""
Name_00230#0,"""Basic Strike Extension (T-ATK) 3"""
Name_00231#0,"""Beginner Strike Extension (T-ATK) 4"""
Name_00232#0,"""Beginner Strike Extension (T-ATK) 5"""
Name_00233#0,"""Intermediate Strike Extension (T-ATK) 1"""
Name_00234#0,"""Intermediate Strike Extension (T-ATK) 2"""
Name_00235#0,"""Intermediate Strike Extension (T-ATK) 3"""
Name_00236#0,"""Intermediate Strike Extension (T-ATK) 4"""
Name_00237#0,"""Intermediate Strike Extension (T-ATK) 5"""
Name_00238#0,"""Expert Strike Extension (T-ATK) 1"""
Name_00239#0,"""Expert Strike Extension (T-ATK) 2"""
Name_00240#0,"""Expert Strike Extension (T-ATK) 3"""
Name_00241#0,"""Advanced  Strike Extension (T-ATK) 4"""
Name_00242#0,"""Advanced  Strike Extension (T-ATK) 5"""
Name_00243#0,"""10<yellow>★<c> Strike Extension (T-ATK) 1"""
Name_00244#0,"""10<yellow>★<c> Strike Extension (T-ATK) 2"""
Name_00245#0,"""10<yellow>★<c> Strike Extension (T-ATK) 3"""
Name_00246#0,"""★10 Strike Extension (T-ATK) 4"""
Name_00247#0,"""★10 Strike Extension (T-ATK) 5"""
Name_00248#0,"""11 <yellow>★<c> Strike Extension (T-ATK) 1"""
Name_00249#0,"""11 <yellow>★<c> Strike Extension (T-ATK) 2"""
Name_00250#0,"""11 <yellow>★<c> Strike Extension (T-ATK) 3"""
Name_00251#0,"""★11 Strike Extension (T-ATK) 4"""
Name_00252#0,"""★11 Strike Extension (T-ATK) 5"""
Name_00253#0,"""★12 Strike Extension (T-ATK) 1"""
Name_00254#0,"""★12 Strike Extension (T-ATK) 2"""
Name_00255#0,"""★12 Strike Extension (T-ATK) 3"""
Name_00256#0,"""★12 Strike Extension (T-ATK) 4"""
Name_00257#0,"""★12 Strike Extension (T-ATK) 5"""
Name_00258#0,"""Ranged Weapon Extension (T-ATK) 1"""
Name_00259#0,"""Ranged Weapon Extension (T-ATK) 2"""
Name_00260#0,"""Ranged Weapon Extension (T-ATK) 3"""
Name_00261#0,"""Range Weapon Extension (T-ATK) 4"""
Name_00262#0,"""Range Weapon Extension (T-ATK) 5"""
Name_00263#0,"""Beginner Range Extension (T-ATK) 1"""
Name_00264#0,"""Beginner Range Extension (T-ATK) 2"""
Name_00265#0,"""Beginner Range Extension (T-ATK) 3"""
Name_00266#0,"""Beginner Range Extension (T-ATK) 4"""
Name_00267#0,"""Beginner Range Extension (T-ATK) 5"""
Name_00268#0,"""Intermediate Range Extension (T-ATK) 1"""
Name_00269#0,"""Intermediate Range Extension (T-ATK) 2"""
Name_00270#0,"""Intermediate Range Extension (T-ATK) 3"""
Name_00271#0,"""Intermediate Range Extension (T-ATK) 4"""
Name_00272#0,"""Intermediate Range Extension (T-ATK) 5"""
Name_00273#0,"""Expert Range Extension (T-ATK) 1"""
Name_00274#0,"""Expert Range Extension (T-ATK) 2"""
Name_00275#0,"""Expert Range Extension (T-ATK) 3"""
Name_00276#0,"""Advanced  Range Extension (T-ATK) 4"""
Name_00277#0,"""Advanced  Range Extension (T-ATK) 5"""
Name_00278#0,"""10<yellow>★<c> Range Extension (T-ATK) 1"""
Name_00279#0,"""10<yellow>★<c> Range Extension (T-ATK) 2"""
Name_00280#0,"""10<yellow>★<c> Range Extension (T-ATK) 3"""
Name_00281#0,"""★10 Range Extension (T-ATK) 4"""
Name_00282#0,"""★10 Range Extension (T-ATK) 5"""
Name_00283#0,"""11 <yellow>★<c> Range Extension (T-ATK) 1"""
Name_00284#0,"""11 <yellow>★<c> Range Extension (T-ATK) 2"""
Name_00285#0,"""11 <yellow>★<c> Range Extension (T-ATK) 3"""
Name_00286#0,"""★11 Range Extension (T-ATK) 4"""
Name_00287#0,"""★11 Range Extension (T-ATK) 5"""
Name_00288#0,"""★12 Range Extension (T-ATK) 1"""
Name_00289#0,"""★12 Range Extension (T-ATK) 2"""
Name_00290#0,"""★12 Range Extension (T-ATK) 3"""
Name_00291#0,"""★12 Range Extension (T-ATK) 4"""
Name_00292#0,"""★12 Range Extension (T-ATK) 5"""
Name_00293#0,"""Weapon Extension (DEX) 1"""
Name_00294#0,"""Weapon Extension (DEX) 2"""
Name_00295#0,"""Weapon Extension (DEX) 3"""
Name_00296#0,"""Weapon Extension (DEX) 4"""
Name_00297#0,"""Weapon Extension (DEX) 5"""
Name_00298#0,"""Strike Weapon Extension (DEX) 1"""
Name_00299#0,"""Strike Weapon Extension (DEX) 2"""
Name_00300#0,"""Strike Weapon Extension (DEX) 3"""
Name_00301#0,"""Strike Weapon Extension (DEX) 4"""
Name_00302#0,"""Strike Weapon Extension (DEX) 5"""
Name_00303#0,"""Beginner Strike Extension (DEX) 1"""
Name_00304#0,"""Beginner Strike Extension (DEX) 2"""
Name_00305#0,"""Beginner Strike Extension (DEX) 3"""
Name_00306#0,"""Beginner Strike Extension (DEX) 4"""
Name_00307#0,"""Beginner Strike Extension (DEX) 5"""
Name_00308#0,"""Intermediate Strike Extension (DEX) 1"""
Name_00309#0,"""Intermediate Strike Extension (DEX) 2"""
Name_00310#0,"""Intermediate Strike Extension (DEX) 3"""
Name_00311#0,"""Intermediate Strike Extension (DEX) 4"""
Name_00312#0,"""Intermediate Strike Extension (DEX) 5"""
Name_00313#0,"""Advanced  Strike Extension (DEX) 1"""
Name_00314#0,"""Advanced  Strike Extension (DEX) 2"""
Name_00315#0,"""Advanced  Strike Extension (DEX) 3"""
Name_00316#0,"""Advanced  Strike Extension (DEX) 4"""
Name_00317#0,"""Advanced  Strike Extension (DEX) 5"""
Name_00318#0,"""★10 Strike Extension (DEX) 1"""
Name_00319#0,"""★10 Strike Extension (DEX) 2"""
Name_00320#0,"""★10 Strike Extension (DEX) 3"""
Name_00321#0,"""★10 Strike Extension (DEX) 4"""
Name_00322#0,"""★10 Strike Extension (DEX) 5"""
Name_00323#0,"""★11 Strike Extension (DEX) 1"""
Name_00324#0,"""★11 Strike Extension (DEX) 2"""
Name_00325#0,"""★11 Strike Extension (DEX) 3"""
Name_00326#0,"""★11 Strike Extension (DEX) 4"""
Name_00327#0,"""★11 Strike Extension (DEX) 5"""
Name_00328#0,"""★12 Strike Extension (DEX) 1"""
Name_00329#0,"""★12 Strike Extension (DEX) 2"""
Name_00330#0,"""★12 Strike Extension (DEX) 3"""
Name_00331#0,"""★12 Strike Extension (DEX) 4"""
Name_00332#0,"""★12 Strike Extension (DEX) 5"""
Name_00333#0,"""Range Weapon Extension (DEX) 1"""
Name_00334#0,"""Range Weapon Extension (DEX) 2"""
Name_00335#0,"""Range Weapon Extension (DEX) 3"""
Name_00336#0,"""Range Weapon Extension (DEX) 4"""
Name_00337#0,"""Range Weapon Extension (DEX) 5"""
Name_00338#0,"""Beginner Range Extension (DEX) 1"""
Name_00339#0,"""Beginner Range Extension (DEX) 2"""
Name_00340#0,"""Beginner Range Extension (DEX) 3"""
Name_00341#0,"""Beginner Range Extension (DEX) 4"""
Name_00342#0,"""Beginner Range Extension (DEX) 5"""
Name_00343#0,"""Intermediate Range Extension (DEX) 1"""
Name_00344#0,"""Intermediate Range Extension (DEX) 2"""
Name_00345#0,"""Intermediate Range Extension (DEX) 3"""
Name_00346#0,"""Intermediate Range Extension (DEX) 4"""
Name_00347#0,"""Intermediate Range Extension (DEX) 5"""
Name_00348#0,"""Advanced  Range Extension (DEX) 1"""
Name_00349#0,"""Advanced  Range Extension (DEX) 2"""
Name_00350#0,"""Advanced  Range Extension (DEX) 3"""
Name_00351#0,"""Advanced  Range Extension (DEX) 4"""
Name_00352#0,"""Advanced  Range Extension (DEX) 5"""
Name_00353#0,"""★10 Range Extension (DEX) 1"""
Name_00354#0,"""★10 Range Extension (DEX) 2"""
Name_00355#0,"""★10 Range Extension (DEX) 3"""
Name_00356#0,"""★10 Range Extension (DEX) 4"""
Name_00357#0,"""★10 Range Extension (DEX) 5"""
Name_00358#0,"""★11 Range Extension (DEX) 1"""
Name_00359#0,"""★11 Range Extension (DEX) 2"""
Name_00360#0,"""★11 Range Extension (DEX) 3"""
Name_00361#0,"""★11 Range Extension (DEX) 4"""
Name_00362#0,"""★11 Range Extension (DEX) 5"""
Name_00363#0,"""★12 Range Extension (DEX) 1"""
Name_00364#0,"""★12 Range Extension (DEX) 2"""
Name_00365#0,"""★12 Range Extension (DEX) 3"""
Name_00366#0,"""★12 Range Extension (DEX) 4"""
Name_00367#0,"""★12 Range Extension (DEX) 5"""
Name_00368#0,"""Tech Weapon Extension (DEX) 1"""
Name_00369#0,"""Tech Weapon Extension (DEX) 2"""
Name_00370#0,"""Tech Weapon Extension (DEX) 3"""
Name_00371#0,"""Tech Weapon Extension (DEX) 4"""
Name_00372#0,"""Tech Weapon Extension (DEX) 5"""
Name_00373#0,"""Beginner Tech Extension (DEX) 1"""
Name_00374#0,"""Beginner Tech Extension (DEX) 2"""
Name_00375#0,"""Beginner Tech Extension (DEX) 3"""
Name_00376#0,"""Beginner Tech Extension (DEX) 4"""
Name_00377#0,"""Beginner Tech Extension (DEX) 5"""
Name_00378#0,"""Intermediate Tech Extension (DEX) 1"""
Name_00379#0,"""Intermediate Tech Extension (DEX) 2"""
Name_00380#0,"""Intermediate Tech Extension (DEX) 3"""
Name_00381#0,"""Intermediate Tech Extension (DEX) 4"""
Name_00382#0,"""Intermediate Tech Extension (DEX) 5"""
Name_00383#0,"""Advanced  Tech Extension (DEX) 1"""
Name_00384#0,"""Advanced  Tech Extension (DEX) 2"""
Name_00385#0,"""Advanced  Tech Extension (DEX) 3"""
Name_00386#0,"""Advanced  Tech Extension (DEX) 4"""
Name_00387#0,"""Advanced  Tech Extension (DEX) 5"""
Name_00388#0,"""★10 Tech Extension (DEX) 1"""
Name_00389#0,"""★10 Tech Extension (DEX) 2"""
Name_00390#0,"""★10 Tech Extension (DEX) 3"""
Name_00391#0,"""★10 Tech Extension (DEX) 4"""
Name_00392#0,"""★10 Tech Extension (DEX) 5"""
Name_00393#0,"""★11 Tech Extension (DEX) 1"""
Name_00394#0,"""★11 Tech Extension (DEX) 2"""
Name_00395#0,"""★11 Tech Extension (DEX) 3"""
Name_00396#0,"""★11 Tech Extension (DEX) 4"""
Name_00397#0,"""★11 Tech Extension (DEX) 5"""
Name_00398#0,"""★12 Tech Extension (DEX) 1"""
Name_00399#0,"""★12 Tech Extension (DEX) 2"""
Name_00400#0,"""★12 Tech Extension (DEX) 3"""
Name_00401#0,"""★12 Tech Extension (DEX) 4"""
Name_00402#0,"""★12 Tech Extension (DEX) 5"""
Name_00403#0,"""Armor Extension (HP) 1"""
Name_00404#0,"""Armor Extension (HP) 2"""
Name_00405#0,"""Armor Extension (HP) 3"""
Name_00406#0,"""Armor Extension (HP) 4"""
Name_00407#0,"""Armor Extension (HP) 5"""
Name_00408#0,"""Rear HP Extension 1"""
Name_00409#0,"""Rear HP Extension 2"""
Name_00410#0,"""Rear HP Extension 3"""
Name_00411#0,"""Rear HP Extension 4"""
Name_00412#0,"""Rear HP Extension 5"""
Name_00413#0,"""Arm HP Extension 1"""
Name_00414#0,"""Arm HP Extension 2"""
Name_00415#0,"""Arm HP Extension 3"""
Name_00416#0,"""Arm HP Extension 4"""
Name_00417#0,"""Arm HP Extension 5"""
Name_00418#0,"""Leg HP Extension 1"""
Name_00419#0,"""Leg HP Extension 2"""
Name_00420#0,"""Leg HP Extension 3"""
Name_00421#0,"""Leg HP Extension 4"""
Name_00422#0,"""Leg HP Extension 5"""
Name_00423#0,"""Armor Extension (PP) 1"""
Name_00424#0,"""Armor Extension (PP) 2"""
Name_00425#0,"""Armor Extension (PP) 3"""
Name_00426#0,"""Armor Extension (PP) 4"""
Name_00427#0,"""Armor Extension (PP) 5"""
Name_00428#0,"""Rear PP Extension 1"""
Name_00429#0,"""Rear PP Extension 2"""
Name_00430#0,"""Rear PP Extension 3"""
Name_00431#0,"""Rear PP Extension 4"""
Name_00432#0,"""Rear PP Extension 5"""
Name_00433#0,"""Arm PP Extension 1"""
Name_00434#0,"""Arm PP Extension 2"""
Name_00435#0,"""Arm PP Extension 3"""
Name_00436#0,"""Arm PP Extension 4"""
Name_00437#0,"""Arm PP Extension 5"""
Name_00438#0,"""Leg PP Extension 1"""
Name_00439#0,"""Leg PP Extension 2"""
Name_00440#0,"""Leg PP Extension 3"""
Name_00441#0,"""Leg PP Extension 4"""
Name_00442#0,"""Leg PP Extension 5"""
Name_00443#0,"""Armor Extension (Attr.) 1"""
Name_00444#0,"""Armor Extension (Attr.) 2"""
Name_00445#0,"""Armor Extension (Attr.) 3"""
Name_00446#0,"""Armor Extension (Attr.) 4"""
Name_00447#0,"""Armor Extension (Attr.) 5"""
Name_00448#0,"""Rear Attr. Extension 1"""
Name_00449#0,"""Rear Attr. Extension 2"""
Name_00450#0,"""Rear Attr. Extension 3"""
Name_00451#0,"""Rear Attr. Extension 4"""
Name_00452#0,"""Rear Attr. Extension 5"""
Name_00453#0,"""Arm Attr. Extension 1"""
Name_00454#0,"""Arm Attr. Extension 2"""
Name_00455#0,"""Arm Attr. Extension 3"""
Name_00456#0,"""Arm Attr. Extension 4"""
Name_00457#0,"""Arm Attr. Extension 5"""
Name_00458#0,"""Leg Attr. Extension 1"""
Name_00459#0,"""Leg Attr. Extension 2"""
Name_00460#0,"""Leg Attr. Extension 3"""
Name_00461#0,"""Leg Attr. Extension 4"""
Name_00462#0,"""Leg Attr. Extension 5"""
Name_00463#0,"""Beginner Strike Extension 8"""
Name_00464#0,"""Beginner Strike Extension 9"""
Name_00465#0,"""Intermediate Strike Extension 8"""
Name_00466#0,"""Intermediate Strike Extension 9"""
Name_00467#0,"""Advanced  Strike Extension 8"""
Name_00468#0,"""Advanced  Strike Extension 9"""
Name_00469#0,"""★10 Strike Extension 8"""
Name_00470#0,"""★10 Strike Extension 9"""
Name_00471#0,"""★11 Strike Extension 8"""
Name_00472#0,"""★11 Strike Extension 9"""
Name_00473#0,"""★12 Strike Extension 7"""
Name_00474#0,"""★12 Strike Extension 8"""
Name_00475#0,"""Beginner Range Extension 8"""
Name_00476#0,"""Beginner Range Extension 9"""
Name_00477#0,"""Intermediate Range Extension 8"""
Name_00478#0,"""Intermediate Range Extension 9"""
Name_00479#0,"""Advanced  Range Extension 8"""
Name_00480#0,"""Advanced  Range Extension 9"""
Name_00481#0,"""★10 Range Extension 8"""
Name_00482#0,"""★10 Range Extension 9"""
Name_00483#0,"""★11 Range Extension 8"""
Name_00484#0,"""★11 Range Extension 9"""
Name_00485#0,"""★12 Range Extension 7"""
Name_00486#0,"""★12 Range Extension 8"""
Name_00487#0,"""Beginner Tech Extension 8"""
Name_00488#0,"""Beginner Tech Extension 9"""
Name_00489#0,"""Intermediate Tech Extension 8"""
Name_00490#0,"""Intermediate Tech Extension 9"""
Name_00491#0,"""Advanced  Tech Extension 8"""
Name_00492#0,"""Advanced  Tech Extension 9"""
Name_00493#0,"""★10 Tech Extension 8"""
Name_00494#0,"""★10 Tech Extension 9"""
Name_00495#0,"""★11 Tech Extension 8"""
Name_00496#0,"""★11 Tech Extension 9"""
Name_00497#0,"""★12 Tech Extension 7"""
Name_00498#0,"""★12 Tech Extension 8"""
Name_00499#0,"""Rear Strike Defense Extension 7"""
Name_00500#0,"""Rear Strike Defense Extension 8"""
Name_00501#0,"""Arm Strike Defense Extension 7"""
Name_00502#0,"""Arm Strike Defense Extension 8"""
Name_00503#0,"""Leg Strike Defense Extension 7"""
Name_00504#0,"""Leg Strike Defense Extension 8"""
Name_00505#0,"""Rear Ranged Defense Extension 7"""
Name_00506#0,"""Rear Ranged Defense Extension 8"""
Name_00507#0,"""Arm Ranged Defense Extension 7"""
Name_00508#0,"""Arm Ranged Defense Extension 8"""
Name_00509#0,"""Leg Ranged Defense Extension 7"""
Name_00510#0,"""Leg Ranged Defense Extension 8"""
Name_00511#0,"""Rear Tech Defense Extension 7"""
Name_00512#0,"""Rear Tech Defense Extension 8"""
Name_00513#0,"""Arm Tech Defense Extension 7"""
Name_00514#0,"""Arm Tech Defense Extension 8"""
Name_00515#0,"""Leg Tech Defense Extension 7"""
Name_00516#0,"""Leg Tech Defense Extension 8"""
Name_00517#0,"""Equipamiento Extension 5"""
Name_00518#0,"""Weapon Extension 6"""
Name_00519#0,"""Weapon Extension 7"""
Name_00520#0,"""Armor Extension 5"""
Name_00521#0,"""Armor Extension 6"""
Name_00522#0,"""Armor Extension 7"""
Name_00523#0,"""Equipamiento Extension 10"""
Name_00524#0,"""Weapon Extension Attempt 7"""
Name_00525#0,"""Weapon Extension Attempt 8"""
Name_00526#0,"""Armor Extension Attempt 7"""
Name_00527#0,"""Armor Extension Attempt 8"""
Name_00528#0,"""Greatly Successful Equipment Extension 7"""
Name_00529#0,"""Greatly Successful Equipment Extension 8"""
Name_00000#2,"""Blazing Foie Recipe 1"""
Name_00001#2,"""Blazing Foie Recipe 2"""
Name_00002#2,"""Blazing Foie Recipe 3"""
Name_00003#2,"""Efficient Foie Recipe 1"""
Name_00004#2,"""Efficient Foie Recipe 2"""
Name_00005#2,"""Efficient Foie Recipe 3"""
Name_00006#2,"""フォイエレシピ１"""
Name_00007#2,"""フォイエレシピ２"""
Name_00008#2,"""フォイエレシピ３"""
Name_00009#2,"""Concentrated Gifoie Recipe 1"""
Name_00010#2,"""Concentrated Gifoie Recipe 2"""
Name_00011#2,"""Concentrated Gifoie Recipe 3"""
Name_00012#2,"""Blazing Gifoie Recipe 1"""
Name_00013#2,"""Blazing Gifoie Recipe 2"""
Name_00014#2,"""Blazing Gifoie Recipe 3"""
Name_00015#2,"""ギ・フォイエレシピ１"""
Name_00016#2,"""ギ・フォイエレシピ２"""
Name_00017#2,"""ギ・フォイエレシピ３"""
Name_00018#2,"""Blazing Rafoie Recipe 1"""
Name_00019#2,"""Blazing Rafoie Recipe 2"""
Name_00020#2,"""Blazing Rafoie Recipe 3"""
Name_00021#2,"""Wide Rafoie Recipe 1"""
Name_00022#2,"""Wide Rafoie Recipe 2"""
Name_00023#2,"""Wide Rafoie Recipe 3"""
Name_00024#2,"""ラ・フォイエレシピ１"""
Name_00025#2,"""ラ・フォイエレシピ２"""
Name_00026#2,"""ラ・フォイエレシピ３"""
Name_00027#2,"""Efficient Safoie Recipe 1"""
Name_00028#2,"""Efficient Safoie Recipe 2"""
Name_00029#2,"""Efficient Safoie Recipe 3"""
Name_00030#2,"""Blazing Safoie Recipe 1"""
Name_00031#2,"""Blazing Safoie Recipe 2"""
Name_00032#2,"""Blazing Safoie Recipe 3"""
Name_00033#2,"""サ・フォイエレシピ１"""
Name_00034#2,"""サ・フォイエレシピ２"""
Name_00035#2,"""サ・フォイエレシピ３"""
Name_00036#2,"""Multi Shifta Recipe 1"""
Name_00037#2,"""Multi Shifta Recipe 2"""
Name_00038#2,"""Multi Shifta Recipe 3"""
Name_00039#2,"""Concentrated Shifta Recipe 1"""
Name_00040#2,"""Concentrated Shifta Recipe 2"""
Name_00041#2,"""Concentrated Shifta Recipe 3"""
Name_00042#2,"""シフタレシピ１"""
Name_00043#2,"""シフタレシピ２"""
Name_00044#2,"""シフタレシピ３"""
Name_00045#2,"""Blazing Nafoie Recipe 1"""
Name_00046#2,"""Blazing Nafoie Recipe 2"""
Name_00047#2,"""Blazing Nafoie Recipe 3"""
Name_00048#2,"""Concentrated Nafoie Recipe 1"""
Name_00049#2,"""Concentrated Nafoie Recipe 2"""
Name_00050#2,"""Concentrated Nafoie Recipe 3"""
Name_00051#2,"""ナ・フォイエレシピ１"""
Name_00052#2,"""ナ・フォイエレシピ２"""
Name_00053#2,"""ナ・フォイエレシピ３"""
Name_00054#2,"""Efficient Ilfoie Recipe 1"""
Name_00055#2,"""Efficient Ilfoie Recipe 2"""
Name_00056#2,"""Efficient Ilfoie Recipe 3"""
Name_00057#2,"""Concentrated Ilfoie Recipe 1"""
Name_00058#2,"""Concentrated Ilfoie Recipe 2"""
Name_00059#2,"""Concentrated Ilfoie Recipe 3"""
Name_00060#2,"""イル・フォイエレシピ１"""
Name_00061#2,"""イル・フォイエレシピ２"""
Name_00062#2,"""イル・フォイエレシピ３"""
Name_00063#2,"""テストフォイエレシピ１"""
Name_00064#2,"""テストフォイエレシピ２"""
Name_00065#2,"""テストフォイエレシピ３"""
Name_10000#1,"""Efficient Barta Recipe 1"""
Name_10001#1,"""Efficient Barta Recipe 2"""
Name_10002#1,"""Efficient Barta Recipe 3"""
Name_10003#1,"""Ice Fang Barta Recipe 1"""
Name_10004#1,"""Ice Fang Barta Recipe 2"""
Name_10005#1,"""Ice Fang Barta Recipe 3"""
Name_10006#1,"""Receta Barta １"""
Name_10007#1,"""Receta Barta ２"""
Name_10008#1,"""Receta Barta ３"""
Name_10009#1,"""Ice Fang Gibarta Recipe 1"""
Name_10010#1,"""Ice Fang Gibarta Recipe 2"""
Name_10011#1,"""Ice Fang Gibarta Recipe 3"""
Name_10012#1,"""Efficient Gibarta Recipe 1"""
Name_10013#1,"""Efficient Gibarta Recipe 2"""
Name_10014#1,"""Efficient Gibarta Recipe 3"""
Name_10015#1,"""ギ・バータレシピ１"""
Name_10016#1,"""ギ・バータレシピ２"""
Name_10017#1,"""ギ・バータレシピ３"""
Name_10018#1,"""Multi Rabarta Recipe 1"""
Name_10019#1,"""Multi Rabarta Recipe 2"""
Name_10020#1,"""Multi Rabarta Recipe 3"""
Name_10021#1,"""Ice Fang Rabarta Recipe 1"""
Name_10022#1,"""Ice Fang Rabarta Recipe 2"""
Name_10023#1,"""Ice Fang Rabarta Recipe 3"""
Name_10024#1,"""ラ・バータレシピ１"""
Name_10025#1,"""ラ・バータレシピ２"""
Name_10026#1,"""ラ・バータレシピ３"""
Name_10027#1,"""Wide Sabarta Recipe 1"""
Name_10028#1,"""Wide Sabarta Recipe 2"""
Name_10029#1,"""Wide Sabarta Recipe 3"""
