HeatSource#0,"""Confirmo un gran numero<br>de energia. Por favor,<br>avance con precaucion."""
Umincyu_kiki1patu2#2,"""/face1 うーん、このあたりには<br>原生住民のみなさんにとっての<br>天敵がいるって聞いたようなー……"""
Umincyu_kiki1patu3#2,"""/face1 あれ、こんなところに<br>原生住民の反応……ってこれ<br>なんだか危ない感じかも！"""
Slimevanish1#2,"""/face1 このあたりでは、時々ヘンテコなのが<br>集まって、ぴちゃっと落ちてくることが<br>あるみたいですよー。"""
Slimevanish2#2,"""/face1 噂に聞くヘンテコなのって<br>どのぐらいぬめっとしてるんでしょう。<br>ちょっと気になりますねー。"""
Slimevanish3#2,"""/face1 な、なんだかヘンな反応があります！<br>これ、どこからだろ……天井？"""
AliceAlly1#2,"""おやおやっ、近くに<br>他のアークスさんがいるみたいですよ！<br>……これ、アークスの反応ですよねぇ？"""
OrakioAlly1#2,"""おやおやっ、近くに<br>他のアークスさんがいるみたいですよ！<br>……これ、アークスの反応ですよねぇ？"""
SessionOrakioAlly1#2,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
SessionOrakioAlly2#2,"""……いえ、気のせいみたいです。<br>そのまま進行し、可能であれば<br>協力してあげてください。"""
castleterror1#2,"""Prueba de variacion 1"""
castleterror2#2,"""Prueba de variacion 2"""
castleterror3#2,"""Prueba de variacion 3"""
whitegiant1#2,"""おやおやっ、白の民の人たちが<br>出撃準備を整えてますね。<br>何かあるんでしょうか？"""
whitegiant2#2,"""むむむっ、これは敵さんの反応？<br>なんだか白の民さんも警戒してます。<br>皆さん、注意注意ですよー！"""
whitegiant3#2,"""あれっ、白の民さんが移動中？<br>もしかして、敵さんなのかも……？<br>みなさーん、注意してくださーい！"""
nyau1#2,"""んー……なんだかヘンテコな反応……<br>Darkersではないんですけどー<br>とにかく、ヘンな反応があります！"""
nyau2#2,"""あっ、何だか反応が出てます！<br>でもこれ何の反応だかわかりません！<br>とりあえず、ふわっと注意注意です！"""
nyau3#2,"""周囲に反応があるんですが……<br>なんだかとってもヘンな反応です。<br>念のため、気をつけてくださいー！"""
Destroy_pirateship1#2,"""Prueba de variacion 1"""
Destroy_pirateship2#2,"""Prueba de variacion 2"""
Destroy_pirateship3#2,"""Prueba de variacion 3"""
BossAnnihilationMOarfish1#2,"""Prueba １"""
BossAnnihilationMOarfish2#2,"""Prueba ２"""
BossAnnihilationMOarfish3#2,"""Prueba ３"""
NagisaAlly1#2,"""むむむっ、近くになにやら<br>誰かがいそうな反応ですよ！<br>……でもこれ、アークスじゃないかも？"""
AsaiAlly1#2,"""むむむっ、アークスの反応ですよ！<br>近くで戦闘しているのかも？"""
AsaiAlly2#2,"""どうやら、この周辺で<br>アークスが戦ってるみたいですよー！<br>注意してくださーい。"""
AsaiAlly3#2,"""あれれ？\u3000この反応……アークスです。<br>もしかして戦ってるかも！"""
collabo1Ally1#2,"""むむむっ、アークスの反応ですよ！<br>近くで戦闘しているのかも？"""
collabo1Ally2#2,"""どうやら、この周辺で<br>アークスが戦ってるみたいですよー！<br>注意してくださーい。"""
collabo1Ally3#2,"""あれれ？\u3000この反応……アークスです。<br>もしかして戦ってるかも！"""
Sessioncollabo1Ally1#2,"""Oh Dios, hay reaccion de otros ARKS cerca <br>¡Mas una pequeゃa reaccion extraゃa."""
IceHell1#0,"""Wawa ¿Esta todo bien ?<br>La temperatura ha caido constantemente!<br>ten cuidado por favor!"""
IceHell2#0,"""Que sera eso? Haaa?<br>Han bajado la temperatura?<br>tenga cuidado en ese lugar!"""
IceHell3#0,"""んんー、黒の民さんの動きや反応が<br>なんだか怪しい感じですよ……<br>急な気温低下と関係があるかもです！"""
SessionasaiAlly1#2,"""Oh Dios, hay reaccion de otros ARKS cerca <br>¡Mas una pequeゃa reaccion extraゃa."""
SessionnewafinAlly1#2,"""Oh Dios, hay reaccion de otros ARKS cerca <br>¡Mas una pequeゃa reaccion extraゃa."""
annihilation_rappyemp#2,"""あれ？\u3000大きな反応がありますよ？<br>確か大きな影の目撃情報もありますし<br>ちょーっと、気になりますよー。"""
DestroyEnemy1#3,"""Detecto altas lecturas de temperatura,<br>aumenten la vigilancia."""
DestroyEnemy2#3,"""Detecto una gran reaccion,<br>tengan cuidado"""
DestroyEnemy3#3,"""Se han detectado un gran numero de reacciones<br>tenga cuidado."""
DestroyBoss1#3,"""強力な反応を感知。<br>周囲を警戒してください。"""
DestroyBoss2#3,"""異常な反応を感知。<br>注意が必要です。"""
DestroyBoss3#3,"""周囲への警戒を強めてください。<br>強力な反応が感知されています。"""
DefenceAllyAPC1#3,"""Detecto la reaccion de otros Arks.<br>Parece que estan en el area."""
DefenceAllyAPC2#3,"""percibo la seゃal de un Arks<br>cerca de ti."""
DefenceAllyAPC3#3,"""Recibo seゃales enemigas<br>a los alrededores<br>preparate para el ataque."""
DarkerIncident1#3,"""Detecto la seゃal de Darkers.<br>Por favor, tenga cuidado."""
DarkerIncident2#3,"""Percibo anomalias en el area<br>Darkness acercandose"""
DarkerIncident3#3,"""Percibo altas anomalias en el area<br>se aproximan mas darkness"""
Capture1#3,"""Deteccion de la captura de un Arks."""
Capture2#3,"""Recibo seゃales del Arks <br>Fue visto en la zona.<br>Por favor verifique en los alrededores."""
Capture3#3,"""Detecto seゃales del arks<br>capturado<br>podria estar en peligro<br>rescatelo lo antes posible."""
castleterror1#3,"""異常なエネルギー反応を感知。<br>街に点在する灯籠周辺からです。<br>各員、警戒を。"""
castleterror2#3,"""街の灯籠周辺より異常値を検出。<br>各員、周辺状況の変化に注意を。<br>警戒を強めてください。"""
castleterror3#3,"""パラメータの異常値を感知。<br>街の灯籠周辺より確認。<br>各員、注意を。"""
whitegiant1#3,"""Detecto la aparicion de reacciones enemigas.<br>Los guerreros tambien estan alerta.<br>Arks esten atento a su alrededor."""
whitegiant2#3,"""percibo seゃales del enemigo.<br>Los guerreros tambien parece estar alerta.<br>tengan cuidado a su alrededor"""
whitegiant3#3,"""Los guerreros de kuron ha tomado<br>la disposicion para  pelear.<br>La reacciones enemigas son debiles, <br>pero pueden emerger aun mas."""
nyau1#3,"""不可解な反応が出ています。<br>あまり強い反応ではありませんが<br>各員、周辺状況に注意してください。"""
nyau2#3,"""判断のつかない微弱反応を感知。<br>各員、留意はしておいてください。"""
nyau3#3,"""不思議な反応が感知されています。<br>敵性でも友軍でもない、反応です。<br>一応、注意を。"""
Destroy_pirateship1#3,"""海中に、高エネルギー反応、感知。<br>付近のアークスは留意を。"""
Destroy_pirateship2#3,"""海中に、高エネルギー反応、感知。<br>付近のアークスは留意を。"""
Destroy_pirateship3#3,"""海中に、高エネルギー反応、感知。<br>付近のアークスは留意を。"""
BossAnnihilationMOarfish1#3,"""強力な反応を感知。<br>敵性反応の可能性、大。<br>各員、警戒を。"""
BossAnnihilationMOarfish2#3,"""強力な反応を感知。<br>敵性反応の可能性、大。<br>各員、警戒を。"""
BossAnnihilationMOarfish3#3,"""強力な反応を感知。<br>敵性反応の可能性、大。<br>各員、警戒を。"""
NagisaAlly1#3,"""Detectando una presencia humanoide...<br>Sin embargo no es ningun ARKS conocido. Ten cuidado."""
AsaiAlly1#3,"""付近にアークスの反応を感知。<br>戦闘中のようです。留意を。"""
AsaiAlly2#3,"""交戦中のアークスの反応を検知。<br>周辺エリアに居ます。<br>ご認識を。"""
AsaiAlly3#3,"""アークスの反応を感知。<br>周辺エリアで戦闘中のようです。<br>留意を。"""
collabo1Ally1#3,"""付近にアークスの反応を感知。<br>戦闘中のようです。留意を。"""
collabo1Ally2#3,"""交戦中のアークスの反応を検知。<br>周辺エリアに居ます。<br>ご認識を。"""
collabo1Ally3#3,"""アークスの反応を感知。<br>周辺エリアで戦闘中のようです。<br>留意を。"""
Sessioncollabo1Ally1#3,"""付近にアークスの反応を二つ感知。<br>協力体制を組んでいるようです。<br>反応が普段とは異なります。留意を。"""
SessionasaiAlly1#3,"""付近にアークスの反応を二つ感知。<br>協力体制を組んでいるようです。<br>反応が普段とは異なります。留意を。"""
SessionnewafinAlly1#3,"""付近にアークスの反応を二つ感知。<br>協力体制を組んでいるようです。<br>反応が普段とは異なります。留意を。"""
annihilation_rappyemp#3,"""敵性反応ではない、反応を検知。<br>周辺で巨大な影の目撃報告があります。<br>留意してください。"""
DestroyEnemy1#4,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyEnemy2#4,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyEnemy3#4,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyBoss1#4,"""強力な反応を感知しました！<br>周辺の状況変化に警戒してください！"""
DestroyBoss2#4,"""異常な反応を確認しました！<br>なかなか大物っぽいですね……！"""
DestroyBoss3#4,"""周辺、警戒してください！<br>不審な反応があります！"""
DefenceAllyAPC1#4,"""近くにアークスの反応あり！<br>どうやら交戦中みたいですよ！"""
DefenceAllyAPC2#4,"""アークスの反応を感知！<br>この近くで戦ってるみたいです！"""
DefenceAllyAPC3#4,"""交戦中の反応がありますね……<br>見つけたら、協力してあげてください！"""
nyau1#4,"""何だか変な反応があります……<br>これ、なんなんでしょうか。<br>一応、警戒をお願いします。"""
nyau2#4,"""正体不明の反応を感知しました。<br>何の反応か調査しているんですが<br>数値がふわふわしていて不明です。"""
nyau3#4,"""変な反応が出たり消えたり……<br>なんか不思議な感じです。<br>一応、気をつけてください。"""
annihilation_rappyemp#4,"""大きな反応があります。<br>周辺のアークスより謎の巨影を見たと<br>報告もあります。注意してくださいね。"""
Bsschase1#0,"""交通ルールはきちんと守りましょう！<br>……何言ってるんだって思うかもですが<br>何かありそうな気がするんですよね。"""
Bsschase2#0,"""道路状況はよさそうですけど……<br>ちょっと、妙な反応も見え隠れ。<br>気をつけてくださいね！"""
Bsschase3#0,"""ここに普通の車両はいないはずですが<br>幻創種として突然何かが飛び出てきたり<br>するかもしれません、要注意です！"""
fantasy_mob1#0,"""エーテルの反応が異常増大中。<br>これは……何かが来る、かも。"""
DefenceHeli1#0,"""Patrulla en vuelo..."""
DefenceHeli2#0,"""Patrullando el area..."""
DefenceHeli3#0,"""Patrullando..."""
DefenceHeliEX1#0,"""Esto es malo... the fuselage is..."""
DefenceHeliEX2#0,"""The fuselage is shot..."""
DefenceHeliEX3#0,"""Tiempo para mantenimiento...?"""
DefenceHeli1#1,"""Just on patrol〜!"""
DefenceHeli2#1,"""Doing mah rounds〜!"""
DefenceHeli3#1,"""Feeling good. Gonna do more rounds!"""
DefenceHeliEX1#1,"""What the- Something's wrong with my instruments!"""
DefenceHeliEX2#1,"""Somethings not right, hold together!"""
DefenceHeliEX3#1,"""Shouldn't have skipped maint..."""
DefenceHeli1#2,"""Time to start my patrol!"""
DefenceHeli2#2,"""I think I'll patrol!"""
DefenceHeli3#2,"""Patrolling, and then more patrolling!"""
DefenceHeliEX1#2,"""Something seems broken..."""
DefenceHeliEX2#2,"""This isn't good."""
DefenceHeliEX3#2,"""But we just had maintenance!"""
DefenceNauraA#0,"""...... En todo el universo no hay mas que idiotas."""
DefenceNauraB#0,"""......No necesitamos de tu ayuda."""
DefenceNauraC#0,"""......I can't rely on anyone anymore."""
DefenceNauraA#1,"""Hawa, wawawa！\u3000A-Alguien!"""
DefenceNauraB#1,"""Esto es Pe-, esto es peligroso! esto es muuuy peligroso!"""
DefenceNauraC#1,"""Al-alguien! Alguien por favor ayudenos!"""
DefenceNauraA#2,"""I'm getting all fired up from being chased, but... someone help us!"""
DefenceNauraB#2,"""Sorry for joking around! Someone, anyone!"""
DefenceNauraC#2,"""It's getting really bad! Save me, my prince!"""
