HeatSource#0,"""Confirmo un gran número de<br>energía. Por favor,<br>avance con precaución."""
FortAttack3#2,"""次のエリアへのゲートが近いです！<br>敵さんが待ち構えてると思うので<br>しっかり準備してってくださいねー。"""
ShellFlower1#2,"""/face2 そのへん！\u3000海岸エリアにごろごろっと<br>いっぱい転がってる花みたいなの！<br>それ、砲仙花っていうんですよー。"""
ShellFlower2#2,"""Se encontrara con muchas shell flowers en la costa.<br>Pueden liberar veneno en el dia y estallar en las noches,<br>así que Ten cuidado!"""
ShellFlower3#2,"""砲仙花は、不思議な植物ですよねー。<br>毒を吐いたり火を吐いたり、どういう<br>進化をしてきたのか、さっぱりです。"""
SmallmanHomeDefense1#2,"""うーん、最近リリーパ族の集落が<br>襲われているって報告が<br>多いみたいですね。気になりますー。"""
SmallmanHomeDefense2#2,"""このあたりには水もありますし<br>他の場所に比べたら、リリーパ族も<br>暮らしやすいみたいですねー。"""
SmallmanHomeDefense3#2,"""リリーパ族の集落って襲われやすいから<br>いつでも移動できるよう、いろんな所に<br>作ってるみたいですよー。"""
SmallmanJunkSpot1#2,"""リリーパ族って、けっこう器用でして<br>拾ったジャンクを組み合わせて<br>道具を作ったりしてるみたいです。"""
SmallmanJunkSpot2#2,"""このあたり、ジャンクが多いですねー。<br>リリーパ族にとっては、きっと<br>宝の山！\u3000ですよー！"""
SmallmanJunkSpot3#2,"""このあたりにはたーくさんの<br>リリーパ族が住んでるらしいですよー！<br>ときどき出会えたりするかも！"""
Umincyu_kiki1patu1#2,"""/face1 Alrededor de este lugar, detecto residentes nativos<br>Todo el mundo presten atención a su alrededor......"""
Umincyu_kiki1patu2#2,"""/face1 うーん、このあたりには<br>原生住民のみなさんにとっての<br>天敵がいるって聞いたようなー……"""
Umincyu_kiki1patu3#2,"""/face1 あれ、こんなところに<br>原生住民の反応……ってこれ<br>なんだか危ない感じかも！"""
Slimevanish1#2,"""/face1 このあたりでは、時々ヘンテコなのが<br>集まって、ぴちゃっと落ちてくることが<br>あるみたいですよー。"""
Slimevanish2#2,"""/face1 噂に聞くヘンテコなのって<br>どのぐらいぬめっとしてるんでしょう。<br>ちょっと気になりますねー。"""
Slimevanish3#2,"""/face1 な、なんだかヘンな反応があります！<br>これ、どこからだろ……天井？"""
AliceAlly1#2,"""おやおやっ、近くに<br>他のアークスさんがいるみたいですよ！<br>……これ、アークスの反応ですよねぇ？"""
OrakioAlly1#2,"""おやおやっ、近くに<br>他のアークスさんがいるみたいですよ！<br>……これ、アークスの反応ですよねぇ？"""
SessionOrakioAlly1#2,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
SessionOrakioAlly2#2,"""……いえ、気のせいみたいです。<br>そのまま進行し、可能であれば<br>協力してあげてください。"""
castleterror1#2,"""Prueba de variación 1"""
castleterror2#2,"""Prueba de variación 2"""
castleterror3#2,"""Prueba de variación 3"""
whitegiant1#2,"""おやおやっ、白の民の人たちが<br>出撃準備を整えてますね。<br>何かあるんでしょうか？"""
whitegiant2#2,"""むむむっ、これは敵さんの反応？<br>なんだか白の民さんも警戒してます。<br>皆さん、注意注意ですよー！"""
whitegiant3#2,"""あれっ、白の民さんが移動中？<br>もしかして、敵さんなのかも……？<br>みなさーん、注意してくださーい！"""
nyau1#2,"""んー……なんだかヘンテコな反応……<br>ダーカーではないんですけどー<br>とにかく、ヘンな反応があります！"""
nyau2#2,"""あっ、何だか反応が出てます！<br>でもこれ何の反応だかわかりません！<br>とりあえず、ふわっと注意注意です！"""
nyau3#2,"""周囲に反応があるんですが……<br>なんだかとってもヘンな反応です。<br>念のため、気をつけてくださいー！"""
Destroy_pirateship1#2,"""Prueba de variación 1"""
Destroy_pirateship2#2,"""Prueba de variación 2"""
Destroy_pirateship3#2,"""Prueba de variación 3"""
BossAnnihilationMOarfish1#2,"""Prueba １"""
BossAnnihilationMOarfish2#2,"""Prueba ２"""
BossAnnihilationMOarfish3#2,"""Prueba ３"""
NagisaAlly1#2,"""むむむっ、近くになにやら<br>誰かがいそうな反応ですよ！<br>……でもこれ、アークスじゃないかも？"""
AsaiAlly1#2,"""むむむっ、アークスの反応ですよ！<br>近くで戦闘しているのかも？"""
AsaiAlly2#2,"""どうやら、この周辺で<br>アークスが戦ってるみたいですよー！<br>注意してくださーい。"""
AsaiAlly3#2,"""あれれ？\u3000この反応……アークスです。<br>もしかして戦ってるかも！"""
collabo1Ally1#2,"""むむむっ、アークスの反応ですよ！<br>近くで戦闘しているのかも？"""
collabo1Ally2#2,"""どうやら、この周辺で<br>アークスが戦ってるみたいですよー！<br>注意してくださーい。"""
collabo1Ally3#2,"""あれれ？\u3000この反応……アークスです。<br>もしかして戦ってるかも！"""
Sessioncollabo1Ally1#2,"""Oh Dios, hay reacción de otros ARKS cerca<br>¡Mas una pequeña reacción extraña."""
IceHell1#0,"""Wawa ¿Esta todo bien?<br>La temperatura ha caido constantemente!<br>ten cuidado por favor!"""
IceHell2#0,"""Que sera eso? Haaa?<br>Han bajado la temperatura?<br>tenga cuidado en ese lugar!"""
IceHell3#0,"""んんー、黒の民さんの動きや反応が<br>なんだか怪しい感じですよ……<br>急な気温低下と関係があるかもです！"""
SessionasaiAlly1#2,"""Oh Dios, hay reacción de otros ARKS cerca<br>¡Mas una pequeña reacción extraña."""
SessionnewafinAlly1#2,"""Oh Dios, hay reacción de otros ARKS cerca<br>¡Mas una pequeña reacción extraña."""
annihilation_rappyemp#2,"""あれ？\u3000大きな反応がありますよ？<br>確か大きな影の目撃情報もありますし<br>ちょーっと、気になりますよー。"""
DestroyEnemy1#3,"""Detecto altas lecturas de temperatura, aumenten la vigilancia."""
DestroyEnemy2#3,"""Detecto una gran reacción,<br>tengan cuidado"""
DestroyEnemy3#3,"""Se han detectado un gran numero de reacciones tenga cuidado."""
DestroyBoss1#3,"""強力な反応を感知。<br>周囲を警戒してください。"""
DestroyBoss2#3,"""異常な反応を感知。<br>注意が必要です。"""
DestroyBoss3#3,"""周囲への警戒を強めてください。<br>強力な反応が感知されています。"""
DefenceAllyAPC1#3,"""Detecto la reacción de otros Arks.<br>Parece que estan en el área."""
DefenceAllyAPC2#3,"""Detecto la señal de un ARKS<br>cerca de ti."""
DefenceAllyAPC3#3,"""Detecto señales enemigas<br>a los alrededores<br>preparate para el ataque."""
DarkerIncident1#3,"""Detecto la señal de Darkers.<br>Por favor, tenga cuidado."""
DarkerIncident2#3,"""Detecto anomalias en el área<br>Darkness acercandose"""
DarkerIncident3#3,"""Detecto altas anomalias en el área<br>se aproximan mas darkness"""
Capture1#3,"""Detección de la captura de un Arks."""
Capture2#3,"""Recibo señales del Arks<br>Fue visto en la zona.<br>Por favor verifique en los alrededores."""
Capture3#3,"""Detecto señales del arks<br>capturado<br>podria estar en peligro<br>rescatelo lo antes posible."""
castleterror1#3,"""異常なエネルギー反応を感知。<br>街に点在する灯籠周辺からです。<br>各員、警戒を。"""
castleterror2#3,"""街の灯籠周辺より異常値を検出。<br>各員、周辺状況の変化に注意を。<br>警戒を強めてください。"""
castleterror3#3,"""パラメータの異常値を感知。<br>街の灯籠周辺より確認。<br>各員、注意を。"""
whitegiant1#3,"""Detecto la aparición de presencias enemigas.<br>Los guerreros también estan alerta.<br>Arks esten atento a su alrededor."""
whitegiant2#3,"""Percibo señales del enemigo.<br>Los guerreros también parece estar alerta.<br>tengan cuidado a su alrededor"""
whitegiant3#3,"""Los guerreros de kuron ha tomado<br>la disposición para pelear.<br>La presencias enemigas son debiles,<br>pero pueden emerger aun mas."""
nyau1#3,"""不可解な反応が出ています。<br>あまり強い反応ではありませんが<br>各員、周辺状況に注意してください。"""
nyau2#3,"""判断のつかない微弱反応を感知。<br>各員、留意はしておいてください。"""
nyau3#3,"""不思議な反応が感知されています。<br>敵性でも友軍でもない、反応です。<br>一応、注意を。"""
Destroy_pirateship1#3,"""海中に、高エネルギー反応、感知。<br>付近のアークスは留意を。"""
Destroy_pirateship2#3,"""海中に、高エネルギー反応、感知。<br>付近のアークスは留意を。"""
Destroy_pirateship3#3,"""海中に、高エネルギー反応、感知。<br>付近のアークスは留意を。"""
BossAnnihilationMOarfish1#3,"""強力な反応を感知。<br>敵性反応の可能性、大。<br>各員、警戒を。"""
BossAnnihilationMOarfish2#3,"""強力な反応を感知。<br>敵性反応の可能性、大。<br>各員、警戒を。"""
BossAnnihilationMOarfish3#3,"""強力な反応を感知。<br>敵性反応の可能性、大。<br>各員、警戒を。"""
NagisaAlly1#3,"""Detectando una presencia humanoide...<br>Sin embargo no es ningún ARKS conocido. Ten cuidado."""
AsaiAlly1#3,"""付近にアークスの反応を感知。<br>戦闘中のようです。留意を。"""
AsaiAlly2#3,"""交戦中のアークスの反応を検知。<br>周辺エリアに居ます。<br>ご認識を。"""
AsaiAlly3#3,"""アークスの反応を感知。<br>周辺エリアで戦闘中のようです。<br>留意を。"""
collabo1Ally1#3,"""付近にアークスの反応を感知。<br>戦闘中のようです。留意を。"""
collabo1Ally2#3,"""交戦中のアークスの反応を検知。<br>周辺エリアに居ます。<br>ご認識を。"""
collabo1Ally3#3,"""アークスの反応を感知。<br>周辺エリアで戦闘中のようです。<br>留意を。"""
Sessioncollabo1Ally1#3,"""付近にアークスの反応を二つ感知。<br>協力体制を組んでいるようです。<br>反応が普段とは異なります。留意を。"""
SessionasaiAlly1#3,"""付近にアークスの反応を二つ感知。<br>協力体制を組んでいるようです。<br>反応が普段とは異なります。留意を。"""
SessionnewafinAlly1#3,"""付近にアークスの反応を二つ感知。<br>協力体制を組んでいるようです。<br>反応が普段とは異なります。留意を。"""
annihilation_rappyemp#3,"""敵性反応ではない、反応を検知。<br>周辺で巨大な影の目撃報告があります。<br>留意してください。"""
DestroyEnemy1#4,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyEnemy2#4,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyEnemy3#4,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyBoss1#4,"""強力な反応を感知しました！<br>周辺の状況変化に警戒してください！"""
DestroyBoss2#4,"""異常な反応を確認しました！<br>なかなか大物っぽいですね……！"""
DestroyBoss3#4,"""周辺、警戒してください！<br>不審な反応があります！"""
DefenceAllyAPC1#4,"""近くにアークスの反応あり！<br>どうやら交戦中みたいですよ！"""
DefenceAllyAPC2#4,"""アークスの反応を感知！<br>この近くで戦ってるみたいです！"""
DefenceAllyAPC3#4,"""交戦中の反応がありますね……<br>見つけたら、協力してあげてください！"""
nyau1#4,"""何だか変な反応があります……<br>これ、なんなんでしょうか。<br>一応、警戒をお願いします。"""
nyau2#4,"""正体不明の反応を感知しました。<br>何の反応か調査しているんですが<br>数値がふわふわしていて不明です。"""
nyau3#4,"""変な反応が出たり消えたり……<br>なんか不思議な感じです。<br>一応、気をつけてください。"""
annihilation_rappyemp#4,"""大きな反応があります。<br>周辺のアークスより謎の巨影を見たと<br>報告もあります。注意してくださいね。"""
Bsschase1#0,"""交通ルールはきちんと守りましょう！<br>……何言ってるんだって思うかもですが<br>何かありそうな気がするんですよね。"""
Bsschase2#0,"""道路状況はよさそうですけど……<br>ちょっと、妙な反応も見え隠れ。<br>気をつけてくださいね！"""
Bsschase3#0,"""ここに普通の車両はいないはずですが<br>幻創種として突然何かが飛び出てきたり<br>するかもしれません、要注意です！"""
fantasy_mob1#0,"""エーテルの反応が異常増大中。<br>これは……何かが来る、かも。"""
remaining1#0,"""エネミーの共振反応を検知！<br>周囲を警戒してください。"""
remaining2#0,"""エネミー間に妙な反応が……<br>状況の変化にご注意ください！"""
remaining3#0,"""変わった敵性反応があります！<br>相互に影響しているような……<br>なんでしょう、これ？"""
II_EnemyAnnihilationRankingDamageTotal1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingDamageTotal2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingDamageMax1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingDamageMax2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingDefeatCount1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingDefeatCount2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingKillFront1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingKillFront2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingKillBack1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingKillBack2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingWeakPoint1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingWeakPoint2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingBreakParts1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingBreakParts2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_EnemyAnnihilationRankingDamageTotalPenalty1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_EnemyAnnihilationRankingDamageTotalPenalty2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingDamageTotal1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingDamageTotal2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingDamageMax1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingDamageMax2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingDefeatCount1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingDefeatCount2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingKillFront1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingKillFront2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingKillBack1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingKillBack2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingWeakPoint1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingWeakPoint2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingBreakParts1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingBreakParts2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
II_BossAnnihilationRankingDamageTotalPenalty1#0,"""特定条件下での分散型データ収集に<br>適合しそうな敵性反応を検知！<br>また後ほどご連絡します！"""
II_BossAnnihilationRankingDamageTotalPenalty2#0,"""特殊な敵性反応が……<br>特定条件下での分散型データ収集に<br>適合しそうです。ご準備を！"""
Boost_v1#0,"""ダーカー兵器の暴走反応を検知！<br>周囲を警戒してください。"""
Boost_v2#0,"""周辺に奇妙な反応が……<br>状況の変化にご注意ください！"""
Boost_v3#0,"""強力なエネルギー反応を検知！<br>なんなんでしょう、これ…！"""
DestroyEnemy1#5,"""怪しげな反応を感知しています！<br>周囲警戒、要注意ですよ！"""
DestroyEnemy2#5,"""多数の熱源を感知！<br>油断しないでくださいね！"""
DestroyEnemy3#5,"""周辺に注意してください！<br>多数の反応が感知されています！"""
EscapeEnemy1#3,"""要調査対象の反応があります。<br>現れるかもしれません。ご注意を！"""
EscapeEnemy2#3,"""要調査対象の反応を検知！<br>詳細が分かり次第、連絡しますね！"""
EscapeEnemy3#3,"""近くに要調査対象の反応があります。<br>周囲の状況に注意してください。"""
DestroyBoss1#5,"""強力な反応を感知しました！<br>周辺の状況変化に警戒してください！"""
DestroyBoss2#5,"""異常な反応を確認しました！<br>なかなか大物っぽいですね……！"""
DestroyBoss3#5,"""周辺、警戒してください！<br>不審な反応があります！"""
DefenceAllyAPC1#5,"""近くにアークスの反応あり！<br>どうやら交戦中みたいですよ！"""
DefenceAllyAPC2#5,"""アークスの反応を感知！<br>この近くで戦ってるみたいです！"""
DefenceAllyAPC3#5,"""交戦中の反応がありますね……<br>見つけたら、協力してあげてください！"""
Capture1#4,"""要調査対象の反応があります。<br>現れるかもしれません。ご注意を！"""
Capture2#4,"""要調査対象の反応を検知！<br>詳細が分かり次第、連絡しますね！"""
Capture3#4,"""近くに要調査対象の反応があります。<br>周囲の状況に注意してください。"""
nyau1#5,"""何だか変な反応があります……<br>これ、なんなんでしょうか。<br>一応、警戒をお願いします。"""
nyau2#5,"""正体不明の反応を感知しました。<br>何の反応か調査しているんですが<br>数値がふわふわしていて不明です。"""
nyau3#5,"""変な反応が出たり消えたり……<br>なんか不思議な感じです。<br>一応、気をつけてください。"""
annihilation_rappyemp#5,"""大きな反応があります。<br>周辺のアークスより謎の巨影を見たと<br>報告もあります。注意してくださいね。"""
DefenceHeli1#0,"""Patrulla en vuelo..."""
DefenceHeli2#0,"""Patrullando el área..."""
DefenceHeli3#0,"""Patrullando..."""
DefenceHeliEX1#0,"""Esto es malo... El fuselage es..."""
DefenceHeliEX2#0,"""機体の調子が悪いな……"""
DefenceHeliEX3#0,"""Tiempo para mantenimiento?..."""
DefenceHeli1#1,"""ゴキゲンに哨戒中だぜー"""
DefenceHeli2#1,"""いーい感じの哨戒任務中ー！"""
DefenceHeli3#1,"""気分爽快！\u3000哨戒任務ー！"""
DefenceHeliEX1#1,"""あっちゃー<br>機体はフキゲンみたいだなぁ。"""
DefenceHeliEX2#1,"""うーん、こりゃまずいか？<br>もうちょい踏ん張れー！"""
DefenceHeliEX3#1,"""メンテさぼってたからなぁ……"""
DefenceHeli1#2,"""哨戒をはじめますよー！"""
DefenceHeli2#2,"""哨戒しちゃいますよー！"""
DefenceHeli3#2,"""さくさく哨戒！\u3000どんどん哨戒！"""
DefenceHeliEX1#2,"""なーんか機体の調子が……"""
DefenceHeliEX2#2,"""っとと、調子悪いなあ！"""
DefenceHeliEX3#2,"""メンテナンスしたばかりなのに！"""
DefenceNauraA#0,"""...... En todo el universo no hay mas que idiotas."""
DefenceNauraB#0,"""......No necesitamos de tu ayuda."""
DefenceNauraC#0,"""……もう、誰にも頼らない。"""
DefenceNauraA#1,"""Hawa, wawawa！\u3000A-Alguien!"""
DefenceNauraB#1,"""Esto es Pe-, esto es peligroso! Esto es muuuy peligroso!"""
DefenceNauraC#1,"""Al-alguien! Alguien por favor ayudenos!"""
DefenceNauraA#2,"""追いかけられるのも燃えるけど……誰か助けてー！"""
DefenceNauraB#2,"""じょ、冗談じゃすまない感じね！誰かー、誰かーっ！"""
DefenceNauraC#2,"""す、すごいことになってきてる？助けて！\u3000王子様ー！"""
