Param_Value#0,"""$(0)"""
ConfirmationMessage_Select#0,"""잠재 능력의 해방 / 전환을 개시합니다.<br>괜찮으십니까?<br><br>※보조 아이템을 사용하는 것으로<br><yellow>필요 소재를 소비하지않고 실행할 수 있습니다.<c><br>그러나 메세타는 반드시 필요합니다."""
title#0,"""푸드 스탠드"""
Explanation1#3,"""소재를 선택해 주세요.<c f0df60>소재로 고른 아이템은 <c><red>실행 후 소비<c><c f0df60>합니다.<c>"""
Explanation2#2,"""포드의 최종확인입니다.내용을 잘 확인하시고 문제가 없다면 \""네\""를 선택해 주세요."""
Explanation3#1,"""사용할 레시피를 선택해 주세요."""
ChoiceMenu#0,"""아이템을 선택해 만든다"""
ChoiceMenu2#0,"""마이 레시피를 만든다"""
MaterialListTitle#1,"""아이템 일람"""
BoostListTitle#0,"""부스트 효과"""
NotingBoost#0,"""부스트 효과가 없습니다."""
UseItemListTitle#0,"""사용할 아이템"""
NotingItem#0,"""아이템이 없습니다."""
UseItemNum#0,"""사용할 아이템 수"""
ConfirmationTitle#1,"""푸드 내용을 확인"""
ConfirmationAttentionMessage#1,"""이 내용으로 푸드를 작성합니다.<br>괜찮으십니까?<br><br><yellow>※이미 \""푸드\""에 의한 부스트 효과가 발생하고 있는 경우<br>부스트 효과는 덮어쓰게됩니다.<c>"""
ResultTitle#0,"""부스트 효과"""
ResultMessage#0,"""이하의 부스트 효과가 발생했습니다. """
RecipeMenuTitle#0,"""레시피 선택"""
RecipeSetNull#0,"""신규등록"""
RecipeSet#0,"""레시피 등록"""
RecipeMenu1#0,"""이 레시피로 만든다"""
RecipeMenu2#0,"""레시피 이름을 바꾼다"""
RecipeMenu3#0,"""레시피를 삭제한다"""
RecipeNameSet#0,"""레시피 이름 입력"""
RecipeNameResultTitle#0,"""등록 완료"""
RecipeNameResultMessege#0,"""레시피를 등록했습니다."""
RecipeNameEditTitle#0,"""변경 완료"""
RecipeNameEditMessege#0,"""레시피 이름을 변경했습니다."""
RecipeDelete#0,"""삭제 확인"""
RecipeDeleteMessege#0,"""지정한 레시피를 삭제합니까?"""
RecipeDeleteResultTitle#0,"""삭제 완료"""
RecipeDeleteResultMessege#0,"""레시피를 삭제했습니다."""
ErrorMessage#1,"""통신에 문제가 발생했습니다."""
Title#2,"""포톤 컬러 변경 아이템 선택"""
ColorPickerTitle#0,"""포톤 컬러 변경"""
ChangeColorResultTitle#0,"""아이템 랩"""
Explanation1#4,"""포톤 컬러 변경에선 일부 아이템 포톤 컬러를 변경할 수 있습니다. 아이템을 선택해주십시오."""
Explanation2#3,"""포톤 컬러를 설정해주십시오. 「결정」을 선택하면 색이 확정됩니다."""
ChangeColorResultMessage1#0,"""포톤 컬러 변경에 <green>성공<c>했습니다."""
NoMatchItemErrorMessage1#0,"""포톤 컬러를 변경할 수 있는 아이템이 없습니다."""
IdentifyTitle#0,"""아이템 감정"""
identifyGuide01#0,"""미감정 아이템을 감정할 수 있습니다."""
identifyGuide02#0,"""감정하고자 하는 무기를 선택하세요. [Shift]키로 여러 개를 선택할 수 있습니다."""
identifyGuide03#0,"""감정 최종 확인 화면입니다. 감정 후 아이템에 원하는 속성을 부여할 수 있습니다."""
IdentifySelectMenuTitle#0,"""아이템 감정 메뉴"""
IdentifySelectMenu01#0,"""아이템 감정하기"""
IdentifySelectMenu02#0,"""아이템 상급 감정하기"""
IdentifySelectMenu03#0,"""샵에서 나가기"""
IdentifySelectItemTitle#0,"""미감정 대상 아이템 선택"""
identifyConfrimMessage#0,"""서비스로, 선택한 1개의 아이템에<br>원하는 속성을 부여할 수 있습니다.<br>속성 1개 선택 후,<br>「감정 버튼」을 눌러주세요.<br>※모든 대상 아이템에 선택한 속성이<br>부여되오니 주의하시기 바랍니다.<br>※대상 아이템 10개씩 감정됩니다."""
identifyConfrimSelectAttribute#0,"""부여하고 싶은 속성"""
identifyConfrimSelectResultTtile#0,"""감정 결과"""
identifyConfrimSelectResultMessage#0,"""아래 아이템 $(1)개의 감정이 종료되었습니다.<br>($(1)개 / $(0)개)<br>「감정 종료」버튼을 눌러주세요."""
identifyConfrimSelectResultContinue#0,"""감정을 계속하기"""
identifyConfrimSelectResultEnd#0,"""감정 종료"""
Guide_1#0,"""이식 대상이 될 베이스 아이템을 선택해주세요."""
Guide_2#0,"""소재 아이템을 선택해주세요. 소재에 부여되어 있는 특수 능력은<c><c ff4f3f>소멸<c><c f0df60>됩니다."""
Guide_3#0,"""베이스 아이템에 이식할 특수 능력을 선택하세요."""
Guide_4#0,"""특수 능력 이식 최종 확인 화면입니다. 내용을 잘 확인하시고 문제가 없으면 「네」를 선택해 주세요."""
ItemError#0,"""특수 능력을 이식할 수 있는 아이템이 없습니다."""
TitleText1#0,"""베이스 아이템 선택"""
TitleText2#0,"""소재 아이템 선택"""
TitleText3#0,"""특수 능력 캡슐 선택"""
TitleText4#0,"""특수 능력 이식 확인"""
TitleText5#0,"""특수 능력 이식 내용"""
TitleText6#0,"""이식 후 특수 능력"""
TitleText7#0,"""특수 능력 선택"""
TitleText8#0,"""선택 아이템의 특수 능력 리스트"""
TitleText9#0,"""특수 능력 이식예정 리스트"""
Choice_Item#0,"""선택한 아이템"""
Constitution1#0,"""베이스로 선택한 아이템"""
Constitution2#0,"""소재로 선택한 아이템"""
Constitution3#0,"""이식 후의 특수 능력"""
Constitution4#0,"""소비되는 특수 능력 캡슐"""
Constitution5#0,"""소비되는 특수 능력 이식패스"""
Constitution6#0,"""개수"""
Message_Confirm#0,"""특수 능력 이식을 시작합니다.<br>괜찮으십니까?<br><br>※부여하지 않은 특수 능력은 <scarlet>소멸<c>합니다.<br>※소재로 선택한 아이템에 부여된<br>특수 능력은 <scarlet>전부 소멸<c>합니다."""
Grant1#0,"""베이스 아이템"""
Grant2#0,"""소재 아이템"""
ServerErrorMsg1#0,"""$(0) 아이템이 부족합니다."""
ServerErrorMsg2#0,"""소지금이 부족합니다."""
ErrorMsg#0,"""특수 능력이식에 실패했습니다.<br>잠시 후 다시 시도해 주세요."""
ButtonText1#0,"""뒤로"""
ButtonText2#0,"""결정"""
ButtonText3#0,"""특수 능력 이식 개시"""
Message_Explanation2#0,"""소재로 선택한 아이템에 부여된<br>특수 능력은 <c ff4f3f>전부 소멸<c>합니다.<br>정말로 괜찮으시겠어요?<br>※<yellow>S급 특수 능력은 소멸되지 않고 남습니다.<c>"""
ResultMessage1#1,"""특수 능력 이식에 <green>성공<c> 했습니다."""
ResultMessage2#1,"""<yellow>오너 등록을 완료<c>했습니다."""
Decrease_Title#0,"""특수 능력 확인"""
Decrease_Msg#0,"""아이템에 부여되지 않은<br>다음 특수 능력이 <c ff4f3f>소멸<c>합니다.<br>괜찮으십니까?"""
SlotDecrease_Title#0,"""슬롯 감소 확인"""
SlotDecrease_Msg#0,"""$(0)<br>의 슬롯이<c ff4f3f>감소<c>합니다.<br>괜찮습니까?"""
MaxMessage#0,"""최대 추가 수를 넘어 교체했습니다."""
CategoryMessege#0,"""이미 같은 타입의 특수 능력이 지정되어 있어 교체했습니다."""
AddSupportMessage1#0,"""특정 특수 능력을 추가할 수 있는<br>보조 아이템을 소지하고 있습니다.<br>사용할 아이템을 골라주세요."""
LockConfirm#0,"""잠금 상태의 아이템이 선택되어 있습니다.<br>괜찮으신가요?"""
SetValueInputNumberMessage#0,"""설정할 가격을 입력하세요.<br>※出출품 최저가 밑으로 변경할 수 없습니다.<br>※출품 수수료로 일정 금액이 차감됩니다."""
SetValueInputNumberMessage_2#0,"""(출품 수수료 차감 금액: """
SetValueInputNumberMessage_3#0,"""$(1)<pict 4space>$(0)）"""
SetValueInputNumberMessage_4#0,"""(세금 포함 가격: """
SetValueInputNumberMessage_5#0,"""설정할 가격을 입력해 주세요.<br>※“추천!”아이템은 최저 출품 가격 미만으로 변경할 수 없습니다."""
SetValueInputNumberMessage_6#0,"""(최저 출품가: """
SetValueInputNumberMessage_7#0,"""※출품 수수료로 일정 금액이 차감됩니다."""
ManageExhibitItem#0,"""아이템 출품<pict 4space><pict Arcscash>"""
ManageWithdrawItem#0,"""아이템 팩으로 보내기"""
ShopListTitle_Blockade_message#0,"""「$(0)」칭호를 취득하면 개방됩니다."""
Explanation1_v#0,"""<c f0df61>스스로 아이템을 판매하는 상점을 열거나, 다른 플레이어 상점에서 쇼핑을 할 수 있습니다.<c>"""
Explanation2_v#0,"""<c f0df60>다른 플레이어가 출품중인 아이템을 검색합니다.<c>"""
Explanation3_v#0,"""<c f0df60>상품을 선택하면 해당 아이템이 출품된 매장으로 이동합니다.<c>"""
Explanation4_v#0,"""<c f0df60>구매하고 싶은 아이템을 <%Decide><c f0df60>으로 선택한 후 「구매」버튼을 누르면 정산할 수 있습니다.<c>"""
Explanation5#0,"""<c f0df60>플레이어 ID 네임, 캐릭터 이름, 광고 문구에서 키워드 검색이 가능합니다. 검색어 선택 후 키워드를 입력해주세요.<c>"""
Label_Item_Num#0,"""선택 중인 아이템 소지 수"""
Label_Item_Capacity#0,"""취하 후 아이템 팩 용량"""
SubCategoryLayeringCostumeBaseWear#0,"""베이스 웨어 / 세트 웨어"""
SubCategoryConsumeMouthTeeth#0,"""입 / 치아"""
SubCategoryConsumeEar#0,"""귀"""
SubCategoryConsumeHorn#0,"""뿔"""
SubCategoryConsumeStamp#0,"""스탬프"""
SubCategoryConsumeSpecialabilitycapsule#0,"""특수 능력 캡슐"""
Potential#0,"""잠재 능력 레벨"""
MultiWeapon#0,"""멀티 웨폰"""
DropSkill#0,"""드랍 스킬"""
DifferentColorsWeapons#0,"""레어 컬러 무기"""
SubCategoryMagForm#0,"""마그 포름"""
Blockade_message#0,"""「$(0)」칭호를 취득하면 개방됩니다."""
Drop_DamageUp_1#0,"""위력 +2.0%"""
Drop_DamageUp_2#0,"""위력 +3.0%"""
Drop_DamageUp_3#0,"""위력 +4.0%"""
Drop_DamageUp_4#0,"""위력 +4.5%"""
Drop_DamageUp_5#0,"""위력 +5.0%"""
Drop_DamageReduction_1#0,"""데미지 내성 +1.0%"""
Drop_DamageReduction_2#0,"""데미지 내성 +2.0%"""
Drop_DamageReduction_3#0,"""데미지 내성 +3.0%"""
Drop_DamageReduction_4#0,"""데미지 내성 +3.5%"""
Drop_DamageReduction_5#0,"""데미지 내성 +4.0%"""
Drop_Critical_1#0,"""크리티컬 발생률 +5.0%"""
Drop_Critical_2#0,"""크리티컬 발생률 +8.0%"""
Drop_Critical_3#0,"""크리티컬 발생률 +10%"""
Drop_Critical_4#0,"""크리티컬 발생률 +12%"""
Drop_Critical_5#0,"""크리티컬 발생률 +13%"""
Drop_CriticalDamage_1#0,"""크리티컬 위력 +6.0%"""
Drop_CriticalDamage_2#0,"""크리티컬 위력 +9.0%"""
Drop_CriticalDamage_3#0,"""크리티컬 위력 +12%"""
Drop_CriticalDamage_4#0,"""크리티컬 위력 +14%"""
Drop_CriticalDamage_5#0,"""크리티컬 위력 +15%"""
Drop_PpActionRate_1#0,"""PP 소비량 감소 +1.0％"""
Drop_PpActionRate_2#0,"""PP 소비량 감소 +2.0％"""
Drop_PpActionRate_3#0,"""PP 소비량 감소 +3.0％"""
Drop_PpActionRate_4#0,"""PP 소비량 감소 +3.5％"""
Drop_PpActionRate_5#0,"""PP 소비량 감소 +4.0％"""
Drop_PPRestraint_1#0,"""PP 자연 회복 속도 +2.0%"""
Drop_PPRestraint_2#0,"""PP 자연 회복 속도 +3.0%"""
Drop_PPRestraint_3#0,"""PP 자연 회복 속도 +4.0%"""
Drop_PPRestraint_4#0,"""PP 자연 회복 속도 +4.5%"""
Drop_PPRestraint_5#0,"""PP 자연 회복 속도 +5.0%"""
Drop_AttackPPRestraint_1#0,"""공격 시 PP 회복량 +2.0%"""
Drop_AttackPPRestraint_2#0,"""공격 시 PP 회복량 +3.0%"""
Drop_AttackPPRestraint_3#0,"""공격 시 PP 회복량 +4.0%"""
Drop_AttackPPRestraint_4#0,"""공격 시 PP 회복량 +4.5%"""
Drop_AttackPPRestraint_5#0,"""공격 시 PP 회복량 +5.0%"""
Drop_DamageUp_1#1,"""픽서 어택 Lv.1"""
Drop_DamageUp_2#1,"""픽서 어택 Lv.2"""
Drop_DamageUp_3#1,"""픽서 어택 Lv.3"""
Drop_DamageUp_4#1,"""픽서 어택 Lv.4"""
Drop_DamageUp_5#1,"""픽서 어택 Lv.5"""
Drop_DamageReduction_1#1,"""픽서 가드 Lv.1"""
Drop_DamageReduction_2#1,"""픽서 가드 Lv.2"""
Drop_DamageReduction_3#1,"""픽서 가드 Lv.3"""
Drop_DamageReduction_4#1,"""픽서 가드 Lv.4"""
Drop_DamageReduction_5#1,"""픽서 가드 Lv.5"""
Drop_Critical_1#1,"""픽서 페탈 Lv.1"""
Drop_Critical_2#1,"""픽서 페탈 Lv.2"""
Drop_Critical_3#1,"""픽서 페탈 Lv.3"""
Drop_Critical_4#1,"""픽서 페탈 Lv.4"""
Drop_Critical_5#1,"""픽서 페탈 Lv.5"""
Drop_CriticalDamage_1#1,"""픽서 테루미나 Lv.1"""
Drop_CriticalDamage_2#1,"""픽서 테루미나 Lv.2"""
Drop_CriticalDamage_3#1,"""픽서 테루미나 Lv.3"""
Drop_CriticalDamage_4#1,"""픽서 테루미나 Lv.4"""
Drop_CriticalDamage_5#1,"""픽서 테루미나 Lv.5"""
Drop_PpActionRate_1#1,"""픽서 퍼포머 Lv.1"""
Drop_PpActionRate_2#1,"""픽서 퍼포머 Lv.2"""
Drop_PpActionRate_3#1,"""픽서 퍼포머 Lv.3"""
Drop_PpActionRate_4#1,"""픽서 퍼포머 Lv.4"""
Drop_PpActionRate_5#1,"""픽서 퍼포머 Lv.5"""
Drop_PPRestraint_1#1,"""픽서 나투라 Lv.1"""
Drop_PPRestraint_2#1,"""픽서 나투라 Lv.2"""
Drop_PPRestraint_3#1,"""픽서 나투라 Lv.3"""
Drop_PPRestraint_4#1,"""픽서 나투라 Lv.4"""
Drop_PPRestraint_5#1,"""픽서 나투라 Lv.5"""
Drop_AttackPPRestraint_1#1,"""픽서 엔소지아 Lv.1"""
Drop_AttackPPRestraint_2#1,"""픽서 엔소지아 Lv.2"""
Drop_AttackPPRestraint_3#1,"""픽서 엔소지아 Lv.3"""
Drop_AttackPPRestraint_4#1,"""픽서 엔소지아 Lv.4"""
Drop_AttackPPRestraint_5#1,"""픽서 엔소지아 Lv.5"""
