TitleLogo_Enter#0,"""กดปุ่ม ENTER"""
UseAgreement_Title#1,"""Phantasy Star Online 2 - ข้อตกลงการใช้งาน"""
UseAgreement_Message#1,"""ข้อตกลงการใช้งาน 『Phantasy Star Online 2』<br>1-1-1 นิชิชินากาวะ เขตชินากาวะ โตเกียว<br>ซูมิโตโม ฟุโดซัง โอซากิ การ์เด้น ทาวเวอร์<br>บริษัท SEGA จำกัด<br>23 พฤษภาคม 2012<br><br>ก่อนใช้บริการซอฟต์แวร์ เครือข่าย และบริการที่เกี่ยวข้อง (รวมเรียกว่า \""บริการนี้\"") ของ 『Phantasy Star Online 2』 (ต่อไปนี้เรียกว่า 『PSO2』) โปรดอ่านและยอมรับข้อตกลงต่อไปนี้ที่กำหนดโดยบริษัท SEGA จำกัด (ต่อไปนี้เรียกว่า \""บริษัท\"")<br>การยอมรับข้อตกลงนี้เป็นเงื่อนไขในการอนุญาตให้ท่านใช้บริการ หากพบว่าท่านละเมิดข้อตกลงแม้เพียงส่วนใดส่วนหนึ่ง บริษัทขอสงวนสิทธิ์ในการระงับการให้บริการโดยไม่ต้องแจ้งให้ทราบล่วงหน้า ในกรณีนี้ บริษัทจะไม่คืนเงินใดๆ ที่ท่านได้ชำระไปแล้ว<br>หากท่านเป็นผู้เยาว์ (อายุต่ำกว่า 20 ปี) กรุณาขอความยินยอมจากผู้แทนโดยชอบธรรม (ผู้ปกครอง) ก่อนยอมรับข้อตกลงนี้<br><br>ข้อ 1 (ข้อตกลงนี้)<br>1. ข้อตกลง กฎระเบียบ และนโยบายที่ประกาศบนเว็บไซต์ทางการของบริษัท (URL: http://pso2.jp/ ต่อไปนี้เรียกว่า \""เว็บไซต์นี้\"") ถือเป็นส่วนหนึ่งของข้อตกลงนี้<br>2. หากมีข้อขัดแย้งระหว่างข้อตกลงบนเว็บไซต์กับข้อตกลงฉบับนี้ ให้ยึดตามข้อกำหนดบนเว็บไซต์เป็นหลัก<br>3. บริษัทอาจเปลี่ยนแปลงข้อตกลงนี้ได้ตามความเหมาะสม โดยจะมีผลบังคับใช้หลังจากประกาศบนเว็บไซต์ 24 ชั่วโมง หรือเมื่อแจ้งไปยังอีเมลของท่าน การที่ท่านใช้บริการต่อไปจะถือว่ายอมรับการเปลี่ยนแปลงนั้น<br>4. หากท่านไม่ยอมรับการเปลี่ยนแปลง กรุณาหยุดใช้บริการทันที บริษัทจะไม่คืนเงินหรือค่าธรรมเนียมใดๆ ทั้งสิ้น<br>5. ท่านรับทราบว่าข้อตกลงนี้อาจมีการเปลี่ยนแปลงและตกลงที่จะตรวจสอบประกาศบนเว็บไซต์อย่างสม่ำเสมอ<br><br>ข้อ 2 (การใช้เกมเซิร์ฟเวอร์)<br>1. ในการใช้บริการนี้ ท่านต้องเชื่อมต่อกับเกมเซิร์ฟเวอร์ที่บริษัทกำหนด (ต่อไปนี้เรียกว่า \""เกมเซิร์ฟเวอร์\"") ผ่านอินเทอร์เน็ต<br>2. ในการเชื่อมต่อ ท่านต้องมี SEGA ID หรือ ID บริการจากบุคคลที่สามที่บริษัทกำหนด (รวมเรียกว่า \""ID\"") โดยระบบจะจัดการข้อมูลของท่านแยกตาม ID<br>3. การเชื่อมต่อต้องใช้การยืนยันตัวตนด้วย ID และรหัสผ่าน<br>4. ท่านต้องรับผิดชอบค่าใช้จ่ายในการเตรียมอุปกรณ์ การเชื่อมต่ออินเทอร์เน็ต และค่าบริการอื่นๆ ด้วยตนเอง<br>5. บริษัทจะไม่คืนเงินให้ไม่ว่าในกรณีใด หากท่านไม่สามารถเชื่อมต่อเซิร์ฟเวอร์ได้ ยกเว้นจะระบุไว้เป็นอย่างอื่นในข้อตกลง<br>6. เมื่อเชื่อมต่อเซิร์ฟเวอร์ ระบบอาจดาวน์โหลดข้อมูลอัปเดตอัตโนมัติ ซึ่งถือเป็นส่วนหนึ่งของการใช้บริการและท่านต้องรับผิดชอบกระบวนการดังกล่าว<br>7. ห้ามใช้การเชื่อมต่อที่ไม่ถูกต้อง หรือหลีกเลี่ยงระบบป้องกันเพื่อเข้าสู่เซิร์ฟเวอร์<br>8. การเชื่อมต่อต้องทำจากอุปกรณ์ที่อยู่ในประเทศญี่ปุ่นเท่านั้น ห้ามเชื่อมต่อจากต่างประเทศโดยตรง หรือผ่านอุปกรณ์ในญี่ปุ่นจากต่างประเทศ<br><br>ข้อ 3 (ค่าบริการพื้นฐาน)<br>การเข้าเล่นเกมและเชื่อมต่อเซิร์ฟเวอร์พื้นฐานให้บริการฟรี ยกเว้นบริการเสริมที่ระบุว่ามีค่าใช้จ่าย<br><br>ข้อ 4 (บริการเสริมแบบมีค่าใช้จ่าย)<br>1. บริษัทอาจมีบริการเสริมที่ต้องชำระเงิน (ต่อไปนี้เรียกว่า \""บริการเสริม\"") ซึ่งท่านต้องซื้อสกุลเงิน/วิธีการชำระเงินล่วงหน้า (ต่อไปนี้เรียกว่า \""สกุลเงินล่วงหน้า\"") ตามที่บริษัทกำหนด รายละเอียดจะประกาศบนเว็บไซต์<br>2. การชำระเงินจะเป็นไปตามกฎและช่องทางที่ผู้ให้บริการชำระเงินกำหนด<br>3. ข้อพิพาทใดๆ กับผู้ให้บริการชำระเงิน ท่านจะต้องแก้ไขด้วยตนเอง บริษัทจะไม่รับผิดชอบใดๆ<br>4. ไอเทมหรือเนื้อหาที่ซื้อด้วยสกุลเงินล่วงหน้าจะถือว่าได้รับบริการแล้ว และไม่จัดเป็นสกุลเงินล่วงหน้าอีกต่อไป<br><br>ข้อ 5 (การใช้และข้อจำกัดของบริการเสริมและสกุลเงินล่วงหน้า)<br>1. บริษัทอาจกำหนดขีดจำกัดในการซื้อและถือครองสกุลเงินล่วงหน้าของท่าน<br>2. การใช้บริการเสริมจะหักลบจากสกุลเงินล่วงหน้าทันทีที่กดยืนยัน<br>3. สกุลเงินล่วงหน้ามีอายุการใช้งาน 1 ปีนับจากการซื้อครั้งล่าสุด และจะถูกลบโดยอัตโนมัติเมื่อหมดอายุ<br>4. ห้ามโอน ให้ยืม จำนำ หรือใช้สกุลเงินล่วงหน้าเป็นหลักประกันแก่บุคคลที่สาม<br>5. หากบัญชีถูกระงับถาวรตามข้อ 18 สกุลเงินล่วงหน้าทั้งหมดจะถือเป็นโมฆะ<br>6. บริษัทจะไม่รับคืนหรือคืนเงินค่าสกุลเงินล่วงหน้าไม่ว่าในกรณีใด เว้นแต่กฎหมายจะบังคับ<br><br>ข้อ 6 (การยกเลิกบริการเสริม)<br>บริษัทสามารถระงับหรือยกเลิกบริการเสริมและสกุลเงินล่วงหน้าได้ โดยจะแจ้งให้ทราบล่วงหน้า 60 วัน และหากเกมปิดให้บริการ บริการเสริมจะสิ้นสุดลงทันที<br><br>ข้อ 7 (การลงทะเบียนข้อมูล)<br>1. ท่านต้องลงทะเบียนข้อมูลที่ถูกต้อง (รวมถึงข้อมูลส่วนบุคคลเช่นอีเมล) ตามที่บริษัทกำหนด<br>2. ท่านต้องตรวจสอบและรับรองความถูกต้องของข้อมูลที่ให้ไว้<br>3. หากมีการเปลี่ยนแปลงข้อมูล ท่านต้องอัปเดตผ่านระบบที่กำหนดทันที<br>4. บริษัทอาจมอบหมายให้หน่วยงานภายนอกจัดการข้อมูลของท่าน ภายใต้มาตรการคุ้มครองข้อมูลส่วนบุคคล<br>5. บริษัทจะใช้ข้อมูลของท่านเพื่อวัตถุประสงค์ต่อไปนี้เท่านั้น:<br>หนึ่ง. เพื่อให้บริการ แจ้งข่าวสาร ส่งของรางวัล และแก้ไขปัญหา<br>สอง. เพื่อตรวจสอบการละเมิดสิทธิ์ของบริษัท<br>สาม. เพื่อทำการตลาดและวิเคราะห์ข้อมูล (โดยไม่ระบุตัวตน)<br>สี่. เพื่อบริการสนับสนุนลูกค้า<br>6. บริษัทจะไม่เปิดเผยข้อมูลให้บุคคลที่สาม เว้นแต่:<br>หนึ่ง. กฎหมายบังคับ<br>สอง. มีคำสั่งจากหน่วยงานที่มีอำนาจ<br>สาม. เพื่อปกป้องสิทธิ์ของบริษัทหรือบุคคลอื่นในกรณีฉุกเฉิน<br>สี่. มีความจำเป็นต่อผู้รับเหมาในทางธุรกิจ<br>ห้า. ในกรณีการโอนกิจการ<br>7. หากพบว่าข้อมูลเป็นเท็จหรือละเมิดสิทธิ์ บริษัทอาจลบหรือแก้ไขข้อมูลนั้นได้<br>8. การจัดการข้อมูลส่วนบุคคลจะเป็นไปตามนโยบายความเป็นส่วนตัวของบริษัท (http://sega.jp/privacypolicy/)<br>9. สำหรับ ID บุคคลที่สาม การจัดการข้อมูลจะขึ้นอยู่กับนโยบายของบุคคลที่สามนั้น<br><br>ข้อ 8 (ID และรหัสผ่าน)<br>1. โปรดเก็บรักษา ID และรหัสผ่านของท่านเป็นความลับ ห้ามเปิดเผยหรือให้ผู้อื่นใช้<br>2. บริษัทจะไม่รับผิดชอบต่อความเสียหายใดๆ ที่เกิดจากการถูกบุคคลที่สามขโมย ID เว้นแต่เกิดจากความประมาทเลินเล่ออย่างร้ายแรงของบริษัท<br>3. การกระทำใดๆ ผ่าน ID ของท่าน ถือเป็นความรับผิดชอบของท่านแต่เพียงผู้เดียว<br>4. หากพบการใช้หลาย ID เข้าสู่ระบบพร้อมกันในลักษณะผิดปกติ บริษัทอาจระงับการให้บริการกับ ID ทั้งหมดของท่าน<br><br>ข้อ 9 (การห้ามโกงและการกระทำผิด)<br>1. ห้ามกระทำการต่อไปนี้ (เรียกว่า \""การโกง (Cheat)\""):<br>หนึ่ง. ดัดแปลงข้อมูลตัวละคร ไอเทม หรือสร้างขึ้นอย่างผิดกฎหมาย<br>สอง. ใช้วิธีการเล่นที่อยู่นอกเหนือจากที่ออกแบบมาให้ใช้ปกติ<br>สาม. ใช้โปรแกรมช่วยเล่น (มาโคร) หรือเครื่องมือที่บริษัทไม่อนุญาต<br>สี่. วิเคราะห์ ทำวิศวกรรมย้อนกลับ หรือแก้ไขตัวเกม<br>ห้า. ดัดแปลงระบบ การดำเนินเกม หรือเนื้อหาของเกมออนไลน์<br>2. ห้ามแจกจ่าย ส่งต่อ หรือสนับสนุนการใช้โปรแกรมโกงแก่ผู้อื่น<br>3. ห้ามเจาะระบบ หรือก่อกวนการทำงานของเซิร์ฟเวอร์เกม<br>4. ห้ามฉวยโอกาสจากบั๊กหรือข้อผิดพลาดของเกมเพื่อสร้างความได้เปรียบ<br>5. ห้ามดักจับ แก้ไข หรือทำวิศวกรรมย้อนกลับข้อมูลที่รับส่งระหว่างเซิร์ฟเวอร์<br>6. หากพบบั๊ก กรุณาแจ้งฝ่ายสนับสนุนของบริษัทแทนการเผยแพร่ให้ผู้เล่นอื่นทราบ<br><br>ข้อ 10 (ข้อห้ามทั่วไป)<br>ห้ามกระทำการดังต่อไปนี้ในระหว่างการใช้บริการ:<br>หนึ่ง. กระทำการผิดกฎหมาย หรือสนับสนุนให้เกิดการกระทำผิดกฎหมาย<br>สอง. ละเมิดสิทธิ์ (เช่น ชื่อเสียง ความเป็นส่วนตัว ลิขสิทธิ์) ของผู้อื่น<br>สาม. ใช้ข้อความลามกอนาจาร เหยียดหยาม คุกคาม รุนแรง หรือขัดต่อศีลธรรมอันดี<br>สี่. ใช้เกมเพื่อการค้า การหาเสียง การระดมทุน หรือการเผยแผ่ศาสนา<br>ห้า. ชักชวนเพื่อการพบปะเชิงชู้สาวหรืออนาจาร<br>หก. ส่งจดหมายลูกโซ่ หรือชักชวนให้ทำธุรกิจลูกโซ่<br>เจ็ด. กล่าวร้าย คุกคาม หรือทำให้ผู้อื่นรู้สึกไม่สบายใจ<br>แปด. แอบอ้างเป็นพนักงานของบริษัท หรือทีมงานสนับสนุน<br>เก้า. ส่งไวรัส ข้อมูลขยะ หรือการกระทำที่สร้างภาระให้กับเซิร์ฟเวอร์และรบกวนผู้อื่น<br>สิบ. ให้ข้อมูลเท็จ หรือหลอกลวงบริษัท<br>สิบเอ็ด. การกระทำใดๆ ที่ขัดขวางการดำเนินงานของเกม<br>สิบสอง. ใส่ร้ายป้ายสีบริษัทหรือบริการของบริษัท<br>สิบสาม. ซื้อขายหรือโอนข้อมูลในเกมโดยไม่ได้รับอนุญาต<br>สิบสี่. ซื้อขายไอเทมหรือข้อมูลในเกมด้วยเงินจริง (RMT - Real Money Trading)<br>สิบห้า. ละเมิดลิขสิทธิ์ของบริการนี้<br>สิบหก. ใช้ซอฟต์แวร์ PSO2 เชื่อมต่อไปยังเซิร์ฟเวอร์อื่นที่ไม่ใช่ของทางการ<br>สิบเจ็ด. ชักชวนหรือสนับสนุนให้ผู้อื่นใช้โปรแกรมโกง<br>สิบแปด. ส่งข้อความก่อกวนผู้เล่นคนอื่นซ้ำๆ (Spam)<br>สิบเก้า. ละเมิดข้อกำหนดอื่นๆ ในข้อตกลงนี้<br>ยี่สิบ. เผยแพร่ลิงก์หรือบอกวิธีการกระทำความผิดตามที่ระบุไว้ข้างต้น<br>ยี่สิบเอ็ด. การกระทำอื่นใดที่บริษัทพิจารณาว่าไม่เหมาะสม<br>ยี่สิบสอง. สนับสนุนหรือเตรียมการเพื่อกระทำการที่ขัดต่อกฎระเบียบทั้งหมดข้างต้น<br>"""
UseAgreement_Decide#1,"""ยอมรับข้อตกลง"""
UseAgreement_Cancel#1,"""ไม่ยอมรับ"""
UseAgreement_WebLink#1,"""ดูข้อตกลง"""
UseAgreementConfirm#1,"""หากคุณไม่ยอมรับข้อตกลงการใช้งาน<br>คุณจะไม่สามารถเข้าเล่นเกมได้<br><br>คุณแน่ใจหรือไม่?"""
UseAgreementURL#1,"""http://pso2.jp/players/support/rule/"""
UseAgreement_Message_break2#1,"""ข้อ 11 (ฟีเจอร์คอมมูนิตี้)<br>1. บริการข้อความ กระดานสนทนา หรือฟีเจอร์คอมมูนิตี้ต่างๆ จัดให้มีเพื่ออำนวยความสะดวกในการสื่อสารฟรี บริษัทไม่รับประกันการสื่อสาร ข้อมูลที่ท่านส่ง (อัปโหลด) อาจถูกบันทึกเป็นประวัติ (Log) บนเซิร์ฟเวอร์<br>2. ท่านอนุญาตให้บริษัททำซ้ำและเผยแพร่ข้อมูลที่อัปโหลดโดยไม่มีค่าใช้จ่าย หากท่านเสนอไอเดียหรือแผนงาน บริษัทสามารถนำไปใช้ได้โดยไม่ต้องจ่ายผลตอบแทนหรือเก็บเป็นความลับ<br>3. หากข้อมูลละเมิดข้อ 10 บริษัทสามารถลบได้โดยไม่ต้องแจ้งล่วงหน้า การลบไม่ทำให้ท่านพ้นจากความรับผิดชอบ<br><br>ข้อ 12 (ลิขสิทธิ์และทรัพย์สินทางปัญญา)<br>1. สิทธิ์ในโปรแกรม ซอฟต์แวร์ เครื่องหมายการค้า และทรัพย์สินทางปัญญาของบริการนี้เป็นของบริษัทหรือบุคคลที่สามที่มีสิทธิ์<br>2. ห้ามทำซ้ำ เผยแพร่ หรือใช้ข้อมูลใดๆ ที่ได้จากบริการนี้นอกเหนือจากการใช้งานส่วนตัวโดยไม่ได้รับอนุญาต<br><br>ข้อ 13 (การยกเว้นความรับผิดชอบและการไม่รับประกัน)<br>1. บริการนี้อาจไม่สามารถใช้งานได้ในทุกสภาพแวดล้อม บริษัทไม่รับประกันความเสถียรของการเชื่อมต่อ<br>2. ท่านควรหลีกเลี่ยงการเล่นเกมมากเกินไป บริษัทไม่รับผิดชอบต่อความเสียหายทางร่างกาย จิตใจ หรือการเงิน<br>3. บริษัทไม่รับประกันความถูกต้อง สมบูรณ์ หรือความน่าเชื่อถือของเนื้อหาและบริการ<br>4. บริษัทไม่รับผิดชอบในการกู้คืนข้อมูลของท่านที่สูญหายหรือถูกดัดแปลง<br>5. บริษัทไม่รับผิดชอบต่อปัญหาจากการติดตั้งโปรแกรม หรือความเสียหายจากบริการ ยกเว้นเกิดจากความตั้งใจหรือประมาทเลินเล่อของบริษัท<br><br>ข้อ 14 (ความรับผิดชอบส่วนบุคคล)<br>1. ข้อมูลที่ท่านเปิดเผยในเกมอาจถูกเห็นโดยบุคคลที่สาม บริษัทไม่รับผิดชอบต่อผลลัพธ์ของการเปิดเผยนั้น<br>2. หากเกิดข้อพิพาทกับผู้เล่นอื่นหรือบุคคลที่สาม ท่านต้องแก้ไขด้วยตนเองและรับผิดชอบค่าใช้จ่าย<br>3. บริษัทอาจให้การสนับสนุนในการแก้ไขปัญหาตามสมควร<br><br>ข้อ 15 (เซฟดาต้า)<br>1. ข้อมูลการเล่นของท่าน (เซฟดาต้า) อาจถูกลบหากไม่มีการล็อกอินเกิน 1 ปี หรือหากบัญชีถูกระงับตามข้อ 18<br>2. บริษัทไม่รับประกันความสมบูรณ์ในการบันทึกหรือเรียกคืนเซฟดาต้า<br>3. บริษัทอาจเปลี่ยนแปลงเซฟดาต้าของท่านโดยไม่แจ้งให้ทราบหากมีความจำเป็นเพื่อความราบรื่นของระบบ<br><br>ข้อ 16 (การเปลี่ยนแปลงบริการ)<br>บริษัทอาจเปลี่ยนแปลงเนื้อหาบริการโดยไม่แจ้งให้ทราบล่วงหน้า แต่หากส่งผลกระทบร้ายแรง จะแจ้งล่วงหน้า 60 วันบนเว็บไซต์<br><br>ข้อ 17 (การระงับบริการ)<br>1. บริษัทอาจระงับบริการชั่วคราวโดยไม่แจ้งล่วงหน้าในกรณีต่อไปนี้:<br>หนึ่ง. ระบบขัดข้องอย่างไม่คาดคิด<br>สอง. การซ่อมบำรุงเซิร์ฟเวอร์ฉุกเฉินหรือตามกำหนดการ<br>2. บริษัทไม่รับผิดชอบต่อความเสียหายที่เกิดจากการระงับหรือความล่าช้าของบริการ<br><br>ข้อ 18 (การระงับการใช้งาน)<br>1. บริษัทอาจไม่อนุญาตให้ใช้บริการหาก:<br>หนึ่ง. ข้อมูลที่ลงทะเบียนเป็นเท็จ<br>สอง. ท่านเคยละเมิดหรือกำลังละเมิดข้อตกลง<br>สาม. บริษัทพิจารณาว่าท่านไม่เหมาะสมที่จะใช้บริการ<br>2. บริษัทสามารถระงับ ID ของท่านชั่วคราวหรือถาวรโดยไม่แจ้งล่วงหน้าและไม่คืนเงินหาก:<br>หนึ่ง. ละเมิดข้อตกลง<br>สอง. ท่านล้มละลายหรือเข้าสู่กระบวนการฟื้นฟูกิจการ<br>สาม. การชำระเงินถูกยกเลิกโดยผู้ให้บริการ<br>สี่. ID ของท่านถูกผู้อื่นนำไปใช้อย่างผิดกฎหมายเนื่องจากความประมาท<br>ห้า. ไม่ล็อกอินเข้าเกมนานเกิน 1 ปี<br>หก. ขัดขวางการดำเนินงานของบริการ<br>3. หากท่านถูกระงับ ID บริษัทสามารถระงับ ID อื่นๆ ทั้งหมดที่ท่านใช้งานอยู่ได้<br>4. การระงับการใช้บริการจะส่งผลให้ถูกระงับจากบริการที่เกี่ยวข้องกันด้วย<br><br>ข้อ 19 (ความรับผิดชอบในการชดใช้ค่าเสียหาย)<br>1. ความรับผิดชอบของบริษัทจำกัดอยู่เพียงความเสียหายที่เกิดขึ้นจริงและโดยตรงเท่านั้น ไม่ครอบคลุมถึงความเสียหายพิเศษหรือการสูญเสียกำไร ยกเว้นเกิดจากความตั้งใจหรือประมาทเลินเล่อของบริษัท<br>2. หากท่านละเมิดสิทธิ์ของบริษัท บริษัทอาจเรียกร้องค่าเสียหายจากท่าน<br><br>ข้อ 20 (ห้ามการโอนสิทธิ์)<br>ห้ามโอนสิทธิ์ สถานะ หรือผลประโยชน์ในการใช้บริการให้บุคคลที่สาม หรือใช้เป็นหลักประกัน<br><br>ข้อ 21 (การสนับสนุน)<br>1. การแจ้งเตือนและการสนับสนุนทั้งหมดให้บริการเป็นภาษาญี่ปุ่นเท่านั้น<br>2. การติดต่อสอบถามต้องทำผ่านแบบฟอร์มบนเว็บไซต์ ไม่รับติดต่อทางโทรศัพท์หรือการเข้ามาติดต่อด้วยตนเอง<br>3. บริษัทจะตอบกลับตามขั้นตอน แต่อาจไม่สามารถตอบกลับรายบุคคลได้ในบางกรณี<br><br>ข้อ 22 (การยุติการให้บริการ)<br>1. บริษัทอาจยุติการให้บริการโดยแจ้งล่วงหน้า 60 วัน<br>2. การแจ้งเตือนจะมีผลเมื่อประกาศบนเว็บไซต์หรือส่งอีเมลครบ 24 ชั่วโมง<br>3. หากเกิดเหตุสุดวิสัยที่ไม่อาจหลีกเลี่ยงได้ บริษัทอาจยุติบริการและประกาศให้ทราบในภายหลัง<br>4. บริษัทจะไม่รับผิดชอบต่อความเสียหายจากการยุติการให้บริการ ยกเว้นเกิดจากความตั้งใจหรือประมาทเลินเล่อของบริษัท<br><br>ข้อ 23 (กฎหมายที่ใช้บังคับและเขตอำนาจศาล)<br>1. ข้อตกลงนี้ตีความตามภาษาญี่ปุ่นและกฎหมายของประเทศญี่ปุ่น<br>2. หากข้อกำหนดบางส่วนตกเป็นโมฆะ ข้อกำหนดที่เหลือยังคงมีผลบังคับใช้<br>3. ข้อพิพาทใดๆ ให้อยู่ในอำนาจของศาลแขวงโตเกียวหรือศาลสรุปโตเกียวเป็นศาลชั้นต้น<br><br><br>23 พฤษภาคม 2012\u3000ประกาศใช้<br>8 สิงหาคม 2012\u3000แก้ไข<br>5 มีนาคม 2014\u3000แก้ไข<br>20 เมษายน 2016\u3000แก้ไข<br>21 กุมภาพันธ์ 2018\u3000แก้ไข<br>12 กันยายน 2018\u3000แก้ไข<br>1 เมษายน 2020\u3000แก้ไข<br>"""
LoginIdSelect_Sega#0,"""เริ่มเกม"""
LoginVita#0,"""เริ่มเกม"""
LoginIdSelect_UserInfo#0,"""เปลี่ยนข้อมูลผู้ใช้"""
LoginIdSelect_UserInfo_v#0,"""เปลี่ยนข้อมูลผู้ใช้ (เว็บ)"""
LoginIdSelect_AR#0,"""รูปพอร์ตเทรตตัวละคร"""
LoginIdSelect_CharaCreate#0,"""สร้างตัวละครออฟไลน์"""
LoginIdSelect_Credit#0,"""เครดิต"""
LoginIdSelect_GameEnd#0,"""ออกจากเกม"""
LoginIdSelect_OnlineManual#0,"""คู่มือออนไลน์"""
LoginIdSelect_ReturnTitle#0,"""กลับสู่หน้าไตเติล"""
LoginIdSelect_LinkSegaId#0,"""เชื่อมโยง SEGA ID"""
LoginIdSelect_SegaId_Link#0,"""ย้ายข้อมูลไปยัง SEGA ID"""
Title#0,"""เมนูล็อกอิน"""
TitleVita#0,"""เมนูไตเติล"""
UserInfoURL#0,"""https://USER-INFO-CHANGE-URL"""
UserInfoURLVita#0,"""https://USER-INFO-CHANGE-URL"""
FirstPlay_Message#0,"""ยินดีต้อนรับสู่ Phantasy Star Online 2!<br><br>ในเกมนี้ คุณจะต้องเลือกเซิร์ฟเวอร์ที่เรียกว่า <green>\""Ship\""<c> และลงทะเบียนตัวละครของคุณ<br><br><yellow>■สำหรับผู้เล่นใหม่:<c><br>กรุณาเลือก \""เริ่มเกมเป็นครั้งแรก\""<br><br><yellow>■สำหรับผู้ที่เคยเล่นแล้ว:<c><br>กรุณาเลือก Ship ที่คุณเล่นอยู่"""
FirstPlay_Message_Close#0,"""ปิด"""
IssueUserIdName_Message#0,"""ชื่อ Player ID ของคุณ:<br>\u3000\u3000<yellow>$(0)<c><br><br>ชื่อ Player ID คือชื่อเฉพาะที่กำหนดให้<br>ผู้เล่นแต่ละคน ซึ่งใช้สำหรับการสื่อสาร<br><br>ชื่อนี้สามารถเปลี่ยนเป็น <yellow>อะไรก็ได้ที่คุณต้องการ<c> หลังจากเริ่มเกม (เปลี่ยนครั้งแรกฟรี)<br><br>หากคุณต้องการเปลี่ยนชื่อ Player ID<br>ให้เลือก Ship ของคุณ จากนั้นในเมนูเริ่มต้น<br>เลือกเมนูสนับสนุน (Support Menu) แล้วเลือก \""เปลี่ยนชื่อ<br>Player ID\"""
Recommand_Message#0,"""ในเกมนี้ คุณจะต้องเลือกหนึ่งในเซิร์ฟเวอร์ด้านล่างที่เรียกว่า <green>Ship<c> และสร้างตัวละคร ตัวละครที่สร้างใน Ship ที่เลือกจะสามารถเล่นได้เฉพาะใน Ship นั้นเท่านั้น<br><br>หากนี่เป็นครั้งแรกที่คุณเล่น คุณสามารถลองเล่นใน <green>Ship \""$(0)\""<c> หรือเลือก Ship อื่นด้วยตัวเอง<br><br><red>ตัวละครที่สร้างใน Ship ต่างกันจะไม่สามารถสื่อสารหรือเจอกันได้ การย้าย Ship จะต้องใช้ ARKS Cash (AC)<c>"""
Recommand_Title_Vita#0,"""ยินดีต้อนรับสู่ Phantasy Star Online 2!"""
Recommand_Message_Vita#0,"""ในเกมนี้ คุณจะต้องเลือกหนึ่งในเซิร์ฟเวอร์ด้านล่างที่เรียกว่า <green>Ship<c> และสร้างตัวละคร ตัวละครที่สร้างใน Ship ที่เลือกจะสามารถเล่นได้เฉพาะใน Ship นั้นเท่านั้น<br><br>หากนี่เป็นครั้งแรกที่คุณเล่น คุณสามารถลองเล่นใน <green>Ship \""$(0)\""<c> หรือเลือก Ship อื่นด้วยตัวเอง<br><br><yellow>หากคุณถูกเพื่อนชวนมาเล่น ให้เลือก Ship ที่เพื่อนของคุณเล่นอยู่แทน<c><br><br><red>ตัวละครที่สร้างใน Ship ต่างกันจะไม่สามารถสื่อสารหรือเจอกันได้ การย้าย Ship จะต้องใช้ ARKS Cash (AC)<c>"""
Recommand_Start#0,"""เริ่มเกม"""
Recommand_Back#0,"""กลับ"""
LoginCloud#0,"""เริ่มเกม"""
LoginIdSelect_es#0,"""การเชื่อมโยงตัวละคร [PSO2es]"""
LoginIdSelect_es_Title#0,"""เชื่อมโยงตัวละคร [PSO2es] ของคุณ"""
LoginIdSelect_es_Message#0,"""ในการเล่น [PSO2: NGS] หรือ [PSO2] ด้วยตัวละคร [PSO2es] ของคุณ คุณต้องดำเนินการเชื่อมโยงให้เสร็จสิ้นก่อน<br><br>จากหน้าจอล็อบบี้ของ [PSO2es]<br>ให้เลือกเมนู [เชื่อมโยง] (連動) จากนั้นเลือก [เชื่อมโยงตัวละคร]<br>ทำตามคำแนะนำแล้วล็อกอินเข้าสู่ [PSO2: NGS] หรือ [PSO2] หลังจากเชื่อมโยงเกมเสร็จสิ้น<br><br><&URL pso2.jp_es_players_guide_beginners>"""
SegaID_URL#0,"""https://pso2.jp/ref/ngs001/"""
LoginIdSelect_LanguageSetting#0,"""-"""
Language_selectionTitle#0,"""-"""
Language_selectionMessage#0,"""-"""
Language_selectionVoice#0,"""-"""
Language_selectionText#0,"""-"""
Language_Used#0,"""-"""
Language_English#0,"""-"""
Language_Japanese#0,"""-"""
Language_ButtonText#0,"""-"""
VitaEndTitle#0,"""ประกาศสำหรับผู้เล่น PS Vita"""
VitaEndText#0,"""การสนับสนุน Phantasy Star Online 2 สำหรับเครื่อง PS Vita<br>ได้สิ้นสุดลงแล้วเมื่อวันที่ 16 กันยายน 2020 (วันพุธ)<br><br>เราขอแสดงความขอบคุณอย่างจริงใจ<br>ต่อผู้เล่นทุกท่านที่ใช้บริการผ่านเครื่อง PS Vita<br>มาอย่างยาวนาน<br><br>หากต้องการทราบวิธีเล่นต่อบนแพลตฟอร์มอื่น<br>กรุณาตรวจสอบรายละเอียดที่ลิงก์ด้านล่างนี้<br>\u3000<&URL pso2.jp_players_news_25893_>"""
LoginIdSelect_window_size#0,"""ตั้งค่าขนาดหน้าต่าง/ฟอนต์"""
LoginIdSelect_window_size_Title#0,"""ตั้งค่าขนาดหน้าต่าง/ฟอนต์"""
LoginIdSelect_window_size_Message#0,"""ตั้งค่าขนาดหน้าต่างและข้อความในเกม<br>※มีผลเฉพาะในบล็อกของ PSO2:NGS เท่านั้น<br><br><soft_yellow>※การเลือกขนาดใหญ่อาจทำให้บางหน้าต่างซ้อนทับกับหน้าต่างอื่นได้<c>"""
LoginIdSelect_window_size_normal#0,"""ปกติ"""
LoginIdSelect_window_size__large#0,"""ใหญ่"""
