Title_DeadMenu#0,"""전투 불능 메뉴"""
BraverRestaHealUp#0,"""레스타 사용 시<br>HP 회복량이 증가한다."""
BraverJustReversalCover#0,"""에너미의 공격에 의해<br>공중에 뜨거나 날아감을<br>낙법으로 버텼을 때 HP가 회복된다."""
BraverCombat#0,"""<yellow>【액티브 스킬】<c><br>일정 시간 PP 소비량이 감소하고 공격 시<br>PP 회복량이 증가한다. 스킬 발동 중에<br>다시 사용하면 강력한 일격을 가한다.<br><yellow>※브레이버 무기 전용<c>"""
BraverBraveCombatShortTime#0,"""브레이브 컴뱃의<br>효과 시간이 감소하는 대신<br>재사용이 가능해질 때까지의 시간을 단축한다."""
BraverCombatCountAfterBonus#0,"""브레이브 컴뱃이 끝날 때<br>스킬 발동중의 공격 히트수에 따라<br>HP와 PP가 회복된다.<br><yellow>※메인 클래스/브레이버 무기 전용<c>"""
Katana:LockonChase#0,"""브레이브 컴뱃 중<br>록온 상태에서의 통상 공격에<br>일정 범위 내에 있는 에너미에게<br>접근하는 동작을 추가한다.<br><yellow>※카타나 전용<c>"""
BraverCompoundbowPaArmor#0,"""브레이브 컴뱃 중<br>PA에 의한 공격 발동 시 특정 타이밍에<br>에너미의 공격에 의해 뜨거나<br>날아가는 것을 방지하는 효과를 추가한다.<br><yellow>※불릿 보우 전용<c>"""
BraverKatanaGuardCounter#0,"""무기 액션을 이용한<br>저스트 가드 성공 시<br>자동으로 카운터가 발생한다.<br><yellow>※카타나 전용<c>"""
Katana:CounterEdge#0,"""카타나 가드 카운터 발동 시<br>충격파를 추가한다."""
Katana:ComboCountSkill#0,"""다른 PA를 사용해도<br>카타나 PA의 콤보 단계 수가<br>유지하게 된다.<br><yellow>※카타나 전용<c>"""
Katana:Ambition#0,"""통상 공격 후나 PA 발동 후 특정 타이밍에<br>전방에 있는 에너미의 공격을 무효로 하고<br>자동으로 카운터가 발생한다.<br><yellow>※카타나 전용<c>"""
BraverCounterArrow#0,"""무기 액션을 이용한 회피 성공 시<br>통상 공격을 함으로써<br>카운터가 발생한다.<br><yellow>※불릿 보우 전용<c>"""
BraverCompoundbowHoming#0,"""통상 공격으로 쏘는 화살이<br>에너미를 추적하게 된다.<br><yellow>※불릿 보우 전용<c>"""
BraverCompoundbowSlideDodge#0,"""PA 발동 후 특정 타이밍에<br>방향 입력을 하면서 무기 액션을<br>발동하면 슬라이드 하면서<br>공격하는 동작으로 변화한다.<br><yellow>※불릿 보우 전용<c>"""
BouncerDownRateUp#0,"""에너미에게 주는 다운 값이 증가한다."""
BouncerNakedKiller#0,"""에너미 단일 개체에게<br>부위 파괴 횟수에 따라<br>주는 데미지가 증가하고<br>받는 데미지를 경감한다."""
BouncerDefeatPpGain#0,"""자신의 주위에서 에너미가<br>다운됐을 때 PP가 회복된다.<br><yellow>※메인 클래스 전용<c>"""
BouncerFrailPointUp#0,"""피지컬 디클라인과<br>엘리멘탈 디클라인의<br>다운 값 증가 단계가 오르기 쉬워진다.<br><yellow>※메인 클래스 전용<c>"""
BouncerPhysicFrail#0,"""PA를 적중한 에너미를<br>물리 다운하기 쉬운 상태로 만든다.<br>또한 PA를 더 적중시킴으로써<br>최대 3단계까지 효과가 상승한다.<br><yellow>※메인 클래스/듀얼 블레이드 전용<c>"""
BouncerElementFrail#0,"""PA를 적중한 에너미를<br>속성 다운하기 쉬운 상태로 만든다.<br>또한 PA를 더 적중시킴으로써<br>최대 3단계까지 효과가 상승한다.<br><yellow>※메인 클래스/제트 부츠 전용<c>"""
BouncerPhotonBladeFever#0,"""<yellow>【액티브 스킬】<c><br>일정시간<br>포톤 블레이드의 위력이 상승하며<br>발사 빈도가 증가한다.<br><yellow>※듀얼 블레이드 전용<c>"""
BouncerPhotonBladeFeverUp#0,"""퍼내틱 블레이드 사용 중<br>포톤 블레이드의 발사 갯수가 증가한다.<br><yellow>※듀얼 블레이드 전용<c>"""
BouncerPhotonBladePpGain#0,"""포톤 블레이드가 박힌<br>적에게 통상 공격을 맞혔을 때의<br>PP 회복량이 증가한다.<br><yellow>※듀얼 블레이드 전용<c>"""
BouncerElementBurst#0,"""<yellow>【액티브 스킬】<c><br>공격이나 무기 액션의 회피를 통해<br>축적한 게이지를 소비하여<br>강력한 일격을 날린다.<br><yellow>※제트 부츠 전용<c>"""
BouncerJetBootsElementChange#0,"""에너미에게 PA를 적중했을 때<br>마지막으로 사용한 테크닉<br>속성에 따른 추가 공격이<br>발생한다.<br><yellow>※제트 부츠 전용<c>"""
BouncerJetBootsAttackExtra#0,"""통상 공격이 최대 4단계로 증가한다.<br><yellow>※제트 부츠 전용<c>"""
BouncerJetBootsJetAttack#0,"""일정 거리 내에 에너미가 있을 때<br>통상 공격을 길게 누르면<br>서서히 공격 속도가 증가하는<br>연속 공격이 발생한다.<br><yellow>※제트 부츠 전용<c>"""
BouncerJetBootsEnhancePA#0,"""PA 버튼을 길게 누르면<br>공격 동작이 변화하게 된다.<br><yellow>※제트 부츠 전용<c>"""
BouncerJetBootsWeaponActionCounter#0,"""무기 액션을 통한 회피 성공 시<br>자동으로 카운터가 발생한다.<br>또한 통상 공격을 하면<br>추가적으로 카운터가 발생한다<br><yellow>※제트 부츠 전용<c>"""
BouncerJetBootsBlink#0,"""테크닉 발동 후 특정 타이밍에<br>통상 공격을 누름으로써<br>에너미에게 돌격한다.<br><yellow>※제트 부츠 전용<c>"""
BouncerBartaBlot#0,"""차지하지 않은 빙속성 테크닉을<br>일정 횟수 에너미에게 맞춤으로써<br>얼음 문장을 새긴다. 게다가 같은<br>속성의 테크닉을 차지하여 적중시키면<br>문장이 기폭해 추가 피해를 입힌다."""
BouncerZondeClad#0,"""차지하지 않은 뇌속성 테크닉을<br>일정 횟수 에너미에게 맞춤으로써 스스로가<br>전기를 띈 상태가 된다. 게다가 같은<br>속성의 테크닉을 차지하여 적중시키면 대전이<br>해제되고 그 테크닉을 강화한다."""
HealTank#1,"""레스타 사인"""
RecoveryMoonAtomizer#1,"""리버서 사인"""
HunterWarCry#1,"""워 크라이"""
HunterIronWill#1,"""아이언 윌"""
HunterMassiveHunter#1,"""매시브 헌터"""
HunterParryingPa#1,"""헌터 아츠 <br>어벤지"""
HunterSwordGuardCounterPlus#1,"""소드 가드 <br>카운터 플러스"""
HunterSwordNormalAttackPlus#1,"""소드 어택 <br>엑스트라"""
HunterSwordAttackExtra#1,"""소드 어택 <br>엑스트라"""
HunterWeakHitAdvance#1,"""위크 히트 <br>어드밴스 Hu"""
HunterParryingCritical#1,"""패링 크리티컬"""
HunterCounterBoost#1,"""카운터 <br>부스트"""
HunterJustGuardDownBoost#1,"""저스트 가드 <br>리액션 부스트"""
HunterSwordGuardCounter#1,"""소드 가드 <br>카운터"""
HunterFlashGuard#1,"""플래시 가드"""
HunterAllGuard#1,"""올 가드"""
HunterParryingPPHeal#1,"""헌터 아츠 <br>어벤지 PP 게인"""
HunterParryingPaJustGuard#1,"""헌터 아츠 <br>저스트 패링"""
HunterSlowFallCharge#1,"""슬로우 랜딩 <br>차지 Hu"""
HunterTecArtsSkipAttack#1,"""어나더 아츠 <br>스킵 어택 Hu"""
HunterSameArtsSkipAttack#1,"""세임 아츠 <br>스킵 어택 Hu"""
HunterPartisanVolgraptor#1,"""볼 그랩터"""
HunterPartisanAssaultCharge#1,"""어설트 차지"""
HunterPartisanParryingAssaultCharge#1,"""어설트 차지 <br>어벤지"""
HunterWLanceAttackExtra#1,"""와이어드 어택 <br>엑스트라"""
HunterWLanceWAPlus#1,"""와이어드 앵커 <br>어드밴스"""
HunterWLanceWAGuardPointPlus#1,"""와이어드 앵커 <br>저스트 패링"""
RangerGaugeShotGun#1,"""스프레드 샷"""
RangerGaugeShotGunAway#1,"""스프레드 샷 <br>퀵 이스케이프"""
RangerWeakBullet#1,"""위크 불릿"""
RangerWeakBulletParse#1,"""위크 불릿 <br>리인포스"""
RangerWeaponActionAvoid#1,"""슬라이드 샷< br>어드밴스"""
RangerGrenadeTrap#1,"""라이플 그레네이더"""
RangerRangeBonus#1,"""적정 거리 <br>리액션 보너스"""
RangerDownChain#1,"""리액션 체인"""
RangerWeakHitAdvance#1,"""위크 히트 <br>어드밴스 Ra"""
RangerWeakBlastBonus#1,"""위크 히트 <br>블래스트 보너스"""
RangerFallSlowAttack#1,"""슬로우 랜딩 <br>어택 Ra"""
RangerFallSlowCharge#1,"""슬로우 랜딩 <br>차지 Ra"""
RangerClusterBombRecastReduce#1,"""스틱키 봄 <br>퀵 리로드"""
RangerLauncherChargeConvergence#1,"""런처 차지 <br>그루핑"""
RangerConditionBadGuard#1,"""배드 컨디션 <br>레지스트"""
RangerConditionBadEase#1,"""배드 컨디션 <br>리듀스"""
ForcePhotonFlare#1,"""포톤 플레어"""
ForcePpConvert#1,"""PP 컨버트"""
ForcePpConvertReCharge#1,"""PP 컨버트 <br>인크리스"""
ForceChargePpRevival#1,"""테크닉 차지 <br>PP 웰 업"""
ForceChargeEscape#1,"""로드 테크닉 <br>킵"""
ForceHeal#1,"""레스타 필드 Fo"""
ForceOverFlow#1,"""오버 플로"""
ForcePhotonFlareTecShortCharge#1,"""포톤 플레어 <br>숏 차지"""
ForcePhotonFlareAfterBurst#1,"""포톤 플레어 <br>애프터 버스트"""
ForcePhotonFlareBoost#1,"""포톤 플레어 <br>부스트"""
ForceRodCounterTechnic#1,"""로드 리액트 <br>어드밴스"""
ForcePhotonFlarePpRefrain#1,"""포톤 플레어 <br>애프터 PP 게인"""
ForceNightmare#1,"""킬링 PP 게인"""
ForceReflectCounterShot#1,"""엘리멘탈 불릿"""
ForceRodCounterTecBonus#1,"""로드 카운터 <br>어드밴스"""
ForceRodAbsorption#1,"""스테이 PP 게인"""
ForceTalisConcentrate#1,"""탈리스 블룸 <br>스팀 레이트"""
ForceTalisQuickMarkShot#1,"""플로트 토치카 <br>멀티 록"""
ForceTalisSetRevok#1,"""탈리스 블룸 <br>리보크"""
ForcePpRestorate#1,"""PP 리커버리 업"""
ForceSlowFallCharge#1,"""슬로우 랜딩 <br>차지 Fo"""
ForceBartaBlot#1,"""바타 블롯"""
ForceZondeClad#1,"""존데 클래드"""
FighterLimitBreak#1,"""리미트 브레이크"""
FighterLimitBreakPhotonCharge#1,"""리미트 브레이크 <br>PP 리커버리"""
FighterLimitBreakInsurance#1,"""리미트 브레이크 <br>엔듀런스"""
KnuckleDodgeHeatRevenge#1,"""너클 어택 <br>스위치"""
FighterKnuckleSwayCounterPlus#1,"""너클 스웨이 <br>카운터 플러스"""
FighterKnuckleNormalAttackPlus#1,"""너클 어택 <br>엑스트라"""
FighterKnuckleAttackExtra#1,"""너클 어택 <br>엑스트라"""
FighterPhotonFlood#1,"""포톤 플러드"""
FighterUnFlatBonus#1,"""언플랫 <br>보너스"""
FighterTecArtsJABonus#1,"""테크 아츠 보너스"""
FighterPPSlayer#1,"""PP 슬레이어"""
FighterKnuckleSwayCounter#1,"""너클 스웨이 <br>카운터"""
FighterChaseAdvance#1,"""디피트 <br>어드밴티지"""
FighterChaseAdvancePPRecovery#1,"""디피트 <br>PP 리커버리"""
FighterTecArtsSkipAttack#1,"""어나더 아츠 <br>스킵 어택 Fi"""
FighterSameArtsSkipAttack#1,"""세임 아츠 <br>스킵 어택 Fi"""
FighterSkipArts#1,"""파이터 <br>스킵 아츠"""
FighterTDAnotherDerive#1,"""액셀 드라이브"""
FighterTDSpinCounter#1,"""대거 스핀 <br>카운터"""
FighterTDAttackExtra#1,"""대거 어택 <br>엑스트라"""
FighterDSDodgeWindCounter#1,"""세이버 패리 <br>카운터"""
FighterDSDodgeWindWACounter#1,"""세이버 패리 <br>어나더 카운터"""
FighterDSDeadlyArcher#1,"""데들리 아쳐"""
FighterDSEnhanceAttack#1,"""스파이럴 드라이브"""
GunnerChainTrigger#1,"""체인 트리거"""
GunnerChainFinish#1,"""체인 피니쉬"""
GunnerChainFinishTimeBonus#1,"""체인 트리거 <br>퀵 리로드"""
GunnerSRollArts#1,"""스타일리쉬 롤 <br>아츠"""
GunnerCounterPABurst#1,"""스타일리쉬 롤 <br>스트라이크 백"""
GunnerChainBoost#1,"""체인 부스트"""
GunnerNeutralDeadApproach#1,"""스타일리쉬 <br>온슬럿"""
GunnerPerfectKeeper#1,"""퍼펙트 <br>키퍼"""
GunnerChainFinishBonus#1,"""체인 피니쉬 <br>보너스"""
GunnerNeoTime#1,"""네오 타임"""
GunnerNeoTimeBlastBonus#1,"""네오 타임 <br>블래스트 보너스"""
GunnerNeoTimePPRefresh#1,"""네오 타임 <br>PP 리프레쉬"""
GunnerAirAttackBonus#1,"""에어 어택 <br>보너스"""
GunnerReactionWeak#1,"""리액션 위크"""
GunnerFallSlowAttack#1,"""슬로우 랜딩 <br>어택 Gu"""
GunnerFallSlowCharge#1,"""슬로우 랜딩 <br>차지 Gu"""
GunnerGaugeShotGun#1,"""스프레드 샷"""
GunnerGaugeShotGunAway#1,"""스프레드 샷 <br>퀵 이스케이프"""
GunnerAttackPPRestraint#1,"""어택 <br>PP 리커버리"""
GunnerOverWhelm#1,"""오버웰름"""
TechterShiftaDeband#1,"""시프타/데반드"""
TechterPartyAssist#1,"""시프타/데반드 <br>파티 쉐어"""
TechterWandElementChange#1,"""완드 엘리먼트 <br>체인지"""
TechterWandElementDiscard#1,"""완드 엘리먼트 <br>리보크"""
TechterHeal#1,"""레스타 필드 Te"""
TechterWandGuardCounter#1,"""완드 패리 <br>카운터"""
TechterAssistField#1,"""시프타/데반드 <br>필드"""
TechterWandLovers#1,"""완드 러버즈"""
TechterWandCounterReflection#1,"""완드 가드 <br>리플렉션"""
TechterShiftaStrike#1,"""시프타 이펙트 <br>앰프리파이"""
TechterShiftaAdvance#1,"""시프타 이펙트 <br>어드밴티지"""
TechterDebandCut#1,"""데반드 레지스트 <br>배드 컨디션"""
TechterDebandPpReStraight#1,"""데반드 <br>PP 리커버리 업"""
TechterExtendAssist#1,"""시프타/데반드 <br>익스텐드"""
TechterElementWeakBonus#1,"""위크 엘리먼트 <br>앰프리파이"""
TechterAwakeYell#1,""" 어웨이크 옐"""
TechterReverseBonus#1,"""리버스 바운티"""
TechterWandGuardCounterEdge#1,"""완드 패리 <br>카운터 어드밴스"""
TechterFallSlowCharge#1,"""슬로우 랜딩 <br>차지 Te"""
TechterBartaBlot#1,"""바타 블롯"""
TechterZondeClad#1,"""존데 클래드"""
ForceTalisTecBurst#1,"""트리키 캐퍼시터"""
TechterTalisTecBurst#1,"""트리키 캐퍼시터"""
TechterTalisQuickMarkShot#1,"""플로트 토치카 <br>멀티 록"""
TechterTalisSetRevok#1,"""탈리스 블룸 <br>리보크"""
BraverGuardRelief#1,"""마이티 가드"""
BraverRestaHealUp#1,"""레스타 이펙트 <br>앰프리파이"""
BraverJustReversalCover#1,"""브레이크 폴 <br>HP 게인"""
BraverCombat#1,"""브레이브 컴뱃"""
BraverBraveCombatShortTime#1,"""브레이브 컴뱃 <br>숏 사이클"""
BraverCombatCountAfterBonus#1,"""브레이브 컴뱃 <br>피니쉬 프라이즈"""
Katana:LockonChase#1,"""브레이브 컴뱃 <br>클로스 레인지"""
BraverCompoundbowPaArmor#1,"""브레이브 컴뱃 <br>아로메이츠"""
BraverKatanaGuardCounter#1,"""카타나 가드 <br>카운터"""
Katana:CounterEdge#1,"""카타나 가드 <br>카운터 어드밴스"""
Katana:ComboCountSkill#1,"""카타나 PA 콤보 <br>리텐션"""
Katana:Ambition#1,"""페어리스 <br>애티튜드"""
BraverCounterArrow#1,"""불릿 보우 이루드 <br>카운터"""
BraverCompoundbowHoming#1,"""트레이서 애로우"""
BraverCompoundbowSlideDodge#1,"""불릿 보우 이루드 <br>익스팬드"""
BouncerDownRateUp#1,"""디피트 <br>앰프리파이"""
BouncerNakedKiller#1,"""파셜 디스트로이 <br>어드밴티지"""
BouncerDefeatPpGain#1,"""디피트 <br>PP 게인"""
BouncerFrailPointUp#1,"""디클라인 <br>앰프리파이"""
BouncerPhysicFrail#1,"""피지컬 <br>디클라인"""
BouncerElementFrail#1,"""엘리멘탈 <br>디클라인"""
BouncerPhotonBladeFever#1,"""퍼내틱 블레이드"""
BouncerPhotonBladeFeverUp#1,"""퍼내틱 블레이드 <br>어그먼트"""
BouncerPhotonBladePpGain#1,"""포톤 블레이드 <br>PP 리커버리"""
BouncerElementBurst#1,"""슈트룸 지커"""
BouncerJetBootsElementChange#1,"""제트 부츠 <br>엘리먼트 세트"""
BouncerJetBootsAttackExtra#1,"""제트 어택 <br>엑스트라"""
BouncerJetBootsJetAttack#1,"""제트 인텐시티"""
BouncerJetBootsEnhancePA#1,"""제트 아츠 <br>얼터네이션"""
BouncerJetBootsWeaponActionCounter#1,"""부츠 트릭 <br>바운스 카운터"""
BouncerJetBootsBlink#1,"""스러스트 드라이브"""
BouncerBartaBlot#1,"""바타 블롯"""
BouncerZondeClad#1,"""존데 클래드"""
YesText#0,"""예"""
NoText#0,"""아니오"""
CloseText#0,"""뒤로"""
OpenText#0,"""열기"""
MaxText#0,"""최대화"""
MinText#0,"""최소화"""
Sort#0,"""정렬"""
Copy#0,"""복사"""
Peaste#0,"""붙여넣기"""
NextText#0,"""다음"""
PrevText#0,"""이전"""
DecideText#0,"""결정"""
CancelText#0,"""취소"""
OKText#0,"""OK"""
ReturnText#0,"""돌아가기"""
TitleText#0,"""메시지"""
CheckText#0,"""다음부터 열지 않음"""
NoneText#0,"""없음"""
Preview#0,"""미리보기"""
SimplePreview#0,"""간단히 미리보기"""
Skip#0,"""다음에 표시되는 선택지 혹은 종료까지<br>이벤트 신을 스킵 합니다<br>괜찮으시겠습니까?"""
SkipMovie#0,"""동영상 재생을 종료합니다.<br><br>괜찮으시겠습니까?"""
SymbolArt_BANtext#0,"""그 심볼아트는 현재 저장할 수 없습니다."""
TimeText#0,"""$(0)분 $(1)초 $(2)"""
NumItem#0,"""$(0) $(1)개"""
NumItem2#0,"""$(0)×$(1)"""
Bracket#0,"""（$(0)）"""
SquareBracket#0,"""「$(0)」"""
SkipNaviKey#0,"""<yellow>【[Esc]키】<c>로 스킵"""
SkipNaviButton#0,"""<yellow>【<c><% AllWindowClose><yellow>버튼】<c>으로 스킵"""
PreviewZoom#0,"""<% Exception><pict 4space>모드 전환 (<c cfcfcf>회전 확대<c>/<yellow>평행 이동<c>)"""
PreviewZoom_mouse#0,"""<pict mouse_right><pict 4space>모드 전환（<c cfcfcf>회전 확대<c>/<yellow>평행 이동<c>）"""
PreviewMove#0,"""<% Exception><pict 4space>모드 전환（<yellow>회전 확대<c>/<c cfcfcf>평행 이동<c>）"""
PreviewMove_mouse#0,"""<pict mouse_right><pict 4space>모드 전환（<yellow>회전 확대<c>/<c cfcfcf>평행 이동<c>）"""
CBT_BillingRestrictions#0,"""클로즈 베타 테스트에서는<br>AC를 구입할 수 없습니다."""
TargetInfo_Level#0,"""Lv.$(0)"""
TargetInfo_Name#0,"""$(0) $(1)"""
TargetInfo_WeekAndResist#0,"""$(0)"""
TargetInfo_WeakPoint#0,"""약점"""
TargetInfo_Resist#0,"""내성"""
Title#0,"""간이 스테이터스"""
StatusLabePower#0,"""전투력"""
StatusLabeJob#0,"""$(0)"""
StatusLabelLevel#0,"""Lv."""
StatusLabelExp#0,"""경험치"""
MainStatusLabelExp#0,"""경험치"""
StatusLabelNextExp#0,"""다음 레벨까지"""
MainStatusLabelNextExp#0,"""다음 레벨까지"""
SubStatusLabelNextExp#0,"""다음 레벨까지 (서브클래스)"""
StatusLabelMeseta#0,"""<pict reb_meseta><pict 4space>메세타"""
StatusLabelSeasonPoint#0,"""9주년 시즈널 포인트"""
StatusLabelSeasonPoint_1#0,"""9주년 시즈널 포인트"""
StatusLabelSeasonPoint_3#0,"""달맞이 시즈널 포인트"""
StatusLabelSeasonPoint_4#0,"""할로윈 시즈널 포인트"""
StatusLabelSeasonPointValue#0,"""$(1) /$(0)"""
StatusLabelFun#0,"""FUN"""
StatusLabelAc#0,"""아크스 캐쉬 (AC)"""
StatusLabelTicket#0,"""프리미엄 유효기간"""
StatusLabeMainClass#0,"""메인 클래스"""
StatusLabelSubClass#0,"""서브 클래스"""
MiKakin#0,"""미사용"""
IsPremium#0,"""<yellow>프리미엄 유효기간 중<c>"""
NonPremium#0,"""<red>프리미엄 유효기간 만료<c>"""
KakinGire#0,"""<red>기간 만료<c>"""
NetCafe#0,"""<green>넷 카페 프리미엄<c>"""
NoJob#0,"""없음"""
Excube#0,"""큐브 획득까지"""
MainExcube#0,"""큐브 획득까지"""
SubExcube#0,"""큐브 획득까지 (서브클래스)"""
ExpBlank#0,"""－"""
StatusLabelSg#0,"""스타잼 (SG)"""
LevelMax#0,"""（$(0)）"""
LevelMaxHide#0,"""（－）"""
RemainingDaysUp#0,"""앞으로 $(0)일 이상"""
RemainingDays#0,"""앞으로 $(0)일"""
RemainingHour#0,"""앞으로 약 $(0)시간"""
RemainingHourLess#0,"""앞으로 $(0)시간 미만"""
StatusLabePowerAndMaxPower#0,"""전투력"""
StatusLabePowerAndMaxPowerNumber#0,"""$(0)"""
GoToTask#0,"""<% Function>로 태스크 목록 열기"""
RemainingDayHourMin#0,"""앞으로 $(0)일 $(1)시간 $(2)분"""
StatusLabelSeasonPointPossession#0,"""소지 포인트"""
StatusLabelSeasonPointWeeklyLimit#0,"""위클리 획득 포인트"""
HateTime#0,"""효과 시간"""
HateEffectValue#0,"""효과량"""
HealRate#0,"""회복량"""
DownRateAll#0,"""데미지 경감률"""
AtpDownRate#0,"""위력 저하율"""
PpUseUpRate#0,"""PP 소비 증가율"""
PpUseDownRate#0,"""PP 소비 저하율"""
CriticalRate#0,"""회심거리 시 게이지 축적량"""
AtpAndDownRate#0,"""위력 / 다운 값 상승률"""
Range#0,"""효과 범위"""
AtpRateLow#0,"""HP 75% 이상 시 위력"""
DownRateLow#0,"""HP 75% 이상 시 다운 값"""
AtpRateHigh#0,"""HP 100%시 위력"""
DownRateHigh#0,"""HP 100%시 다운 값"""
AtpRateProper#0,"""회심 거리 크리티컬 위력"""
AtpRateMiss#0,"""비적정 거리 크리티컬 위력"""
CriticalInstantProper#0,"""회심 거리 크리티컬률"""
CriticalInstantMiss#0,"""비적정 거리 크리티컬률"""
AttackSpeedRateLv1#0,"""50체인 이하 시 공격속도"""
AttackSpeedRateLv2#0,"""80체인 이하 시 공격속도"""
AttackSpeedRateLv3#0,"""81체인 이상 시 공격속도"""
AttackSpeedRateMax#0,"""공격속도 상승 상한"""
AddPpMax#0,"""증가 PP"""
MulMaxHpRate#0,"""최대 HP 감소율"""
PpRate#0,"""기준 PP"""
RecoveryEffectRateOther#0,"""회복 위력 상승률"""
RecoveryEffectRateSelf#0,"""회복 위력 상승률"""
AtpRateDown#0,"""위력 저하율"""
DownRateDown#0,"""다운 값 저하율"""
DfpRate#0,"""받는 데미지 저하율"""
MaxTime#0,"""최대 효과 시간"""
CriticalInstantNeoTimeM#0,"""75～99%시 크리티컬률"""
PpHealRateNeoTimeM#0,"""75～99%시 PP 자동 회복량"""
CriticalInstantNeoTimeH#0,"""100%시 크리티컬률"""
PpHealRateNeoTimeH#0,"""100%시 PP 자동 회복량"""
DamageRate#0,"""받는 데미지율"""
BasePoint#0,"""기준치"""
PlusHealRate#0,"""추가 회복량"""
SkillPpRate#0,"""기준 PP"""
AttackDownRate#0,"""물리 다운 시 위력"""
Count#0,"""최대 스톡 수"""
PhotonBlastGaugeAddValue#0,"""포톤 블래스트 게이지 상승률"""
PreCount#0,"""초기 스톡 수"""
AddRate#0,"""위크 불릿 강화 후 위력"""
AddTime#0,"""위크 불릿 연장 시간"""
PbBonus#0,"""포톤 블래스트 게이지 상승률"""
PPRecover#0,"""PP 회복량"""
GrenadeAtpRate#0,"""그레네이드 위력"""
TrapAtpRate#0,"""트랩 위력"""
ForcePhotonFlareTecShortChargeRate#0,"""차지 시간 단축률"""
StatusEffectValueMain#0,"""상태이상 축적값 (메인)"""
StatusEffectValueSub#0,"""상태이상 축적값 (서브)"""
StatusEffectDurationMain#0,"""상태이상 시간 (메인)"""
StatusEffectDurationSub#0,"""상태이상 시간 (서브)"""
DecreaseHP#0,"""소비 HP """
PPRecoverRateMain#0,"""PP회복 속도 (메인)"""
PPRecoverRateSub#0,"""PP회복 속도 (서브)"""
ChargeDuration#0,"""차지 시간 """
PPRecoverRate#0,"""PP 회복률"""
MaxPPRecover#0,"""최대 PP 회복량"""
KillingPPRecover#0,"""격파 시 PP 회복량"""
DownPPRecover#0,"""다운 시 PP 회복량"""
EffectRange#0,"""효과 범위"""
PPRecoverValue#0,"""PP 회복량"""
DurationDecreaseRate#0,"""지속 시간감소율"""
PPRecoverValueMain#0,"""PP 회복량 (메인)"""
PPRecoverValueSub#0,"""PP 회복량 (서브)"""
PhysicalDownAtpRateMain#0,"""물리 다운 시 위력 (메인)"""
PhysicalDownAtpRateSub#0,"""물리 다운 시 위력 (서브)"""
ElementDownAtpRateMain#0,"""속성 다운 시 위력 (메인)"""
ElementDownAtpRateSub#0,"""속성 다운 시 위력 (서브)"""
PhysicalDownPPRecoverRateMain#0,"""물리 다운 시 PP회복 (메인)"""
PhysicalDownPPRecoverRateSub#0,"""물리 다운 시 PP회복 (서브)"""
ElementDownPPRecoverRateMain#0,"""속성 다운 시 PP회복 (메인)"""
ElementDownPPRecoverRateSub#0,"""속성 다운 시 PP회복 (서브)"""
DamageRateMain#0,"""받는 데미지율 (메인)"""
DamageRateSub#0,"""받는 데미지율 (서브)"""
DamageStoreRate#0,"""데미지 축적률"""
DownRate#0,"""다운 값 추가"""
ElementDownRate#0,"""속성 다운 값 추가"""
DonwAtpRate#0,"""다운 시 위력"""
StatusEffectValue#0,"""상태이상 축적값"""
PPRecoverSpeed#0,"""PP 자연 회복 속도"""
MaxDuration#0,"""최대 효과 시간"""
EffectTime#0,"""효과 시간"""
PBRateMain#0,"""PB 게이지 상승량 (메인)"""
PBRateSub#0,"""PB 게이지 상승량 (서브)"""
DecreaseTime#0,"""감소 시간"""
ReduceRecast#0,"""리캐스트 단축"""
DamageReductionMainRate#0,"""데미지 경감률 (메인)"""
DamageReductionSubRate#0,"""데미지 경감률 (서브)"""
PPHealPoint#0,"""PP 회복량"""
AddPP#0,"""PP 회복량"""
AttackDownSubRate#0,"""물리 다운 시 위력 (서브)"""
ElementDownSubRate#0,"""속성 다운 시 위력 (서브)"""
AttackDownPPRate#0,"""물리 다운 시 PP 회복률"""
ElementDownPPRate#0,"""속성 다운 시 PP 회복률"""
AttackDownPPSubRate#0,"""물리 다운 시 PP 회복률 (서브)"""
ElementDownPPSubRate#0,"""속성 다운 시 PP 회복률 (서브)"""
GuardRateMain#0,"""상태이상 축적률 (메인)"""
GuardRateSub#0,"""상태이상 축적률 (서브)"""
GuardRate#0,"""상태이상 축적률"""
EaseRateMain#0,"""상태이상 시간 (메인)"""
EaseRateSub#0,"""상태이상 시간 (서브)"""
ForceTalisConcentrateRate#0,"""지속 시간"""
ActionPpRate#0,"""PP 소비 저하율"""
PpActionRateAccumulation#0,"""소비 PP 변환율"""
PpHealMaxVolume#0,"""PP 회복량"""
PpHealValue#0,"""PP 회복량"""
PpRecoveryDeathState#0,"""에너미 격파 시 PP 회복량"""
MainRecoveryRate#0,"""PP 자연 회복량 (메인)"""
SubRecoveryRate#0,"""PP 자연 회복량 (서브)"""
Stock#0,"""최대 스톡 수"""
PpHealVal#0,"""PP 회복량"""
PpRecoveryRateMain#0,"""PP 자연 회복량 (메인)"""
PpRecoveryRateSub#0,"""PP 자연 회복량 (서브)"""
PBGaugeAddValueMain#0,"""PB 게이지 상승량 (메인)"""
PBGaugeAddValueSub#0,"""PB 게이지 상승량 (서브)"""
NumberRequired#0,"""필요 횟수"""
PhysicalDownRate#0,"""물리 다운 값 추가"""
ElementDownAtpRate#0,"""속성 다운 시 위력"""
