Gat_TitleStatus#0,"""Estado de Recolección"""
Explain_C0082#0,"""<yellow>¡Reune Topacios del desierto 3 veces!<c><br>Área: Desierto<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<c>."""
Explain_C0083#0,"""<yellow>¡Reune 10 veces en la Mina Abandonada!<c><br>Área: Mina Abandonada<br> Categoría del objetivo: Todos"""
Explain_C0084#0,"""<yellow>¡Cosecha 20 veces en la Mina Abandonada!<c><br> Área: Mina abandonada<br> Categoría del objetivo: Todos"""
Explain_C0085#0,"""<yellow>¡Cosecha 30 veces en la Mina Abandonada!<c><br> Área: Mina abandonada<br> Categoría del objetivo: Todos"""
Explain_C0086#0,"""<yellow>¡Cosecha 3 veces las patatas de la Mina Abandonada!<c><br> Área: Mina abandonada<br>Categoría: Verduras<br><c 73d882>El plato 'Ensalada de tomate del bosque' puede potenciar<br>tu posibilidad de Cosechar Verduras<c>."""
Explain_C0087#0,"""<yellow>¡Reune patatas de mina abandonada 15 veces!<c><br>Área: Mina abandonada<br>Categoría: Verduras<br><c 73d882>El plato 'Ensalada de tomate del bosque' puede potenciar<br>tu posibilidad de Cosechar Verduras<c>."""
Explain_C0088#0,"""<yellow>¡Cosecha Pimientos de Mina Abandonada 3 veces!<c><br>Área: Mina Abandonada<br> Categoría del objetivo: Verduras<br><c 73d882>El plato 'Ensalada de tomates del bosque' aumenta<br>sus posibilidades de cosechar Verduras<br>"""
Explain_C0089#0,"""<yellow>¡Reune Pimientos de Mina Abandonada 15 veces!<c><br>Área: Mina abandonada<br> Categoría objetivo: Verduras<br><c 73d882>El plato 'Ensalada de tomates del bosque' aumenta<br>sus posibilidades de cosechar Verduras<br>"""
Explain_C0090#0,"""<yellow>¡Reune chalecos de lilipan 3 veces!<c><br>Área: Mina abandonada<br> Categoría de objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta <br>sus posibilidades de cosechar objetos misceláneos<br>"""
Explain_C0091#0,"""<yellow>¡Reune Lapislázuli de Mina Abandonada 3 veces! <c><br>Área: Mina abandonada<br> Categoría de objetivo: Joya<br><c 73d882>El plato 'Tazón de arroz de anguila de la mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<br>"""
Explain_C0092#0,"""<yellow>Tratar de cosechar 10 veces en facility!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Sin especificar"""
Explain_C0093#0,"""<yellow>Tratar de cosechar 20 veces en facility!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Sin especificar"""
Explain_C0094#0,"""<yellow>Tratar de cosechar 30 veces en facility!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Sin especificar"""
Explain_C0095#0,"""<yellow>Cosecha 3 facility Mint!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0096#0,"""<yellow>Cosecha 15 facility Mint!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0097#0,"""<yellow>Cosecha 3 facility カブ!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0098#0,"""<yellow>Cosecha 15 facility カブ!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0099#0,"""<yellow>Cosecha 3 Wopal Shells!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Otros<br><c d468a0>\u3000※Disponible por cosechas raras.<c>"""
Explain_C0100#0,"""<yellow>Cosecha 3 Tourmaline en fácility!<c><br>\u3000※Area: Instalaciones<br>\u3000※Categoría: Joyas<br><c 73d882>\u3000※Mayor exito al obtener joyas,<br>mientras Cantera ウナギのうな重.<c>"""
Explain_C0101#0,"""<yellow>Tratar de cosechar 10 veces en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Sin especificar"""
Explain_C0102#0,"""<yellow>Tratar de cosechar 20 veces en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Sin especificar"""
Explain_C0103#0,"""<yellow>Tratar de cosechar 30 veces en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Sin especificar"""
Explain_C0104#0,"""<yellow>Cosecha 3 Lettuce en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0105#0,"""<yellow>Cosecha 15 Lettuce en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0106#0,"""<yellow>Cosecha 3 Corn en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0107#0,"""<yellow>Cosecha 15 Corn en Las Vegas!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Vegetales<br><c 73d882>\u3000※Mayor exito para obtener vegetales mientras<br>consumes Forest Tomato Salad.<c>"""
Explain_C0108#0,"""<yellow>Cosecha 3 アキビン!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Otros<br><c d468a0>\u3000※Disponible por cosechas raras.<c>"""
Explain_C0109#0,"""<yellow>Cosecha 3 Las Vegas Diamonds!<c><br>\u3000※Area: Las Vegas<br>\u3000※Categoría: Joyas<br><c 73d882>\u3000※Mayor exito al obtener joyas,<br>mientras Cantera ウナギのうな重.<c>"""
Explain_C0110#0,"""<yellow>¡Reune 10 objetos en las Cuevas Volcánicas!<c><br> Área: Cuevas Volcánicas<br> Categoría del objetivo: Todos"""
Explain_C0111#0,"""<yellow>¡Reune 20 objetos en las Cuevas Volcánicas!<c><br>Área: Cuevas Volcánicas<br> Categoría del objetivo: Todos"""
Explain_C0112#0,"""<yellow>¡Reune 30 objetos en las Cuevas Volcánicas!<c><br>Área: Cuevas volcánicas<br> Categoría de destino: Todos"""
Explain_C0113#0,"""<yellow>¡Reune 3 veces calabazas en las Cuevas Volcánicas!<c><br>Área: Cuevas volcánicas<br>Categoría objetivo: Verduras"""
Explain_C0114#0,"""<yellow>¡Reune calabazas de las Cuevas Volcánicas 15 veces!<c><br>Área: Cuevas volcánicas<br>Categoría objetivo: Verduras"""
Explain_C0115#0,"""<yellow>¡Reune piñas de las cuevas volcánicas 3 veces!<c><br>Área: Cuevas volcánicas<br>Categoría objetivo: Fruta<br><c 73d882>El plato 'Croqueta de cangrejo del desierto' aumenta tus<br>posibilidades de cosechar Fruta<c>."""
Explain_C0116#0,"""<yellow>¡Reune piñas de las Cuevas Volcánicas 15 veces!<c><br>Área: Cuevas volcánicas<br> Categoría objetivo: Fruta<br><c 73d882>El plato 'Croqueta de cangrejo del desierto' aumenta tus<br>posibilidades de cosechar Fruta<c>."""
Explain_C0117#0,"""<yellow>¡Reune 3 veces escamas de dragón de Amduskia! <c><br>Área: Cuevas volcánicas<br> Categoría de objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br>tus posibilidades de cosechar objetos varios<br>"""
Explain_C0118#0,"""<yellow>¡Reune granates de las Cuevas Volcánicas 3 veces!<c><br>Área: Cuevas Volcánicas<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<br>"""
Explain_C0119#0,"""<yellow>¡Reune 10 objetos en la Tundra!<c><br>Área: Tundra<br> Categoría objetivo: Todos"""
Explain_C0120#0,"""<yellow>¡Reune 20 objetos en la Tundra!<c><br> Área: Tundra<br> Categoría de destino: Todos"""
Explain_C0121#0,"""<yellow>¡Reune 30 objetos en la Tundra!<c><br> Área: Tundra<br> Categoría de destino: Todos"""
Explain_C0122#0,"""<yellow>¡Reune 3 veces cebollas de primavera de la Tundra!<c><br>Área: Tundra<br>Categoría objetivo: Vegetales"""
Explain_C0123#0,"""<yellow>¡Cosecha cebollas de primavera de la Tundra 15 veces!<c><br>Área: Tundra<br>Categoría objetivo: Vegetales"""
Explain_C0124#0,"""<yellow>¡Reune manzanas verdes de la Tundra 3 veces!<c><br>Área: Cuevas volcánicas<br>Categoría objetivo: Fruta<br><c 73d882>El plato 'Croqueta de cangrejo del desierto' aumenta<br>tus posibilidades de cosechar Fruta<c>."""
Explain_C0125#0,"""<yellow>¡Reune Manzanas verdes de la Tundra 15 veces!<c><br> Área: Cuevas volcánicas<br> Categoría objetivo: Fruta<br><c 73d882>El plato 'Croqueta de cangrejo del desierto' aumenta<br>tus posibilidades de cosechar Fruta<c>."""
Explain_C0126#0,"""<yellow>¡Reune setas de navidad 3 veces!<c><br>Área: Tundra<br> Categoría objetivo: Verduras<br><c 73d882>El plato 'Ensalada de tomates del bosque' aumenta<br>tus posibilidades de cosechar Verduras<c>"""
Explain_C0127#0,"""<yellow>¡Cosecha Ámbar de la Tundra 3 veces!<c><br> Área: Tundra<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<c>."""
Explica_C0128#0,"""<yellow>¡Reune 10 objetos en los Pozos Subterráneos!<c><br>Área: Pozos subterráneos<br> Categoría objetivo: Todos"""
Explain_C0129#0,"""<yellow>¡Reune 20 objetos en los pozos subterráneos!<c><br>Área: Pozos subterráneos<br> Categoría del objetivo: Todos"""
Explain_C0130#0,"""<yellow>¡Reune 30 objetos en los pozos subterráneos!<c><br> Área: Pozos subterráneos<br> Categoría del objetivo: Todos"""
Explain_C0131#0,"""<yellow>¡Reune 3 veces setas en los pozos subterráneos!<c><br>Área: Pozos subterráneos<br>Categoría del objetivo: Vegetales"""
Explain_C0132#0,"""<yellow>¡Reune setas de los pozos subterráneos 15 veces!<c><br>Área: Pozos subterráneos<br>Categoría de objetivo: Vegetal"""
Explain_C0133#0,"""<yellow>¡Reune jengibre de los pozos subterráneos 3 veces!<c><br>Área: Pozos subterráneos<br> Categoría del objetivo: Vegetales<br><c 73d882>El plato 'Pozos subterráneos Camarones mantis a la parrilla'<br>aumenta tus posibilidades de cosechar Vegetales<c>."""
Explain_C0134#0,"""<yellow>¡Cosecha Jengibre de los Pozos Subterráneos 15 veces!<c><br>Área: Pozos subterráneos<br> Categoría objetivo: Verduras<br><c 73d882>El plato 'Pozos subterráneos Jengibre a la parrilla'<br>aumenta tus posibilidades de cosechar Verduras<c>."""
Explain_C0135#0,"""<yellow>¡Consigue chalecos de lilipan 3 veces!<c><br>Área: Pozos subterráneos<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br> tus posibilidades de cosechar objetos varios<br>"""
Explain_C0136#0,"""<yellow>¡Reune peridotos de los Pozos Subterráneos 3 veces!<c><br> Área: Cuevas volcánicas<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<br>"""
Explain_C0137#0,"""<yellow>¡Reune 10 objetos en la Provincia del Amanecer!<c><br>Área: Provincia del Amanecer<br> Categoría objetivo: Todos"""
Explain_C0138#0,"""<yellow>¡Reune 20 objetos en la provincia de Daybreak!<c><br> Área: Provincia de Daybreak<br> Categoría de destino: Todos"""
Explain_C0139#0,"""<yellow>¡Reune 30 objetos en la provincia de Daybreak!<c><br>Área: Provincia de Daybreak<br> Categoría de destino: Todos"""
Explain_C0140#0,"""<yellow>¡Cosecha los brotes de hilo de la provincia de Daybreak 3 veces!<c><br>Área: Provincia de Daybreak<br>Categoría objetivo: Vegetales"""
Explain_C0141#0,"""<yellow>¡Cosecha la provincia de Daybreak String Sprouts 15 veces!<c><br>Área: Provincia de Daybreak<br>Categoría objetivo: Vegetales"""
Explain_C0142#0,"""<yellow>¡Reune berenjenas de la provincia de Daybreak 3 veces!<c><br>Área: Provincia de Daybreak<br>Categoría objetivo: Verduras<br><c 73d882>El plato 'Ejes subterráneos Camarones mantis a la parrilla' <br>aumenta tus posibilidades de cosechar Verduras<c>."""
Explica_C0143#0,"""<yellow>¡Reune berenjenas de la provincia de Daybreak 15 veces!<c><br>Área: Provincia de Daybreak<br> Categoría objetivo: Vegetales<br><c 73d882>El plato 'Ejes subterráneos Camarones mantis a la parrilla'<br>aumenta tus posibilidades de cosechar Verduras<c>."""
Explain_C0144#0,"""<yellow>¡Reune fragmentos de Harukotan 3 veces!<c><br>Área: Provincia del Amanecer<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br>tus posibilidades de cosechar objetos varios<br>"""
Explain_C0145#0,"""<yellow>¡Reune piedras lunares de la provincia de Daybreak 3 veces!<c><br> Área: Provincia de Daybreak<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<c>."""
Explain_C0146#0,"""<yellow>¡Reune 10 objetos en el Continente Flotante!<c><br>Área: Continente Flotante<br> Categoría objetivo: Todos"""
Explain_C0147#0,"""<yellow>¡Reune 20 objetos en el Continente Flotante!<c><br> Área: Continente flotante<br> Categoría de destino: Todos"""
Explain_C0148#0,"""<yellow>¡Reune 30 objetos en el Continente Flotante!<c><br>Área: Continente flotante<br> Categoría de destino: Todos"""
Explain_C0149#0,"""<yellow>¡Reune 3 veces judías verdes en el Continente Flotante!<c><br>Área: Continente Flotante<br>Categoría objetivo: Vegetales"""
Explain_C0150#0,"""<yellow>¡Cosecha judías verdes del continente flotante 15 veces!<c><br>Área: Continente flotante<br>Categoría objetivo: Vegetales"""
Explain_C0151#0,"""<yellow>¡Cosechas del Continente Flotante 3 veces!<c><br>Área: Continente flotante<br>Categoría objetivo: Fruta<br><c 73d882>El plato 'Buñuelos de pulpo del fondo marino' aumenta <br>sus posibilidades de cosechar Fruta<br>"""
Explain_C0152#0,"""<yellow>¡Reune castañas del continente flotante 15 veces!<c><br>Área: Continente flotante<br> Categoría objetivo: Fruta<br><c 73d882>El plato 'Buñuelos de pulpo del fondo marino' aumenta<br> tus posibilidades de cosechar Fruta<br>"""
Explain_C0153#0,"""<yellow>¡Reune escamas de dragón de Amduskia 3 veces! <c><br>Área: Continente flotante<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br>tus posibilidades de cosechar objetos misceláneos<br>"""
Explain_C0154#0,"""<yellow>¡Reune fluorita del continente flotante 3 veces!<c><br>Área: Continente flotante<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<br>"""
Explain_C0155#0,"""<yellow>¡Reune 10 objetos en el Fondo Marino!<c><br>Área: Fondo marino<br> Categoría de objetivo: Todos"""
Explain_C0156#0,"""<yellow>¡Reune 20 objetos en el fondo marino!<c><br> Área: Fondo marino<br> Categoría de destino: Todos"""
Explain_C0157#0,"""<yellow>¡Reune 30 objetos en el fondo marino!<c><br> Área: Fondo marino<br> Categoría de destino: Todos"""
Explain_C0158#0,"""<yellow>¡Reune 3 veces los chalotes del fondo marino!<c><br>Área: Fondo marino<br>Categoría objetivo: Vegetales"""
Explain_C0159#0,"""<yellow>¡Colectar chalotas del fondo marino 15 veces!<c><br>Área: Fondo marino<br>Categoría objetivo: Vegetal"""
Explain_C0160#0,"""<yellow>¡Reune limones del fondo marino 3 veces!<c><br> Área: Fondo marino<br> Categoría objetivo: Fruta<br><c 73d882>El plato 'Buñuelos de pulpo del fondo marino' aumenta<br>las posibilidades de cosechar Fruta<br>"""
Explain_C0161#0,"""<yellow>¡Reune limones del fondo marino 15 veces!<c><br>Área: Fondo marino<br> Categoría objetivo: Fruta<br><c 73d882>El plato 'Buñuelos de pulpo del fondo marino' aumenta<br>las posibilidades de cosechar Fruta<br>"""
Explain_C0162#0,"""<yellow>¡Reune conchas de Wopal 3 veces!<c><br>Área: Fondo marino<br> Categoría de objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br>tus posibilidades de cosechar objetos misceláneos<br>"""
Explain_C0163#0,"""<yellow>¡Reune Tanzanita del fondo marino 3 veces!<c><br>Área: Fondo marino<br> Categoría de objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<c>."""
Explain_C0164#0,"""<yellow>¡Reune 10 objetos en el Altar del Dragón!<c><br>Área: Altar del Dragón<br> Categoría objetivo: Todos"""
Explain_C0165#0,"""<yellow>¡Reune 20 objetos en el Altar del Dragón!<c><br> Área: Altar del Dragón<br> Categoría objetivo: Todos"""
Explain_C0166#0,"""<yellow>¡Reune 30 objetos en el Altar del Dragón!<c><br> Área: Altar del Dragón<br> Categoría objetivo: Todos"""
Explain_C0167#0,"""<yellow>¡Reune 3 veces los rábanos del Altar del Dragón!<c><br>Área: Altar del Dragón<br>Categoría objetivo: Vegetales"""
Explain_C0168#0,"""<yellow>¡Reune rábanos del altar del dragón 15 veces!<c><br>Área: Altar del Dragón<br>Categoría objetivo: Vegetal"""
Explain_C0169#0,"""<yellow>¡Reune espinacas del Altar del Dragón 3 veces!<c><br>Área: Altar del Dragón<br> Categoría objetivo: Verduras<br><c 73d882>El plato 'Ejes subterráneos Camarones mantis a la parrilla'<br>aumenta tus posibilidades de cosechar Verduras<c>."""
Explain_C0170#0,"""<yellow>¡Cosecha espinacas del Altar del Dragón 15 veces!<c><br>Área: Altar del Dragón<br> Categoría objetivo: Vegetales<br><c 73d882>El plato 'Ejes subterráneos Camarones mantis a la parrilla'<br>aumenta tus posibilidades de cosechar Vegetales<c>."""
Explain_C0171#0,"""<yellow>¡Reune 3 veces escamas de dragón de Amduskia!<c><br>Área: Altar del Dragón<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br>tus posibilidades de cosechar objetos misceláneos<br>"""
Explain_C0172#0,"""<yellow>¡Reune el Circón del Altar del Dragón 3 veces!<c><br>Área: Cuevas volcánicas<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' <br>aumenta tus posibilidades de cosechar Joyas<c>."""
Explain_C0173#0,"""<yellow>¡Reune 10 objetos en la Provincia del Anochecer!<c><br>Área: Provincia del Anochecer<br> Categoría objetivo: Todos"""
Explain_C0174#0,"""<yellow>¡Reune 20 objetos en la provincia de Nightfall!<c><br> Área: Provincia de Nightfall<br> Categoría de destino: Todos"""
Explain_C0175#0,"""<yellow>¡Reune 30 objetos en la provincia de Nightfall!<c><br> Área: Provincia de Nightfall<br> Categoría de destino: Todos"""
Explain_C0176#0,"""<yellow>¡Reune raíces de loto en la provincia de Nightfall 3 veces!<c><br>Área: Provincia del Anochecer<br>Categoría objetivo: Vegetales"""
Explain_C0177#0,"""<yellow>¡Reune raíces de loto de la provincia de Nightfall 15 veces!<c><br>Área: Provincia del Anochecer<br>Categoría objetivo: Vegetal"""
Explain_C0178#0,"""<yellow>¡Reune raíces de bardana de la provincia de Nightfall 3 veces!<c><br>Área: Provincia del Anochecer<br>Categoría objetivo: Verduras<br><c 73d882>El plato 'Ejes subterráneos Camarones mantis a la parrilla' <br>aumenta tus posibilidades de cosechar Verduras<c>."""
Explain_C0179#0,"""<yellow>¡Reune raíces de bardana de la provincia del Anochecer 15 veces!<c><br>Área: Provincia del Anochecer<br> Categoría objetivo: Vegetales<br><c 73d882>El plato 'Ejes subterráneos Camarones mantis a la parrilla' <br>aumenta tus posibilidades de cosechar Vegetales<c>."""
Explain_C0180#0,"""<yellow>¡Reune fragmentos de Harukotan 3 veces!<c><br>Área: Provincia del Anochecer<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Ensalada de caracolas de los pozos subterráneos' aumenta<br>tus posibilidades de cosechar objetos misceláneos<br>"""
Explain_C0181#0,"""<yellow>¡Reune Hematita de la Provincia del Anochecer 3 veces! <c><br>Área: Provincia del Anochecer<br> Categoría del objetivo: Joya<br><c 73d882>El plato 'Cuenco de arroz de anguila de mina abandonada' aumenta<br>tus posibilidades de cosechar Joyas<c>."""
SheetName_C0000#0,"""Colección 1"""
SheetName_C0001#0,"""Colección 2"""
SheetName_C0002#0,"""Forest Harvest 1"""
SheetName_C0003#0,"""Ruins Harvest 1"""
SheetName_C0004#0,"""Coast Harvest 1"""
SheetName_C0005#0,"""Tokyo Harvest 1"""
SheetName_C0006#0,"""Desert Harvest 1"""
SheetName_C0007#0,"""Mine Harvest 1"""
SheetName_C0008#0,"""Facility Harvest 1"""
SheetName_C0009#0,"""Vegas Harvest 1"""
SheetName_C0010#0,"""Caves Harvest 1"""
SheetName_C0011#0,"""Tundra Harvest 1"""
SheetName_C0012#0,"""Shafts Harvest 1"""
SheetName_C0013#0,"""Daybreak Harvest 1"""
SheetName_C0014#0,"""Continent Harvest 1"""
SheetName_C0015#0,"""Seabed Harvest 1"""
SheetName_C0016#0,"""Altar Harvest 1"""
SheetName_C0017#0,"""Nightfall Harvest 1"""
Name_F0000#0,"""Fishing Lv. 1"""
Name_F0001#0,"""Fishing Lv. 2"""
Name_F0002#0,"""Fishing Lv. 3"""
Name_F0003#0,"""Fishing Lv. 4"""
Name_F0004#0,"""Fishing Lv. 5"""
Name_F0005#0,"""Fishing Lv. 6"""
Name_F0006#0,"""Extra Fishing Lv. 1"""
Name_F0007#0,"""Extra Fishing Lv. 2"""
Name_F0008#0,"""Extra Fishing Lv. 3"""
Name_F0009#0,"""Extra Fishing Lv. 4"""
Name_F0010#0,"""Rare Fishing Lv. 1"""
Name_F0011#0,"""Rare Fishing Lv. 2"""
Name_F0012#0,"""Rare Fishing Lv. 3"""
Name_F0013#0,"""Rare Fishing Lv. 4"""
Name_F0014#0,"""Fish-catcher Lv. 1"""
Name_F0015#0,"""Small-sized Fishing Lv. 1"""
Name_F0016#0,"""Medium-sized Fishing Lv. 1"""
Name_F0017#0,"""Large-sized Fishing Lv. 1"""
Name_F0018#0,"""Fishing Lv. 7"""
Name_F0019#0,"""Fishing Lv. 8"""
Name_F0020#0,"""Fishing Lv. 9"""
Name_F0021#0,"""Fishing Lv. 10"""
Name_F0022#0,"""Fishing Lv. 11"""
Name_F0023#0,"""Extra Fishing Lv. 5"""
Name_F0024#0,"""Extra Fishing Lv. 6"""
Name_F0025#0,"""Extra Fishing Lv. 7"""
Name_F0026#0,"""Extra Fishing Lv. 8"""
Name_F0027#0,"""Extra Fishing Lv. 9"""
Name_F0028#0,"""Rare Fishing Lv. 5"""
Name_F0029#0,"""Rare Fishing Lv. 6"""
Name_F0030#0,"""Rare Fishing Lv. 7"""
Name_F0031#0,"""Rare Fishing Lv. 8"""
Name_F0032#0,"""Rare Fishing Lv. 9"""
Name_F0033#0,"""Fish-catcher Lv. 2"""
Name_F0034#0,"""Shellfish-catcher Lv. 1"""
Name_F0035#0,"""Crustacean-catcher Lv. 1"""
Name_F0036#0,"""Miscellaneous-catcher Lv. 1"""
Name_F0037#0,"""Special-catcher Lv. 1"""
Name_F0038#0,"""Forest Fishing Lv. 1"""
Name_F0039#0,"""Forest Fishing Lv. 2"""
Name_F0040#0,"""Forest Fishing Lv. 3"""
Name_F0041#0,"""Forest Sweetfish-catcher Lv. 1"""
Name_F0042#0,"""Forest Sweetfish-catcher Lv. 2"""
Name_F0043#0,"""Forest Tuna-catcher Lv. 1"""
Name_F0044#0,"""Forest Tuna-catcher Lv. 2"""
Name_F0045#0,"""Naverturtle-catcher Lv. 1"""
Name_F0046#0,"""Med. Forest Yellowtail-catcher 1"""
Name_F0047#0,"""Ruins Fishing Lv. 1"""
Name_F0048#0,"""Ruins Fishing Lv. 2"""
Name_F0049#0,"""Ruins Fishing Lv. 3"""
Name_F0050#0,"""Ruins Shrimp-catcher Lv. 1"""
Name_F0051#0,"""Ruins Shrimp-catcher Lv. 2"""
Name_F0052#0,"""Ruins Snap-catcher Lv. 1"""
Name_F0053#0,"""Ruins Snap-catcher Lv. 2"""
Name_F0054#0,"""Naverturtle-catcher Lv. 1"""
Name_F0055#0,"""Lg. Ruins Salmon-catcher Lv. 1"""
Name_F0056#0,"""Coast Fishing Lv. 1"""
Name_F0057#0,"""Coast Fishing Lv. 2"""
Name_F0058#0,"""Coast Fishing Lv. 3"""
Name_F0059#0,"""Coast Clam-catcher Lv. 1"""
Name_F0060#0,"""Coast Clam-catcher Lv. 2"""
Name_F0061#0,"""Coast Mussel-catcher Lv. 1"""
Name_F0062#0,"""Coast Mussel-catcher Lv. 2"""
Name_F0063#0,"""Wopal Shark-catcher Lv. 1"""
Name_F0064#0,"""Lg. Coast File Fish-catcher Lv. 1"""
Name_F0065#0,"""Tokyo Fishing Lv. 1"""
Name_F0066#0,"""Tokyo Fishing Lv. 2"""
Name_F0067#0,"""Tokyo Fishing Lv. 3"""
Name_F0068#0,"""Tokyo Tuna-catcher Lv. 1"""
Name_F0069#0,"""Tokyo Tuna-catcher Lv. 2"""
Name_F0070#0,"""Tokyo Shrimp-catcher Lv. 1"""
Name_F0071#0,"""Tokyo Shrimp-catcher Lv. 2"""
Name_F0072#0,"""Sand Shellfish-catcher Lv. 1"""
Name_F0073#0,"""Tokyo Seabream-catcher Lv. 1"""
Name_F0074#0,"""Desert Fishing Lv. 1"""
Name_F0075#0,"""Desert Fishing Lv. 2"""
Name_F0076#0,"""Desert Fishing Lv. 3"""
Name_F0077#0,"""Desert Flounder-catcher Lv. 1"""
Name_F0078#0,"""Desert Flounder-catcher Lv. 2"""
Name_F0079#0,"""Desert Crab-catcher Lv. 1"""
Name_F0080#0,"""Desert Crab-catcher Lv. 2"""
Name_F0081#0,"""Lillipan Shell-catcher Lv. 1"""
Name_F0082#0,"""Med. Desert Flying Fish-catcher Lv. 1"""
Name_F0083#0,"""Abandoned Mine Fishing Lv. 1"""
Name_F0084#0,"""Abandoned Mine Fishing Lv. 2"""
Name_F0085#0,"""Abandoned Mine Fishing Lv. 3"""
Name_F0086#0,"""Abandoned Mine Beltfish-catcher Lv. 1"""
Name_F0087#0,"""Abandoned Mine Beltfish-catcher Lv. 2"""
Name_F0088#0,"""Abandoned Mine Eel-catcher Lv. 1"""
Name_F0089#0,"""Abandoned Mine Eel-catcher Lv. 2"""
Name_F0090#0,"""Lillipan Shell-catcher Lv. 1"""
Name_F0091#0,"""Lg. Abandoned Mine Shark-catcher Lv. 1"""
Name_F0092#0,"""Floating Facility Fishing Lv. 1"""
Name_F0093#0,"""Floating Facility Fishing Lv. 2"""
Name_F0094#0,"""Floating Facility Fishing Lv. 3"""
Name_F0095#0,"""Floating Facility Squid-catcher Lv. 1"""
Name_F0096#0,"""Floating Facility Squid-catcher Lv. 2"""
Name_F0097#0,"""Floating Facility Sardine-catcher Lv. 1"""
Name_F0098#0,"""Floating Facility Sardine-catcher Lv. 2"""
Name_F0099#0,"""Wopal Shark-catcher Lv. 1"""
Name_F0100#0,"""Sm. Floating Facility Shrimp-catcher Lv. 1"""
Name_F0101#0,"""Las Vegas Fishing Lv. 1"""
Name_F0102#0,"""Las Vegas Fishing Lv. 2"""
