Title#0,"""任務櫃台"""
HelpMes43#0,"""「ダークブラスト」の戦闘操作や技術を<br>実戦形式で練習できます。<br><br>「ダークブラスト」は<br>ダークファルスの強力な力を駆使して<br>戦うことができる能力です。<br><br>※練習クエストでは、あなたのキャラクターの<br>\u3000<yellow>強さや装備が専用の設定になります。<c><br>\u3000また、倉庫も利用できません。<br><br>※終了後、別のブロックに戻ることがあります。"""
HelpMes44#0,"""制限時間内により多くのスコアを<br>獲得することを目的とした<br>仮想空間（ＶＲ）での訓練クエストです。<br>難度に応じてミッションの内容が変化し<br>受注のたびに、ミッションの繋がりも変化。<br>そのため、臨機応変な対応が求められます。<br><br>また、ハイスコアは<br>クエスト・難度・条件別で集計されます。"""
HelpMes45#0,"""(仮)PHANTASY STAR ONLINE2 の世界の<br>謎に迫る物語のエピソード6を<br>体験するクエストです。"""
HelpMes46#0,"""(仮)クエスト<br>説明１<br>説明２"""
HelpMes47#0,"""クラス「ファントム」の戦闘操作や技術を<br>実戦形式で練習できます。<br><br>「ファントム」は、<br>打撃・射撃・法撃の3種の武器を扱い<br>連続攻撃から援護までこなせる後継クラス。<br><br>※練習クエストでは、あなたのキャラクターの<br>\u3000<yellow>強さや装備が専用の設定になります。<c><br>\u3000また、倉庫も利用できません。<br><br>※終了後、別のブロックに戻ることがあります。"""
HelpMes48#0,"""「緊急クエスト」とは、たまに発生する<br>レアアイテム等の報酬が魅力のクエストです。<br><br>ただし、ある程度ゲームに慣れていないと<br>クエストが難しく感じるかも知れません。<br><br>まずはゲームに慣れるために、先に<br>フリーフィールド「森林探索」をクリアして<br>装備を調えることをおすすめします。"""
HelpMes49#0,"""「A.I.Sヴェガ」の戦闘操作や技術を<br>実戦形式で練習できます。<br><br>「A.I.Sヴェガ」は<br>宙域戦用に開発され、高い機動力と<br>強力な新装備を搭載しています。<br><br>※練習クエストでは、あなたのキャラクターの<br>\u3000<yellow>強さや装備が専用の設定になります。<c><br>\u3000また、倉庫も利用できません。<br><br>※終了後、別のブロックに戻ることがあります。"""
HelpMes50#0,"""難易度UHアルティメットクエスト説明"""
HelpMes51#0,"""現状の装備やスキル構成で、どれくらいの<br>ダメージを与えられるかを測定するための<br>仮想空間（ＶＲ）での演習クエストです。<br><br>より高い測定結果が出せるように<br>クラスレベルを上げつつ<br>色々な装備やスキル構成で挑戦しましょう。"""
HelpMes52#0,"""クラス「エトワール」の戦闘操作や技術を<br>実戦形式で練習できます。<br><br>「エトワール」は<br>打撃攻撃のみを扱い、戦いながら<br>味方の支援が可能な後継クラスです。<br><br>※練習クエストでは、あなたのキャラクターの<br>\u3000<yellow>強さや装備が専用の設定になります。<c><br>\u3000また、倉庫も利用できません。<br><br>※終了後、別のブロックに戻ることがあります。"""
HelpMes53#0,"""全員の「ライフポイント」に注意しつつ<br>「ディバイドポイント」を稼ぎながら<br>５つのステップをクリアするクエストです。<br><br>「ディバイドポイントが稼げるルート」か<br>「ライフポイントが回復するルート」の<br>どちらに進むかを、状況を考慮した上で<br>１ステップごとに決断する必要があります。<br><br>ディバイドポイントを稼ぐほど報酬が向上し<br>さらに週間のディバイドポイントが一定に<br>達するたびに、追加報酬を獲得できます。"""
HelpMes54#0,"""さまざまな季節ごとの<br>ショップエリアを再現した<br>ＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・天候を変える<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
HelpMes55#0,"""さまざまな季節ごとの<br>フランカ’s カフェを再現した<br>ＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
HelpMes56#0,"""パラレルエリアで行ける<br>レアフィールドを再現した<br>ＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
HelpMes57#0,"""ストーリーのオラクル編に<br>登場したフィールドを再現した<br>ＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・天候を変える<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
HelpMes58#0,"""ストーリーの地球編に<br>登場したフィールドを再現した<br>ＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・天候を変える<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
HelpMes59#0,"""ストーリーのフォトナー編に<br>登場したフィールドを再現した<br>ＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・天候を変える<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
HelpMes60#0,"""単色の背景のみで構成された<br>クロマキー撮影用のＶＲ空間です。<br><br>スクリーンショットや動画を撮影する際に<br>便利な端末が設置されています。<br><br>端末では、以下の操作が可能です。<br>・天候を変える<br>・ステータスの回復<br>・キャンプシップに戻る<br>・エステに移動する（※ＰＴリーダーのみ）"""
Title#3,"""選擇EPISODE"""
ItemName#0,"""EPISODE$(0)"""
ItemName_1#0,"""EPISODE 1"""
ItemName_2#0,"""EPISODE 2"""
ItemName_3#0,"""EPISODE 3"""
Title#4,"""選擇任務"""
TitlePartyInfoEntry#0,"""輸入隊伍情報用菜單"""
Back#2,"""返回"""
Remove#0,"""取下"""
DoNotUse#0,"""不使用"""
TitleCommandSelect#0,"""-"""
CreateNewRoom#0,"""接受任務"""
LookPartyList#0,"""査看任務執行中的隊伍"""
SelectPartyList#0,"""加入目前所在線路的隊伍"""
SelectOtherBlockPartyList#0,"""尋找其他線路的隊伍"""
QuickStart#0,"""接受任務"""
LookMyCost#0,"""確認高階風險（目前：+$(0)）"""
LookQuestRecord#0,"""査看任務記錄"""
MatchingSetting#1,"""匹配設置"""
HintNon#1,"""不明錯誤"""
HintEnemy#0,"""出現敵人的等級"""
HintPlayTimeShort#0,"""遊戲時間統計：短"""
HintPlayTimeNormal#0,"""遊戲時間統計：普通"""
HintPlayTimeLong#0,"""遊戲時間統計：長"""
HintMeseta#0,"""報酬美賽達統計"""
HintMesetaExp#0,"""報酬經驗值統計"""
HintNew#1,"""未達成的任務"""
HintClear#0,"""達成的任務"""
HintProgressStory#0,"""劇情正在進行中的任務"""
HintClientOrder#0,"""委託的目標任務"""
HintMatter#0,"""萬象盤的目標任務"""
HintSoloQuest#0,"""個人任務"""
HintSinglePartyQuest#0,"""單一隊伍任務"""
HintMultiPartyQuest#0,"""多重隊伍任務"""
HintBoostExp#0,"""獲得經驗值"""
HintBoostMeseta#0,"""獲得美賽達"""
HintBoostDrop#0,"""稀有道具掉落率"""
HintBoostEnemy#0,"""稀有型敵人出現率"""
SortNon#0,"""默認排序"""
SortQuestKind1#0,"""多重隊伍任務"""
SortQuestKind2#0,"""單一隊伍任務"""
SortQuestKind3#0,"""個人任務"""
SortNew#0,"""尚未達成的任務"""
SortClientOrder#0,"""委託的目標任務"""
CautionNon#2,"""不明錯誤"""
CautionQuestLimitTimeOver#0,"""已超過任務可接受接受的期間。"""
CautionQuestLevelNG#0,"""未滿足任務的接受條件。"""
CautionQuestLevelNG2#1,"""限隊伍全員<br>若未滿足以下條件<br>無法接受本任務。<br><br>・Lv.$(0)～"""
CautionQuestPartyMemberMax#0,"""隊伍成員已達$(0)人以上，<br>無法接受本任務。"""
CautionQuestPartyMemberJoinMax#0,"""已接受參加人數限制於$(0)人以内<br>的任務，<br>故無法加入隊伍。"""
CautionQuestPlatform#0,"""限隊伍全員<br>未達到以下任務接受條件<br>無法接受本任務。<br><br>$(0)"""
CautionQuestRaidQuest#0,"""不符合任務接受的條件，<br>因此無法再接受相同委託。"""
EnemyLevel#0,"""Lv.$(0)～"""
EnemyLevelRange#0,"""Lv.$(1)～$(0)"""
EnemyLevelUnknown#0,"""Lv.？？？"""
TitleNon#1,"""不明錯誤"""
TitleNewRoom#0,"""馬上出發"""
TitleQuickStart#0,"""馬上出發"""
AttentionNon#1,"""錯誤原因不名。<br><br>[No.3003]"""
AttentionNewRoom#0,"""接受任務。<br><br>放棄目前接受中的任務。<br>確定麼？"""
AttentionNewRoom_ex#0,"""接受任務。<br><br>放棄目前接受中的任務。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確定接受任務？"""
AttentionQuickStart#0,"""接受任務。<br><br>放棄目前接受中的任務。<br>確定麼？"""
AttentionQuickStart_ex#0,"""接受任務。<br><br>放棄目前接受中的任務。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確定接受任務？"""
MyInformationTitle#0,"""確認高階風險"""
MyInformationMessage#0,"""高階風險：+$(0)<br>恢復日期：$(1)<br><br>高階風險，<br>恢復到一小時以前。"""
MyInfomationNone#0,"""無"""
ClosableQuestDifficult#0,"""目前到達的舞台/舞台$(0)<br><br><c ffff00>舞台$(1)達成後，將被重置。<c>"""
ClosableQuestDifficult2#0,"""目前到達的舞台/無<br><br><c ffff00>舞台$(0)達成後，將被重置。<c>"""
TitleApcCompanion#0,"""生成新的小屋"""
MessageApcCompanion#0,"""已接受讓特定夥伴同行的委託。<br>要進行此委託，建議作成新的小屋。<br><br>要作成新的小屋麼?<br><br>※選擇「否」後、就不會做成新的小屋<br>　接受任務。"""
TitleRareEnemyCoin#0,"""使用するエネミートリガー"""
ExtraQuestConfirm#0,"""キャンペーン内容確認"""
ConfirmArksBoostRoad#0,"""アークスブーストラリー情報"""
HintBoostChallenge#0,"""最終獲得チャレンジマイル"""
HintBoostGatFever#0,"""ギャザリングフィーバー確率"""
HintBoostCollectFile#0,"""コレクトシート進行速度"""
HintRecommendGift#0,"""クリア時にプレゼントをもらえるチャンスが残っています"""
HintGatIcon#0,"""ギャザリング可能クエスト"""
HintEmblemBoost#0,"""獲得バトルコイン$(0)"""
HintExtraQuest#0,"""キャンペーン対象クエスト"""
HintAttrEvent#0,"""活動任務"""
HintAttrBattle#0,"""劇情任務"""
HintAttrBasnet#0,"""攻城任務【劇情】"""
HintABR#0,"""Aランク以上クリアでブーストが加算されます"""
HintClearABR#0,"""クリア済"""
HintLock#0,"""条件を満たしていないクエスト"""
HintBusterEvent#0,"""バスタークエスト【イベント】"""
HintPointQuest#0,"""ポイント累積クエスト"""
HintTargetQuest#0,"""ブースト対象クエスト"""
CautionExtraQuestLimit#0,"""このクエストのキャンペーン内容が変化しました。<br>クエストを再受注してください。"""
CautionMultiConditionLine1#1,"""限隊伍全員<br>未達到以下任務接受條件<br>無法接受這個等級。<br><br>・$(0)"""
CautionMultiConditionLine2#1,"""限隊伍全員<br>未達到以下任務接受條件<br>無法接受這個等級。<br><br>・$(0)<br>・$(1)"""
CautionMultiConditionLine3#0,"""限隊伍全員<br>未達到以下任務接受條件<br>無法接受這個等級。<br><br>・$(0)<br>・$(1)<br>・$(2)"""
CautionMultiConditionLine4#0,"""限隊伍全員<br>未達到以下任務接受條件<br>無法接受這個等級。<br><br>・$(0)<br>・$(1)<br>・$(2)<br>・$(3)"""
CautionMultiConditionLine5#0,"""パーティーメンバー全員が<br>以下の条件を満たしていないため<br>このクエストは受注できません。<br><br>・$(0)<br>・$(1)<br>・$(2)<br>・$(3)<br>・$(4)"""
CautionQuestClearCountLimit#0,"""クエストのクリア回数制限を超えているため、<br>このクエストは受注できません。"""
ReasonPartyLevel#1,"""可接受任務的等級/Lv.$(0)～"""
ReasonPartySubLevel#0,"""<pict subclass_icon>Lv.$(0)～"""
ReasonPartyMax#0,"""隊伍人數在$(0)人以内"""
ReasonEventFlag#2,"""特殊的接受條件"""
ReasonClearCountLimit#0,"""クリア回数制限"""
ReasonKillEnemyCountLimit#0,"""討伐可能回数制限"""
ClosableQuestDifficult3#0,"""現在の到達ステージ/ステージ$(0)<br><br><c ffff00>ステージのクリアでは、リセットされません。<c>"""
ClosableQuestDifficult4#0,"""現在の到達ステージ/なし<br><br><c ffff00>ステージのクリアでは、リセットされません。<c>"""
MessageApcCompanion2#0,"""特定のパートナーキャラクターを<br>同行させるクライアントオーダーを<br>受注しています。<br>このクライアントオーダーを行う場合は<br>新規ルームの作成をおすすめします。<br><br>新規ルームの作成を行いますか？<br><br>※「いいえ」を選択すると、新規ルームの<br>\u3000作成を行わずにクエストを受注します。<br><br><c ff0000>※参加歓迎が選択されています。<br>参加者が現れた場合、<br>パートナーキャラクターが帰還する可能性があります。<br>帰還させたくない場合は参加歓迎を選択せずに<br>クエストを再受注してください。"""
CheckMyBestTime#0,"""自分の最速タイム確認"""
PcMyBestTime#0,"""“PC”版（4人）\u3000\u3000\u3000\u3000/\u3000$(0)分$(1)秒$(2)<br>“PS Vita”版（2人）\u3000/ \u3000なし<br><br>※クリアタイムは下記パーティー構成にて<br>\u3000記録されます。<br><br>\u3000“PC”版\u3000\u3000\u3000\u3000…“PC”版のみで4人<br>\u3000“PS Vita”版\u3000 …“PS Vita”版のみで2人<br><br><red>※上記以外のパーティー構成や<br>\u3000クエスト中にパーティーを変えた場合は<br>\u3000クリアタイムを記録しません。<c>"""
VitaMyBestTime#0,"""“PC”版（4人）/\u3000なし<br>“PS Vita”版（2人）\u3000/\u3000$(0)分$(1)秒$(2)<br><br>※クリアタイムは下記パーティー構成にて<br>\u3000記録されます。<br><br>\u3000“PC”版\u3000\u3000\u3000\u3000…“PC”版のみで4人<br>\u3000“PS Vita”版\u3000 …“PS Vita”版のみで2人<br><br>\u3000<red>※上記以外のパーティー構成や<br>\u3000クエスト中にパーティーを変えた場合は<br>\u3000クリアタイムを記録しません。<c>"""
PcVitaMyBestTime#0,"""“PC”版（4人）\u3000\u3000\u3000\u3000/\u3000$(0)分$(1)秒$(2)<br>“PS Vita”版（2人）\u3000/\u3000$(3)分$(4)秒$(5)<br><br>※クリアタイムは下記パーティー構成にて<br>\u3000記録されます。<br><br>\u3000“PC”版\u3000\u3000\u3000\u3000…“PC”版のみで4人<br>\u3000“PS Vita”版\u3000 …“PS Vita”版のみで2人<br><br><red>※上記以外のパーティー構成や<br>\u3000クエスト中にパーティーを変えた場合は<br>\u3000クリアタイムを記録しません。<c>"""
NonMyBestTime#0,"""“PC”版（4人） \u3000\u3000\u3000\u3000/\u3000 なし<br>“PS Vita”版（2人） \u3000/\u3000 なし<br><br>※クリアタイムは下記パーティー構成にて<br>\u3000記録されます。<br><br>\u3000“PC”版\u3000\u3000\u3000\u3000…“PC”版のみで4人<br>\u3000“PS Vita”版\u3000 …“PS Vita”版のみで2人<br><br><red>※上記以外のパーティー構成や<br>\u3000クエスト中にパーティーを変えた場合は<br>\u3000クリアタイムを記録しません。<c>"""
CategoryMainStory#0,"""主線劇情"""
CategorySubStory#0,"""支線劇情"""
CategoryBasnet#0,"""攻城任務"""
CategoryOther#0,"""關聯任務"""
CategoryOtherQuest#0,"""その他のクエスト"""
CategoryStoryQuest#0,"""劇情任務"""
FilterRecommend#0,"""$(0).推薦任務"""
FilterChapter#0,"""$(1).第$(0)章"""
FilterOther#0,"""$(0).其他"""
LinkBasnet#0,"""攻城任務開始"""
AttentionNewRoom_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>他のクエストを受注する場合は、クエスト破棄となり、<br>別ブロックに移動後、そのクエストを受注できます。<br><br>「破棄ペナルティー」を受け、クエストを破棄します。<br>よろしいですか？"""
NotenoughPlayableNum#0,"""クエストの討伐可能回数を超えているため、受注できません。<br><br>※討伐回数制限は、毎日<utc>20:00</utc>にリセットされます。"""
CantSeenRecord#0,"""このクエストでは、クエストレコードを<br>見ることはできません。"""
DifficultyQuestAchivement#0,"""最高到達深度　/深遠度 $(0)"""
DifficultyQuestAchivement0#0,"""最高到達深度　/　未調査"""
DifficultyQuestPlayableNum#0,"""このクエストは討伐回数に制限があります。<br>$(0)回まで討伐可能\u3000\u3000/あと$(1)回<br><br><c ffff00>討伐回数制限は、毎日<utc>20:00</utc>にリセットされます。<c>"""
DifficultyQuestPlayableNum0#0,"""このクエストは討伐回数に制限があります。<br>$(0)回まで討伐可能\u3000\u3000/あと0回<br><br><c ffff00>討伐回数制限は、毎日<utc>20:00</utc>にリセットされます。<c>"""
Prescript#0,"""以下の受注条件を満たしていないため<br>このクエストを受けることはできません。"""
Quest_00020010#0,"""-"""
Quest_00020020#0,"""・フリーフィールド「森林探索」のクリア"""
Quest_00020030#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00020040#0,"""・フリーフィールド「砂漠探索」のクリア"""
Quest_00020050#0,"""・フリーフィールド「凍土探索」のクリア"""
Quest_00020060#0,"""・フリーフィールド「地下坑道探索」のクリア"""
Quest_00020070#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00020080#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00020090#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00020100#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00020110#0,"""・フリーフィールド「採掘場跡探索」のクリア"""
Quest_00020120#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00020130#0,"""・フリーフィールド「白ノ領域探索」のクリア"""
Quest_00020140#0,"""・フリーフィールド「浮上施設探索」のクリア"""
Quest_00020150#0,"""・フリーフィールド「白ノ領域探索」のクリア"""
Quest_00020160#0,"""・フリーフィールド「東京探索」のクリア"""
Quest_00020170#0,"""下記のいずれかの条件を達成<br>・フリーフィールド「東京探索」のクリア<br>・バスタークエスト「魔神城戦」のクリア<br>・緊急クエスト「魔神城戦：不断の闘志」のクリア<br>・緊急クエスト「魔神城戦：不尽の狂気」のクリア"""
Quest_00030010#0,"""-"""
Quest_00030015#0,"""-"""
Quest_00030020#0,"""-"""
Quest_00030030#0,"""-"""
Quest_00030040#0,"""-"""
Quest_00030050#0,"""・フリーフィールド「森林探索」のクリア"""
Quest_00030060#0,"""・フリーフィールド「森林探索」のクリア"""
Quest_00030070#0,"""・フリーフィールド「森林探索」のクリア"""
Quest_00030080#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00030090#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00030100#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00030110#0,"""・フリーフィールド「砂漠探索」のクリア"""
Quest_00030120#0,"""・フリーフィールド「砂漠探索」のクリア"""
Quest_00030130#0,"""・フリーフィールド「砂漠探索」のクリア"""
Quest_00030140#0,"""・フリーフィールド「凍土探索」のクリア"""
Quest_00030150#0,"""・フリーフィールド「凍土探索」のクリア"""
Quest_00030160#0,"""・フリーフィールド「凍土探索」のクリア"""
Quest_00030170#0,"""・フリーフィールド「地下坑道探索」のクリア"""
Quest_00030180#0,"""・フリーフィールド「地下坑道探索」のクリア"""
Quest_00030190#0,"""・フリーフィールド「地下坑道探索」のクリア"""
Quest_00030200#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00030210#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00030220#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00030230#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00030240#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00030250#0,"""・フリーフィールド「浮遊大陸探索」のクリア"""
Quest_00030260#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00030270#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00030280#0,"""・フリーフィールド「火山洞窟探索」のクリア"""
Quest_00030290#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00030300#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00030310#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00030320#0,"""・フリーフィールド「採掘場跡探索」のクリア"""
Quest_00030330#0,"""・フリーフィールド「採掘場跡探索」のクリア"""
Quest_00030340#0,"""・フリーフィールド「採掘場跡探索」のクリア"""
Quest_00030350#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00030360#0,"""・フリーフィールド「海岸探索」のクリア"""
Quest_00030370#0,"""・フリーフィールド「白ノ領域探索」のクリア"""
Quest_00030380#0,"""・フリーフィールド「白ノ領域探索」のクリア"""
Quest_00030390#0,"""・フリーフィールド「浮上施設探索」のクリア"""
Quest_00030400#0,"""・フリーフィールド「浮上施設探索」のクリア"""
Quest_00030410#0,"""・フリーフィールド「白ノ領域探索」のクリア"""
Quest_00030420#0,"""・フリーフィールド「白ノ領域探索」のクリア"""
Quest_00180010#0,"""・フリーフィールド「ラスベガス探索」のクリア"""
Quest_00180020#0,"""・フリーフィールド「ラスベガス探索」のクリア"""
Quest_00180030#0,"""・フリーフィールド「ラスベガス探索」のクリア"""
Quest_00180040#0,"""・フリーフィールド「ラスベガス探索」のクリア"""
Quest_00180050#0,"""・フリーフィールド「ラスベガス探索」のクリア"""
Quest_00180060#0,"""・フリーフィールド「ラスベガス探索」のクリア"""
TitleExtraQuestConfirm#0,"""キャンペーン内容確認"""
Close#0,"""關閉"""
EnterPartyInfo#0,"""輸入隊伍情報"""
Cancel#0,"""取消"""
Yes#0,"""是"""
No#0,"""否"""
AddEnemyRule#0,"""エネミーへの追加要素"""
AddPlayerRule#0,"""プレイヤーへの追加要素"""
AddDropItem#0,"""主要追加ドロップアイテム"""
ExtraQuestConfirmText#0,"""<c ffff00>以下の状態のクエストを受注します。<c><br>よろしいですか？"""
ExtraQuestConfirmText2#0,"""<c ffff00>以下の状態のクエストを受注します。<c><br><br>現在受注中のクエストは破棄されます。<br>よろしいですか？"""
Title#5,"""任務情報"""
TitleQuestRank#0,"""任務名稱"""
TitleQuestTarget#0,"""任務目標"""
TitleQuestType#0,"""任務型態"""
TitleQuestDetail#0,"""任務詳情"""
TitlePlanet#0,"""行星"""
TitleArea#0,"""地點"""
TitleQuestKind#0,"""任務類別"""
TitlePartyInvite#0,"""邀請加入隊伍"""
TitleApc#0,"""加入隊伍"""
TitleEnemyInfo#0,"""敵人情報"""
TitleTargetEnemy#0,"""討伐目標"""
TitleEnemy#0,"""出現敵人"""
TitleDropItem#0,"""出現道具"""
TitlePartyLevel#0,"""接受條件"""
TitleTimeLimit#0,"""限制"""
QuestLevel#1,"""可接受任務的等級/Lv.$(0)～"""
QuestLevelNon#0,"""無等級限制"""
QuestKindSoro#0,"""個人任務"""
QuestKindSingleParty#0,"""單一隊伍任務"""
QuestKindMultiParty#0,"""多重隊伍任務"""
ApcOK#0,"""可"""
ApcNG#0,"""不可"""
PartyInviteOK#0,"""可"""
PartyInviteNG#0,"""不可"""
TimeLimitNon#0,"""無"""
TimeLimit#0,"""時間限制："""
ExpLimit#0,"""<yellow>經驗值限制<c>"""
TargetEnemyEtc#0,"""$(0) 其他"""
TargetEnemyNon#0,"""無"""
UnknownEnemy#0,"""？？？"""
EnemyNameList#0,"""$(0)<br>$(1)"""
Tab_QuestInfo#0,"""任務基本情報"""
Tab_EnemyItem#0,"""敵人/道具情報"""
TitleText#0,"""任務説明"""
TitleExp#0,"""限制經驗值"""
ExpLimitText#0,"""<yellow>對成員有經驗值限制<c>"""
ExpLimitNon#0,"""無"""
TimeLimitTitle#0,"""限制時間"""
TitleEnemyLevel#0,"""エネミーレベル"""
QuestLevel_SubLimit#0,"""<pict mainclass_icon>Lv.$(0)～ <pict subclass_icon>Lv.$(1)～"""
ParameterLimitTitle#0,"""自動能力調整"""
ParameterLimitText#0,"""Lv.$(0)相当"""
ParameterLimitSyncLv#0,"""Lv.$(0)相当"""
ParameterLimitSyncLvDmgCap#0,"""Lv.$(0)相当 ダメージ制限$(1)"""
ParameterLimitNon#0,"""無"""
ParameterLimitDmgCap#0,"""ダメージ制限$(0)"""
ParameterLimitSupport#0,"""グレードにより変動"""
BasnetNeedOrderNum#0,"""メインマッチ受注回数が$(0)以上"""
BasnetNeedGP#0,"""現在のバスターポイントが$(0)以上"""
DamageCapTitle#0,"""傷害限制"""
Title#6,"""選擇級別"""
TitlePartyInfoEntry#1,"""輸入隊伍情報用菜單"""
Back#3,"""返回"""
TitleCommandSelect#1,"""-"""
CreateNewRoom#1,"""接受任務"""
LookPartyList#1,"""査看任務執行中的隊伍"""
SelectPartyList#1,"""加入目前所在線路的隊伍"""
SelectOtherBlockPartyList#1,"""尋找其他線路的隊伍"""
QuickStart#1,"""接受任務"""
LookQuestRecord#1,"""査看任務記錄"""
MatchingSetting#2,"""匹配設置"""
QuestDifficult#0,"""確認自己的任務状況"""
HintNon#2,"""不明錯誤"""
HintClear#1,"""達成的任務"""
HintEnemy#1,"""出現敵人的等級"""
HintClientOrder#1,"""委託的目標任務"""
HintMatter#1,"""萬象盤的目標任務"""
CautionNon#3,"""不明錯誤"""
CautionNothingRank#0,"""無此任務級別。"""
CautionQuestLimitTimeOver#1,"""已超過任務可接受接受的期間。"""
CautionQuestLevelNG#1,"""未滿足任務的接受條件。"""
CautionQuestLevelNG2#2,"""限隊伍全員<br>未達到以下任務接受條件<br>無法接受這個級別。<br><br>・Lv.$(0)～"""
CautionMultiConditionLine1#2,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)"""
CautionMultiConditionLine2#2,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)<br>・$(1)"""
CautionMultiConditionLine3#1,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)<br>・$(1)<br>・$(2)"""
CautionMultiConditionLine4#1,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)<br>・$(1)<br>・$(2)<br>・$(3)"""
CautionQuestPlatform#1,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)"""
CautionQuestRaidQuest#1,"""不符合任務接受的條件，<br>因此無法再接受相同委託。"""
ReasonPartyLevel#2,"""可接受任務的等級/Lv.$(0)～"""
ReasonPartyMax#1,"""隊伍人數在$(0)人以内"""
ReasonEventFlag#3,"""特殊的接受條件"""
EnemyLevel#1,"""Lv.$(0)～"""
EnemyLevelNon#0,"""－"""
EnemyLevelUnknown#1,"""Lv.？？？"""
TitleNon#2,"""不明錯誤"""
TitleNewRoom#1,"""馬上出發"""
TitleQuickStart#1,"""馬上出發"""
AttentionNon#2,"""錯誤原因不名。<br><br>[No.3004]"""
AttentionNewRoom#1,"""接受任務。<br><br>放棄目前接受中的任務。<br>確定麼？"""
AttentionNewRoom_ex#1,"""接受任務。<br><br>放棄目前接受中的任務。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確定接受任務？"""
AttentionQuickStart#1,"""接受任務。<br><br>放棄目前接受中的任務。<br>確定麼？"""
AttentionQuickStart_ex#1,"""接受任務。<br><br>放棄目前接受中的任務。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確定接受任務？"""
MyInformationTitle#1,"""確認高階風險"""
MyInformationMessage#1,"""高階風險：+$(0)<br>恢復日期：$(1)<br><br>高階風險，<br>恢復到一小時以前。"""
MyInfomationNone#1,"""無"""
