f2#0,"""突發試煉「$(0)」失敗!"""
EnemyBossSpider#0,"""討伐霸王蜘蛛!"""
EnemyBossDragon#0,"""討伐龍!"""
BeginQuestPointMsg#0,"""累積$(0)任務點數!"""
BeginQuestPointMsg_A#0,"""撃退納貝流士原生種<br>累積$(0)任務點數!"""
BeginQuestPointMsg_B#0,"""撃退黑暗種<br>累積$(0)任務點數!"""
BeginQuestPointMsg_C#0,"""撃退龍族<br>累積$(0)任務點數!"""
InterruptIncidentBossAnnihilation_B#0,"""討伐磁穿龍!"""
BeginFreeFieldMsg_A#0,"""朝最深處前進！"""
story_begin_10010#0,"""突破黑暗種群！"""
story_begin_10020_01#0,"""突破黑暗種群！"""
story_begin_10020_02#0,"""確認聲音來源！"""
story_begin_10020_03#0,"""確認聲音來源！"""
story_begin_10030_01#0,"""採取地質樣本！"""
story_begin_10030_02#0,"""追蹤不明人影！"""
story_begin_10040_01#0,"""找出莉莉芭族！"""
story_begin_10040_02#0,"""找出莉莉芭族！"""
story_begin_10050_01#0,"""和龍族接觸!"""
story_begin_10050_02#0,"""和龍族接觸!"""
story_begin_10060_01#0,"""探索至最深區域！"""
story_begin_10060_02#0,"""一面保護莉莉芭族一面前進！"""
story_begin_10070_01#0,"""探索浮游大陸！"""
story_begin_10070_02#0,"""去見等你的人！"""
story_begin_10080#0,"""殲滅入侵的黑暗種！"""
story_begin_10080_2#0,"""前往居住地區！"""
story_begin_10090_01#0,"""探尋遺跡的祕密!"""
story_begin_10090_02#0,"""探尋遺跡的祕密!"""
story_begin_10090_03#0,"""探尋遺跡的祕密!"""
story_begin_10090_04#0,"""盡全力改變歷史吧！"""
story_begin_10100_01#0,"""捕捉哈德烈!"""
story_begin_10100_02#0,"""捕捉哈德烈!"""
story_begin_10110_01#0,"""和在内部的庫娜會合！"""
story_begin_10120#0,"""擊敗敵人<br>獲得積分點數$(0)！"""
story_begin_10130_01#0,"""尋找奇布拉岡的同伴！"""
story_begin_10130_02#0,"""與提歐德爾一起往内部前進！"""
story_begin_10140_01#0,"""尋找洛・卡密茲！"""
story_begin_10140_02#0,"""與莎拉一起前進！"""
story_begin_10150_01#0,"""去護衛採掘場遺跡吧"""
story_begin_10150_02#0,"""和亞方一同去探索吧"""
story_begin_10160_01#0,"""去調査海底建築吧！"""
story_begin_10160_02#0,"""去調査海底建築吧！"""
story_begin_10170_01#0,"""和梅爾馮希娜一起向最深處前進！"""
story_begin_10180_01#0,"""快找錫安！"""
story_begin_10175_01#0,"""快找在最深處孤軍奮戰的她！"""
freefield_begin_20010#0,"""朝最深處前進！"""
freefield_begin_20020#0,"""朝最深處前進！"""
freefield_begin_20030#0,"""朝最深處前進！"""
freefield_begin_20040#0,"""朝最深處前進！"""
freefield_begin_20050#0,"""朝最深處前進！"""
freefield_begin_20060#0,"""朝最深處前進！"""
freefield_begin_20070#0,"""朝最深處前進！"""
freefield_begin_20080#0,"""朝最深處前進！"""
freefield_begin_20090#0,"""朝最深處前進！"""
freefield_begin_20100#0,"""朝最深處前進！"""
freefield_begin_20110#0,"""朝最深處前進！"""
arks_begin_30010#0,"""討伐紅猿猴!"""
arks_begin_30015#0,"""討伐紅野狼!"""
arks_begin_30020#0,"""讓大嘴拉比昏倒<br>收集資料!"""
arks_begin_30030#0,"""撃退蜘蛛<br>累積$(0)任務點數!"""
arks_begin_30040#0,"""討伐牙之暴君男巫！"""
arks_begin_30050#0,"""撃退龍族<br>累積$(0)任務點數!"""
arks_begin_30060#0,"""殲滅黑暗背甲蟲！"""
arks_begin_30070#0,"""討伐磁穿龍！"""
arks_begin_30080#0,"""撃退機甲種<br>獲得$(0)任務點數！"""
arks_begin_30090#0,"""回收稀有礦物！"""
arks_begin_30100#0,"""發掘礦石！"""
arks_begin_30110#0,"""撃退原生種<br>累積$(0)任務點數!"""
arks_begin_30120#0,"""搜索失去連絡的ARKS！"""
arks_begin_30130#0,"""鎮壓巨型猛瑪象！"""
arks_begin_30140#0,"""撃退機甲種<br>獲得$(0)任務點數！"""
arks_begin_30150#0,"""救出求援者！"""
arks_begin_30160#0,"""撃破變形機甲曼沙！"""
arks_begin_30170#0,"""撃退龍族<br>累積$(0)任務點數!"""
arks_begin_30180#0,"""回收特殊礦物！"""
arks_begin_30190#0,"""討伐藍磁穿龍！"""
arks_begin_30200#0,"""撃退黑暗種<br>累積$(0)任務點數!"""
arks_begin_30210#0,"""破壞黑暗汚染球！！"""
arks_begin_30220#0,"""殲滅黑暗力士！"""
arks_begin_30230#0,"""撃退龍族<br>累積$(0)任務點數!"""
arks_begin_30240#0,"""討伐龍族戰騎・索魯"""
arks_begin_30250#0,"""鎮壓磁喚龍！"""
arks_begin_30260#0,"""撃退海王種<br>獲得$(0)任務點數！"""
arks_begin_30270#0,"""驅除最深處的砲仙花！"""
arks_begin_30280#0,"""討伐狂浪獸！"""
arks_begin_30290#0,"""撃退機甲種<br>獲得$(0)任務點數！"""
arks_begin_30300#0,"""守護最深處的村落！"""
arks_begin_30310#0,"""討伐旺達索瑪！"""
arks_begin_30320#0,"""撃退海王種<br>獲得$(0)任務點數！"""
arks_begin_30330#0,"""救援沃帕爾原生住民！"""
arks_begin_30340#0,"""討伐圖騰鳥・瑪利達！"""
time_begin_40010#0,"""朝最深處前進！"""
time_begin_40020#0,"""朝最深處前進！"""
time_begin_40030#0,"""朝最深處前進！"""
time_begin_40040#0,"""朝最深處前進！"""
time_begin_40050#0,"""朝最深處前進！"""
time_begin_40060#0,"""朝最深處前進！"""
urgency_begin_50010#0,"""撃退黑暗種<br>累積$(0)任務點數!"""
urgency_begin_50020#0,"""撃退黑暗種<br>累積$(0)任務點數!"""
urgency_begin_50030#0,"""朝最深處前進！"""
urgency_begin_50035#0,"""朝最深處前進！"""
urgency_begin_50040#0,"""撃破大型戰艦旺達！"""
urgency_begin_50050#0,"""在時間結束前盡量撃退敵人！"""
urgency_begin_50060#0,"""找出娜烏拉的蛋糕店！"""
urgency_begin_50070#0,"""在時間結束前盡量撃退敵人！"""
urgency_begin_50080#0,"""撃退法爾斯之腕"""
urgency_begin_50090#0,"""撃破黑暗法爾斯・愛爾達"""
urgency_begin_50100#0,"""找出娜烏拉的蛋糕店！"""
urgency_begin_50110#0,"""累積情人節Pt!"""
urgency_begin_50120#0,"""累積白色情人節Pt!"""
urgency_begin_50130#0,"""朝最深處前進！"""
urgency_begin_50140#0,"""朝最深處前進！"""
urgency_begin_50160#0,"""援助需要救助的人<br>累積$(0)任務點數!"""
escape_begin_030010#0,"""朝回收地點前進！"""
escape_begin_030020#0,"""朝回收地點前進！"""
tgs2013_begin_00000#0,"""朝最深處前進！"""
cost_begin_010010#0,"""朝最深處前進！"""
cost_begin_020010#0,"""朝最深處前進！"""
cost_begin_030010#0,"""朝最深處前進！"""
cost_begin_040010#0,"""朝最深處前進！"""
cost_begin_050010#0,"""朝最深處前進！"""
cost_begin_060010#0,"""朝最深處前進！"""
cost_begin_070010#0,"""朝最深處前進！"""
cost_begin_080010#0,"""朝最深處前進！"""
cost_begin_090010#0,"""朝最深處前進！"""
cost_begin_100010#0,"""朝最深處前進！"""
cost_begin_110010#0,"""朝最深處前進！"""
cost_begin_120010#0,"""朝最深處前進！"""
event_begin_80010#0,"""朝最深處前進！"""
event_begin_80020#0,"""朝最深處前進！"""
event_begin_80030#0,"""撃破黑暗法爾斯・愛爾達"""
event_begin_80040#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
event_begin_80060#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
event_begin_80070#0,"""朝最深處前進！"""
event_begin_80080#0,"""エネミーを100体倒せ！"""
event_begin_80100#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
event_begin_80110#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
tower_begin_90010#0,"""稱霸5個舞台吧！"""
tower_begin_90020#0,"""稱霸5個舞台吧！"""
tower_begin_90030#0,"""稱霸5個舞台吧！"""
defense_begin_010010#0,"""防衛採掘基地！"""
defense_begin_010030#0,"""防衛採掘基地！"""
urgency_begin_100010#0,"""獲得$(0)海灘Pt！"""
urgency_begin_100015#0,"""獲得$(0)海灘Pt！"""
urgency_begin_060020#0,"""撃破謎樣敵方機械敵人"""
urgency_begin_50210#0,"""找出娜烏拉的蛋糕店！"""
urgency_begin_50200#0,"""朝最深處前進！"""
urgency_begin_50220#0,"""找出娜烏拉的蛋糕店！"""
urgency_begin_50230#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50240#0,"""累積情人節Pt!"""
urgency_begin_50250#0,"""累積白色情人節Pt!"""
urgency_begin_50260#0,"""起動開關，殲滅敵人！"""
urgency_begin_50270#0,"""打倒阿波斯・朵莉歐斯！"""
urgency_begin_50280#0,"""ダークファルス・ルーサーの撃破"""
urgency_begin_50290#0,"""ダークファルス・ルーサーの撃破"""
urgency_begin_50300#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50310#0,"""朝最深處前進！"""
urgency_begin_100020#0,"""獲得$(0)海灘Pt！"""
story_begin_10190_01#0,"""去找事代！"""
story_begin_10200_01#0,"""調查浮上施設！"""
story_begin_10210_01#0,"""前往封印之地！"""
story_begin_10220_01#0,"""搜索【若人】！"""
story_begin_10230#0,"""從【双子】內的宇宙中逃出！"""
story_begin_10240_01#0,"""目標是【双子】的本質！"""
story_begin_10250_01#0,"""【仮面】との決着をつけろ！"""
story_begin_10250_02#0,"""擊敗瑪托依！"""
story_begin_10250_03#0,"""マトイの元に向かえ！"""
story_begin_10270_01#0,"""壊世区域を調査せよ！"""
story_begin_10280_01#0,"""ヒツギと行動をともにせよ！"""
story_begin_10290_01#0,"""ハギトの軍勢を撃退せよ！"""
story_begin_10300_01#0,"""ヒツギと共に状況を打開せよ！"""
story_begin_10310_01#0,"""迅速に幻創種を撃破せよ！"""
story_begin_10320_01#0,"""ベトールを止めろ！"""
story_begin_10330_01#0,"""魔人・ファレグを撃退せよ！"""
story_begin_10330_02#0,"""全ての幻創種を殲滅しろ！"""
story_begin_10340#0,"""行く手を阻む幻創種を撃破せよ！"""
story_begin_10350_99#0,"""魔人・ファレグを撃退せよ！"""
story_begin_10350_01#0,"""捕らわれたヒツギを救出せよ！"""
story_begin_10350_02#0,"""アークスシップに侵入した外敵を撃退せよ！"""
story_begin_10380_99#0,"""ダーカーのような幻創種を倒せ！"""
story_begin_10390_99#0,"""ヒツギたちと共に学校を守れ！"""
story_begin_10400_01#0,"""アラトロンを撃退せよ！"""
story_begin_10400_02#0,"""アルを救出せよ！"""
story_begin_10400_03#0,"""マザーを止めろ！"""
story_begin_10410_99#0,"""異常進化した幻創種を倒せ！"""
story_begin_10430_01#0,"""世界再編を阻止せよ！"""
story_begin_10420_99#0,"""魔人・ファレグを倒せ！"""
story_begin_10440_01#0,"""【仮面】を救い出せ！"""
story_begin_10440_02#0,"""敵を全て倒せ！"""
story_begin__300020_01#0,"""魔神城を破壊せよ！"""
story_begin__300020_02#0,"""マナを回収して開戦準備を行え！"""
story_begin__300020_03#0,"""敵部隊の攻撃から破界塔を守れ！"""
story_begin__300020_04#0,"""破界鎚を護衛し敵結界を攻撃せよ！"""
story_begin__300020_05#0,"""魔神城の腹部のコアを破壊せよ！"""
story_begin__303310_01#0,"""ダーカーを殲滅せよ！ """
story_begin__300410_01#0,"""魔人兵を全て撃退せよ！"""
story_begin_300430_01#0,"""オメガ・ヒューナルを撃破せよ！"""
story_begin_300650_01#0,"""魔神城を撃破せよ！"""
story_begin_300700_01#0,"""オメガ・アンゲルを撃破せよ！"""
story_begin_300870_01#0,"""魔神城を撃破せよ！"""
story_begin_300880_01#0,"""ダーク・エンペラッピーを撃破せよ！"""
story_begin_300900_01#0,"""SOROKING・Dを撃破せよ！"""
story_begin_300940_01#0,"""オメガ・アプレジナを撃破せよ！"""
story_begin_300890_01#0,"""逃げ遅れた市民を救助せよ！"""
story_begin_300890_02#0,"""市街地の平和を取り戻せ！"""
story_begin_301130_01#0,"""魔神城を撃破せよ！"""
story_begin_301160_01#0,"""オメガ・ダリルを撃破せよ！"""
story_begin_301180_01#0,"""オメガ・ダランブルを撃破せよ！"""
story_begin_301300_01#0,"""黒き繭を目指せ！"""
story_begin_301310_01#0,"""黒き繭を目指せ！"""
story_begin_301350_01#0,"""エルミルを倒せ！"""
tutorial_begin_699999_01#0,"""朝回收地點前進！"""
omnibus_outline_15000_01#1,"""ヒ・ロガを鎮めよ！"""
omnibus_outline_15010_01#1,"""【仮面】を撃退せよ！"""
omnibus_outline_15020_01#1,"""撃破變形機甲曼沙！"""
omnibus_outline_15030_01#1,"""コ・レラを撃退せよ！"""
omnibus_outline_15040_01#1,"""殲滅入侵的黑暗種！"""
omnibus_outline_15050_01#1,"""探尋遺跡的祕密!"""
omnibus_outline_15060_01#1,"""ダークファルス・エルダーを撃破せよ！"""
omnibus_outline_15070_01#1,"""ハドレッドを撃退せよ！"""
omnibus_outline_15080_01#1,"""ハドレッドを撃退せよ！"""
omnibus_outline_15080_02#1,"""和在内部的庫娜會合！"""
omnibus_outline_15090_01#1,"""和梅爾馮希娜一起向最深處前進！"""
omnibus_outline_15100_01#1,"""賺取積分點數！"""
omnibus_outline_15110_01#1,"""ブリュー・リンガーダを撃退せよ！"""
omnibus_begin_15120_02#0,"""オルグ・ブランを撃退せよ！"""
omnibus_begin_15130_02#0,"""デコル・マリューダを撃退せよ！"""
omnibus_begin_15140_02#0,"""ファルス・ヒューナルを撃退せよ！"""
omnibus_begin_15150_02#0,"""ビオル・メデューナを撃退せよ！"""
omnibus_begin_15160_02#0,"""前往居住地區！"""
omnibus_begin_15170_02#0,"""快找錫安！"""
omnibus_begin_15180_02#0,"""打倒阿波斯・朵莉歐斯！"""
omnibus_begin_15180_03#0,"""ダークファルス・ルーサーの撃破"""
omnibus_begin_15190_02#0,"""快找在最深處孤軍奮戰的她！"""
omnibus_begin_15200_02#0,"""搜索【若人】！"""
omnibus_begin_15210_02#0,"""調查浮上施設！"""
omnibus_begin_15220_03#0,"""ギグル・グンネガムを撃破せよ！"""
omnibus_begin_15230_03#0,"""封印の場を防衛せよ！"""
omnibus_begin_15240_03#0,"""『禍津』を撃破せよ！"""
omnibus_begin_15250_03#0,"""從【双子】內的宇宙中逃出！"""
omnibus_begin_15260_03#0,"""【双子】を撃破せよ！"""
omnibus_begin_15270_03#0,"""【仮面】との決着をつけろ！"""
omnibus_begin_15280_03#0,"""擊敗瑪托依！"""
omnibus_begin_15290_03#0,"""マトイを救え！"""
omnibus_begin_15300_03#0,"""【深遠なる闇】の撃破"""
omnibus_begin_15310_03#0,"""壊世区域を調査せよ！"""
omnibus_begin_15320_03#0,"""ＤＦアプレンティス・ジアを撃破せよ！"""
freefield_begin_20120#0,"""朝最深處前進！"""
freefield_begin_20130#0,"""朝最深處前進！"""
freefield_begin_20140#0,"""クエストポイントをためろ！"""
freefield_begin_20160#0,"""クエストポイントをためろ！"""
freefield_begin_20170#0,"""朝最深處前進！"""
arks_begin_30350#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
arks_begin_30360#0,"""アンジャドゥリリを討伐せよ！"""
arks_begin_30370#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
arks_begin_30380#1,"""レオマドゥラードを討伐せよ！"""
arks_begin_30390#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
arks_begin_30400#0,"""コドッタ・イーデッタを討伐せよ！"""
time_begin_40070#0,"""エネミーを100体倒せ！"""
time_begin_40080#0,"""朝最深處前進！"""
time_begin_40090#0,"""朝最深處前進！"""
time_begin_40100#0,"""朝最深處前進！"""
training_begin_00010#0,"""１つの課題を達成せよ！"""
training_begin_00020#0,"""２つの課題を達成せよ！"""
training_begin_00030#0,"""３つの課題を達成せよ！"""
training_begin_00040#0,"""４つの課題を達成せよ！"""
training_begin_00050#0,"""５つの課題を達成せよ！"""
training_begin_00060#0,"""６つの課題を達成せよ！"""
training_begin_00080#0,"""８つの課題を達成せよ！"""
training_begin_00090#0,"""９つの課題を達成せよ！"""
training_begin_00100#0,"""１０個の課題を達成せよ！"""
urgency_begin_50360#0,"""朝最深處前進！"""
tgs2015_begin_00000#0,"""朝最深處前進！"""
cost_begin_140010#0,"""朝最深處前進！"""
cost_begin_150010#0,"""朝最深處前進！"""
cost_begin_170010#0,"""朝最深處前進！"""
event_begin_80090#0,"""ダークファルス・ルーサーの撃破"""
defense_begin_010040#0,"""防衛採掘基地！"""
challenge_begin_120000#0,"""VRエネルギーが無くなる前に<br>５つのミッションをクリアせよ！"""
challenge_begin_121000#0,"""制限時間内に可能な限りミッションをクリアし<br>より多くのスコアを獲得せよ！"""
riding_begin_180010#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
riding_begin_180020#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
riding_begin_180030#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
riding_begin_180040#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
riding_begin_180050#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
riding_begin_180060#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
urgency_begin_50330#0,"""暴走せしパジャドゥリンと<br>ギグル・グンネガムを討伐せよ!"""
urgency_begin_50350#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50340#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50370#0,"""クリスマスPtを$(0)ためろ！"""
urgency_begin_50390#0,"""『禍津』を撃破せよ！"""
ultimate_begin_130000#0,"""朝最深處前進！"""
event_begin_80120#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50380#0,"""累積情人節Pt!"""
urgency_begin_50400#0,"""累積白色情人節Pt!"""
urgency_begin_50430#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50410#0,"""障害を排除しつつ最深部を目指せ！"""
urgency_begin_50420#0,"""『禍津』を撃破せよ！"""
event_begin_80140#0,"""異変を引き起こす元凶を撃破せよ！"""
urgency_begin_50450#0,"""二体のダークファルスを撃破せよ！"""
urgency_begin_50460#0,"""獲得$(0)海灘Pt！"""
event_begin_80130#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50470#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
challenge_begin_120010#0,"""VRエネルギーが無くなる前に<br>５つのミッションをクリアせよ！"""
urgency_begin_50490#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50480#0,"""【深遠なる闇】の撃破"""
urgency_begin_50500#0,"""クリスマスPtを$(0)ためろ！"""
event_begin_80150#0,"""朝最深處前進！"""
contest_begin_140010#0,"""エネミーを100体倒せ！"""
contest_begin_140020#0,"""【深遠なる闇】の撃破"""
event_begin_80180#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
event_begin_80190#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
bonusgame_begin_150010#0,"""時間内にエネミーを全て撃退せよ！"""
bonusgame_begin_150030#0,"""時間内にエネミーを全て撃退せよ！"""
bonusgame_begin_150040#0,"""時間内にエネミーを全て撃退せよ！"""
arks_begin_30410#0,"""幻創種を撃退し<br>クエストポイントを$(0)ためろ！"""
arks_begin_30420#0,"""トレイン・ギドランを討伐せよ！"""
freefield_begin_20150#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50520#0,"""累積白色情人節Pt!"""
tower_begin_90040#0,"""稱霸5個舞台吧！"""
urgency_begin_50540#0,"""幻創戦艦・大和を撃退せよ！"""
urgency_begin_50530#0,"""障害を排除しつつ最深部を目指せ！"""
urgency_begin_50510#0,"""累積情人節Pt!"""
urgency_begin_50550#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
time_begin_40110#0,"""朝最深處前進！"""
escape_begin_030030#0,"""朝回收地點前進！"""
urgency_begin_50570#0,"""【深遠なる闇】の撃破"""
urgency_begin_50560#0,"""獲得$(0)海灘Pt！"""
urgency_begin_50700#0,"""朝最深處前進！"""
event_begin_80200#0,"""異変を引き起こす元凶を撃破せよ！"""
event_begin_80210#0,"""累積$(0)任務點數!"""
time_begin_40120#0,"""朝最深處前進！"""
urgency_begin_50580#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50590#0,"""エネミーを撃退し<br>ハロウィンPtを$(0)ためろ！"""
event_begin_80220#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50610#0,"""クリスマスPtを$(0)ためろ！"""
ultimate_begin_130020#0,"""龍族を鎮圧し、最深部へ到達せよ！"""
urgency_begin_50600#0,"""エスカファルス・マザーを撃破せよ！"""
tower_begin_90050#0,"""稱霸5個舞台吧！"""
urgency_begin_50620#0,"""朝最深處前進！"""
urgency_begin_50650#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
event_begin_80230#0,"""各惑星に現れた敵を撃退せよ！"""
bonusgame_begin_150060#0,"""時間内にエネミーを全て撃退せよ！"""
basnet_begin_9674#0,"""魔神城を撃破せよ！"""
urgency_begin_50660#0,"""デウス・エスカを撃退せよ！"""
urgency_begin_50690#0,"""デウス・エスカを撃退せよ！"""
event_begin_80250#0,"""各惑星に現れた敵を撃退せよ！"""
urgency_begin_50670#0,"""幻創戦艦・大和を撃退せよ！"""
urgency_begin_50680#0,"""幻創戦艦・大和を撃退せよ！"""
event_begin_80260#0,"""各惑星に現れた敵を撃退せよ！"""
event_begin_80270#0,"""各惑星に現れた敵を撃退せよ！"""
event_begin_80280#0,"""各惑星に現れた敵を撃退せよ！"""
event_begin_80290#0,"""各惑星に現れた敵を撃退せよ！"""
urgency_begin_50710#0,"""障害を排除しつつ最深部を目指せ！"""
urgency_begin_50730#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50720#0,"""クリスマスPtを$(0)ためろ！"""
urgency_begin_50750#0,"""魔神城を撃破せよ！"""
urgency_begin_50740#0,"""制限時間内に可能な限りエネミーを撃破し<br>より多くのスコアを獲得せよ！"""
event_begin_80300#0,"""魔神城を撃破せよ！"""
event_begin_80310#0,"""ハリエットを救出せよ！"""
urgency_begin_50760#0,"""ドラゴンを撃退せよ！"""
urgency_begin_50770#0,"""ドラゴンを撃退せよ！"""
urgency_begin_50780#0,"""朝最深處前進！"""
urgency_begin_50790#0,"""朝最深處前進！"""
urgency_begin_50800#0,"""オメガファルス・ルーサーを撃破せよ！"""
urgency_begin_50810#0,"""オメガファルス・ルーサーを撃破せよ！"""
bonusgame_begin_150070#0,"""時間内にエネミーを全て撃退せよ！"""
urgency_begin_50820#0,"""時間内にエネミーを全て撃退せよ！"""
ultimate_begin_130010#0,"""朝最深處前進！"""
urgency_begin_50830#0,"""朝最深處前進！"""
tower_begin_90060#0,"""稱霸5個舞台吧！"""
tower_begin_90070#0,"""稱霸5個舞台吧！"""
urgency_begin_50840#0,"""時間内に可能な限りエネミーを撃退せよ！"""
urgency_begin_50850#0,"""【若人】を撃退せよ！"""
trigger_begin_170440#0,"""灼零龍エルゼリオンを討伐せよ！"""
urgency_begin_50930#0,"""障害を排除しつつ最深部を目指せ！"""
urgency_begin_50860#0,"""【若人】を撃退せよ！"""
urgency_begin_50920#0,"""朝最深處前進！"""
urgency_begin_50870#0,"""魔神城を撃破せよ！"""
ultimate_begin_130030#0,"""オメガ・マスカレーダを討伐せよ！"""
urgency_begin_50950#0,"""朝最深處前進！"""
urgency_begin_50960#0,"""朝最深處前進！"""
event_begin_80350#0,"""敵性反応を殲滅せよ！"""
event_begin_80360#0,"""朝最深處前進！"""
event_begin_80370#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
urgency_begin_50900#0,"""ダークファルス・ペルソナを撃破せよ！"""
urgency_begin_50910#0,"""ダークファルス・ペルソナを撃破せよ！"""
urgency_begin_50980#0,"""朝最深處前進！"""
story_begin_130010#0,"""朝最深處前進！"""
story_begin_390010#0,"""磁獄龍墓最奥を目指せ！"""
urgency_begin_51060#0,"""敵艦隊旗艦を撃沈せよ！"""
urgency_begin_51040#0,"""敵旗艦の周囲を固める戦艦群を突破せよ！"""
urgency_begin_51050#0,"""動力炉を破壊せよ！"""
event_begin_80390#0,"""仮想標的を破壊せよ！"""
urgency_begin_51030#0,"""敵艦を襲撃し、Ａ．Ｉ．Ｓ妨害装置を破壊せよ！"""
urgency_begin_51010#0,"""前方の航行不能な味方艦を救助しろ！"""
urgency_begin_51000#0,"""甲板上の敵を排除し、味方艦を救援せよ！"""
urgency_begin_51020#0,"""敵艦を追撃し、Ａ．Ｉ．Ｓ妨害装置を破壊せよ！"""
event_begin_80380#0,"""各エリアに現れた敵を撃退せよ！"""
training_begin_161500#0,"""５回ダメージ測定をせよ！"""
urgency_begin_250040#0,"""エネミーを撃退し<br>クエストポイントを$(0)ためろ！"""
ultimate_begin_410010#0,"""朝最深處前進！"""
event_begin_140040#0,"""ハルコタンを救え！"""
urgency_begin_51070#0,"""朝最深處前進！"""
freefield_begin_20250#0,"""朝最深處前進！"""
freefield_begin_20260#0,"""朝最深處前進！"""
freefield_begin_20270#0,"""朝最深處前進！"""
urgency_begin_51080#0,"""朝最深處前進！"""
story_begin_030010#0,"""速やかに閃機種を殲滅せよ！"""
story_begin_140009#0,"""閃機種を倒せ！"""
story_begin_140010#0,"""シバを倒せ！"""
omnibus_begin_700035#0,"""正体不明の敵を退けろ！"""
urgency_begin_51100#0,"""障害を排除しつつ最深部を目指せ！"""
freefield_begin_20280#0,"""朝最深處前進！"""
freefield_begin_20290#0,"""朝最深處前進！"""
trigger_begin_170690#0,"""アヴァールネメシスを撃破せよ！"""
urgency_begin_51090#0,"""***"""
urgency_begin_51110#0,"""時間内に可能な限りエネミーを撃退せよ！"""
urgency_begin_51120#0,"""朝最深處前進！"""
urgency_begin_51130#0,"""朝最深處前進！"""
event_begin_80430#0,"""敵性反応を殲滅せよ！"""
story_begin_190010#0,"""地球を守れ！"""
mack_begin_Explore#0,"""装置に工作し、脱出せよ！"""
mack_begin_Defence#0,"""結晶を回収しポッドを補充せよ！"""
mack_begin_SpreadBomb#0,"""時間内により多く敵を撃破せよ！"""
mack_begin_Boss#0,"""時間内に強敵を撃破せよ！"""
mack_begin_FloorBoss#0,"""最終標的を撃破せよ！"""
mack_begin_RestArea#0,"""５つのステップを踏破せよ！"""
urgency_begin_51140#0,"""朝最深處前進！"""
story_begin_260010#0,"""霊脈を目指せ！"""
story_begin_260020#0,"""ヴァルナを倒せ！"""
urgency_begin_430010#0,"""【原初の闇】を撃破せよ！"""
event_begin_80440#0,"""敵主力艦隊を鎮圧せよ！"""
story_begin_302290#0,"""シバを倒せ！"""
urgency_begin_51170#0,"""朝最深處前進！"""
story_begin_302295#0,"""【原初の闇】を撃破せよ！"""
bonusgame_begin_150080#0,"""時間内にエネミーを全て撃退せよ！"""
urgency_begin_51180#0,"""時間内に可能な限りエネミーを撃退せよ！"""
event_begin_80450#0,"""朝最深處前進！"""
test_begin_9894#0,"""時間内に可能な限りエネミーを撃破せよ！"""
urgency_begin_51200#0,"""障害を排除し、最深部を目指せ！"""
ultimate_begin_430010#0,"""【原初の闇】を撃破せよ！"""
urgency_begin_51220#0,"""障害を排除しつつ最深部を目指せ！"""
urgency_begin_51210#0,"""累積$(0)任務點數!"""
urgency_begin_51190#0,"""エネミー撃破でポイントを獲得せよ！"""
