r01_gd_flo_wi#0,"""Fuwan"""
KnucklePA03#1,"""Photon Art ของ Knuckles<br>พุ่งต่อยไปด้านหน้า แล้วตามด้วยคอมโบฮุคซ้ายขวา"""
RiflePA02#1,"""Photon Art ของ Assault Rifle<br>กดค้างเพื่อล็อคเป้าหมาย แล้วปล่อยเพื่อยิงกระสุนติดตามใส่เป้าหมายทั้งหมด"""
RiflePA03#1,"""Photon Art ของ Assault Rifle<br>กระโดดหลบแล้วสาดกระสุนรัว กดค้างเพื่อยิงต่อเนื่องจนกว่า PP จะหมด"""
LauncherPA01#1,"""Photon Art ของ Launcher<br>ยิงปืนค.โจมตีพื้นที่เป้าหมาย"""
LauncherPA02#1,"""Photon Art ของ Launcher<br>ยิงลำแสงพลังงานสูง กดค้างเพื่อยิงต่อเนื่องจนกว่า PP จะหมด ถ้ายิงนานพอจะมีการโจมตีเสริมตอนจบ"""
LauncherPA03#1,"""Photon Art ของ Launcher<br>รัวยิงกระสุนระเบิดติดตาม แล้วปิดท้ายด้วยระเบิดขนาดใหญ่ สามารถเคลื่อนที่ได้"""
MachinegunPA01#1,"""Photon Art ของ Twin Machineguns<br>สลับยิงทีละข้าง แล้วยิงพร้อมกันเพื่อสร้างระเบิดกลุ่ม ชาร์จเพื่อเพิ่มความแรง"""
MachinegunPA02#1,"""Photon Art ของ Twin Machineguns<br>หมุนตัวสาดกระสุนใส่ศัตรูรอบทิศทาง ชาร์จเพื่อเพิ่มความแรง"""
MachinegunPA03#1,"""Photon Art ของ Twin Machineguns<br>พุ่งเข้าหาเป้าหมายด้วยความเร็วสูงแล้วยิงกระสุนรุนแรง 2 นัด ชาร์จเพื่อเพิ่มความแรง"""
Fire01#1,"""เทคนิคธาตุไฟ<br>ยิงลูกไฟไปด้านหน้า ชาร์จเพื่อสร้างระเบิดใส่เป้าหมาย"""
Fire02#1,"""เทคนิคธาตุไฟ<br>สร้างพายุไฟรอบตัว ชาร์จเพื่อสร้างเสาไฟใต้เป้าหมาย"""
Ice01#1,"""เทคนิคธาตุน้ำแข็ง<br>ยิงกระสุนน้ำแข็งไปด้านหน้า ชาร์จเพื่อเพิ่มความแรง"""
Ice02#1,"""เทคนิคธาตุน้ำแข็ง<br>สร้างกำแพงมีดน้ำแข็งด้านหน้า ชาร์จเพื่อเพิ่มความแรง"""
Thunder01#1,"""เทคนิคธาตุสายฟ้า<br>เรียกสายฟ้าผ่าลงด้านหน้า ชาร์จเพื่อเพิ่มความแรงแต่สายฟ้าจะไม่ชิ่งหาศัตรูอื่น"""
Thunder02#1,"""เทคนิคธาตุสายฟ้า<br>สร้างลูกแก้วช็อตเป้าหมายเป็นระยะ ชาร์จเพื่อสร้างลูกแก้วที่ช็อตศัตรูรอบๆ อย่างรวดเร็วแล้วหายไป"""
Wind01#1,"""เทคนิคธาตุลม<br>ยิงใบมีดลม 3 แฉก ชาร์จเพื่อยิงใบมีดลมขนาดใหญ่ที่ทะลวงศัตรูได้"""
Wind02#1,"""เทคนิคธาตุลม<br>สร้างทอร์นาโดใต้เป้าหมาย ชาร์จเพื่อสร้างทอร์นาโดที่ใหญ่และแรงขึ้น"""
Light01#1,"""เทคนิคธาตุแสง<br>เรียกหอกแสงตกลงมาเสียบเป้าหมาย ชาร์จเพื่อเพิ่มจำนวนหอก"""
Light02#1,"""เทคนิคธาตุแสง<br>ยิงลำแสงกวาดรอบตัว ชาร์จเพื่อยิงลำแสงกวาดเป็นพื้นที่กว้างด้านหน้า"""
Dark01#1,"""เทคนิคธาตุมืด<br>ยิงลูกแก้วมืดติดตามเป้าหมาย ชาร์จเพื่อยิงลูกแก้วขนาดใหญ่ที่ทะลวงศัตรูได้"""
Dark02#1,"""เทคนิคธาตุมืด<br>สร้างระเบิดความมืดดูดศัตรูด้านหน้า ชาร์จเพื่อเพิ่มความแรง"""
WandPA01#1,"""Photon Art ของ Wand<br>พุ่งเข้าหาเป้าหมายแล้วฟันอย่างรุนแรง ชาร์จเพื่อเพิ่มความแรง"""
WandPA02#1,"""Photon Art ของ Wand<br>ฟาดพื้นสร้างคลื่นกระแทกโจมตีศัตรูเป็นวงกว้าง"""
TalisPA01#1,"""Photon Art ของ Talis<br>ยิงกระสุนโฟตอนแล้วกาง Talis ขณะที่กางอยู่ รูปแบบของเทคนิคจะเปลี่ยนไป"""
TalisPA02#1,"""Photon Art ของ Talis<br>โจมตีหลายครั้งแล้วกาง Talis รูปแบบขึ้นอยู่กับขั้นของ PA ที่ใช้ ขณะที่กางอยู่ รูปแบบเทคนิคจะเปลี่ยนไป"""
KatanaPA01#1,"""Photon Art ของ Katana<br>รูปแบบเปลี่ยนไปเมื่อใช้ต่อเนื่อง<br>ชักดาบออกฟัน<br>ฟัน 2 ครั้งด้านหน้า แล้วฟันอีก 2 ครั้ง<br>จากนั้นปิดท้ายด้วยการฟัน 1 ครั้ง"""
KatanaPA02#1,"""Photon Art ของ Katana<br>รูปแบบเปลี่ยนไปเมื่อใช้ต่อเนื่อง<br>ฟันกวาดรอบตัว<br>พัดศัตรูให้กระเด็น<br>แล้วตัดอากาศเป็นชิ้นๆ"""
KatanaPA03#1,"""Photon Art ของ Katana<br>รูปแบบเปลี่ยนไปเมื่อใช้ต่อเนื่อง<br>รวบรวมพลัง<br>แล้วปล่อยคลื่นกระแทกขนาดใหญ่<br>ฟันศัตรูทั้งหมดด้านหน้า"""
CompoundBowPA01#1,"""Photon Art ของ Bullet Bow<br>ยิงกระสุนติดตาม ชาร์จขั้น 1 เพื่อยิงทะลวงแบบช้าลง ชาร์จขั้น 2 เพื่อยิงศรยักษ์รุนแรง"""
CompoundBowPA02#1,"""Photon Art ของ Bullet Bow<br>ยิงลูกศรที่แตกกระจายเมื่อกระทบเป้า ชาร์จเพื่อให้กระจายทันทีที่ยิง"""
CompoundBowPA03#1,"""Photon Art ของ Bullet Bow<br>สร้างธนูบนฟ้าเพื่อยิงถล่มพื้นที่เป้าหมาย ชาร์จยิงเพื่อเก็บศร 5 ดอก ซึ่งจะโจมตีซ้ำทีละดอกเมื่อใช้ PA ของ Bullet Bow โดนศัตรู"""
JetBootsPA01#1,"""Photon Art ของ Jet Boots<br>กดค้างเพื่อสลับรูปแบบ (ใช้ PP มากขึ้น)<br>ตีลังกาเตะเสยขึ้น แล้ว<br>[กดปกติ] ตีลังกาเตะเสยซ้ำที่เดิม<br>[กดค้าง] ปล่อยลูกเตะแนวนอนทรงพลัง"""
JetBootsPA02#1,"""Photon Art ของ Jet Boots<br>กดค้างเพื่อสลับรูปแบบ (ใช้ PP มากขึ้น)<br>เตะแนวนอนไปด้านหน้า 2 ครั้ง แล้ว<br>[กดปกติ] เตะแนวนอนไปด้านหน้าซ้ำอีก 2 ครั้ง<br>[กดค้าง] ปล่อยลูกเตะรุนแรงพร้อมกับดีดตัวถอยหลัง"""
JetBootsPA03#1,"""Photon Art ของ Jet Boots<br>กดค้างเพื่อสลับรูปแบบ (ใช้ PP มากขึ้น)<br>หมุนตัวเตะสร้างคลื่นกระแทก 2 ครั้ง คลื่นลูกที่สองจะค้างอยู่ในอากาศชั่วครู่<br>[กดค้าง] จากนั้นหมุนตัวเตะสร้างคลื่นแนวนอนอีก 2 ครั้ง"""
DbladePA01#1,"""Photon Art ของ Dual Blades<br>กดปุ่มค้าง/กดระหว่างโจมตีเพื่อสลับรูปแบบ<br>ฟันกวาดศัตรู แล้วหมุน Photon Blade เป็นพายุรอบตัว<br>สลับรูปแบบ: หมุน Photon Blade แนวตั้งรอบตัว 2 ครั้ง"""
DbladePA02#1,"""Photon Art ของ Dual Blades<br>กดปุ่มค้าง/กดระหว่างโจมตีเพื่อสลับรูปแบบ<br>กระหน่ำฟันอย่างรวดเร็ว แล้วเรียก Photon Blade ร่วงใส่เป้าหมาย<br>สลับรูปแบบ: สร้างสายน้ำ Photon Blade พุ่งติดตามเป้าหมาย"""
DbladePA03#1,"""Photon Art ของ Dual Blades<br>กดปุ่มค้าง/กดระหว่างโจมตีเพื่อสลับรูปแบบ<br>พุ่งเข้าหาพร้อมหมุนตัวฟัน แล้วปิดท้ายด้วยการฟันรุนแรง<br>สลับรูปแบบ: หมุนตัวอยู่กับที่ หั่นทุกอย่างรอบตัว"""
SwordPA04#1,"""Photon Art ของ Sword<br>ฟันลงมาอย่างรุนแรงเพื่อผ่าศัตรูเป็นสองซีก<br>ชาร์จเพื่อเพิ่มความแรงและระยะโจมตี"""
WlancePA04#1,"""Photon Art ของ Wired Lance<br>เสียบศัตรูแล้วงัดขึ้นฟ้าก่อนจะทุ่มลงพื้น<br>ชาร์จเพื่อพุ่งแทงอย่างรุนแรงแทน<br>ขณะชาร์จจะลดความเสียหายที่ได้รับ และต้านทานการชะงัก/กระเด็น หากโดนตี 2 ครั้งตอนชาร์จ จะปล่อยการโจมตีแบบชาร์จเต็มทันที"""
PartisanPA04#1,"""Photon Art ของ Partizan<br>คอมโบ 3 ขั้น: กระโดดฟันงัดเป้าหมาย พุ่งแทงเป้าหมาย แล้วฟันพร้อมกับถอยหลัง"""
TdaggerPA04#1,"""Photon Art ของ Twin Daggers<br>แทงทะลวงศัตรูแล้วฟันผ่ากลาง จากนั้นปามีดออกไปรอบตัว"""
DsaberPA04#1,"""Photon Art ของ Double Saber<br>สร้าง Kamaitachi เมื่อใช้งาน<br>กระโดดหมุนตัวไปด้านหน้า แล้วอัดโฟตอนลงใบมีดเพื่อฟาดลงพื้น"""
KnucklePA04#1,"""Photon Art ของ Knuckles<br>ปัดป้องการโจมตีอย่างรวดเร็ว แล้วสวนกลับด้วยหลังมือ<br>ความแรงจะเพิ่มขึ้นหากปัดป้องสำเร็จ"""
RiflePA04#1,"""Photon Art ของ Assault Rifle<br>ล็อคพื้นที่เป้าหมายเพื่อระเบิด กด PA ค้างเพื่อเลือกพื้นที่ ปล่อยเพื่อโจมตี"""
MachinegunPA04#1,"""Photon Art ของ Twin Machineguns<br>ยิงกระสุนชิ่งไปมาในพื้นที่ด้านหน้า ชาร์จเพื่อเพิ่มความแรง"""
KatanaPA04#1,"""Photon Art ของ Katana<br>รูปแบบเปลี่ยนไปเมื่อใช้ต่อเนื่อง<br>พุ่งฟันด้านหน้าด้วยความเร็วสูง<br>หากใช้ 3 ครั้งติดกัน<br>ความแรงจะเพิ่มขึ้น"""
CompoundBowPA04#1,"""Photon Art ของ Bullet Bow<br>เคลื่อนที่เป็นระยะไกลแล้วยิงธนู<br>ชาร์จเพื่อยิงหอกธนูโฟตอนยักษ์ต่อเนื่อง"""
JetBootsPA04#1,"""Photon Art ของ Jet Boots<br>กดค้างเพื่อสลับรูปแบบ (ใช้ PP มากขึ้น)<br>[กดปกติ] พุ่งเข้าไปเตะเป้าหมายอย่างรุนแรง<br>[กดค้าง] หมุนตัวเตะสร้าง Photon Blade รอบตัว โจมตีเป้าหมายใกล้เคียงรัวๆ"""
DbladePA04#1,"""Photon Art ของ Dual Blades<br>กดปุ่มค้าง/กดระหว่างโจมตีเพื่อสลับรูปแบบ<br>โจมตีต่อเนื่องพร้อมปล่อยคลื่นกระแทก<br>สลับรูปแบบ: พุ่งเข้าไปฟันด้วยดาบทั้งสองเล่มพร้อมกัน"""
TaktPA01#1,"""Photon Art ของ Takt<br>เรียก Fredran ยิงลมหายใจทะลวงศัตรู กด PA ค้างเพื่อล็อคเป้าหมายเพิ่ม (ใช้ PP เพิ่ม)"""
TaktPA02#1,"""Photon Art ของ Takt<br>เรียก Fredran ยิงคลื่นสุญญากาศ กด PA ค้างเพื่อขี่ Fredran (ใช้ PP เพิ่ม) ปล่อยปุ่มเพื่อลงและสั่งให้พุ่งชน"""
TaktPA03#1,"""Photon Art ของ Takt<br>เรียก Wulfer ปล่อยคลื่นกระแทกแล้วโจมตีรุนแรง กด PA ค้างเพื่อชาร์จ (ใช้ PP เพิ่ม) ไม่ชาร์จ: ทุบพื้นโจมตีศัตรูรอบๆ ชาร์จครึ่ง: พุ่งโจมตีทิ้งคลื่นกระแทกไว้กลางอากาศ ชาร์จเต็ม: ปล่อยคลื่นกระแทกรุนแรงอีกระลอก"""
TaktPA04#1,"""Photon Art ของ Takt<br>เรียก Wulfer พุ่งไปด้านหน้าแล้วอัปเปอร์คัต กด PA ค้างเพื่อให้โจมตีต่อเนื่อง (ใช้ PP เพิ่ม)"""
GunslashPA01#1,"""Photon Art ของ Gunslash<br>ฟันด้านหน้าแล้วยิงระยะเผาขน<br>ถ้ากดทิศทางพร้อมใช้งาน:<br>พุ่งเสียบเป้าหมายด้วยความเร็วสูง แล้วยิงระยะเผาขน"""
GunslashPA02#1,"""Photon Art ของ Gunslash<br>ฟันต่อเนื่องด้านหน้า ยิ่งใช้ซ้ำยิ่งแรงขึ้น<br>ถ้ากดทิศทางพร้อมใช้งาน:<br>เคลื่อนที่ฟันเป็นวงกว้าง"""
GunslashPA03#1,"""Photon Art ของ Gunslash<br>ปาระเบิดโฟตอนแล้วถอยฉากตอนระเบิด<br>ถ้ากดทิศทางพร้อมใช้งาน:<br>เตะระเบิดโฟตอนไปด้านหน้า ระเบิดเมื่อถึงระยะ"""
GunslashPA04#1,"""Photon Art ของ Gunslash<br>แทงอาวุธลงพื้นสร้างคลื่นกระแทก<br>ถ้าใช้กลางอากาศ จะพุ่งลงพื้นก่อนโจมตี<br>ถ้ากดทิศทางพร้อมใช้งาน:<br>โจมตีรอบตัวพร้อมกับลอยขึ้น"""
RiflePA01#1,"""Photon Art ของ Assault Rifle<br>ยิงกระสุนระเบิด 2 นัดใส่เป้าหมาย<br>ชาร์จได้ 2 ระดับเพื่อยิงกระสุนเกลียวทะลวงศัตรู"""
LauncherPA04#1,"""Photon Art ของ Launcher<br>ยิงระเบิดรุนแรงด้านหน้าทำให้คุณกระเด็นถอยหลัง<br>ชาร์จได้ 2 ระดับเพื่อยิงในรูปแบบลูกระเบิดขว้าง"""
TypeNon#0,"""None"""
TypeNoUse#0,"""Photon Blast """
Type1_1#0,"""Helix Proi"""
Type1_2#0,"""Helix Imera"""
Type1_3#0,"""Helix Nifta"""
Type2_1#0,"""Ajax Proi"""
Type2_2#0,"""Ajax Imera"""
Type2_3#0,"""Ajax Nifta"""
Type3_1#0,"""Cetus Proi"""
Type3_2#0,"""Cetus Imera"""
Type3_3#0,"""Cetus Nifta"""
Type4_1#0,"""Julius Proi"""
Type4_2#0,"""Julius Imera"""
Type4_3#0,"""Julius Nifta"""
Type5_1#0,"""Ilios Proi"""
Type5_2#0,"""Ilios Imera"""
Type5_3#0,"""Ilios Nifta"""
QuickBlast#0,"""After Blast"""
TypeNon#1,"""None"""
TypeNoUse#1,"""ไม่สามารถใช้ Photon Blast ได้ในขณะนี้<br>กรุณาสวมใส่ Mag ที่เรียนรู้ Photon Blast แล้ว"""
Type1_1#1,"""อวาตาร์สาย Helix<br>เน้นทะลวง<br>รวบรวมโฟตอนเพื่อพุ่งชน<br>เป้าหมาย"""
Type1_2#1,"""อวาตาร์สาย Helix<br>เน้นทะลวง<br>พุ่งเข้าหาเป้าหมาย แล้ว<br>ปล่อยคลื่นกระแทกรุนแรงรอบตัว"""
Type1_3#1,"""อวาตาร์สาย Helix<br>เน้นทะลวง<br>ขวิดด้วยเขารัวๆ แล้ว<br>เหยียบย่ำเป้าหมายซ้ำ"""
Type2_1#1,"""อวาตาร์สาย Ajax<br>แข็งแกร่งดั่งหินผา โจมตีด้วย<br>พายุระเบิดปูพรม<br>กวาดล้างทุกสิ่งด้านหน้า"""
Type2_2#1,"""อวาตาร์สาย Ajax<br>แข็งแกร่งดั่งหินผา<br>ยิงเลเซอร์โฟตอนจากส่วนหัว<br>ตกใส่เป้าหมายดั่งห่าฝน"""
Type2_3#1,"""อวาตาร์สาย Ajax<br>แข็งแกร่งดั่งหินผา กระจายปีกนกไฟ<br>ที่มีชีวิตของตัวเอง เปลี่ยนเป็น<br>กระสุนพุ่งเสียบเป้าหมาย"""
Type3_1#1,"""อวาตาร์สาย Ketos<br>พลังลึกลับ ดึงดูดโฟตอน<br>ในชั้นบรรยากาศรอบๆ<br>เพื่อช่วยฟื้นฟู PP ให้เร็วขึ้น"""
Type3_2#1,"""อวาตาร์สาย Ketos<br>พลังลึกลับ<br>รวมพลังโฟตอนเพื่อยิง<br>เลเซอร์เข้มข้นไปด้านหน้า"""
Type3_3#1,"""อวาตาร์สาย Ketos<br>พลังลึกลับ ว่ายเวียน<br>ในอวกาศเพื่อชาร์จโฟตอน<br>สร้างพายุสายฟ้าฟาดรัวๆ"""
Type4_1#1,"""อวาตาร์สาย Julius<br>พลังเด็ดเดี่ยว<br>วาร์ปเข้าประชิดเป้าหมายแล้ว<br>ใช้แขนโจมตีกระหน่ำรัวๆ"""
Type4_2#1,"""อวาตาร์สาย Julius<br>พลังเด็ดเดี่ยว<br>ทิ่มแทงด้วยเขาหนาม<br>ปลิดชีพเป้าหมายอย่างแม่นยำ"""
Type4_3#1,"""อวาตาร์สาย Julius<br>พลังเด็ดเดี่ยว สร้าง<br>สนามแรงโน้มถ่วงสูง<br>ในพื้นที่เป้าหมาย แล้วระเบิดออก"""
Type5_1#1,"""อวาตาร์สาย Ilios<br>พลังแน่วแน่ ช่วยสนับสนุน<br>การโจมตีของคุณโดยการ<br>เข้าฟาดฟันเป้าหมายหลักซ้ำ"""
Type5_2#1,"""อวาตาร์สาย Ilios<br>พลังแน่วแน่ ตวัดดาบยักษ์<br>ผ่าอากาศ สร้างคลื่นพลัง<br>ซัดใส่เป้าหมายหลัก"""
Type5_3#1,"""อวาตาร์สาย Ilios<br>พลังแน่วแน่ เรียกการ<br>ลงทัณฑ์ไร้ปรานีจาก<br>มิติว่างเปล่าใส่เป้าหมาย"""
PetPALearn#0,"""$(1) ของคุณเรียนรู้ $(0) แล้ว"""
PetPALevelUp#0,"""$(1) ของ $(2) เลื่อนระดับเป็น $(0)"""
PetUnequipped#0,"""ไม่มี Pet ติดตั้งใน Takt นี้"""
Npc_7001#0,"""Manon"""
Npc_7002#0,"""Aina"""
Npc_7003#0,"""Garoa"""
Npc_7004#0,"""Crawford"""
Npc_7005#0,"""Bruder"""
Npc_7006#0,"""Ran"""
Npc_7007#0,"""Liu Lin"""
Npc_7008#0,"""Rossa"""
Npc_7009#0,"""Oranje"""
Npc_7010#0,"""Nadereh"""
Npc_7011#0,"""Taivas"""
Npc_7012#0,"""Tulli"""
Npc_7013#0,"""Ilma"""
Npc_7014#0,"""Kukka"""
Npc_7015#0,"""Meri"""
Npc_7016#0,"""Guren"""
Npc_7017#0,"""Hadi"""
Npc_7018#0,"""Jalil"""
Npc_7019#0,"""Mohsen"""
Npc_7022#0,"""Kanui"""
Npc_7023#0,"""Noroshi"""
Npc_7025#0,"""Zephetto"""
Npc_7026#0,"""Faria"""
Npc_7027#0,"""Ricoeur"""
Npc_7028#0,"""Luka"""
Npc_7033#0,"""？？？"""
Npc_7034#0,"""Lucia"""
Npc_7036#0,"""Alter Crawford"""
AutorunToast1#0,"""เปิดใช้งานวิ่งอัตโนมัติ"""
Toast_Defend#0,"""เลเวลของคุณต่ำเกินไปที่จะทำความเสียหายกับเป้าหมายนี้"""
Toast_Defend_CombatPoint#0,"""Power Level ของคุณต่ำเกินไปที่จะทำความเสียหายกับเป้าหมายนี้ (ต้องการ: $(0))"""
MoonAtmizerToYou#0,"""ใช้ไอเทมเพื่อชุบชีวิตคุณ!"""
ResurrectToYou#0,"""ได้ชุบชีวิตคุณ"""
<GatlingGun>EquippingEnd#0,"""Arms Release """
<GatlingGun>AttackGun#0,"""Rapid Fire """
<GatlingGun>AttackRailgun#0,"""Charge Blaster """
<GatlingGun>AttackJet#0,"""Boost Glider """
HealTankRecast#0,"""Resta Sign """
RecoveryMoonAtomizerRecast#0,"""Reverser Sign """
RideTimeAlert1#0,"""<yellow>Time Remaining: $(0)s<c>"""
RideTimeAlert2#0,"""<red>Time Remaining: $(0)s<c>"""
<Throw>EquippingEnd#0,"""Release"""
SnowBoard:GetOff#0,"""Dismount"""
<GatlingGun>AttackMissile#0,"""Multi-lock Missile"""
<GatlingGun>JumpingDodge#0,"""Ultra High Jump"""
<GatlingGun>ParticleCannon#0,"""Hyper Blaster"""
<Throw>EquippingEndMovement#0,"""Rescind"""
<Halloween>PowerBoost#0,"""Bullet Boost"""
<GatlingGun>SpShot#0,"""Oneshot Blaster"""
SwordAttack#0,"""โจมตีปกติของ Sword<br>ฟันดาบเป็นคอมโบ 3 ขั้น"""
PartisanAttack#0,"""โจมตีปกติของ Partizan<br>ฟันหอกเป็นคอมโบ 3 ขั้น"""
PartisanWeaponAction#0,"""Weapon Action ของ Partizan<br>ตั้งหอกป้องกันการโจมตีจากทุกทิศทาง"""
WLanceAttack#0,"""โจมตีปกติของ Wired Lances<br>ฟันสลิงเป็นคอมโบ 3 ขั้น"""
WLanceWeaponAction#0,"""Weapon Action ของ Wired Lances<br>ปาสลิงเสียบศัตรู หากสำเร็จจะดึงตัวเองเข้าหาศัตรู"""
KnuckleAttack#0,"""โจมตีปกติของ Knuckles<br>ต่อยเป็นคอมโบ 3 ขั้น"""
KnuckleWeaponAction#0,"""Weapon Action ของ Knuckles<br>โยกหลบการโจมตีด้วยความเร็วสูง"""
TDaggerAttack#0,"""โจมตีปกติของ Twin Daggers<br>ฟันมีดคู่เป็นคอมโบ 3 ขั้น"""
TDaggerWeaponAction#0,"""Weapon Action ของ Twin Daggers<br>ตั้งมีดป้องกันการโจมตีจากทุกทิศทาง"""
DSaberAttack#0,"""โจมตีปกติของ Double Saber<br>ฟันดาบสองปลายเป็นคอมโบ 3 ขั้น"""
DSaberWeaponAction#0,"""Weapon Action ของ Double Saber<br>ตั้งดาบป้องกันการโจมตีจากทุกทิศทาง"""
LauncherAttack#0,"""โจมตีปกติของ Launcher<br>ยิงกระสุนระเบิด<br>ชาร์จเพื่อยิงกระสุนกระจายเป็นวงกว้าง"""
LauncherWeaponAction#0,"""Weapon Action ของ Launcher<br>แปะระเบิดเวลาใส่ศัตรู<br>หากโจมตีศัตรูที่โดนแปะระเบิดก่อนระเบิดทำงาน จะฟื้นฟู PP เมื่อระเบิด"""
RifleAttack#0,"""โจมตีปกติของ Assault Rifle<br>ยิงโจมตีศัตรู<br>กดค้างเพื่อยิงต่อเนื่อง"""
RifleWeaponAction#0,"""Weapon Action ของ Assault Rifle<br>สไลด์ยิงด้วยความเร็วสูง"""
TMachineGunAttack#0,"""โจมตีปกติของ Twin Machineguns<br>สาดกระสุนเป็นคอมโบ 3 ขั้น"""
TMachineGunWeaponAction#0,"""Weapon Action ของ Twin Machineguns<br>ตีลังกาหลบการโจมตี<br>กดโจมตีปกติเพื่อยิงระหว่างหลบ"""
TalisAttack#0,"""โจมตีปกติของ Talis<br>ปาไพ่เป็นคอมโบ 3 ขั้น"""
TalisWeaponAction#0,"""Weapon Action ของ Talis<br>วางป้อมปืนลอยฟ้าที่จะยิงกระสุนโฟตอนเป็นระยะ"""
WandAttack#0,"""โจมตีปกติของ Wand<br>ฟันคทาเป็นคอมโบ 3 ขั้น"""
WandWeaponAction#0,"""Weapon Action ของ Wand<br>ตั้งคทาป้องกันการโจมตีจากทุกทิศทาง"""
RodAttack#0,"""โจมตีปกติของ Rod<br>ยิงกระสุนโฟตอนเป็นคอมโบ 3 ขั้น"""
RodWeaponAction#0,"""Weapon Action ของ Rod<br>กางบาเรียป้องกันการโจมตีจากทุกทิศทาง<br>ป้องกันสำเร็จจะฟื้นฟู PP"""
KatanaAttack#0,"""โจมตีปกติของ Katana<br>ชักดาบฟัน 3 ขั้น"""
CompoundBowAttack#0,"""โจมตีปกติของ Bullet Bow<br>ยิงธนูใส่ศัตรู<br>ชาร์จเพื่อยิงศรระเบิดโจมตีเป็นวงกว้างรอบจุดตก"""
CompoundBowWeaponAction#0,"""Weapon Action ของ Bullet Bow<br>โยกหลบการโจมตีด้วยความเร็วสูง"""
JBootsAttack#0,"""โจมตีปกติของ Jet Boots<br>เตะเป็นคอมโบ 3 ขั้น"""
JetBootsWeaponAction#0,"""Weapon Action ของ Jet Boots<br>โยกหลบการโจมตีด้วยความเร็วสูง"""
DBladeAttack#0,"""โจมตีปกติของ Dual Blades<br>ฟันดาบคู่เป็นคอมโบ 3 ขั้น"""
DBladeWeaponAction#0,"""Weapon Action ของ Dual Blades<br>พุ่งหลบการโจมตีอย่างรวดเร็ว พร้อมกับปา Photon Blades"""
TaktAttack#0,"""โจมตีปกติของ Takt<br>ตวัดไม้บาตองระเบิดโฟตอนเป็นคอมโบ 3 ขั้น<br>กดค้างเพื่อตามด้วยระเบิดขนาดใหญ่ขึ้น"""
TaktWeaponAction#0,"""Weapon Action ของ Takt<br>เรียก Marmelo มาบล็อคการโจมตีแทนคุณ"""
GunSlashAttack#0,"""โจมตีปกติของ Gunslash<br>ยิงกระสุนโฟตอนเป็นคอมโบ 3 ขั้น<br>กดค้างที่ขั้นแรกเพื่อชาร์จได้ 2 ระดับ แต่ละระดับจะโจมตีต่างกัน<br>ชาร์จขั้น 1: ยิงรัว 5 นัด<br>ชาร์จขั้น 2: ยิงกระสุนโฟตอนทรงพลัง"""
GunSlashWeaponAction#0,"""Weapon Action ของ Gunslash<br>ฟัน Gunslash ได้สูงสุด 3 ครั้ง การฟันจะป้องกันการโจมตีจากทุกทิศทาง"""
SwordWeaponAction#0,"""Weapon Action ของ Sword<br>ยกดาบป้องกันการโจมตีจากทุกทิศทาง<br>กดค้างเพื่อตั้งการ์ด เมื่อโดนโจมตีจะลดความเสียหายแต่เสีย PP<br>กดกั้นจังหวะพอดีจะเป็น Just Guard ป้องกันสมบูรณ์แบบโดยไม่เสีย PP"""
KatanaWeaponAction#0,"""Weapon Action ของ Katana<br>ยกฝักดาบป้องกันการโจมตีจากทุกทิศทาง<br>กดค้างเพื่อตั้งการ์ด เมื่อโดนตีจะลดความเสียหายแต่เสีย PP<br>กดกั้นจังหวะพอดีจะเป็น Just Guard ป้องกันสมบูรณ์แบบโดยไม่เสีย PP"""
ClassNGS#0,"""Class"""
MainNGS#0,"""Main Class"""
SubNGS#0,"""Sub Class"""
NoneNGS#0,"""None"""
JobNGS_00#0,"""Hunter"""
JobNGS_01#0,"""Ranger"""
JobNGS_02#0,"""Force"""
JobNGS_03#0,"""Fighter"""
JobNGS_04#0,"""Gunner"""
JobNGS_05#0,"""Techter"""
JobNGS_06#0,"""Braver"""
JobNGS_07#0,"""Bouncer"""
JobNGS_08#0,"""Challenger"""
JobNGS_09#0,"""Waker"""
JobNGS_10#0,"""Battle Warrior"""
JobNGS_11#0,"""Slayer"""
JobNGS_12#0,"""ファントム"""
JobNGS_13#0,"""エトワール"""
JobNGS_14#0,"""スレイヤー"""
AllNGS#0,"""All Class"""
Common_RangeExtendPP#0,"""ระยะโจมตีเพิ่มขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
Common_LongChargeAtp#0,"""พลังโจมตีเมื่อชาร์จ <yellow>$(0)<c><br>ระยะเวลาชาร์จ <yellow>$(1)<c>"""
Common_AtkSpeedAtp#0,"""ความเร็วโจมตีเพิ่มขึ้น<br>พลังโจมตีของ PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Common_AtkSpeedChgAtp#0,"""ความเร็วโจมตีเพิ่มขึ้น<br>พลังโจมตีเมื่อชาร์จ <yellow>$(0)<c>/ไม่ชาร์จ <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
Common_ParryingPaAtp#0,"""ความแรงเมื่อบัฟด้วย Hunter Art Avenge <yellow>$(0)<c><br>ความแรงปกติ <yellow>$(1)<c>"""
Common_DownAtp#0,"""ความแรงต่อศัตรูล้ม <yellow>$(0)<c><br>ความแรงต่อศัตรูยืน <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
