Param_Value#0,"""$(0)"""
ChangeColorResultTitle#0,"""道具實驗室"""
Explanation1#4,"""在光子顏色變更中，可以更改一部分道具的光子顏色。請選擇道具。"""
Explanation2#3,"""請設置光子顏色。按下「確定」即可確定顏色。"""
ChangeColorResultMessage1#0,"""變更光子顏色<green>成功<c>。"""
NoMatchItemErrorMessage1#0,"""沒有可變更顏色的道具。"""
IdentifyTitle#0,"""道具鑑定"""
identifyGuide01#0,"""可以鑑定未鑑定的道具。"""
identifyGuide02#0,"""請選擇想要鑑定的武器。按[Shift]鍵 可以選擇多個。"""
identifyGuide03#0,"""這是鑑定的最終確認界面。可以給鑑定後的道具賦予喜歡的屬性。"""
IdentifySelectMenuTitle#0,"""道具鑑定菜單"""
IdentifySelectMenu01#0,"""鑑定道具"""
IdentifySelectMenu02#0,"""上級鑑定道具"""
IdentifySelectMenu03#0,"""離開商店"""
IdentifySelectItemTitle#0,"""選擇未鑑定對象道具"""
identifyConfrimMessage#0,"""通過服務可以給選中的1個道具<br>賦予喜歡的屬性。<br>選擇一個屬性後，<br>請按下「開始鑑定」按鈕。<br>※請注意，將給所有已選擇的道具<br>　賦予所選的屬性。<br>※毎次鑑定10個道具。"""
identifyConfrimSelectAttribute#0,"""欲賦予的屬性"""
identifyConfrimSelectResultTtile#0,"""鑑定結果"""
identifyConfrimSelectResultMessage#0,"""以下$(1)個道具的鑑定結束。<br>（$(1)個/$(0)個）<br>請按下「結束鑑定」按鈕。"""
identifyConfrimSelectResultContinue#0,"""繼續鑑定"""
identifyConfrimSelectResultEnd#0,"""結束鑑定"""
Guide_1#0,"""請選擇作為移植目標的基底道具。"""
Guide_2#0,"""請選擇素材道具。被賦予在素材上的特殊能力將會<c><c ff4f3f>消失<c><c f0df60>。"""
Guide_3#0,"""請選擇要移植到基底道具上的特殊能力。"""
Guide_4#0,"""這是特殊能力移植的最終確認界面。請仔細確認內容，若沒有問題請選擇「是」。"""
ItemError#0,"""沒有可以移植特殊能力的道具。"""
TitleText1#0,"""選擇基底道具"""
TitleText2#0,"""選擇素材道具"""
TitleText3#0,"""選擇特殊能力膠囊"""
TitleText4#0,"""確認特殊能力移植"""
TitleText5#0,"""特殊能力移植内容"""
TitleText6#0,"""移植後的特殊能力"""
TitleText7#0,"""特殊能力選擇"""
TitleText8#0,"""所選道具的特殊能力列表"""
TitleText9#0,"""預計移植的特殊能力列表"""
Choice_Item#0,"""已選擇的道具"""
Constitution1#0,"""選為了基底的道具"""
Constitution2#0,"""選為了素材的道具"""
Constitution3#0,"""移植後的特殊能力"""
Constitution4#0,"""將被消耗的特殊能力膠囊"""
Constitution5#0,"""將被消耗的特殊能力移植票證"""
Constitution6#0,"""個数"""
Message_Confirm#0,"""即將開始移植特殊能力。<br>確定麼？<br><br>※沒有賦予的特殊能力將會<scarlet>消失<c>。<br>※作為素材選中的道具上<br>　被賦予的特殊能力將會<scarlet>全部消失<c>。"""
Grant1#0,"""基底道具"""
Grant2#0,"""素材道具"""
ServerErrorMsg1#0,"""$(0)不足。"""
ServerErrorMsg2#0,"""持有金額不足。"""
ErrorMsg#0,"""移植特殊能力失敗。<br>請稍後重試。"""
ButtonText1#0,"""返回"""
ButtonText2#0,"""確定"""
ButtonText3#0,"""開始移植特殊能力"""
Message_Explanation2#0,"""※作為素材選中的道具上<br>被賦予的特殊能力將會<scarlet>全部消失<c>。<br>真的確定麼？<br>※<yellow>S級特殊能力將保留，不會消失。<c>"""
ResultMessage1#1,"""移植特殊能力<green>成功<c>。"""
ResultMessage2#1,"""<yellow>所有者登記完成<c>。"""
Decrease_Title#0,"""確認特殊能力"""
Decrease_Msg#0,"""未被賦予在道具上的<br>下列特殊能力將會<c ff4f3f>消失<c>。<br>確定麼？"""
SlotDecrease_Title#0,"""孔數減少確認"""
SlotDecrease_Msg#0,"""$(0)<br>的特殊能力孔將會<c ff4f3f>減少<c>。<br>確定麼？"""
MaxMessage#0,"""由於超過了最大追加數量，因此進行了替換。"""
CategoryMessege#0,"""由於已指定同類型特殊能力，因此進行了替換。"""
AddSupportMessage1#0,"""持有可新增特定特殊能力的<br>輔助道具。<br>請選擇欲使用的道具。"""
LockConfirm#0,"""有處於鎖定状態的道具。<br>確定麼？"""
SetValueInputNumberMessage#0,"""請輸入欲設定的價格。<br>※無法變更為低於最低上架價格的數值。<br>※將扣除一定金額，作為上架手續費。"""
SetValueInputNumberMessage_2#0,"""（扣除上架手續費金額： """
SetValueInputNumberMessage_3#0,"""$(1)<pict 4space>$(0)）"""
SetValueInputNumberMessage_4#0,"""（含税價格： """
SetValueInputNumberMessage_5#0,"""請輸入欲設定的價格。<br>※“最推薦！”道具無法變更為低於最低上架價格的數值。"""
SetValueInputNumberMessage_6#0,"""（最低上架価格："""
SetValueInputNumberMessage_7#0,"""※將扣除一定金額，作為上架手續費。"""
ManageExhibitItem#0,"""上架道具<pict 4space><pict Arcscash>"""
ManageWithdrawItem#0,"""下架道具到背包"""
ShopListTitle_Blockade_message#0,"""將在獲得「$(0)」稱號後開放。"""
Explanation1_v#0,"""<c f0df61>可以自行開設販賣道具的商店，或是到其他玩家的商店購物。<c>"""
Explanation2_v#0,"""<c f0df60>可以搜尋其他玩家上架中的道具。<c>"""
Explanation3_v#0,"""<c f0df60>選擇商品後，將跳轉到該道具的搜尋結果。<c>"""
Explanation4_v#0,"""<c f0df60>欲購買的道具<c>可以按<%Decide><c f0df60>進行選擇。按下「購買」按鈕即可結帳。<c>"""
Explanation5#0,"""<c f0df60>可用玩家ID名稱、角色名稱、廣告文進行關鍵字搜尋。選擇搜尋對象後，請輸入關鍵字。<c>"""
Label_Item_Num#0,"""所選擇道具的持有數量"""
Label_Item_Capacity#0,"""下架後的道具背包容量"""
SubCategoryLayeringCostumeBaseWear#0,"""底衣・套服"""
SubCategoryConsumeMouthTeeth#0,"""口・歯"""
SubCategoryConsumeEar#0,"""耳"""
SubCategoryConsumeHorn#0,"""角"""
SubCategoryConsumeStamp#0,"""表情"""
SubCategoryConsumeSpecialabilitycapsule#0,"""特殊能力膠囊"""
Potential#0,"""潜在能力等級"""
MultiWeapon#0,"""複合武器 """
DropSkill#0,"""預設能力"""
DifferentColorsWeapons#0,"""異色"""
SubCategoryMagForm#0,"""瑪古外觀"""
Blockade_message#0,"""將在獲得「$(0)」稱號後開放。"""
Drop_DamageUp_1#0,"""威力＋2.0%"""
Drop_DamageUp_2#0,"""威力＋3.0%"""
Drop_DamageUp_3#0,"""威力＋4.0%"""
Drop_DamageUp_4#0,"""威力＋4.5%"""
Drop_DamageUp_5#0,"""威力＋5.0%"""
Drop_DamageReduction_1#0,"""傷害抗性＋1.0%"""
Drop_DamageReduction_2#0,"""傷害抗性＋2.0%"""
Drop_DamageReduction_3#0,"""傷害抗性＋3.0%"""
Drop_DamageReduction_4#0,"""傷害抗性＋3.5%"""
Drop_DamageReduction_5#0,"""傷害抗性＋4.0%"""
Drop_Critical_1#0,"""暴擊率＋5.0%"""
Drop_Critical_2#0,"""暴擊率＋8.0%"""
Drop_Critical_3#0,"""暴擊率＋10%"""
Drop_Critical_4#0,"""暴擊率＋12%"""
Drop_Critical_5#0,"""暴擊率＋13%"""
Drop_CriticalDamage_1#0,"""暴擊威力＋6.0%"""
Drop_CriticalDamage_2#0,"""暴擊威力＋9.0%"""
Drop_CriticalDamage_3#0,"""暴擊威力＋12%"""
Drop_CriticalDamage_4#0,"""暴擊威力＋14%"""
Drop_CriticalDamage_5#0,"""暴擊威力＋15%"""
Drop_PpActionRate_1#0,"""PP消耗量減輕＋1.0％"""
Drop_PpActionRate_2#0,"""PP消耗量減輕＋2.0％"""
Drop_PpActionRate_3#0,"""PP消耗量減輕＋3.0％"""
Drop_PpActionRate_4#0,"""PP消耗量減輕＋3.5％"""
Drop_PpActionRate_5#0,"""PP消耗量減輕＋4.0％"""
Drop_PPRestraint_1#0,"""PP自然回復速度＋2.0%"""
Drop_PPRestraint_2#0,"""PP自然回復速度＋3.0%"""
Drop_PPRestraint_3#0,"""PP自然回復速度＋4.0%"""
Drop_PPRestraint_4#0,"""PP自然回復速度＋4.5%"""
Drop_PPRestraint_5#0,"""PP自然回復速度＋5.0%"""
Drop_AttackPPRestraint_1#0,"""攻撃時PP回復量＋2.0%"""
Drop_AttackPPRestraint_2#0,"""攻撃時PP回復量＋3.0%"""
Drop_AttackPPRestraint_3#0,"""攻撃時PP回復量＋4.0%"""
Drop_AttackPPRestraint_4#0,"""攻撃時PP回復量＋4.5%"""
Drop_AttackPPRestraint_5#0,"""攻撃時PP回復量＋5.0%"""
Drop_DamageUp_1#1,"""固有·攻擊 Lv.1"""
Drop_DamageUp_2#1,"""固有·攻擊 Lv.2"""
Drop_DamageUp_3#1,"""固有·攻擊 Lv.3"""
Drop_DamageUp_4#1,"""固有·攻擊 Lv.4"""
Drop_DamageUp_5#1,"""固有·攻擊 Lv.5"""
Drop_DamageReduction_1#1,"""固有·防禦 Lv.1"""
Drop_DamageReduction_2#1,"""固有·防禦 Lv.2"""
Drop_DamageReduction_3#1,"""固有·防禦 Lv.3"""
Drop_DamageReduction_4#1,"""固有·防禦 Lv.4"""
Drop_DamageReduction_5#1,"""固有·防禦 Lv.5"""
Drop_Critical_1#1,"""固有·暴擊率 Lv.1"""
Drop_Critical_2#1,"""固有·暴擊率 Lv.2"""
Drop_Critical_3#1,"""固有·暴擊率 Lv.3"""
Drop_Critical_4#1,"""固有·暴擊率 Lv.4"""
Drop_Critical_5#1,"""固有·暴擊率 Lv.5"""
Drop_CriticalDamage_1#1,"""固有·暴擊威力 Lv.1"""
Drop_CriticalDamage_2#1,"""固有·暴擊威力 Lv.2"""
Drop_CriticalDamage_3#1,"""固有·暴擊威力 Lv.3"""
Drop_CriticalDamage_4#1,"""固有·暴擊威力 Lv.4"""
Drop_CriticalDamage_5#1,"""固有·暴擊威力 Lv.5"""
Drop_PpActionRate_1#1,"""固有·PP減輕 Lv.1"""
Drop_PpActionRate_2#1,"""固有·PP減輕 Lv.2"""
Drop_PpActionRate_3#1,"""固有·PP減輕 Lv.3"""
Drop_PpActionRate_4#1,"""固有·PP減輕 Lv.4"""
Drop_PpActionRate_5#1,"""固有·PP減輕 Lv.5"""
Drop_PPRestraint_1#1,"""固有·自然PP回復 Lv.1"""
Drop_PPRestraint_2#1,"""固有·自然PP回復 Lv.2"""
Drop_PPRestraint_3#1,"""固有·自然PP回復 Lv.3"""
Drop_PPRestraint_4#1,"""固有·自然PP回復 Lv.4"""
Drop_PPRestraint_5#1,"""固有·自然PP回復 Lv.5"""
Drop_AttackPPRestraint_1#1,"""固有·攻擊PP回復 Lv.1"""
Drop_AttackPPRestraint_2#1,"""固有·攻擊PP回復 Lv.2"""
Drop_AttackPPRestraint_3#1,"""固有·攻擊PP回復 Lv.3"""
Drop_AttackPPRestraint_4#1,"""固有·攻擊PP回復 Lv.4"""
Drop_AttackPPRestraint_5#1,"""固有·攻擊PP回復 Lv.5"""
