name010#0,"""나즌"""
quize59_select4#0,"""샷키 리테나 고기"""
quize59_answer#0,"""정답은…<br><red>삿파 리테나크란베<c>입니다!"""
quiz60#0,"""문제<br><yellow>클래스 레벨이 최대인 상태에서,<br>\""경험치를 더 쌓으면\"" 어떻게 되는가?"""
quiz60_01#0,"""클래스 레벨이 최대인 상태에서,"""
quiz60_02#0,"""\""경험치를 더 쌓으면\"" 어떻게 되는가?"""
quize60_select1#0,"""N-엑스 큐브를 획득할 수 있다"""
quize60_select2#0,"""N-메세타나 SG 등을 획득할 수 있다"""
quize60_select3#0,"""레벨 상한선을 돌파한다"""
quize60_select4#0,"""랍피가 따라다닌다"""
quize60_answer#0,"""정답은…<br><red>N-엑스 큐브를 획득할 수 있다<c>입니다!"""
quiz61#0,"""문제<br><yellow>루프 마크아드에 등장하는<br>\""기간틱스\""는?"""
quiz61_01#0,"""루프 마크아드에 등장하는"""
quiz61_02#0,"""\""기간틱스\""는?"""
quize61_select1#0,"""절망의 케르쿤드"""
quize61_select2#0,"""절망의 스나이달 해머"""
quize61_select3#0,"""절망의 리젠토스"""
quize61_select4#0,"""절망의 샌드 나그루스"""
quize61_answer#0,"""정답은…<br><red>절망의 케르쿤드<c>입니다!"""
quiz62#0,"""문제<br><yellow>PA \""스프레드 페더\""를,<br>\""사용할 수 있는 무기\""는?"""
quiz62_01#0,"""PA \""스프레드 페더\""를,"""
quiz62_02#0,"""\""사용할 수 있는 무기\""는?"""
quize62_select1#0,"""탈리스"""
quize62_select2#0,"""완드"""
quize62_select3#0,"""트윈 대거"""
quize62_select4#0,"""불릿 보우"""
quize62_answer#0,"""정답은…<br><red>탈리스<c>입니다!"""
quiz63#0,"""문제<br><yellow>할파에 내려온 주인공의<br>강하 포드의 \""번호\""는?"""
quiz63_01#0,"""할파에 내려온 주인공의"""
quiz63_02#0,"""강하 포드의 \""번호\""는?"""
quize63_select1#0,"""909"""
quize63_select2#0,"""101"""
quize63_select3#0,"""777"""
quize63_select4#0,"""999"""
quize63_answer#0,"""정답은…<br><red>909<c>입니다!"""
quiz64#0,"""문제<br><yellow>코쿤 \""론 웨이Ⅱ\""의<br>\""사이드 미션이 아닌 것\""은?"""
quiz64_01#0,"""코쿤 \""론 웨이Ⅱ\""의"""
quiz64_02#0,"""\""사이드 미션이 아닌 것\""은?"""
quize64_select1#0,"""포인트 큐브를 5개 획득하여 클리어"""
quize64_select2#0,"""4:35 미만으로 클리어"""
quize64_select3#0,"""5:15 미만으로 클리어"""
quize64_select4#0,"""포인트 큐브를 4개 획득하여 클리어"""
quize64_answer#0,"""정답은…<br><red>포인트 큐브를 5개 획득하여 클리어<c>입니다!"""
quiz65#0,"""문제<br><yellow>법격 무기 위력이<br>가장 많이 상승하는 \""특수 능력\""은?"""
quiz65_01#0,"""법격 무기 위력이"""
quiz65_02#0,"""가장 많이 상승하는 \""특수 능력\""은?"""
quize65_select1#0,"""테크닉 Ⅳ"""
quize65_select2#0,"""에라디 소울 Ⅳ"""
quize65_select3#0,"""드레드 키퍼 Ⅳ"""
quize65_select4#0,"""기가스 에우티"""
quize65_answer#0,"""정답은…<br><red>테크닉 Ⅳ<c>입니다!"""
quiz66#0,"""문제<br><yellow>\""데스트라그라스\""의 \""눈\""은,<br>총 몇 개일까요?"""
quiz66_01#0,"""\""데스트라그라스\""의 \""눈\""은,"""
quiz66_02#0,"""총 몇 개일까요?"""
quize66_select1#0,"""13개"""
quize66_select2#0,"""11개"""
quize66_select3#0,"""16개"""
quize66_select4#0,"""10개"""
quize66_answer#0,"""정답은…<br><red>13개<c>입니다!"""
quiz67#0,"""문제<br><yellow>할파에 내려온 주인공에게<br>아이나가 가장 먼저 건넨 말은?"""
quiz67_01#0,"""할파에 내려온 주인공에게"""
quiz67_02#0,"""아이나가 가장 먼저 건넨 말은?"""
quize67_select1#0,"""다행이야. 열렸어."""
quize67_select2#0,"""괜찮아!?"""
quize67_select3#0,"""…떠봐……눈을 떠봐."""
quize67_select4#0,"""방금 그건 테크닉?"""
quize67_answer#0,"""정답은…<br><red>다행이야. 열렸어.<c>입니다!"""
quiz68#0,"""문제<br><yellow>크바리스 다섯 쌍둥이 중,<br>남자 형제 중 \""넷째의 이름\""은?"""
quiz68_01#0,"""크바리스 다섯 쌍둥이 중,"""
quiz68_02#0,"""남자 형제 중 \""넷째의 이름\""은?"""
quize68_select1#0,"""쿠카"""
quize68_select2#0,"""타이바스"""
quize68_select3#0,"""이루마"""
quize68_select4#0,"""툴리"""
quize68_answer#0,"""정답은…<br><red>쿠카<c>입니다!"""
quiz69#0,"""문제<br><yellow>이 중 센트럴 시티의<br>\""오퍼레이터가 아닌\"" 인물은?"""
quiz69_01#0,"""이 중 센트럴 시티의"""
quiz69_02#0,"""\""오퍼레이터가 아닌\"" 인물은?"""
quize69_select1#0,"""호냥"""
quize69_select2#0,"""롯사"""
quize69_select3#0,"""오란제"""
quize69_select4#0,"""란"""
quize69_answer#0,"""정답은…<br><red>호냥<c>입니다!"""
quiz70#0,"""문제<br><yellow>\""N-랍피 슈트 미니\""에서<br>\""숨길 수 있는 장식\""은?"""
quiz70_01#0,"""\""N-랍피 슈트 미니\""에서"""
quiz70_02#0,"""\""숨길 수 있는 장식\""은?"""
quize70_select1#0,"""지퍼"""
quize70_select2#0,"""부리"""
quize70_select3#0,"""꼬리"""
quize70_select4#0,"""눈꺼풀"""
quize70_answer#0,"""정답은…<br><red>지퍼<c>입니다!"""
quiz71#0,"""문제<br><yellow>태스크 \""로봇 수리의 도움・Ⅰ\""에서<br>시라세에게 전달하는 \""포톤 청크\""의 개수는?"""
quiz71_01#0,"""태스크 \""로봇 수리의 도움・Ⅰ\""에서"""
quiz71_02#0,"""시라세에게 전달하는 \""포톤 청크\""의 개수는?"""
quize71_select1#0,"""10개"""
quize71_select2#0,"""5개"""
quize71_select3#0,"""15개"""
quize71_select4#0,"""20개"""
quize71_answer#0,"""정답은…<br><red>10개<c>입니다!"""
quiz72#0,"""문제<br><yellow>스테이지 라이브의 백밴드는,<br>모프센과 자릴, 그리고 나머지 한명은?"""
quiz72_01#0,"""스테이지 라이브의 백밴드는,"""
quiz72_02#0,"""모프센과 자릴, 그리고 나머지 한명은?"""
quize72_select1#0,"""하디"""
quize72_select2#0,"""브루더"""
quize72_select3#0,"""구이덴"""
quize72_select4#0,"""그라이프"""
quize72_answer#0,"""정답은…<br><red>하디<c>입니다!"""
quiz73#0,"""문제<br><yellow>테임즈가 나타나지 않는 \""섹션\""은?"""
quiz73_01#0,"""테임즈가 나타나지 않는 \""섹션\""은?"""
quize73_select1#0,"""북부 크바리스"""
quize73_select2#0,"""중앙 크바리스"""
quize73_select3#0,"""남부 크바리스"""
quize73_select4#0,"""서부 크바리스"""
quize73_answer#0,"""정답은…<br><red>북부 크바리스<c>입니다!"""
quiz74#0,"""문제<br><yellow>센트럴 캐논의 \""정식 명칭\""은?"""
quiz74_01#0,"""센트럴 캐논의 \""정식 명칭\""은?"""
quize74_select1#0,"""단발식 포톤 입자포"""
quize74_select2#0,"""포톤 압축 입자포"""
quize74_select3#0,"""개량형 포톤 입자포"""
quize74_select4#0,"""연발식 포톤 입자포"""
quize74_answer#0,"""정답은…<br><red>단발식 포톤 입자포<c>입니다!"""
quiz75#0,"""문제<br><yellow>퀘스트 클리어 보상으로 \""스트라가 소드\""를<br>획득할 수 있는 \""퀘스트\""는?"""
quiz75_01#0,"""퀘스트 클리어 보상으로 \""스트라가 소드\""를"""
quiz75_02#0,"""획득할 수 있는 \""퀘스트\""는?"""
quize75_select1#0,"""에아리오 데바스테이터즈【Rank.1】"""
quize75_select2#0,"""상정연습: 다크 펄스 요격전"""
quize75_select3#0,"""지오메트릭 라비린스【Rank.2】"""
quize75_select4#0,"""캐논볼 스트라이크"""
quize75_answer#0,"""정답은…<br><red>에아리오 데바스테이터즈【Rank.1】<c>입니다!"""
quiz76#0,"""문제<br><yellow>이 중 실제로 존재하는<br>\""아크스 레코드\""는?"""
quiz76_01#0,"""이 중 실제로 존재하는"""
quiz76_02#0,"""\""아크스 레코드\""는?"""
quize76_select1#0,"""아틀랜덤 이벤트 레코드"""
quize76_select2#0,"""팀 레코드"""
quize76_select3#0,"""데일리 태스크 레코드"""
quize76_select4#0,"""필드 레이스 레코드"""
quize76_answer#0,"""정답은…<br><red>아틀랜덤 이벤트 레코드<c>입니다!"""
quiz77#0,"""문제<br><yellow>지오메트릭 라비린스【Rank.1】에서<br>\""랭크 S\""를 달성하기 위해 필요한 스코어는?"""
quiz77_01#0,"""지오메트릭 라비린스【Rank.1】에서"""
quiz77_02#0,"""\""랭크 S\""를 달성하기 위해 필요한 스코어는?"""
quize77_select1#0,"""2,500,000 포인트 이상"""
quize77_select2#0,"""3,000,000 포인트 이상"""
quize77_select3#0,"""2,000,000 포인트 이상"""
quize77_select4#0,"""9,999,999 포인트 이상"""
quize77_answer#0,"""정답은…<br><red>2,000,000 포인트 이상<c>입니다!"""
quiz78#0,"""문제<br><yellow>리템 시티와 스티아 캠프에<br>놓여 있는 요리는?"""
quiz78_01#0,"""리템 시티와 스티아 캠프에"""
quiz78_02#0,"""놓여 있는 요리는?"""
quize78_select1#0,"""크림 스프"""
quize78_select2#0,"""랍피풍 튀김"""
quize78_select3#0,"""샌드위치"""
quize78_select4#0,"""라멘"""
quize78_answer#0,"""정답은…<br><red>크림 스프<c>입니다!"""
quiz79#0,"""문제<br><yellow>공투 트라이얼에 등장하는 인물 중,<br>\""존재하지 않는 조합\""은?"""
quiz79_01#0,"""공투 트라이얼에 등장하는 인물 중,"""
quiz79_02#0,"""\""존재하지 않는 조합\""은?"""
quize79_select1#0,"""쟈릴과 하디"""
quize79_select2#0,"""이루마와 마논"""
quize79_select3#0,"""다이아,듀플리스,웨스터"""
quize79_select4#0,"""라이썬더,로아라,게파르트"""
quize79_answer#0,"""정답은…<br><red>쟈릴과 하디<c>입니다!"""
quiz80#0,"""문제<br><yellow>\""CHAOS TRIAL\""을 클리어하면,<br>어떤 일이 발생하는가?"""
quiz80_01#0,"""\""CHAOS TRIAL\""을 클리어하면,"""
quiz80_02#0,"""어떤 일이 발생하는가?"""
quize80_select1#0,"""PSE 레벨이 1 오른다"""
quize80_select2#0,"""플레이어의 공격력이 일정 시간 동안 상승한다"""
quize80_select3#0,"""레어 드랍률이 일정 시간 동안 상승한다"""
quize80_select4#0,"""아무 일도 없었다"""
quize80_answer#0,"""정답은…<br><red>PSE 레벨이 1 오른다<c>입니다!"""
